variant,r,q,p,n_series,n_months,max_companion_root,stable,nboot,bootstrap_seed,bootstrap_failures,elapsed_minutes
conjunto_completo_sem_duplicatas,3,2,6,123,153,0.9763810265107692,TRUE,800,123,0,0.5681779146194458
