variant,r,q,p,variable,h,point,lo68,hi68,lo90,hi90
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,0,0.005,0.005,0.005,0.005,0.005
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,1,0.006368204946582839,0.0049726114660722225,0.0068243544946608795,0.004261251227145906,0.007675300624602077
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,2,0.007138101650116091,0.004777727899813067,0.007799111888948769,0.0036532212093393682,0.009126915383426039
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,3,0.007117269083787887,0.004110815543106115,0.008265213320772279,0.0022021665809553326,0.009572449816171296
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,4,0.005680566820051548,0.002082383878000346,0.007284131830114811,-2.8567445149075296e-4,0.008893350196902822
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,5,0.004559270524856716,8.118750454782603e-4,0.006831398070607777,-0.0021353204288973135,0.008901773461097806
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,6,0.004087224832419639,5.005027680598859e-4,0.006905322740400593,-0.002929350929343904,0.009543347860249216
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,7,0.00385369037801672,3.671106435587305e-4,0.007090889638261829,-0.0028310550907640194,0.010119433790287282
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,8,0.0031483349507641398,-6.385183337781136e-5,0.007133129918053386,-0.0033424557095409245,0.010199939251357124
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,9,0.0024102681665328003,-6.815155930643257e-4,0.007108674305292197,-0.0038914304941273107,0.010627225726436327
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,10,0.0014484700635434178,-0.0015836959100529254,0.006979689295762169,-0.0045898498210285,0.01037668800673599
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,11,1.9350721323546934e-4,-0.002363959280503609,0.006470830630002656,-0.005806550317384015,0.009923006144977377
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,12,-8.534163955417776e-4,-0.0033058716815331543,0.006192473870418053,-0.006861065945456023,0.00981039711634278
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,13,-0.00206761571083447,-0.004279516246078236,0.0055406411611109655,-0.00830633122328094,0.009864055499443266
conjunto_completo_sem_duplicatas,7,6,6,yield_6m,14,-0.0032050339125389046,-0.0056209121954200764,0.005108703665494429,-0.009627990924112957,0.009187257304395255
