variant,r,q,p,n_series,n_months,max_companion_root,stable,nboot,bootstrap_seed,bootstrap_failures,elapsed_minutes
conjunto_completo_sem_duplicatas,4,3,6,123,153,0.9625695997704398,TRUE,800,123,0,0.48461633920669556
