variant,r,q,p,variable,h,point,lo68,hi68,lo90,hi90
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,0,0.005,0.005,0.005,0.005,0.005
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,1,0.005964378890783232,0.005040591730301465,0.006561711612862755,0.004261175956217657,0.007127670467691531
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,2,0.0068054843871918295,0.004638543591187177,0.0076803596590528786,0.003160329808305327,0.008443795141622922
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,3,0.007566130067531077,0.004697066535894931,0.008576887847845273,0.002898907501118349,0.009929343362094023
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,4,0.00791017645293737,0.004207758395634312,0.009117801722260292,0.002048155634586666,0.010675124800791488
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,5,0.00845505317185188,0.004542720580261135,0.010095904259242595,0.002261856954645952,0.011852135572843493
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,6,0.009166790226988068,0.005046291642831897,0.011272296852509711,0.002887794760217112,0.01363724759048715
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,7,0.00949882649130407,0.005086163789793191,0.012083853733771518,0.002983048710755128,0.014845676565365857
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,8,0.009760608288318234,0.005350818965621659,0.0128648859808339,0.0031307078561204514,0.01575451869257407
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,9,0.009961948637000626,0.005663720965561418,0.013467294877950838,0.003250561722724506,0.016742074141122467
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,10,0.010131724762524217,0.005867056865677104,0.013937947357380997,0.0032784492304842477,0.01718444287514339
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,11,0.010383813182195238,0.00609839080918566,0.014513929588356126,0.0034558696997560065,0.01791294866588408
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,12,0.010563605911582823,0.006245647817263329,0.014965611301972116,0.003641743362019741,0.018461360178427717
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,13,0.01058079576477718,0.006256366845873001,0.015168299052150006,0.003824311144349342,0.019090800391950106
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,14,0.010564968260926913,0.006105503131918676,0.015388394828727166,0.003993493073679613,0.01939341916161776
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,15,0.010517949128382385,0.0061154550922365245,0.015481905523836954,0.003912806938833769,0.019471865818080976
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,16,0.010400296449640987,0.005827379125982047,0.015559561797061043,0.003769995652333707,0.019716074279153062
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,17,0.010247313109974635,0.005535288309477295,0.015431877063579002,0.003452788113850912,0.019697269735700094
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,18,0.010043134301983891,0.0053749315477072705,0.015155875676727602,0.0030711912183449563,0.01953841156461508
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,19,0.009766577590877616,0.005157214274103513,0.014922897839828364,0.002410662266080948,0.019610084983487836
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,20,0.009447295811993524,0.004836081897537774,0.014716970380318606,0.001959362419731028,0.01933120542656807
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,21,0.009089999674695388,0.004407063588223101,0.014267741735314938,0.0014588111927933667,0.01905067097946784
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,22,0.00869230259072418,0.003822361790358275,0.01388352852205426,0.001090412576350288,0.018710289493467765
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,23,0.008263666519803644,0.003192173065142776,0.013370554793413975,6.4756467448965e-4,0.018550578237509146
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,24,0.007803239246153664,0.0026692303390931185,0.012921504375239902,3.363457971577734e-4,0.01785424557132296
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,25,0.0073143080470425515,0.002114096676678754,0.012565978062582642,-9.562472196685042e-5,0.017280955004774976
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,26,0.006807709556872016,0.0015942386048982235,0.011946096619461668,-8.422365688584651e-4,0.016641811385123596
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,27,0.006286410289204635,0.00095231686118937885,0.011496102110700682,-0.0015031442648132723,0.01631120804877212
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,28,0.005753420099013993,3.2680508249352893e-4,0.010912094034328744,-0.002094988730022477,0.01578144896503303
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,29,0.00521467175854186,-1.8550029551141136e-4,0.010336258278591536,-0.002756218708363669,0.01525268940779388
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,30,0.004672910939921172,-6.85842382733305e-4,0.009671480452847117,-0.003418941567526792,0.014571296563384243
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,31,0.004131606618340123,-0.0012403247720193702,0.008972363808361016,-0.004309869358251633,0.013818471501334913
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,32,0.0035956851642883854,-0.0018421957512717185,0.008155971938188832,-0.004947327615678233,0.013074811118577894
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,33,0.0030680400626541234,-0.002300575419805245,0.007576781282009819,-0.005391489160448247,0.012378486752063675
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,34,0.0025513601823668724,-0.0028976071674786013,0.006779128507034525,-0.005993464140990002,0.011478899256102541
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,35,0.0020487533309815984,-0.003410377789589116,0.0061795011415204555,-0.006761065720277819,0.010910056234761038
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,36,0.0015625088912839542,-0.003960587584386662,0.005524252602572811,-0.007255882134800986,0.010289248832792301
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,37,0.0010949028048222722,-0.004547969146256761,0.005010058536345256,-0.007874931347204519,0.009742742718884975
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,38,6.481909248256719e-4,-0.005030652282956419,0.004453691420758046,-0.008252509422834259,0.008949059164004076
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,39,2.2398825283788477e-4,-0.005662822072073876,0.0037896822232013306,-0.008899979416519743,0.008822950158311096
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,40,-1.7624998618385462e-4,-0.00605327961005974,0.0033463504519212926,-0.009440406617072935,0.008088275532316242
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,41,-5.511982677405816e-4,-0.006499872010920059,0.002795415230094911,-0.010200217355752834,0.007381877435916594
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,42,-8.999167214363948e-4,-0.006930801275815215,0.0022636434854737776,-0.010639386808372698,0.006538119861852424
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,43,-0.0012216295989476659,-0.007240051559293907,0.0017315055624367956,-0.011098603985192421,0.006033970805476569
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,44,-0.001515752312441688,-0.007534245741792608,0.0014079223172811437,-0.01147867048749705,0.005542736582868679
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,45,-0.0017820126411930493,-0.007744181785297991,0.0010138187342870982,-0.011855365672469233,0.004820778620351804
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,46,-0.0020203201284428995,-0.00811066371789615,8.125420122351729e-4,-0.012412340174731725,0.00427367760385694
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,47,-0.0022307596156509522,-0.008274262364571587,5.889427717794821e-4,-0.012592685745787124,0.003900969142439332
conjunto_completo_sem_duplicatas,4,3,6,yield_6m,48,-0.002413635694758564,-0.00838593997757606,3.9054384169933645e-4,-0.012558047326395845,0.003564982240107444
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,0,0.008213803426274268,0.0072211139290762685,0.009919280652248575,0.006588907134881625,0.011485288397998885
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,1,0.009784129561863855,0.007927448060914577,0.011431963192857332,0.006987431481464506,0.013562677894176443
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,2,0.00983594149671675,0.006929533378194911,0.011318289785817781,0.005379732124465637,0.013009393031317129
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,3,0.011096559499620373,0.007558425596843602,0.012774208664039012,0.005919839494680321,0.014759735774146224
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,4,0.011464483794004492,0.007175661352845448,0.013030418495578542,0.005388794445575029,0.015544063211355904
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,5,0.011771489183565092,0.007329123657765464,0.01377104632805247,0.005340236555026152,0.01665533216700001
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,6,0.012353825334121667,0.007809894053488721,0.015155401256453947,0.005953034044870321,0.018111697691837188
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,7,0.012381010869078595,0.007631953016686258,0.015467641392294106,0.005590048029708297,0.01856473657057299
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,8,0.012187423625226096,0.007202403674718009,0.015612774885873024,0.005177504214718666,0.0194132334420074
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,9,0.012149806021920995,0.007414556829387964,0.015921175331135778,0.005390206168334152,0.019924013966922716
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,10,0.012048453793590453,0.007177429324684353,0.01606034229769305,0.0050280382202304,0.020282845885692433
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,11,0.012027655576204742,0.0071276675757086525,0.016324967770397568,0.004849848426156127,0.02078884892842262
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,12,0.011976541404546215,0.007106497609060804,0.016501916349394654,0.004851943819004144,0.021092153381390873
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,13,0.011685277135599588,0.006771432254596872,0.01661718665858116,0.004544267292668885,0.02104162624735095
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,14,0.011363184839795145,0.006428402914864489,0.01653133971558956,0.004164056234554436,0.021156954545204536
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,15,0.011083181841080862,0.0061748077943854715,0.016454362166401643,0.0036947696150477177,0.021168708961381184
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,16,0.010721665806313726,0.0058260725575774094,0.01615361969288843,0.003011793704035072,0.020746694128651988
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,17,0.010326837400799694,0.005245209546182735,0.01584859330768542,0.002587747350336429,0.020614602599504834
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,18,0.009908939081240879,0.0048335065499484015,0.015326809725901974,0.0020903161225653273,0.02040152708668945
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,19,0.009419001894976419,0.0041676375590581774,0.014932450565531007,0.001604521459888081,0.020096093882049398
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,20,0.00889911803433049,0.003686303262380302,0.014348827679074944,8.889515643349151e-4,0.0193748283768165
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,21,0.008367451772792512,0.0031552209441673027,0.013869931694239005,1.861774266192346e-4,0.018976006512822517
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,22,0.007806246720041963,0.0025050015400435157,0.013241698846580875,-5.064812035220735e-4,0.018329528007592296
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,23,0.0072275824609434195,0.0018714768001849309,0.012649647712008834,-0.0010769292798745713,0.017584597704502655
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,24,0.0066343220439849795,0.0012752961622441046,0.012007998187501812,-0.0016151648846428623,0.016701654788168693
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,25,0.006025201122806741,6.090138184366991e-4,0.011261425289843804,-0.002082942205487326,0.016444832038644868
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,26,0.005414848059534295,-2.3196879789678576e-4,0.010590753217626574,-0.0026791363466697297,0.015835037402418137
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,27,0.0048073588374997495,-8.499182621869691e-4,0.009962320312970164,-0.003464836776499715,0.01511130663936248
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,28,0.004201900295667452,-0.001430857853320258,0.009098140692162963,-0.004394751129853967,0.01459400858107273
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,29,0.0036055273539339176,-0.001992051255359865,0.008571937358340656,-0.005176909238386682,0.014021475812688831
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,30,0.003021316767029598,-0.002463431100030292,0.007893315420862803,-0.005686029409095053,0.013339926904369317
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,31,0.00245097047774925,-0.0031797925725024195,0.007107394112402302,-0.006614398397620443,0.012743677041579256
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,32,0.0018997317060951782,-0.003779829023379357,0.006535129497682683,-0.007533483217262087,0.012142740769778683
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,33,0.0013700521875423533,-0.00450349352738059,0.005910442028328107,-0.008228635478741536,0.01155054800509402
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,34,8.630935890576486e-4,-0.004981480663745961,0.005233536740393039,-0.008502253395207196,0.010897073478403772
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,35,3.8150900065525974e-4,-0.005466440694805182,0.004637770182792585,-0.009164293726043177,0.010044511876803584
conjunto_completo_sem_duplicatas,4,3,6,yield_2y,36,-7.310459287426757e-5,-0.00594815829672539,0.004168049419650922,-0.009768174393546018,0.009282967219199027
