variant,r,q,p,n_series,n_months,max_companion_root,stable,nboot,bootstrap_seed,bootstrap_failures,elapsed_minutes
conjunto_completo_sem_duplicatas,7,6,6,123,153,0.9732091159708651,TRUE,800,123,0,0.6926231702168782
