variant,sample,component,eigenvalue
drop_setor_externo__expectativas__eua__credito__imoveis,full,1,9.174376774322841
drop_setor_externo__expectativas__eua__credito__imoveis,full,2,7.422433261728704
drop_setor_externo__expectativas__eua__credito__imoveis,full,3,3.7918796226155695
drop_setor_externo__expectativas__eua__credito__imoveis,full,4,3.261885320229339
drop_setor_externo__expectativas__eua__credito__imoveis,full,5,2.7699819337812177
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,1,11.556861140805681
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,2,7.558486798916077
drop_setor_externo__expectativas__eua__imoveis,full,1,9.28199456332836
drop_setor_externo__expectativas__eua__imoveis,full,2,7.653944414474885
drop_setor_externo__expectativas__eua__imoveis,full,3,3.7725358516856224
drop_setor_externo__expectativas__eua__imoveis,full,4,3.229316715468019
drop_setor_externo__expectativas__eua__imoveis,full,5,2.781358888291939
drop_setor_externo__expectativas__eua__imoveis,pre_covid,1,11.55305867917477
drop_setor_externo__expectativas__eua__imoveis,pre_covid,2,7.649448158697449
drop_setor_externo__expectativas__imoveis,full,1,10.457708586872267
drop_setor_externo__expectativas__imoveis,full,2,9.058899227599747
drop_setor_externo__expectativas__imoveis,full,3,4.433450365353493
drop_setor_externo__expectativas__imoveis,full,4,3.82896827859453
drop_setor_externo__expectativas__imoveis,pre_covid,1,12.069398954680516
drop_setor_externo__expectativas__imoveis,pre_covid,2,7.664587670056314
drop_setor_externo__imoveis,full,1,10.513626461851198
drop_setor_externo__imoveis,full,2,9.118070602982613
drop_setor_externo__imoveis,full,3,4.436238183238403
drop_setor_externo__imoveis,full,4,4.006553553123171
drop_setor_externo__imoveis,pre_covid,1,12.319798632866723
drop_setor_externo__imoveis,pre_covid,2,7.7155123207170675
