sample,r,q,variable,h,reproduced,cached,absolute_difference,tolerance,passed
full,7,6,cambio_usd,8,0.04983723435934849,0.04983723435934849,0,1.498372343593485e-10,TRUE
full,7,6,cambio_usd,9,0.02846438120948359,0.02846438120948359,0,1.284643812094836e-10,TRUE
full,7,6,cambio_usd,10,0.005277595454226635,0.005277595454226635,0,1.0527759545422664e-10,TRUE
full,7,6,cambio_usd,11,-0.021029774087749028,-0.021029774087749028,0,1.2102977408774903e-10,TRUE
full,7,6,cambio_usd,12,-0.03021746211244487,-0.03021746211244487,0,1.3021746211244488e-10,TRUE
full,7,6,cambio_usd,13,-0.05751555285308722,-0.05751555285308722,0,1.5751555285308724e-10,TRUE
full,7,6,cambio_usd,14,-0.07811211969480189,-0.07811211969480189,0,1.781121196948019e-10,TRUE
full,7,6,cambio_usd,15,-0.08338718861103903,-0.08338718861103903,0,1.8338718861103902e-10,TRUE
full,7,6,cambio_usd,16,-0.09092404286975395,-0.09092404286975395,0,1.9092404286975394e-10,TRUE
full,7,6,cambio_usd,17,-0.09746150613330803,-0.09746150613330803,0,1.9746150613330805e-10,TRUE
full,7,6,cambio_usd,18,-0.0950255089391821,-0.0950255089391821,0,1.9502550893918212e-10,TRUE
full,7,6,cambio_usd,19,-0.09302551715107231,-0.09302551715107231,0,1.930255171510723e-10,TRUE
full,7,6,cambio_usd,20,-0.09157777610207671,-0.09157777610207671,0,1.915777761020767e-10,TRUE
full,7,6,cambio_usd,21,-0.08403696891326781,-0.08403696891326781,0,1.840369689132678e-10,TRUE
full,7,6,cambio_usd,22,-0.07635680335036443,-0.07635680335036443,0,1.7635680335036444e-10,TRUE
full,7,6,cambio_usd,23,-0.06953079562602489,-0.06953079562602489,0,1.695307956260249e-10,TRUE
full,7,6,cambio_usd,24,-0.060202827144237823,-0.060202827144237823,0,1.6020282714423785e-10,TRUE
full,7,6,cambio_usd,25,-0.05255749627911568,-0.05255749627911568,0,1.525574962791157e-10,TRUE
full,7,6,cambio_usd,26,-0.04398611625023784,-0.04398611625023784,0,1.4398611625023784e-10,TRUE
full,7,6,cambio_usd,27,-0.03342175347721228,-0.03342175347721228,0,1.334217534772123e-10,TRUE
full,7,6,cambio_usd,28,-0.024197279227825393,-0.024197279227825393,0,1.241972792278254e-10,TRUE
full,7,6,cambio_usd,29,-0.014862636557787606,-0.014862636557787606,0,1.1486263655778761e-10,TRUE
full,7,6,cambio_usd,30,-0.004786056246873463,-0.004786056246873463,0,1.0478605624687347e-10,TRUE
full,7,6,cambio_usd,31,0.0041340918981630755,0.0041340918981630755,0,1.0413409189816308e-10,TRUE
full,7,6,cambio_usd,32,0.012580078452847395,0.012580078452847395,0,1.125800784528474e-10,TRUE
full,7,6,cambio_usd,33,0.021120172557026407,0.021120172557026407,0,1.211201725570264e-10,TRUE
full,7,6,cambio_usd,34,0.02875437082581785,0.02875437082581785,0,1.2875437082581786e-10,TRUE
full,7,6,cambio_usd,35,0.03572430417054228,0.03572430417054228,0,1.3572430417054228e-10,TRUE
full,7,6,cambio_usd,36,0.042465499609731706,0.042465499609731706,0,1.4246549960973173e-10,TRUE
full,7,6,cambio_usd,37,0.048379637232722164,0.048379637232722164,0,1.4837963723272217e-10,TRUE
full,7,6,cambio_usd,38,0.053737637384707666,0.053737637384707666,0,1.5373763738470767e-10,TRUE
full,7,6,cambio_usd,39,0.0586623326113535,0.0586623326113535,0,1.586623326113535e-10,TRUE
full,7,6,cambio_usd,40,0.06267680823696858,0.06267680823696858,0,1.626768082369686e-10,TRUE
full,7,6,cambio_usd,41,0.06606188944760846,0.06606188944760846,0,1.6606188944760846e-10,TRUE
full,7,6,cambio_usd,42,0.06891077370068308,0.06891077370068308,0,1.6891077370068308e-10,TRUE
full,7,6,cambio_usd,43,0.07093368170984618,0.07093368170984618,0,1.7093368170984618e-10,TRUE
full,7,6,cambio_usd,44,0.07234779689460072,0.07234779689460072,0,1.7234779689460072e-10,TRUE
full,7,6,cambio_usd,45,0.07323235733877463,0.07323235733877463,0,1.7323235733877463e-10,TRUE
full,7,6,cambio_usd,46,0.07344449776541963,0.07344449776541963,0,1.7344449776541964e-10,TRUE
full,7,6,cambio_usd,47,0.07312628991618914,0.07312628991618914,0,1.7312628991618915e-10,TRUE
full,7,6,cambio_usd,48,0.07235123370408504,0.07235123370408504,0,1.7235123370408503e-10,TRUE
full,7,6,yield_2y,0,0.010802271558785834,0.010802271558785834,0,1.1080227155878584e-10,TRUE
full,7,6,yield_2y,1,0.013587125694382527,0.013587125694382527,0,1.1358712569438254e-10,TRUE
full,7,6,yield_2y,2,0.012585338173452143,0.012585338173452143,0,1.1258533817345214e-10,TRUE
full,7,6,yield_2y,3,0.012497549635705612,0.012497549635705612,0,1.1249754963570562e-10,TRUE
full,7,6,yield_2y,4,0.00995890885714908,0.00995890885714908,0,1.0995890885714909e-10,TRUE
full,7,6,yield_2y,5,0.008269988085001428,0.008269988085001428,0,1.0826998808500144e-10,TRUE
