variant,sample,r,ic1,ic2,ic3
drop_fiscal,full,5,-0.20293664707642772,-0.15954775991570297,-0.3170310409282703
drop_fiscal,full,6,-0.19694999589919387,-0.1448833313063242,-0.3338632685214049
drop_fiscal,full,7,-0.1899826455179751,-0.12923820349296045,-0.34971479691055457
drop_fiscal,full,8,-0.17976925019287826,-0.11034703073571872,-0.36232028035582636
drop_fiscal,full,9,-0.1674107413930177,-0.08931074450371301,-0.37278065032633423
drop_fiscal,full,10,-0.1542863731387648,-0.0675085988173153,-0.38247516084244987
drop_fiscal,full,11,-0.13806489414672118,-0.04260934239312664,-0.38907256062077467
drop_fiscal,full,12,-0.12323552494410073,-0.019102195758361362,-0.3970620701885228
drop_fiscal,full,13,-0.10547369006804874,0.0073374165498356625,-0.4021191140828393
drop_fiscal,full,14,-0.08839419670821591,0.03309468734181342,-0.4078584994933748
drop_fiscal,full,15,-0.06905693247919731,0.061109729002976954,-0.4113401140347249
drop_fiscal,full,16,-0.04879774853672081,0.09004669037759827,-0.413899808862617
drop_fiscal,full,17,-0.028793084842370753,0.11872913150409348,-0.4167140239386353
drop_fiscal,full,18,-0.009851174756654313,0.14634881902195507,-0.42059099262328736
drop_fiscal,full,19,0.009014376713784467,0.17389214792453855,-0.4245443199232172
drop_fiscal,full,20,0.029421804720473066,0.20297735336337208,-0.42695577068689705
drop_fiscal,pre_covid,1,-0.062162123622480636,-0.051447265192688704,-0.08827093692432703
drop_fiscal,pre_covid,2,-0.09669348694040825,-0.07526377008082438,-0.14891111354410103
drop_fiscal,pre_covid,3,-0.09644507331412194,-0.06430049802474619,-0.1747715132196611
drop_fiscal,pre_covid,4,-0.08544021052069745,-0.04258077680152972,-0.18987546372808298
drop_fiscal,pre_covid,5,-0.07782896445173842,-0.024254672302778835,-0.20837303096097037
drop_fiscal,pre_covid,6,-0.07102910830983344,-0.006739957731081936,-0.22768198812091178
drop_fiscal,pre_covid,7,-0.05659367709750052,0.01841033191104291,-0.2393553702104252
drop_fiscal,pre_covid,8,-0.03742321975443963,0.048295647683895826,-0.2462937261692107
drop_fiscal,pre_covid,9,-0.01922811930971846,0.07720560655840891,-0.254207439026336
drop_fiscal,pre_covid,10,0.004893266519612194,0.11204185081753137,-0.2561948664988517
drop_fiscal,pre_covid,11,0.029488113638311497,0.1473515563660227,-0.25770883268199873
drop_fiscal,pre_covid,12,0.05755112660076389,0.1861294277582669,-0.2557546330213928
drop_fiscal,pre_covid,13,0.08528315760528582,0.22457631719258087,-0.2541314153187174
drop_fiscal,pre_covid,14,0.11049860723023452,0.2605066252473214,-0.2550247789956148
drop_fiscal,pre_covid,15,0.13485113721523945,0.29557401366211833,-0.25678106231245645
drop_fiscal,pre_covid,16,0.15889067382415978,0.3303284087008307,-0.25885033900538235
drop_fiscal,pre_covid,17,0.1817474495307636,0.3639000428372263,-0.26210237660062496
drop_fiscal,pre_covid,18,0.20606591567451282,0.39893336741076757,-0.2638927237587223
drop_fiscal,pre_covid,19,0.23180357653788475,0.4353858867039313,-0.2642638761971967
drop_fiscal,pre_covid,20,0.25609532372147137,0.47039249231730973,-0.2660809423154564
drop_fiscal__credito,full,1,-0.09905671043058951,-0.0904078373094328,-0.12179392036512797
drop_fiscal__credito,full,2,-0.15535898061220835,-0.13806123436989493,-0.20083340048128526
drop_fiscal__credito,full,3,-0.18597351348323882,-0.1600268941197687,-0.2541851432868542
drop_fiscal__credito,full,4,-0.19717560582964938,-0.16258011334502254,-0.2881244455678032
drop_fiscal__credito,full,5,-0.202240256341427,-0.15899589073564346,-0.3159263060141193
drop_fiscal__credito,full,6,-0.19635338203563946,-0.14446014330869922,-0.33277664164287024
drop_fiscal__credito,full,7,-0.1888033041320798,-0.12826119228398292,-0.34796377367384906
drop_fiscal__credito,full,8,-0.17907886822191688,-0.10988788325266319,-0.3609765476982245
drop_fiscal__credito,full,9,-0.16727621788737346,-0.08943635979696318,-0.3719111072982197
drop_fiscal__credito,full,10,-0.15422855157502113,-0.06773982036345405,-0.38160065092040574
drop_fiscal__credito,full,11,-0.13782187103525112,-0.04268426670252745,-0.3879311803151742
drop_fiscal__credito,full,12,-0.12128657432014722,-0.017500096866266746,-0.3941330935346088
drop_fiscal__credito,full,13,-0.10360898494143478,0.008826365633602395,-0.3991927140904348
drop_fiscal__credito,full,14,-0.08685128196668834,0.03423294172950542,-0.4051722210502269
drop_fiscal__credito,full,15,-0.06793781397581333,0.061795282841537125,-0.4089959629938902
drop_fiscal__credito,full,16,-0.04780260003731729,0.09057936990119009,-0.41159795898993257
drop_fiscal__credito,full,17,-0.02817064063071184,0.11886020242895223,-0.41470320951786577
drop_fiscal__credito,full,18,-0.00814970780981894,0.1475300083710016,-0.4174194866315114
drop_fiscal__credito,full,19,0.010598221398382401,0.17492681070035965,-0.4214087673578485
drop_fiscal__credito,full,20,0.030954361714002454,0.20393182413713662,-0.42378983697676675
drop_fiscal__credito,pre_covid,1,-0.06386960704411782,-0.05293876397670148,-0.0903865657376896
drop_fiscal__credito,pre_covid,2,-0.098264303462066,-0.07640261732723333,-0.15129822084920957
drop_fiscal__credito,pre_covid,3,-0.0977277995754594,-0.0649352703732104,-0.17727867565617472
drop_fiscal__credito,pre_covid,4,-0.08680302400745515,-0.043079651737789826,-0.1928708587817423
drop_fiscal__credito,pre_covid,5,-0.07707781175101847,-0.022423596413936764,-0.20966260521887736
drop_fiscal__credito,pre_covid,6,-0.07016928758116747,-0.004584229176669452,-0.2292710397425981
drop_fiscal__credito,pre_covid,7,-0.056115354472566215,0.020400546999348124,-0.2417340653275687
drop_fiscal__credito,pre_covid,8,-0.03598373405756394,0.05146301048176671,-0.2481194036061382
drop_fiscal__credito,pre_covid,9,-0.018064530484727448,0.08031305712201964,-0.2567171587268734
drop_fiscal__credito,pre_covid,10,0.0057314401845578455,0.11503987085872125,-0.25943814675115995
drop_fiscal__credito,pre_covid,11,0.0305796936969569,0.15081896743853662,-0.26110685193233263
drop_fiscal__credito,pre_covid,12,0.0579943467983387,0.18916446360733474,-0.26020915752452256
drop_fiscal__credito,pre_covid,13,0.08552612514219382,0.2276270850186063,-0.2591943378742393
drop_fiscal__credito,pre_covid,14,0.11056594961160915,0.2635977525554378,-0.2606714720983958
drop_fiscal__credito,pre_covid,15,0.1340445140471198,0.2980071600583649,-0.26370986635645677
drop_fiscal__credito,pre_covid,16,0.15856382805901292,0.33345731713767424,-0.2657075110381356
drop_fiscal__credito,pre_covid,17,0.18086935644493662,0.36669368859101437,-0.26991894134578365
drop_fiscal__credito,pre_covid,18,0.20643656708917035,0.4031917423026645,-0.27086868939512154
drop_fiscal__credito,pre_covid,19,0.23202311203320103,0.4397091303141114,-0.27179910314466293
drop_fiscal__credito,pre_covid,20,0.25571409534300504,0.47433095669133185,-0.27462507852843054
drop_fiscal__credito__imoveis,full,1,-0.1002592099489442,-0.09162484754424073,-0.12295493922054176
drop_fiscal__credito__imoveis,full,2,-0.1575878519401965,-0.14031912713078956,-0.20297931048339163
drop_fiscal__credito__imoveis,full,3,-0.1883339541475633,-0.1624308669334529,-0.256421141962356
drop_fiscal__credito__imoveis,full,4,-0.20004735380392036,-0.16550990418510647,-0.29083027089031066
drop_fiscal__credito__imoveis,full,5,-0.20555651148948417,-0.1623846994659669,-0.31903515784747205
drop_fiscal__credito__imoveis,full,6,-0.19877608671333663,-0.14696991228511586,-0.33495046234292203
drop_fiscal__credito__imoveis,full,7,-0.19168199763108273,-0.13124146079815846,-0.3505521025322657
drop_fiscal__credito__imoveis,full,8,-0.1824388901063021,-0.11336399086867432,-0.36400472427908265
drop_fiscal__credito__imoveis,full,9,-0.1711332469486465,-0.09342398530631535,-0.3753948103930246
drop_fiscal__credito__imoveis,full,10,-0.15776953805392313,-0.07142591400688858,-0.38472683076989883
drop_fiscal__credito__imoveis,full,11,-0.14181445908084367,-0.04683647262910562,-0.391467481068417
drop_fiscal__credito__imoveis,full,12,-0.12306731434239593,-0.01945496548595438,-0.39541606560156667
drop_fiscal__credito__imoveis,full,13,-0.104679640543615,0.0075670707175300445,-0.3997241210743834
drop_fiscal__credito__imoveis,full,14,-0.08653547462781674,0.034345599038031804,-0.4042756844301827
drop_fiscal__credito__imoveis,full,15,-0.06761177086659698,0.06190366520395485,-0.4080477099405606
drop_fiscal__credito__imoveis,full,16,-0.04637948477261955,0.091770313702636,-0.40951115311818065
drop_fiscal__credito__imoveis,full,17,-0.026864153251463296,0.11992000762849564,-0.41269155086862186
drop_fiscal__credito__imoveis,full,18,-0.006766205652520174,0.14865231763214215,-0.4152893325412763
drop_fiscal__credito__imoveis,full,19,0.012665823229361717,0.17671870891872743,-0.4185530329309922
drop_fiscal__credito__imoveis,full,20,0.03278286517431739,0.2054701132683865,-0.421131720257634
drop_fiscal__credito__imoveis,pre_covid,1,-0.06424668034434045,-0.05320469843207022,-0.0909725668747762
drop_fiscal__credito__imoveis,pre_covid,2,-0.09947751193934412,-0.07739354811480367,-0.15292928500021563
drop_fiscal__credito__imoveis,pre_covid,3,-0.0987368629846741,-0.06561091724786344,-0.17891452257598134
drop_fiscal__credito__imoveis,pre_covid,4,-0.08832374328990539,-0.04415581564082449,-0.19522728941164838
drop_fiscal__credito__imoveis,pre_covid,5,-0.077229810938161,-0.022019901376809814,-0.21085924359033975
drop_fiscal__credito__imoveis,pre_covid,6,-0.06895337597385376,-0.002701484500232443,-0.22930869515646823
drop_fiscal__credito__imoveis,pre_covid,7,-0.05523889885281885,0.022054974533072702,-0.24232010456586905
drop_fiscal__credito__imoveis,pre_covid,8,-0.03423010876461374,0.05410574653354805,-0.24803720100809973
drop_fiscal__credito__imoveis,pre_covid,9,-0.014001997047148218,0.08537584016328381,-0.25453497582107
drop_fiscal__credito__imoveis,pre_covid,10,0.00964512585806998,0.12006494498077236,-0.2576137394462875
drop_fiscal__credito__imoveis,pre_covid,11,0.03491364014013354,0.15637544117510593,-0.2590711116946597
drop_fiscal__credito__imoveis,pre_covid,12,0.062416698677299154,0.19492048162454179,-0.2582939396879298
drop_fiscal__credito__imoveis,pre_covid,13,0.09001787242001569,0.23356363727952856,-0.2574186524756491
drop_fiscal__credito__imoveis,pre_covid,14,0.11593785854244576,0.27052560531422887,-0.25822455288365465
drop_fiscal__credito__imoveis,pre_covid,15,0.1393696361485095,0.30499936483256285,-0.26151866180802674
drop_fiscal__credito__imoveis,pre_covid,16,0.1637772486505138,0.3404489592468374,-0.2638369358364582
drop_fiscal__credito__imoveis,pre_covid,17,0.18708122560054252,0.37479491810913634,-0.2672588454168652
drop_fiscal__credito__imoveis,pre_covid,18,0.2125833898649805,0.41133906428584455,-0.26848256768286305
drop_fiscal__credito__imoveis,pre_covid,19,0.2380821958562267,0.4478798521893612,-0.2697096482220527
drop_fiscal__credito__imoveis,pre_covid,20,0.26163106766106026,0.482470705906465,-0.27288666294765473
drop_fiscal__eua,full,1,-0.10059734710963521,-0.09199212441358767,-0.12320878315281958
drop_fiscal__eua,full,2,-0.15610013179996943,-0.13888968640787436,-0.20132300388633817
drop_fiscal__eua,full,3,-0.1925762408169357,-0.1667605727287931,-0.26041054894648885
drop_fiscal__eua,full,4,-0.20286555318326255,-0.1684446623990724,-0.29331129735600003
drop_fiscal__eua,full,5,-0.20863006935472567,-0.165603955874488,-0.3216872495706476
drop_fiscal__eua,full,6,-0.20407715707111806,-0.15244582089483288,-0.3397457733302244
drop_fiscal__eua,full,7,-0.19672880169075274,-0.13649224281841998,-0.35500885399304344
drop_fiscal__eua,full,8,-0.18794289270536169,-0.11910111113698141,-0.3688343810508367
drop_fiscal__eua,full,9,-0.1771314023454903,-0.09968439808106255,-0.3806343267341497
drop_fiscal__eua,full,10,-0.16072035634486626,-0.07466812938439094,-0.3868347167767101
drop_fiscal__eua,full,11,-0.1446856263248748,-0.05002817666835191,-0.39341142279990293
drop_fiscal__eua,full,12,-0.12703637775200705,-0.023773705399436684,-0.3983736102702196
drop_fiscal__eua,full,13,-0.10862222172967895,0.003245673318938991,-0.40257089029107584
drop_fiscal__eua,full,14,-0.08979898616867232,0.03067413157599319,-0.4063590907732537
drop_fiscal__eua,full,15,-0.07059641307834152,0.058481927362371344,-0.4097679537261072
drop_fiscal__eua,full,16,-0.04957402142971823,0.08810954170704233,-0.4113569981206683
drop_fiscal__eua,full,17,-0.029222394796997397,0.11706639103581051,-0.41361680753113184
drop_fiscal__eua,full,18,-0.00934217563214812,0.14555183289670737,-0.41634802440946694
drop_fiscal__eua,full,19,0.011343606960296126,0.1748428381851992,-0.41827367786020697
drop_fiscal__eua,full,20,0.03163123495671338,0.20373568887766402,-0.4205974859069743
drop_fiscal__eua,pre_covid,1,-0.06276389881432522,-0.05149304384715975,-0.08991774478452147
drop_fiscal__eua,pre_covid,2,-0.10159141478461528,-0.07904970485028434,-0.15589910672500779
drop_fiscal__eua,pre_covid,3,-0.10213180608508177,-0.06831924118358529,-0.18359334399567045
drop_fiscal__eua,pre_covid,4,-0.0929944574852124,-0.04791103761655052,-0.20160984136599738
drop_fiscal__eua,pre_covid,5,-0.08721326619661512,-0.030858991360787735,-0.22298249604759635
drop_fiscal__eua,pre_covid,6,-0.08254060250390882,-0.014915472700915866,-0.2454636783250862
drop_fiscal__eua,pre_covid,7,-0.06427826348638954,0.014617721283768814,-0.25435518527776324
drop_fiscal__eua,pre_covid,8,-0.047112360878785675,0.04305447885853808,-0.26434312864035564
drop_fiscal__eua,pre_covid,9,-0.025002651337185156,0.07643504336730422,-0.2693872650689513
drop_fiscal__eua,pre_covid,10,-0.00262318338533174,0.11008536628632304,-0.2741616430872942
drop_fiscal__eua,pre_covid,11,0.020700159686273922,0.1446795643250941,-0.27799214598588473
drop_fiscal__eua,pre_covid,12,0.04739288727120361,0.18264314687718952,-0.27845326437115114
drop_fiscal__eua,pre_covid,13,0.0734698020809399,0.2199909166540912,-0.2795301955316112
drop_fiscal__eua,pre_covid,14,0.0994854173324109,0.2572773868727276,-0.2806684262503365
drop_fiscal__eua,pre_covid,15,0.12310371085891281,0.2921665353663949,-0.2842039786940309
drop_fiscal__eua,pre_covid,16,0.14763438465066736,0.3279680641253149,-0.28682715087247257
drop_fiscal__eua,pre_covid,17,0.17374200461783218,0.36534653905964554,-0.28787337687550374
drop_fiscal__eua,pre_covid,18,0.1968038748014429,0.39967926421042166,-0.29196535266208934
drop_fiscal__eua,pre_covid,19,0.22100288415732927,0.43514912853347343,-0.2949201892763995
drop_fiscal__eua,pre_covid,20,0.2445779246729638,0.46999502401627336,-0.2984989947309611
drop_fiscal__eua__credito,full,1,-0.10243697069045657,-0.09386104696769891,-0.1249622826171222
drop_fiscal__eua__credito,full,2,-0.15918658507519629,-0.14203473762968097,-0.20423720892852754
drop_fiscal__eua__credito,full,3,-0.1911164655222127,-0.1653886943539397,-0.2586924013022096
drop_fiscal__eua__credito,full,4,-0.20130762979642508,-0.16700393490539445,-0.29140887750308764
drop_fiscal__eua__credito,full,5,-0.20788965294391726,-0.16501003433012895,-0.32051621257724544
drop_fiscal__eua__credito,full,6,-0.20372340710351328,-0.1522678647669673,-0.3388752786635071
drop_fiscal__eua__credito,full,7,-0.1953672191684236,-0.13533575310911994,-0.353044402655083
drop_fiscal__eua__credito,full,8,-0.187194008910885,-0.11858661912882373,-0.36739650432421006
drop_fiscal__eua__credito,full,9,-0.17698969415465138,-0.09980638064983238,-0.37971750149464206
drop_fiscal__eua__credito,full,10,-0.15967898204133146,-0.07391974481375485,-0.38493210130798783
drop_fiscal__eua__credito,full,11,-0.1421995527098857,-0.04786439175955148,-0.38997798390320765
drop_fiscal__eua__credito,full,12,-0.12446001332382528,-0.021548928650733323,-0.3947637564438129
drop_fiscal__eua__credito,full,13,-0.1064888996255755,0.004998108770274068,-0.39931795467222875
drop_fiscal__eua__credito,full,14,-0.08812948505167317,0.03193344706693413,-0.40348385202499204
drop_fiscal__eua__credito,full,15,-0.0691805304092965,0.059458325432068415,-0.407060209309281
drop_fiscal__eua__credito,full,16,-0.04845816329322772,0.08875661627089482,-0.40886315411987784
drop_fiscal__eua__credito,full,17,-0.02700164518878756,0.11878905809809259,-0.4099319479421033
drop_fiscal__eua__credito,full,18,-0.0070622209239847855,0.1473044060856532,-0.41251783560396615
drop_fiscal__eua__credito,full,19,0.01368275051197787,0.17662530124437326,-0.41429817609466923
drop_fiscal__eua__credito,full,20,0.033646431029275226,0.20516490548442845,-0.4168598075040375
drop_fiscal__eua__credito,pre_covid,1,-0.06455660722322999,-0.053047655230313615,-0.09215243937010653
drop_fiscal__eua__credito,pre_covid,2,-0.103309649085471,-0.08029174509963824,-0.15850131337922407
drop_fiscal__eua__credito,pre_covid,3,-0.10358101040602335,-0.06905415442727425,-0.18636850684665296
drop_fiscal__eua__credito,pre_covid,4,-0.09376681288909727,-0.04773100491743176,-0.2041501414766034
drop_fiscal__eua__credito,pre_covid,5,-0.08612035963702969,-0.028575599672447827,-0.22409952037141234
drop_fiscal__eua__credito,pre_covid,6,-0.08136735739189316,-0.012313645434394949,-0.24694235027315237
drop_fiscal__eua__credito,pre_covid,7,-0.06388291410053215,0.016679749849882408,-0.2570537391286679
drop_fiscal__eua__credito,pre_covid,8,-0.045907278911893945,0.046164337031437075,-0.2666739360869062
drop_fiscal__eua__credito,pre_covid,9,-0.023571639728921845,0.08000892820732552,-0.2719341290508107
drop_fiscal__eua__credito,pre_covid,10,-0.001511380097866999,0.11357813983129672,-0.2774697015666323
drop_fiscal__eua__credito,pre_covid,11,0.021631499195601478,0.14822997111768166,-0.2819226544200404
drop_fiscal__eua__credito,pre_covid,12,0.047676433692749876,0.1857838576077463,-0.28347355206976854
drop_fiscal__eua__credito,pre_covid,13,0.0732131551325309,0.2228295310404439,-0.28553266277686407
drop_fiscal__eua__credito,pre_covid,14,0.09867535969657992,0.25980068759740904,-0.2876662903596916
drop_fiscal__eua__credito,pre_covid,15,0.12266848087792814,0.2953027607716736,-0.29126900132521993
drop_fiscal__eua__credito,pre_covid,16,0.14713428632976622,0.33127751821642826,-0.2943990280202583
drop_fiscal__eua__credito,pre_covid,17,0.17254845120688023,0.3682006350864586,-0.29658069529002073
drop_fiscal__eua__credito,pre_covid,18,0.19661981178043964,0.4037809476529344,-0.3001051668633381
drop_fiscal__eua__credito,pre_covid,19,0.22048672181374385,0.43915680967915494,-0.30383408897691044
drop_fiscal__eua__credito,pre_covid,20,0.24336521895081287,0.4735442588091403,-0.30855142398671775
drop_fiscal__eua__credito__imoveis,full,1,-0.10373583150768909,-0.09517461759044223,-0.1262173733226468
drop_fiscal__eua__credito__imoveis,full,2,-0.1615713485797794,-0.14444892074528567,-0.2065344322096948
drop_fiscal__eua__credito__imoveis,full,3,-0.19373095006729302,-0.16804730831555245,-0.26117557551216614
drop_fiscal__eua__credito__imoveis,full,4,-0.20447876951693145,-0.170233913847944,-0.29440493677676227
drop_fiscal__eua__credito__imoveis,full,5,-0.21151109761536196,-0.16870502802912773,-0.32391880669015055
drop_fiscal__eua__credito__imoveis,full,6,-0.20640146634185386,-0.15503418283837272,-0.3412907172316001
drop_fiscal__eua__credito__imoveis,full,7,-0.19852350736773017,-0.13859500994700213,-0.3558943000724341
drop_fiscal__eua__credito__imoveis,full,8,-0.19090218970218242,-0.12241247836420754,-0.3707545242218441
drop_fiscal__eua__credito__imoveis,full,9,-0.18124169380291266,-0.10419076854769105,-0.383575570137532
drop_fiscal__eua__credito__imoveis,full,10,-0.16437972935412315,-0.07876759018165469,-0.3891951475037003
drop_fiscal__eua__credito__imoveis,full,11,-0.1450675801509309,-0.05089422706121549,-0.3923645401154657
drop_fiscal__eua__credito__imoveis,full,12,-0.12555547975516368,-0.022820912748201416,-0.39533398153465615
drop_fiscal__eua__credito__imoveis,full,13,-0.1059893205239475,0.0053064604002615035,-0.39824936411839784
drop_fiscal__eua__credito__imoveis,full,14,-0.08708474812773082,0.03277224671372525,-0.4018263335371387
drop_fiscal__eua__credito__imoveis,full,15,-0.06801413003960888,0.06040407871909381,-0.40523725726397464
drop_fiscal__eua__credito__imoveis,full,16,-0.04743663802975928,0.08954278464619048,-0.4071413070690826
drop_fiscal__eua__credito__imoveis,full,17,-0.02594341157674629,0.11959722501645009,-0.40812962243102735
drop_fiscal__eua__credito__imoveis,full,18,-0.004915609344375849,0.14918624116606738,-0.40958336201361456
drop_fiscal__eua__credito__imoveis,full,19,0.015717726814860722,0.17838079124255102,-0.41143156766933586
drop_fiscal__eua__credito__imoveis,full,20,0.03552479959303945,0.20674907793797637,-0.4141060367061149
drop_fiscal__eua__credito__imoveis,pre_covid,1,-0.0649562174950319,-0.053324587329650314,-0.09277852132783423
drop_fiscal__eua__credito__imoveis,pre_covid,2,-0.10464275082619764,-0.08137949049543447,-0.1602873584918023
drop_fiscal__eua__credito__imoveis,pre_covid,3,-0.10454657700922085,-0.06965168651307607,-0.18801348850762778
drop_fiscal__eua__credito__imoveis,pre_covid,4,-0.09521343486637851,-0.04868691420485216,-0.20650265019758782
drop_fiscal__eua__credito__imoveis,pre_covid,5,-0.08601896617919963,-0.02786081535229168,-0.22513048534321128
drop_fiscal__eua__credito__imoveis,pre_covid,6,-0.08030667265643071,-0.01051689166414116,-0.24724049565324457
drop_fiscal__eua__credito__imoveis,pre_covid,7,-0.06313018293824413,0.01829122821942697,-0.2578863097678603
drop_fiscal__eua__credito__imoveis,pre_covid,8,-0.04214642494140397,0.05090661638164873,-0.2647248556038226
drop_fiscal__eua__credito__imoveis,pre_covid,9,-0.018898465343142434,0.08578620614529198,-0.26929919983836337
drop_fiscal__eua__credito__imoveis,pre_covid,10,0.003173926240191305,0.1194902278940072,-0.275049112087832
drop_fiscal__eua__credito__imoveis,pre_covid,11,0.02646512805415946,0.15441305987335696,-0.2795802141066661
drop_fiscal__eua__credito__imoveis,pre_covid,12,0.052463302957427294,0.1920428649420064,-0.28140434303620043
drop_fiscal__eua__credito__imoveis,pre_covid,13,0.07863795721237454,0.22984914936233536,-0.28305199261405556
drop_fiscal__eua__credito__imoveis,pre_covid,14,0.10407246335450915,0.26691528566985134,-0.2854397903047232
drop_fiscal__eua__credito__imoveis,pre_covid,15,0.12791461408747162,0.3023890665681954,-0.28941994340456323
drop_fiscal__eua__credito__imoveis,pre_covid,16,0.15354709150919787,0.3396531741553033,-0.29160976981563935
drop_fiscal__eua__credito__imoveis,pre_covid,17,0.17911967199440837,0.37685738480589537,-0.29385949316323123
drop_fiscal__eua__credito__imoveis,pre_covid,18,0.20332567764193765,0.4126950206188065,-0.2974757913485042
drop_fiscal__eua__credito__imoveis,pre_covid,19,0.22712930172785262,0.4481302748701028,-0.30149447109539174
drop_fiscal__eua__credito__imoveis,pre_covid,20,0.25098742356368464,0.48362002687131644,-0.305458653092362
drop_fiscal__eua__imoveis,full,1,-0.1018541115625398,-0.09326351832668903,-0.12442271864507386
drop_fiscal__eua__imoveis,full,2,-0.15840265052397615,-0.1412214640522746,-0.20353986468904425
drop_fiscal__eua__imoveis,full,3,-0.19499180962565196,-0.16922002991809962,-0.26269763087325415
drop_fiscal__eua__imoveis,full,4,-0.20583569024634846,-0.17147331730294535,-0.29611011857648467
drop_fiscal__eua__imoveis,full,5,-0.21201813733503344,-0.16906517115577951,-0.32486117274770365
drop_fiscal__eua__imoveis,full,6,-0.20640092730585163,-0.15485736789074694,-0.34181256980105595
drop_fiscal__eua__imoveis,full,7,-0.19950905577906103,-0.13937490312810552,-0.35748930535679946
drop_fiscal__eua__imoveis,full,8,-0.1912335990732591,-0.12250885318645288,-0.3717824557335315
drop_fiscal__eua__imoveis,full,9,-0.1809124540035576,-0.10359711488090051,-0.384029917746364
drop_fiscal__eua__imoveis,full,10,-0.16393939611685482,-0.07803346375834697,-0.3896254669421952
drop_fiscal__eua__imoveis,full,11,-0.14699502878851556,-0.05249850319415694,-0.39524970669639015
drop_fiscal__eua__imoveis,full,12,-0.12715539597015746,-0.02406827713994808,-0.3979786809605661
drop_fiscal__eua__imoveis,full,13,-0.10832873683052457,0.0033489752355356783,-0.40172062890346716
drop_fiscal__eua__imoveis,full,14,-0.08929481803896844,0.03097348726294258,-0.4052553171944453
drop_fiscal__eua__imoveis,full,15,-0.06982464629160379,0.05903425224615799,-0.4083537525296145
drop_fiscal__eua__imoveis,full,16,-0.04896563010477384,0.08848386166883859,-0.4100633434253187
drop_fiscal__eua__imoveis,full,17,-0.02880045962182809,0.11723962538763533,-0.412466780024907
drop_fiscal__eua__imoveis,full,18,-0.00817631651399675,0.14645436173131743,-0.4144112439996096
drop_fiscal__eua__imoveis,full,19,0.0128652138830192,0.17608648536418414,-0.4159383206851277
drop_fiscal__eua__imoveis,full,20,0.033130915201233346,0.20494277991824905,-0.4182412264494474
drop_fiscal__eua__imoveis,pre_covid,1,-0.06311298003141323,-0.05172426303419614,-0.09048602275171017
drop_fiscal__eua__imoveis,pre_covid,2,-0.10282906229720859,-0.0800516283027744,-0.15757514773780246
drop_fiscal__eua__imoveis,pre_covid,3,-0.1032718245014656,-0.06910567350981434,-0.1853909526623564
drop_fiscal__eua__imoveis,pre_covid,4,-0.09368007094976682,-0.04812520296089845,-0.20317224183095453
drop_fiscal__eua__imoveis,pre_covid,5,-0.08547411577975433,-0.02853053079366885,-0.22233932938123896
drop_fiscal__eua__imoveis,pre_covid,6,-0.08075637678827907,-0.012424074804976537,-0.24499463311006064
drop_fiscal__eua__imoveis,pre_covid,7,-0.0627377007207417,0.016983318259777946,-0.2543489997628201
drop_fiscal__eua__imoveis,pre_covid,8,-0.0430087702344516,0.04810096574328515,-0.261993111996827
drop_fiscal__eua__imoveis,pre_covid,9,-0.020405038120152263,0.0820934148548016,-0.2667624226028247
drop_fiscal__eua__imoveis,pre_covid,10,0.001828134947498672,0.11571530491966964,-0.2719022922554706
drop_fiscal__eua__imoveis,pre_covid,11,0.02500760583890249,0.15028349280829056,-0.2760958640843637
drop_fiscal__eua__imoveis,pre_covid,12,0.05169919790112287,0.18836380186772794,-0.2767773147424403
drop_fiscal__eua__imoveis,pre_covid,13,0.07860081283171749,0.2266541337955399,-0.2772487425321426
drop_fiscal__eua__imoveis,pre_covid,14,0.10449810349375133,0.2639401414547906,-0.2787244945904055
drop_fiscal__eua__imoveis,pre_covid,15,0.1281608471474498,0.2989916021057064,-0.28243479365700397
drop_fiscal__eua__imoveis,pre_covid,16,0.15348767322203827,0.33570714517751177,-0.28448101030271256
drop_fiscal__eua__imoveis,pre_covid,17,0.1794633764651663,0.37307156541785713,-0.28587834977988136
drop_fiscal__eua__imoveis,pre_covid,18,0.20282516661725114,0.40782207256715886,-0.2898896023480937
drop_fiscal__eua__imoveis,pre_covid,19,0.22708636847715402,0.44347199142427884,-0.29300144320848753
drop_fiscal__eua__imoveis,pre_covid,20,0.2517801339496246,0.47955447389396655,-0.2956807204563139
drop_fiscal__expectativas,full,1,-0.10032344467637676,-0.09170363233574,-0.12297725201407134
drop_fiscal__expectativas,full,2,-0.15494098037442958,-0.13770135569315606,-0.20024859504981873
drop_fiscal__expectativas,full,3,-0.1904309060576765,-0.1645714690357662,-0.25839232807076024
drop_fiscal__expectativas,full,4,-0.19902392713030087,-0.16454467776775383,-0.2896391564810792
drop_fiscal__expectativas,full,5,-0.20388087939579325,-0.16078181769260946,-0.3171499160842661
drop_fiscal__expectativas,full,6,-0.19846652877427645,-0.1467476547304558,-0.3343893728004439
drop_fiscal__expectativas,full,7,-0.19022150300565643,-0.12988281662119905,-0.34879815436951844
drop_fiscal__expectativas,full,8,-0.18026869363112885,-0.11131019490603478,-0.36149915233268554
drop_fiscal__expectativas,full,9,-0.16618473647749765,-0.08860642541176678,-0.37006900251674896
drop_fiscal__expectativas,full,10,-0.15205077088172225,-0.06585264747535469,-0.378588844258668
drop_fiscal__expectativas,full,11,-0.1366495650354963,-0.04183162928849182,-0.3858414457501366
