variant,sample,r,ic1,ic2,ic3
conjunto_completo_sem_duplicatas,pre_covid,12,0.05329493575081046,0.17816418472399398,-0.2529422160366498
conjunto_completo_sem_duplicatas,pre_covid,13,0.07763651882790568,0.21291153854885436,-0.2541203956085095
conjunto_completo_sem_duplicatas,pre_covid,14,0.10338633752379223,0.2490671279925063,-0.2538903395615779
conjunto_completo_sem_duplicatas,pre_covid,15,0.12626610054028586,0.2823526617567651,-0.25653033919403967
conjunto_completo_sem_duplicatas,pre_covid,16,0.15018936660596371,0.31668169857020834,-0.25812683577731665
conjunto_completo_sem_duplicatas,pre_covid,17,0.1737446239764615,0.3506427266884715,-0.2600913410557737
conjunto_completo_sem_duplicatas,pre_covid,18,0.19770847840643668,0.3850123518662121,-0.2616472492747537
conjunto_completo_sem_duplicatas,pre_covid,19,0.22309582895986746,0.4208054731674078,-0.2617796613702783
conjunto_completo_sem_duplicatas,pre_covid,20,0.24810601435880475,0.45622142931411047,-0.26228923862029574
drop_credito,full,1,-0.09636304038852998,-0.08767086890666502,-0.11922212249611726
drop_credito,full,2,-0.155092124392698,-0.13770778142896808,-0.20081028860787256
drop_credito,full,3,-0.18698249894375296,-0.16090598449815804,-0.25555974526651476
drop_credito,full,4,-0.1980758909231023,-0.16330720499564244,-0.2895122193534514
