sample,r,q,variable,h,point
pre_covid,5,4,cambio_usd,5,-0.08844858273483937
pre_covid,5,4,cambio_usd,6,-0.10794018818420414
pre_covid,5,4,cambio_usd,7,-0.10209150813719264
pre_covid,5,4,cambio_usd,8,-0.1119907528251271
pre_covid,5,4,cambio_usd,9,-0.1242545477499408
pre_covid,5,4,cambio_usd,10,-0.10939578086193748
pre_covid,5,4,cambio_usd,11,-0.08942673404614782
pre_covid,5,4,cambio_usd,12,-0.0829077454002619
pre_covid,5,4,cambio_usd,13,-0.07046449847912983
pre_covid,5,4,cambio_usd,14,-0.05904156849005496
pre_covid,5,4,cambio_usd,15,-0.06190771430928819
pre_covid,5,4,cambio_usd,16,-0.06633360157866404
pre_covid,5,4,cambio_usd,17,-0.06840982107915426
pre_covid,5,4,cambio_usd,18,-0.07146527143326743
pre_covid,5,4,cambio_usd,19,-0.0733712777464206
pre_covid,5,4,cambio_usd,20,-0.07177137916390366
pre_covid,5,4,cambio_usd,21,-0.06622943609428997
pre_covid,5,4,cambio_usd,22,-0.05985317459077982
pre_covid,5,4,cambio_usd,23,-0.052734776186440895
pre_covid,5,4,cambio_usd,24,-0.04407426651745166
pre_covid,5,4,cambio_usd,25,-0.03678728120319649
pre_covid,5,4,cambio_usd,26,-0.031204228552007305
pre_covid,5,4,cambio_usd,27,-0.02603140248989582
pre_covid,5,4,cambio_usd,28,-0.021642157984840194
pre_covid,5,4,cambio_usd,29,-0.017768491999819332
pre_covid,5,4,cambio_usd,30,-0.013630252716317461
pre_covid,5,4,cambio_usd,31,-0.008834183468889227
pre_covid,5,4,cambio_usd,32,-0.003520380101328526
pre_covid,5,4,cambio_usd,33,0.0021470753149234116
pre_covid,5,4,cambio_usd,34,0.00827430847081179
pre_covid,5,4,cambio_usd,35,0.0144973090495812
pre_covid,5,4,cambio_usd,36,0.0204734082745992
pre_covid,5,4,cambio_usd,37,0.026215853996024868
pre_covid,5,4,cambio_usd,38,0.0316147577078627
pre_covid,5,4,cambio_usd,39,0.0365982027282232
pre_covid,5,4,cambio_usd,40,0.04119732960202326
pre_covid,5,4,cambio_usd,41,0.04545915966339067
pre_covid,5,4,cambio_usd,42,0.04939587659978811
pre_covid,5,4,cambio_usd,43,0.05295656122356637
pre_covid,5,4,cambio_usd,44,0.056151615409574855
pre_covid,5,4,cambio_usd,45,0.058957829634389114
pre_covid,5,4,cambio_usd,46,0.06130398243687991
pre_covid,5,4,cambio_usd,47,0.06318048478206975
pre_covid,5,4,cambio_usd,48,0.06456961563651625
pre_covid,5,4,yield_2y,0,0.008261691944571261
pre_covid,5,4,yield_2y,1,0.0086786536496502
pre_covid,5,4,yield_2y,2,0.0060252192220876365
pre_covid,5,4,yield_2y,3,0.006640771719926798
pre_covid,5,4,yield_2y,4,0.0038019771879186986
pre_covid,5,4,yield_2y,5,-3.783370006084396e-4
pre_covid,5,4,yield_2y,6,-6.143977052793285e-4
pre_covid,5,4,yield_2y,7,-0.0011736516228542453
pre_covid,5,4,yield_2y,8,-0.0021818660899210036
pre_covid,5,4,yield_2y,9,-0.002860503946583514
pre_covid,5,4,yield_2y,10,-0.002891796359477228
pre_covid,5,4,yield_2y,11,-0.0026213944926081543
pre_covid,5,4,yield_2y,12,-0.0027015705950172355
pre_covid,5,4,yield_2y,13,-0.0026975559064769655
pre_covid,5,4,yield_2y,14,-0.0026731862925865576
pre_covid,5,4,yield_2y,15,-0.0031057689051096427
pre_covid,5,4,yield_2y,16,-0.003538065326541626
pre_covid,5,4,yield_2y,17,-0.0039294797247697525
pre_covid,5,4,yield_2y,18,-0.004355791401062668
pre_covid,5,4,yield_2y,19,-0.004709303644397966
pre_covid,5,4,yield_2y,20,-0.004976350961868147
pre_covid,5,4,yield_2y,21,-0.005124490321229382
pre_covid,5,4,yield_2y,22,-0.0051945584786447264
pre_covid,5,4,yield_2y,23,-0.005213996862217874
pre_covid,5,4,yield_2y,24,-0.005155688516880864
pre_covid,5,4,yield_2y,25,-0.005086084943115403
pre_covid,5,4,yield_2y,26,-0.005023160941001229
pre_covid,5,4,yield_2y,27,-0.004949982138084043
pre_covid,5,4,yield_2y,28,-0.0048697098754582595
pre_covid,5,4,yield_2y,29,-0.004777250070578089
pre_covid,5,4,yield_2y,30,-0.004662615992130233
pre_covid,5,4,yield_2y,31,-0.0045056387067230275
pre_covid,5,4,yield_2y,32,-0.004305461970265338
pre_covid,5,4,yield_2y,33,-0.004067209465014803
pre_covid,5,4,yield_2y,34,-0.0037819466666973636
pre_covid,5,4,yield_2y,35,-0.003459450886079459
pre_covid,5,4,yield_2y,36,-0.003109866459132174
pre_covid,5,4,yield_2y,37,-0.00273589231084242
pre_covid,5,4,yield_2y,38,-0.0023452309642037674
pre_covid,5,4,yield_2y,39,-0.0019420247762556722
pre_covid,5,4,yield_2y,40,-0.001530127354114036
pre_covid,5,4,yield_2y,41,-0.0011113196262862604
pre_covid,5,4,yield_2y,42,-6.861509033572261e-4
pre_covid,5,4,yield_2y,43,-2.585441516909799e-4
pre_covid,5,4,yield_2y,44,1.702928928664869e-4
pre_covid,5,4,yield_2y,45,5.981389889676802e-4
pre_covid,5,4,yield_2y,46,0.001020522399957155
pre_covid,5,4,yield_2y,47,0.0014345797336526962
pre_covid,5,4,yield_2y,48,0.00183662645230931
pre_covid,5,4,yield_5y,0,0.01028174930114475
pre_covid,5,4,yield_5y,1,0.010061513853623246
pre_covid,5,4,yield_5y,2,0.005965670470992711
pre_covid,5,4,yield_5y,3,0.0064604048362331455
pre_covid,5,4,yield_5y,4,0.0028884303705869804
pre_covid,5,4,yield_5y,5,-0.0023219649459175467
pre_covid,5,4,yield_5y,6,-0.0022887277572823388
pre_covid,5,4,yield_5y,7,-0.0024594099109291963
pre_covid,5,4,yield_5y,8,-0.0034002840194660867
pre_covid,5,4,yield_5y,9,-0.0040750016047727605
pre_covid,5,4,yield_5y,10,-0.0037377499065623767
pre_covid,5,4,yield_5y,11,-0.003028230540896023
pre_covid,5,4,yield_5y,12,-0.0029514431432564187
pre_covid,5,4,yield_5y,13,-0.0027518462467106004
pre_covid,5,4,yield_5y,14,-0.0024999886302013
pre_covid,5,4,yield_5y,15,-0.002935885706210707
pre_covid,5,4,yield_5y,16,-0.0033793240751017494
pre_covid,5,4,yield_5y,17,-0.0037139228978909063
pre_covid,5,4,yield_5y,18,-0.004105283888509744
pre_covid,5,4,yield_5y,19,-0.004406169049305909
pre_covid,5,4,yield_5y,20,-0.00458264867374716
pre_covid,5,4,yield_5y,21,-0.004597295455649326
pre_covid,5,4,yield_5y,22,-0.004532507830603322
pre_covid,5,4,yield_5y,23,-0.004436883806332475
pre_covid,5,4,yield_5y,24,-0.004255802080795166
pre_covid,5,4,yield_5y,25,-0.004095131633802846
pre_covid,5,4,yield_5y,26,-0.003985389943828585
pre_covid,5,4,yield_5y,27,-0.0038770066293497742
pre_covid,5,4,yield_5y,28,-0.0037778128702415383
pre_covid,5,4,yield_5y,29,-0.003681085836450732
pre_covid,5,4,yield_5y,30,-0.003563144912471464
pre_covid,5,4,yield_5y,31,-0.003399782254980586
pre_covid,5,4,yield_5y,32,-0.003192401287926357
pre_covid,5,4,yield_5y,33,-0.0029510864451862367
pre_covid,5,4,yield_5y,34,-0.002665347108428491
pre_covid,5,4,yield_5y,35,-0.0023488230134535767
pre_covid,5,4,yield_5y,36,-0.002017674809204313
pre_covid,5,4,yield_5y,37,-0.001672333300996871
pre_covid,5,4,yield_5y,38,-0.001320199915955005
pre_covid,5,4,yield_5y,39,-9.656105383875325e-4
pre_covid,5,4,yield_5y,40,-6.102154650585695e-4
pre_covid,5,4,yield_5y,41,-2.5417278697688415e-4
pre_covid,5,4,yield_5y,42,1.0325620800952505e-4
pre_covid,5,4,yield_5y,43,4.580994303256271e-4
pre_covid,5,4,yield_5y,44,8.097953221905921e-4
pre_covid,5,4,yield_5y,45,0.0011568660840360235
pre_covid,5,4,yield_5y,46,0.001494334367112598
pre_covid,5,4,yield_5y,47,0.0018199955404257972
pre_covid,5,4,yield_5y,48,0.002130973368066529
pre_covid,5,4,yield_6m,0,0.005
pre_covid,5,4,yield_6m,1,0.005203211392136573
pre_covid,5,4,yield_6m,2,0.004396121510147118
pre_covid,5,4,yield_6m,3,0.0053840983267379305
pre_covid,5,4,yield_6m,4,0.0037973205251162472
pre_covid,5,4,yield_6m,5,0.0016937589678209248
pre_covid,5,4,yield_6m,6,0.0016739633827509326
pre_covid,5,4,yield_6m,7,8.839024631188933e-4
pre_covid,5,4,yield_6m,8,9.731451330138821e-5
pre_covid,5,4,yield_6m,9,-3.498242090344404e-4
pre_covid,5,4,yield_6m,10,-7.460897575216772e-4
pre_covid,5,4,yield_6m,11,-0.001001003630497098
pre_covid,5,4,yield_6m,12,-0.0012637481134179993
pre_covid,5,4,yield_6m,13,-0.0015170760038082812
pre_covid,5,4,yield_6m,14,-0.0017596297866379366
pre_covid,5,4,yield_6m,15,-0.002121853881808166
pre_covid,5,4,yield_6m,16,-0.0024248968695226325
pre_covid,5,4,yield_6m,17,-0.002762570032592398
pre_covid,5,4,yield_6m,18,-0.0031169968281607075
pre_covid,5,4,yield_6m,19,-0.0034213065105351183
pre_covid,5,4,yield_6m,20,-0.003719349169362765
pre_covid,5,4,yield_6m,21,-0.003992989083167321
pre_covid,5,4,yield_6m,22,-0.00420692294538
pre_covid,5,4,yield_6m,23,-0.004376710381487832
pre_covid,5,4,yield_6m,24,-0.004499884601245926
pre_covid,5,4,yield_6m,25,-0.004577841341134115
pre_covid,5,4,yield_6m,26,-0.00461523324459119
pre_covid,5,4,yield_6m,27,-0.0046297523366715275
pre_covid,5,4,yield_6m,28,-0.004620130633667379
pre_covid,5,4,yield_6m,29,-0.00458592373097879
pre_covid,5,4,yield_6m,30,-0.004534819047830324
pre_covid,5,4,yield_6m,31,-0.004457592150066134
pre_covid,5,4,yield_6m,32,-0.004349875834479014
pre_covid,5,4,yield_6m,33,-0.00421071804129503
pre_covid,5,4,yield_6m,34,-0.004034281252565087
pre_covid,5,4,yield_6m,35,-0.003822487314680624
pre_covid,5,4,yield_6m,36,-0.0035766096057984875
pre_covid,5,4,yield_6m,37,-0.003300384451259309
pre_covid,5,4,yield_6m,38,-0.0029998779827246956
pre_covid,5,4,yield_6m,39,-0.0026778709914899806
pre_covid,5,4,yield_6m,40,-0.002339361862173241
pre_covid,5,4,yield_6m,41,-0.001987575337010272
pre_covid,5,4,yield_6m,42,-0.001623749662020165
pre_covid,5,4,yield_6m,43,-0.0012506187035671284
pre_covid,5,4,yield_6m,44,-8.696436344315185e-4
pre_covid,5,4,yield_6m,45,-4.8282671505454124e-4
pre_covid,5,4,yield_6m,46,-9.300473476134108e-5
pre_covid,5,4,yield_6m,47,2.9709083674874756e-4
pre_covid,5,4,yield_6m,48,6.839305563605126e-4
full,7,6,asset_ibov,0,-2.4071247096898034
full,7,6,asset_ibov,1,-4.459079102646283
full,7,6,asset_ibov,2,-1.6825737451032214
full,7,6,asset_ibov,3,-0.16115615458436386
full,7,6,asset_ibov,4,1.3680612905020462
full,7,6,asset_ibov,5,3.2651147689969484
full,7,6,asset_ibov,6,5.135314130467742
full,7,6,asset_ibov,7,6.607607224981379
full,7,6,asset_ibov,8,9.523960258280859
full,7,6,asset_ibov,9,11.962902547592966
full,7,6,asset_ibov,10,13.928524409154475
full,7,6,asset_ibov,11,16.598412892718148
full,7,6,asset_ibov,12,19.15753289137166
full,7,6,asset_ibov,13,21.147762916299083
full,7,6,asset_ibov,14,23.376589137949207
full,7,6,asset_ibov,15,25.10607602049273
full,7,6,asset_ibov,16,26.33363417805054
full,7,6,asset_ibov,17,27.67275116479444
full,7,6,asset_ibov,18,28.82231806476092
full,7,6,asset_ibov,19,29.669350815460504
full,7,6,asset_ibov,20,30.54677735233282
full,7,6,asset_ibov,21,31.118780495856953
full,7,6,asset_ibov,22,31.4308217262434
full,7,6,asset_ibov,23,31.726285220903687
full,7,6,asset_ibov,24,31.819104884131367
full,7,6,asset_ibov,25,31.73284955258337
full,7,6,asset_ibov,26,31.615222117896106
full,7,6,asset_ibov,27,31.34629486294736
full,7,6,asset_ibov,28,30.957028723989843
full,7,6,asset_ibov,29,30.537865503415283
full,7,6,asset_ibov,30,30.015626837082387
full,7,6,asset_ibov,31,29.398355608266403
full,7,6,asset_ibov,32,28.744784005194248
full,7,6,asset_ibov,33,28.006648805832178
full,7,6,asset_ibov,34,27.202933406935227
full,7,6,asset_ibov,35,26.37320003340707
full,7,6,asset_ibov,36,25.485545998308716
full,7,6,asset_ibov,37,24.556972849329824
full,7,6,asset_ibov,38,23.614680620657012
full,7,6,asset_ibov,39,22.640893653280976
full,7,6,asset_ibov,40,21.649972857118893
full,7,6,asset_ibov,41,20.65846680105366
full,7,6,asset_ibov,42,19.65658868206222
full,7,6,asset_ibov,43,18.654501618408446
full,7,6,asset_ibov,44,17.664526757620667
full,7,6,asset_ibov,45,16.68261505329743
full,7,6,asset_ibov,46,15.71718221069668
full,7,6,asset_ibov,47,14.776735394091252
full,7,6,asset_ibov,48,13.85893672593281
full,7,6,cambio_usd,0,0.22809963006025752
full,7,6,cambio_usd,1,0.28617721007182007
full,7,6,cambio_usd,2,0.24500583397425404
full,7,6,cambio_usd,3,0.2150491224486563
full,7,6,cambio_usd,4,0.1844842776658242
full,7,6,cambio_usd,5,0.11083752042237721
full,7,6,cambio_usd,6,0.10481860607465443
full,7,6,cambio_usd,7,0.09664910715759632
full,7,6,cambio_usd,8,0.04983723435934849
full,7,6,cambio_usd,9,0.02846438120948359
full,7,6,cambio_usd,10,0.005277595454226635
full,7,6,cambio_usd,11,-0.021029774087749028
full,7,6,cambio_usd,12,-0.03021746211244487
full,7,6,cambio_usd,13,-0.05751555285308722
full,7,6,cambio_usd,14,-0.07811211969480189
full,7,6,cambio_usd,15,-0.08338718861103903
full,7,6,cambio_usd,16,-0.09092404286975395
full,7,6,cambio_usd,17,-0.09746150613330803
full,7,6,cambio_usd,18,-0.0950255089391821
full,7,6,cambio_usd,19,-0.09302551715107231
full,7,6,cambio_usd,20,-0.09157777610207671
full,7,6,cambio_usd,21,-0.08403696891326781
full,7,6,cambio_usd,22,-0.07635680335036443
full,7,6,cambio_usd,23,-0.06953079562602489
full,7,6,cambio_usd,24,-0.060202827144237823
full,7,6,cambio_usd,25,-0.05255749627911568
full,7,6,cambio_usd,26,-0.04398611625023784
full,7,6,cambio_usd,27,-0.03342175347721228
full,7,6,cambio_usd,28,-0.024197279227825393
full,7,6,cambio_usd,29,-0.014862636557787606
full,7,6,cambio_usd,30,-0.004786056246873463
full,7,6,cambio_usd,31,0.0041340918981630755
full,7,6,cambio_usd,32,0.012580078452847395
full,7,6,cambio_usd,33,0.021120172557026407
full,7,6,cambio_usd,34,0.02875437082581785
full,7,6,cambio_usd,35,0.03572430417054228
full,7,6,cambio_usd,36,0.042465499609731706
full,7,6,cambio_usd,37,0.048379637232722164
full,7,6,cambio_usd,38,0.053737637384707666
full,7,6,cambio_usd,39,0.0586623326113535
full,7,6,cambio_usd,40,0.06267680823696858
full,7,6,cambio_usd,41,0.06606188944760846
full,7,6,cambio_usd,42,0.06891077370068308
full,7,6,cambio_usd,43,0.07093368170984618
full,7,6,cambio_usd,44,0.07234779689460072
full,7,6,cambio_usd,45,0.07323235733877463
full,7,6,cambio_usd,46,0.07344449776541963
full,7,6,cambio_usd,47,0.07312628991618914
full,7,6,cambio_usd,48,0.07235123370408504
full,7,6,yield_2y,0,0.010802271558785834
full,7,6,yield_2y,1,0.013587125694382527
full,7,6,yield_2y,2,0.012585338173452143
full,7,6,yield_2y,3,0.012497549635705612
full,7,6,yield_2y,4,0.00995890885714908
full,7,6,yield_2y,5,0.008269988085001428
full,7,6,yield_2y,6,0.008315969282828064
full,7,6,yield_2y,7,0.00808283893539517
full,7,6,yield_2y,8,0.006123114318355152
full,7,6,yield_2y,9,0.00497221631270718
full,7,6,yield_2y,10,0.003243286419400027
full,7,6,yield_2y,11,7.249109622481508e-4
full,7,6,yield_2y,12,-2.5644413347389256e-5
full,7,6,yield_2y,13,-0.0016135937725099392
full,7,6,yield_2y,14,-0.003192824435945814
full,7,6,yield_2y,15,-0.003672254825013966
full,7,6,yield_2y,16,-0.004755810896683457
full,7,6,yield_2y,17,-0.005706259864101734
full,7,6,yield_2y,18,-0.006246225075594716
full,7,6,yield_2y,19,-0.0069827152987897555
full,7,6,yield_2y,20,-0.007574442582837348
full,7,6,yield_2y,21,-0.00785196800187199
full,7,6,yield_2y,22,-0.008158968703757367
full,7,6,yield_2y,23,-0.008464474573332152
full,7,6,yield_2y,24,-0.008558633096525728
full,7,6,yield_2y,25,-0.00874238992678471
full,7,6,yield_2y,26,-0.008900931703303113
full,7,6,yield_2y,27,-0.008863349797886418
full,7,6,yield_2y,28,-0.008893385336001064
full,7,6,yield_2y,29,-0.008872114672962152
full,7,6,yield_2y,30,-0.008732829494959921
full,7,6,yield_2y,31,-0.008628562335523043
full,7,6,yield_2y,32,-0.008469549883506984
full,7,6,yield_2y,33,-0.008239477166466797
full,7,6,yield_2y,34,-0.008015192650741788
full,7,6,yield_2y,35,-0.007752508533567054
full,7,6,yield_2y,36,-0.007443002951861522
full,7,6,yield_2y,37,-0.007132214039979377
full,7,6,yield_2y,38,-0.0067967413922595515
full,7,6,yield_2y,39,-0.006428689048062675
full,7,6,yield_2y,40,-0.006063985487287368
full,7,6,yield_2y,41,-0.005685809206505801
full,7,6,yield_2y,42,-0.005289170024552444
full,7,6,yield_2y,43,-0.004900460533362964
full,7,6,yield_2y,44,-0.0045073540733142035
full,7,6,yield_2y,45,-0.004110116824957826
full,7,6,yield_2y,46,-0.003725324827352004
full,7,6,yield_2y,47,-0.0033445350335912878
full,7,6,yield_2y,48,-0.002969553771204951
full,7,6,yield_5y,0,0.011701719992673483
full,7,6,yield_5y,1,0.014310454026705341
full,7,6,yield_5y,2,0.012236571579576552
full,7,6,yield_5y,3,0.012225191758608612
full,7,6,yield_5y,4,0.009833073953022962
full,7,6,yield_5y,5,0.007848525054770638
full,7,6,yield_5y,6,0.0077372828631930195
full,7,6,yield_5y,7,0.007551098563131736
full,7,6,yield_5y,8,0.005365479647430167
full,7,6,yield_5y,9,0.004257448759659309
full,7,6,yield_5y,10,0.0027203036166992484
full,7,6,yield_5y,11,3.3873916629880015e-4
full,7,6,yield_5y,12,-3.10194476468909e-4
full,7,6,yield_5y,13,-0.0017799838325874007
full,7,6,yield_5y,14,-0.003310553242012594
full,7,6,yield_5y,15,-0.0036610348884574618
full,7,6,yield_5y,16,-0.004573508687418536
full,7,6,yield_5y,17,-0.0054295569972344845
full,7,6,yield_5y,18,-0.005813323147031444
full,7,6,yield_5y,19,-0.006348535608533824
full,7,6,yield_5y,20,-0.006799296447385088
full,7,6,yield_5y,21,-0.006898962156715772
full,7,6,yield_5y,22,-0.007024825081046258
full,7,6,yield_5y,23,-0.007187309356489895
full,7,6,yield_5y,24,-0.007135317892391036
full,7,6,yield_5y,25,-0.007177438919501136
full,7,6,yield_5y,26,-0.007211847383370486
full,7,6,yield_5y,27,-0.00704846388527872
full,7,6,yield_5y,28,-0.006961469162704025
full,7,6,yield_5y,29,-0.006844010030893025
full,7,6,yield_5y,30,-0.006612076675774116
full,7,6,yield_5y,31,-0.006425246131627762
full,7,6,yield_5y,32,-0.006206999369542442
full,7,6,yield_5y,33,-0.005925547948039039
full,7,6,yield_5y,34,-0.005663296098446359
full,7,6,yield_5y,35,-0.005382500358377731
full,7,6,yield_5y,36,-0.005064231113741733
full,7,6,yield_5y,37,-0.004757109495396964
full,7,6,yield_5y,38,-0.004439935936913266
full,7,6,yield_5y,39,-0.004099641616720936
full,7,6,yield_5y,40,-0.0037743779289513084
full,7,6,yield_5y,41,-0.003447608649041084
full,7,6,yield_5y,42,-0.00311082425660539
full,7,6,yield_5y,43,-0.002791334661855388
full,7,6,yield_5y,44,-0.002476837703269875
full,7,6,yield_5y,45,-0.002164444175292286
full,7,6,yield_5y,46,-0.0018708284717736997
full,7,6,yield_5y,47,-0.001587276941315836
full,7,6,yield_5y,48,-0.0013130987326206455
full,7,6,yield_6m,0,0.005
full,7,6,yield_6m,1,0.006486887982512389
full,7,6,yield_6m,2,0.007071681562097851
full,7,6,yield_6m,3,0.007362826497539025
full,7,6,yield_6m,4,0.006446075841907748
full,7,6,yield_6m,5,0.005907659945172428
full,7,6,yield_6m,6,0.00615654850250275
full,7,6,yield_6m,7,0.006200882141554278
full,7,6,yield_6m,8,0.005298776746101169
full,7,6,yield_6m,9,0.004544722618045082
full,7,6,yield_6m,10,0.003415689477809178
full,7,6,yield_6m,11,0.0017354159694043874
full,7,6,yield_6m,12,8.65039414839201e-4
full,7,6,yield_6m,13,-4.507056246630613e-4
full,7,6,yield_6m,14,-0.0017060296566733923
full,7,6,yield_6m,15,-0.002447213869426121
full,7,6,yield_6m,16,-0.0034720604138040925
full,7,6,yield_6m,17,-0.004392700636687259
full,7,6,yield_6m,18,-0.005144031254526441
full,7,6,yield_6m,19,-0.006006027085285612
full,7,6,yield_6m,20,-0.006788922238913745
full,7,6,yield_6m,21,-0.007421053288255849
full,7,6,yield_6m,22,-0.008026765354726066
full,7,6,yield_6m,23,-0.008602390292725698
full,7,6,yield_6m,24,-0.009040225062455174
full,7,6,yield_6m,25,-0.00948025268596167
full,7,6,yield_6m,26,-0.00987550658076051
full,7,6,yield_6m,27,-0.01014433388213303
full,7,6,yield_6m,28,-0.010411880521372405
full,7,6,yield_6m,29,-0.010618867926410886
full,7,6,yield_6m,30,-0.010736426998100606
full,7,6,yield_6m,31,-0.010836091875428914
full,7,6,yield_6m,32,-0.010869527034992929
full,7,6,yield_6m,33,-0.010832497883618264
full,7,6,yield_6m,34,-0.010759343921063258
full,7,6,yield_6m,35,-0.010630322779727863
full,7,6,yield_6m,36,-0.010444582321379728
full,7,6,yield_6m,37,-0.010223975417219202
full,7,6,yield_6m,38,-0.009960687495192893
full,7,6,yield_6m,39,-0.009653154448492123
full,7,6,yield_6m,40,-0.009319592565591669
full,7,6,yield_6m,41,-0.008954557309212064
full,7,6,yield_6m,42,-0.008557695983293789
full,7,6,yield_6m,43,-0.008143481535642722
full,7,6,yield_6m,44,-0.007708178580227819
full,7,6,yield_6m,45,-0.007254704928945891
full,7,6,yield_6m,46,-0.006793409587321795
full,7,6,yield_6m,47,-0.006322750977557903
full,7,6,yield_6m,48,-0.005846353984665359
pre_covid,7,6,asset_ibov,0,-6.980045686192581
pre_covid,7,6,asset_ibov,1,-8.20518407396583
pre_covid,7,6,asset_ibov,2,-5.653550539308382
pre_covid,7,6,asset_ibov,3,-7.4059533024932716
pre_covid,7,6,asset_ibov,4,-7.154197019943169
pre_covid,7,6,asset_ibov,5,-2.7114356266522264
pre_covid,7,6,asset_ibov,6,-1.3424732929845105
pre_covid,7,6,asset_ibov,7,0.24605043773935267
pre_covid,7,6,asset_ibov,8,0.42564241833985955
pre_covid,7,6,asset_ibov,9,-1.3427681125891477
pre_covid,7,6,asset_ibov,10,-2.521859189965421
pre_covid,7,6,asset_ibov,11,-4.193184776388988
pre_covid,7,6,asset_ibov,12,-4.915074522939295
pre_covid,7,6,asset_ibov,13,-4.083013034161808
pre_covid,7,6,asset_ibov,14,-4.3431193523857115
pre_covid,7,6,asset_ibov,15,-5.021510860291657
pre_covid,7,6,asset_ibov,16,-4.446940237467664
pre_covid,7,6,asset_ibov,17,-3.965675547422666
pre_covid,7,6,asset_ibov,18,-4.128860000380903
pre_covid,7,6,asset_ibov,19,-4.333077510206711
pre_covid,7,6,asset_ibov,20,-5.556222760488878
pre_covid,7,6,asset_ibov,21,-7.728503415166169
pre_covid,7,6,asset_ibov,22,-9.890107256119723
pre_covid,7,6,asset_ibov,23,-11.94783465977287
pre_covid,7,6,asset_ibov,24,-13.770280318399827
pre_covid,7,6,asset_ibov,25,-15.30800220301605
pre_covid,7,6,asset_ibov,26,-16.68088295427527
pre_covid,7,6,asset_ibov,27,-17.895601287875188
pre_covid,7,6,asset_ibov,28,-18.937273808635574
pre_covid,7,6,asset_ibov,29,-20.0106493347966
pre_covid,7,6,asset_ibov,30,-21.352909843443662
pre_covid,7,6,asset_ibov,31,-22.991209630812083
pre_covid,7,6,asset_ibov,32,-24.969596848287928
pre_covid,7,6,asset_ibov,33,-27.22637239838912
pre_covid,7,6,asset_ibov,34,-29.58579551252891
pre_covid,7,6,asset_ibov,35,-31.838266294885337
pre_covid,7,6,asset_ibov,36,-33.92184119993155
pre_covid,7,6,asset_ibov,37,-35.84516510315946
pre_covid,7,6,asset_ibov,38,-37.55548018925132
pre_covid,7,6,asset_ibov,39,-39.07730304462394
pre_covid,7,6,asset_ibov,40,-40.458140719403055
pre_covid,7,6,asset_ibov,41,-41.763766592873935
pre_covid,7,6,asset_ibov,42,-43.053196526816656
pre_covid,7,6,asset_ibov,43,-44.364741548688094
pre_covid,7,6,asset_ibov,44,-45.70468531671123
pre_covid,7,6,asset_ibov,45,-47.034383278870365
pre_covid,7,6,asset_ibov,46,-48.297262102490215
pre_covid,7,6,asset_ibov,47,-49.418721301964
pre_covid,7,6,asset_ibov,48,-50.35836815395993
pre_covid,7,6,cambio_usd,0,0.10201412000035644
pre_covid,7,6,cambio_usd,1,0.09060657852406992
pre_covid,7,6,cambio_usd,2,-0.012661839847904722
pre_covid,7,6,cambio_usd,3,-0.049230698920883435
pre_covid,7,6,cambio_usd,4,-0.03410910765511062
pre_covid,7,6,cambio_usd,5,-0.09695422646813272
pre_covid,7,6,cambio_usd,6,-0.08543762017962125
pre_covid,7,6,cambio_usd,7,-0.0752652817704887
pre_covid,7,6,cambio_usd,8,-0.11522086490811781
pre_covid,7,6,cambio_usd,9,-0.12233306454194091
pre_covid,7,6,cambio_usd,10,-0.07772368348977911
pre_covid,7,6,cambio_usd,11,-0.05063728156507018
pre_covid,7,6,cambio_usd,12,-0.04953319325601813
pre_covid,7,6,cambio_usd,13,-0.04655044738908925
pre_covid,7,6,cambio_usd,14,-0.052317955330889634
pre_covid,7,6,cambio_usd,15,-0.05368548624897598
pre_covid,7,6,cambio_usd,16,-0.05259446666956972
pre_covid,7,6,cambio_usd,17,-0.04531645292542426
pre_covid,7,6,cambio_usd,18,-0.04781506339580029
pre_covid,7,6,cambio_usd,19,-0.05114578970647183
pre_covid,7,6,cambio_usd,20,-0.0436185807111396
pre_covid,7,6,cambio_usd,21,-0.041791134581937124
pre_covid,7,6,cambio_usd,22,-0.04056905749808174
pre_covid,7,6,cambio_usd,23,-0.03749879266511572
pre_covid,7,6,cambio_usd,24,-0.044505673638027064
pre_covid,7,6,cambio_usd,25,-0.05968735409260899
pre_covid,7,6,cambio_usd,26,-0.07204803581927352
pre_covid,7,6,cambio_usd,27,-0.084478181435136
pre_covid,7,6,cambio_usd,28,-0.09822515163322441
pre_covid,7,6,cambio_usd,29,-0.10698917081361203
pre_covid,7,6,cambio_usd,30,-0.11285729977113824
pre_covid,7,6,cambio_usd,31,-0.1175216933250165
pre_covid,7,6,cambio_usd,32,-0.1179643768815007
pre_covid,7,6,cambio_usd,33,-0.11550831728181989
pre_covid,7,6,cambio_usd,34,-0.11247340677694062
pre_covid,7,6,cambio_usd,35,-0.10882230594632539
pre_covid,7,6,cambio_usd,36,-0.10538754848018568
pre_covid,7,6,cambio_usd,37,-0.10369989282581431
pre_covid,7,6,cambio_usd,38,-0.10168167282081997
pre_covid,7,6,cambio_usd,39,-0.09826765979342295
pre_covid,7,6,cambio_usd,40,-0.09471696723093657
pre_covid,7,6,cambio_usd,41,-0.09019576873383472
pre_covid,7,6,cambio_usd,42,-0.08407001606498116
pre_covid,7,6,cambio_usd,43,-0.07680343949409067
pre_covid,7,6,cambio_usd,44,-0.06895516895137868
