variant,sample,component,eigenvalue
drop_expectativas__eua__credito__imoveis,pre_covid,7,3.883547417728586
drop_expectativas__eua__credito__imoveis,pre_covid,8,3.542351836831672
drop_expectativas__eua__credito__imoveis,pre_covid,9,3.0739951602102202
drop_expectativas__eua__credito__imoveis,pre_covid,10,2.9793241461327336
drop_expectativas__eua__credito__imoveis,pre_covid,11,2.7024682639377144
drop_expectativas__eua__credito__imoveis,pre_covid,12,2.6147096561440266
drop_expectativas__eua__credito__imoveis,pre_covid,13,2.4585394587517175
drop_expectativas__eua__credito__imoveis,pre_covid,14,2.3105769504141325
drop_expectativas__eua__credito__imoveis,pre_covid,15,2.22410855896965
drop_expectativas__eua__credito__imoveis,pre_covid,16,2.0158071988906614
drop_expectativas__eua__credito__imoveis,pre_covid,17,1.903913644140036
drop_expectativas__eua__credito__imoveis,pre_covid,18,1.8737026655913342
drop_expectativas__eua__credito__imoveis,pre_covid,19,1.7197431865245294
drop_expectativas__eua__credito__imoveis,pre_covid,20,1.697222160113198
drop_expectativas__eua__imoveis,full,1,16.69630184338316
drop_expectativas__eua__imoveis,full,2,11.137423913614743
drop_expectativas__eua__imoveis,full,3,8.329548352934085
drop_expectativas__eua__imoveis,full,4,5.394282444692618
drop_expectativas__eua__imoveis,full,5,4.8491540780552445
drop_expectativas__eua__imoveis,full,6,3.8329615465641713
drop_expectativas__eua__imoveis,full,7,3.4092728262198486
drop_expectativas__eua__imoveis,full,8,3.275630767406888
drop_expectativas__eua__imoveis,full,9,2.750689711668014
drop_expectativas__eua__imoveis,full,10,2.4747222787656433
drop_expectativas__eua__imoveis,full,11,2.4271951581708677
drop_expectativas__eua__imoveis,full,12,2.1476423612297526
drop_expectativas__eua__imoveis,full,13,2.079355354624713
drop_expectativas__eua__imoveis,full,14,2.070621116401578
drop_expectativas__eua__imoveis,full,15,1.793714532606704
drop_expectativas__eua__imoveis,full,16,1.7332142545709
drop_expectativas__eua__imoveis,full,17,1.691577851930704
drop_expectativas__eua__imoveis,full,18,1.5644306836663984
drop_expectativas__eua__imoveis,full,19,1.5271151647955639
drop_expectativas__eua__imoveis,full,20,1.4494305054294607
drop_expectativas__eua__imoveis,pre_covid,1,14.253457517260854
drop_expectativas__eua__imoveis,pre_covid,2,11.4255486581128
drop_expectativas__eua__imoveis,pre_covid,3,6.949372177203854
drop_expectativas__eua__imoveis,pre_covid,4,5.464161774866964
drop_expectativas__eua__imoveis,pre_covid,5,5.20222351364827
drop_expectativas__eua__imoveis,pre_covid,6,4.943125152014453
drop_expectativas__eua__imoveis,pre_covid,7,3.8881022531809477
drop_expectativas__eua__imoveis,pre_covid,8,3.6970425571389622
drop_expectativas__eua__imoveis,pre_covid,9,3.163745699549578
drop_expectativas__eua__imoveis,pre_covid,10,2.981993598534504
drop_expectativas__eua__imoveis,pre_covid,11,2.7586042326324343
drop_expectativas__eua__imoveis,pre_covid,12,2.6191111827868743
drop_expectativas__eua__imoveis,pre_covid,13,2.460256217384792
drop_expectativas__eua__imoveis,pre_covid,14,2.317485133692016
drop_expectativas__eua__imoveis,pre_covid,15,2.230101447171415
drop_expectativas__eua__imoveis,pre_covid,16,2.0648463472202994
drop_expectativas__eua__imoveis,pre_covid,17,1.9764015421582874
drop_expectativas__eua__imoveis,pre_covid,18,1.9034401218435746
drop_expectativas__eua__imoveis,pre_covid,19,1.7245640172349588
drop_expectativas__eua__imoveis,pre_covid,20,1.7060535824864345
drop_expectativas__imoveis,full,1,16.96830088958324
drop_expectativas__imoveis,full,2,11.5590096263201
drop_expectativas__imoveis,full,3,8.505849294247021
drop_expectativas__imoveis,full,4,5.63405695011738
drop_expectativas__imoveis,full,5,4.945688822438212
drop_expectativas__imoveis,full,6,3.9228353372768647
drop_expectativas__imoveis,full,7,3.5350824423100127
drop_expectativas__imoveis,full,8,3.2906206329179373
drop_expectativas__imoveis,full,9,2.819374001654946
drop_expectativas__imoveis,full,10,2.755239783540334
drop_expectativas__imoveis,full,11,2.48858034591421
drop_expectativas__imoveis,full,12,2.453803935114598
drop_expectativas__imoveis,full,13,2.156326751949411
drop_expectativas__imoveis,full,14,2.1460407049831303
drop_expectativas__imoveis,full,15,1.8909915198538574
drop_expectativas__imoveis,full,16,1.8417412715289039
drop_expectativas__imoveis,full,17,1.7756186522818362
drop_expectativas__imoveis,full,18,1.709109184823349
drop_expectativas__imoveis,full,19,1.571858262927801
drop_expectativas__imoveis,full,20,1.4988970995319733
drop_expectativas__imoveis,pre_covid,1,14.723765267922403
drop_expectativas__imoveis,pre_covid,2,11.433715721931245
drop_expectativas__imoveis,pre_covid,3,7.128314560749077
drop_expectativas__imoveis,pre_covid,4,5.488358521288757
drop_expectativas__imoveis,pre_covid,5,5.2665209252124505
drop_expectativas__imoveis,pre_covid,6,5.032546125040677
drop_expectativas__imoveis,pre_covid,7,4.2693373724727905
drop_expectativas__imoveis,pre_covid,8,3.725745015061207
drop_expectativas__imoveis,pre_covid,9,3.5354808092672125
drop_expectativas__imoveis,pre_covid,10,3.0708718549137313
drop_expectativas__imoveis,pre_covid,11,2.8651689744948974
drop_expectativas__imoveis,pre_covid,12,2.7241023175599475
drop_expectativas__imoveis,pre_covid,13,2.5630518476924182
drop_expectativas__imoveis,pre_covid,14,2.4201645273117487
drop_expectativas__imoveis,pre_covid,15,2.317342022935619
drop_expectativas__imoveis,pre_covid,16,2.2048778905349153
drop_expectativas__imoveis,pre_covid,17,2.098911755589609
drop_expectativas__imoveis,pre_covid,18,2.011492457135104
drop_expectativas__imoveis,pre_covid,19,1.8371955071398363
drop_expectativas__imoveis,pre_covid,20,1.748683095501762
drop_fiscal,full,1,17.069866409530974
drop_fiscal,full,2,11.437304481455664
drop_fiscal,full,3,8.505772292060895
drop_fiscal,full,4,5.923024963405297
drop_fiscal,full,5,4.998017622759176
drop_fiscal,full,6,3.9743656390362516
drop_fiscal,full,7,3.6920578440633314
drop_fiscal,full,8,3.293837050619714
drop_fiscal,full,9,3.0008596163690697
drop_fiscal,full,10,2.811158540591104
drop_fiscal,full,11,2.511934372747231
drop_fiscal,full,12,2.4679111562760023
drop_fiscal,full,13,2.2116678928387477
drop_fiscal,full,14,2.1458173817732056
drop_fiscal,full,15,1.9508511014589287
drop_fiscal,full,16,1.829172079677781
drop_fiscal,full,17,1.7634263896516338
drop_fiscal,full,18,1.7308276225551569
drop_fiscal,full,19,1.6595259154811743
drop_fiscal,full,20,1.5336521514334105
drop_fiscal,pre_covid,1,14.564106579388197
drop_fiscal,pre_covid,2,11.348515501436523
drop_fiscal,pre_covid,3,7.155529541578862
drop_fiscal,pre_covid,4,5.742710704815672
drop_fiscal,pre_covid,5,5.620235244725872
drop_fiscal,pre_covid,6,5.288228364422083
drop_fiscal,pre_covid,7,4.41717338753634
drop_fiscal,pre_covid,8,3.846594421142827
drop_fiscal,pre_covid,9,3.6788717756907796
drop_fiscal,pre_covid,10,3.1344547062192807
drop_fiscal,pre_covid,11,2.9413047203942764
drop_fiscal,pre_covid,12,2.612694186614044
drop_fiscal,pre_covid,13,2.497689460561041
drop_fiscal,pre_covid,14,2.4845902669933193
drop_fiscal,pre_covid,15,2.390166442033762
drop_fiscal,pre_covid,16,2.2747900390836238
drop_fiscal,pre_covid,17,2.1971322396491653
drop_fiscal,pre_covid,18,2.0241919911475263
drop_fiscal,pre_covid,19,1.8677159022744447
drop_fiscal,pre_covid,20,1.8166664536157349
drop_fiscal__credito,full,1,17.005924428179803
drop_fiscal__credito,full,2,11.372790660404904
drop_fiscal__credito,full,3,8.022728313487326
drop_fiscal__credito,full,4,5.848231199734772
drop_fiscal__credito,full,5,4.996164299912186
drop_fiscal__credito,full,6,3.938902101040091
drop_fiscal__credito,full,7,3.6145942144527563
drop_fiscal__credito,full,8,3.2889226359778534
drop_fiscal__credito,full,9,2.999616396738945
drop_fiscal__credito,full,10,2.7820830084858956
drop_fiscal__credito,full,11,2.4728579984784487
drop_fiscal__credito,full,12,2.353547978500183
drop_fiscal__credito,full,13,2.1925342651561577
drop_fiscal__credito,full,14,2.136422828751697
drop_fiscal__credito,full,15,1.9468811188810313
drop_fiscal__credito,full,16,1.8122796397934182
drop_fiscal__credito,full,17,1.755811853457777
drop_fiscal__credito,full,18,1.6663151926548472
drop_fiscal__credito,full,19,1.6419997411436997
drop_fiscal__credito,full,20,1.5150023422452856
drop_fiscal__credito,pre_covid,1,14.540485100297909
drop_fiscal__credito,pre_covid,2,11.160849944462772
drop_fiscal__credito,pre_covid,3,7.02973200151762
drop_fiscal__credito,pre_covid,4,5.671730088676363
drop_fiscal__credito,pre_covid,5,5.383547898409101
drop_fiscal__credito,pre_covid,6,5.214056555570632
drop_fiscal__credito,pre_covid,7,4.387697697217624
drop_fiscal__credito,pre_covid,8,3.7398438120016158
drop_fiscal__credito,pre_covid,9,3.650114396225855
drop_fiscal__credito,pre_covid,10,3.1141938721041216
drop_fiscal__credito,pre_covid,11,2.8908435519136932
drop_fiscal__credito,pre_covid,12,2.6118127518793877
drop_fiscal__credito,pre_covid,13,2.473220129786862
drop_fiscal__credito,pre_covid,14,2.4563459857138787
drop_fiscal__credito,pre_covid,15,2.3900626322331013
drop_fiscal__credito,pre_covid,16,2.218633225403858
drop_fiscal__credito,pre_covid,17,2.18115386584673
drop_fiscal__credito,pre_covid,18,1.945599326248545
drop_fiscal__credito,pre_covid,19,1.8423353816524473
drop_fiscal__credito,pre_covid,20,1.8045663300347332
drop_fiscal__credito__imoveis,full,1,17.005284630616778
drop_fiscal__credito__imoveis,full,2,11.371785550111536
drop_fiscal__credito__imoveis,full,3,7.962634324663352
drop_fiscal__credito__imoveis,full,4,5.836572828179166
drop_fiscal__credito__imoveis,full,5,4.982266987662561
drop_fiscal__credito__imoveis,full,6,3.8444014226133967
drop_fiscal__credito__imoveis,full,7,3.613223017421417
drop_fiscal__credito__imoveis,full,8,3.288544893135213
drop_fiscal__credito__imoveis,full,9,2.9996101425688266
drop_fiscal__credito__imoveis,full,10,2.737651915363774
drop_fiscal__credito__imoveis,full,11,2.472352674345366
drop_fiscal__credito__imoveis,full,12,2.2221134642546088
drop_fiscal__credito__imoveis,full,13,2.141802781228827
drop_fiscal__credito__imoveis,full,14,2.0583652818549303
drop_fiscal__credito__imoveis,full,15,1.9341522262296145
drop_fiscal__credito__imoveis,full,16,1.755997016977722
drop_fiscal__credito__imoveis,full,17,1.7505510907977726
drop_fiscal__credito__imoveis,full,18,1.653627765491807
drop_fiscal__credito__imoveis,full,19,1.6073758464721961
drop_fiscal__credito__imoveis,full,20,1.5147853712588248
drop_fiscal__credito__imoveis,pre_covid,1,14.477356642320146
drop_fiscal__credito__imoveis,pre_covid,2,11.155318048779064
drop_fiscal__credito__imoveis,pre_covid,3,6.959202198726522
drop_fiscal__credito__imoveis,pre_covid,4,5.671229614872753
drop_fiscal__credito__imoveis,pre_covid,5,5.240169450782094
drop_fiscal__credito__imoveis,pre_covid,6,5.084444134085952
drop_fiscal__credito__imoveis,pre_covid,7,4.385470896492065
drop_fiscal__credito__imoveis,pre_covid,8,3.66565536137553
drop_fiscal__credito__imoveis,pre_covid,9,3.50019714109063
drop_fiscal__credito__imoveis,pre_covid,10,3.1137807739288257
drop_fiscal__credito__imoveis,pre_covid,11,2.860826206207592
drop_fiscal__credito__imoveis,pre_covid,12,2.60077587247719
drop_fiscal__credito__imoveis,pre_covid,13,2.4633558827102457
drop_fiscal__credito__imoveis,pre_covid,14,2.410728588315831
drop_fiscal__credito__imoveis,pre_covid,15,2.386105826517076
drop_fiscal__credito__imoveis,pre_covid,16,2.2171018830847364
drop_fiscal__credito__imoveis,pre_covid,17,2.1377780366122403
drop_fiscal__credito__imoveis,pre_covid,18,1.9437651829204263
drop_fiscal__credito__imoveis,pre_covid,19,1.840843956277214
drop_fiscal__credito__imoveis,pre_covid,20,1.8039288177084558
drop_fiscal__eua,full,1,16.7943499491437
drop_fiscal__eua,full,2,11.05055356260991
drop_fiscal__eua,full,3,8.321329093204923
drop_fiscal__eua,full,4,5.634867102365504
drop_fiscal__eua,full,5,4.9238662521980165
drop_fiscal__eua,full,6,3.932213249279967
drop_fiscal__eua,full,7,3.535997809960757
drop_fiscal__eua,full,8,3.259006320102549
drop_fiscal__eua,full,9,2.973904393853856
drop_fiscal__eua,full,10,2.529611077063061
drop_fiscal__eua,full,11,2.4310322729788396
drop_fiscal__eua,full,12,2.241055139224327
drop_fiscal__eua,full,13,2.105213777925409
drop_fiscal__eua,full,14,1.9939599116108409
drop_fiscal__eua,full,15,1.8904332445092071
drop_fiscal__eua,full,16,1.7357630106047668
drop_fiscal__eua,full,17,1.688427426562286
drop_fiscal__eua,full,18,1.6336507116865033
drop_fiscal__eua,full,19,1.5353279941683229
drop_fiscal__eua,full,20,1.4836982191234804
drop_fiscal__eua,pre_covid,1,14.12352983163689
drop_fiscal__eua,pre_covid,2,11.33729013406136
drop_fiscal__eua,pre_covid,3,6.961203711707729
drop_fiscal__eua,pre_covid,4,5.6793914888694985
drop_fiscal__eua,pre_covid,5,5.528715973989455
drop_fiscal__eua,pre_covid,6,5.2046089934796935
drop_fiscal__eua,pre_covid,7,3.985782504666519
drop_fiscal__eua,pre_covid,8,3.8097135669836715
drop_fiscal__eua,pre_covid,9,3.304734775184235
drop_fiscal__eua,pre_covid,10,3.1036146837018688
drop_fiscal__eua,pre_covid,11,2.8823839052093487
drop_fiscal__eua,pre_covid,12,2.5660369654977817
drop_fiscal__eua,pre_covid,13,2.459012226485804
drop_fiscal__eua,pre_covid,14,2.33156875280375
drop_fiscal__eua,pre_covid,15,2.3027847480925203
drop_fiscal__eua,pre_covid,16,2.141691026873035
drop_fiscal__eua,pre_covid,17,1.969696406663658
drop_fiscal__eua,pre_covid,18,1.9673242250934655
drop_fiscal__eua,pre_covid,19,1.8218866043093342
drop_fiscal__eua,pre_covid,20,1.7409175394933545
drop_fiscal__eua__credito,full,1,16.726708866611844
drop_fiscal__eua__credito,full,2,10.981286912371255
drop_fiscal__eua__credito,full,3,7.829792236900543
drop_fiscal__eua__credito,full,4,5.564929839798211
drop_fiscal__eua__credito,full,5,4.923861223383119
drop_fiscal__eua__credito,full,6,3.9124858996237073
drop_fiscal__eua__credito,full,7,3.4346162291738893
drop_fiscal__eua__credito,full,8,3.257864837840066
drop_fiscal__eua__credito,full,9,2.9715168155272575
drop_fiscal__eua__credito,full,10,2.4541339570472007
drop_fiscal__eua__credito,full,11,2.333140872216689
drop_fiscal__eua__credito,full,12,2.214218477885975
drop_fiscal__eua__credito,full,13,2.1031028425200993
drop_fiscal__eua__credito,full,14,1.9913469853169041
drop_fiscal__eua__credito,full,15,1.8779937182317783
drop_fiscal__eua__credito,full,16,1.726053529669755
drop_fiscal__eua__credito,full,17,1.6251450985897105
drop_fiscal__eua__credito,full,18,1.6107329216730257
drop_fiscal__eua__credito,full,19,1.5134127509914146
drop_fiscal__eua__credito,full,20,1.4742042238284268
drop_fiscal__eua__credito,pre_covid,1,14.099163522170628
drop_fiscal__eua__credito,pre_covid,2,11.147509234449803
drop_fiscal__eua__credito,pre_covid,3,6.836359283556907
drop_fiscal__eua__credito,pre_covid,4,5.547454392992983
drop_fiscal__eua__credito,pre_covid,5,5.319151494738438
drop_fiscal__eua__credito,pre_covid,6,5.131866541863197
drop_fiscal__eua__credito,pre_covid,7,3.985054619482659
drop_fiscal__eua__credito,pre_covid,8,3.7123303858599423
drop_fiscal__eua__credito,pre_covid,9,3.251362976716712
drop_fiscal__eua__credito,pre_covid,10,3.0806329041773672
drop_fiscal__eua__credito,pre_covid,11,2.8528112051696164
drop_fiscal__eua__credito,pre_covid,12,2.5611042050622737
drop_fiscal__eua__credito,pre_covid,13,2.4464296787788906
drop_fiscal__eua__credito,pre_covid,14,2.3178528439588515
drop_fiscal__eua__credito,pre_covid,15,2.249540366550185
drop_fiscal__eua__credito,pre_covid,16,2.1080591914303985
drop_fiscal__eua__credito,pre_covid,17,1.959915106574965
drop_fiscal__eua__credito,pre_covid,18,1.8979146626115273
drop_fiscal__eua__credito,pre_covid,19,1.799459406219055
drop_fiscal__eua__credito,pre_covid,20,1.7284592081206689
drop_fiscal__eua__credito__imoveis,full,1,16.726402338985626
drop_fiscal__eua__credito__imoveis,full,2,10.979974740680916
drop_fiscal__eua__credito__imoveis,full,3,7.77488758513393
drop_fiscal__eua__credito__imoveis,full,4,5.554444700171726
drop_fiscal__eua__credito__imoveis,full,5,4.906268598133449
drop_fiscal__eua__credito__imoveis,full,6,3.81589133995102
drop_fiscal__eua__credito__imoveis,full,7,3.4328853816469183
drop_fiscal__eua__credito__imoveis,full,8,3.257807587419491
drop_fiscal__eua__credito__imoveis,full,9,2.9702242718329255
drop_fiscal__eua__credito__imoveis,full,10,2.4517029998021362
drop_fiscal__eua__credito__imoveis,full,11,2.2201443958243443
drop_fiscal__eua__credito__imoveis,full,12,2.1126620681635644
drop_fiscal__eua__credito__imoveis,full,13,2.017133278904081
drop_fiscal__eua__credito__imoveis,full,14,1.9559669756537124
drop_fiscal__eua__credito__imoveis,full,15,1.8619441179902803
drop_fiscal__eua__credito__imoveis,full,16,1.7214725206299075
drop_fiscal__eua__credito__imoveis,full,17,1.6137900476138796
drop_fiscal__eua__credito__imoveis,full,18,1.5620094359982517
drop_fiscal__eua__credito__imoveis,full,19,1.508633488729893
drop_fiscal__eua__credito__imoveis,full,20,1.4702470751939916
drop_fiscal__eua__credito__imoveis,pre_covid,1,14.035745020066631
drop_fiscal__eua__credito__imoveis,pre_covid,2,11.142711607938903
drop_fiscal__eua__credito__imoveis,pre_covid,3,6.7524753146740215
drop_fiscal__eua__credito__imoveis,pre_covid,4,5.542073130813281
drop_fiscal__eua__credito__imoveis,pre_covid,5,5.1680910364820605
drop_fiscal__eua__credito__imoveis,pre_covid,6,5.034089325751116
drop_fiscal__eua__credito__imoveis,pre_covid,7,3.980869161313144
drop_fiscal__eua__credito__imoveis,pre_covid,8,3.5185670184835107
drop_fiscal__eua__credito__imoveis,pre_covid,9,3.1921053643683983
drop_fiscal__eua__credito__imoveis,pre_covid,10,3.072265084999426
drop_fiscal__eua__credito__imoveis,pre_covid,11,2.8381474004662217
drop_fiscal__eua__credito__imoveis,pre_covid,12,2.5567351632745
drop_fiscal__eua__credito__imoveis,pre_covid,13,2.4122144757543618
drop_fiscal__eua__credito__imoveis,pre_covid,14,2.313326985257609
drop_fiscal__eua__credito__imoveis,pre_covid,15,2.2490205640633034
drop_fiscal__eua__credito__imoveis,pre_covid,16,2.0593152181328325
drop_fiscal__eua__credito__imoveis,pre_covid,17,1.9503229869456724
drop_fiscal__eua__credito__imoveis,pre_covid,18,1.8892103003971885
drop_fiscal__eua__credito__imoveis,pre_covid,19,1.7970683673353534
drop_fiscal__eua__credito__imoveis,pre_covid,20,1.6954931924300547
drop_fiscal__eua__imoveis,full,1,16.794157920746542
drop_fiscal__eua__imoveis,full,2,11.04911316430228
drop_fiscal__eua__imoveis,full,3,8.253710433829093
drop_fiscal__eua__imoveis,full,4,5.625971317040611
drop_fiscal__eua__imoveis,full,5,4.906363854798715
drop_fiscal__eua__imoveis,full,6,3.827929982873304
drop_fiscal__eua__imoveis,full,7,3.533988973834669
drop_fiscal__eua__imoveis,full,8,3.2589790411243813
drop_fiscal__eua__imoveis,full,9,2.972089196324767
drop_fiscal__eua__imoveis,full,10,2.4763156616820163
drop_fiscal__eua__imoveis,full,11,2.3636921754073246
drop_fiscal__eua__imoveis,full,12,2.1194306842961383
drop_fiscal__eua__imoveis,full,13,2.0729895091360104
drop_fiscal__eua__imoveis,full,14,1.9723387931929917
drop_fiscal__eua__imoveis,full,15,1.8675583401646358
drop_fiscal__eua__imoveis,full,16,1.731648271794851
drop_fiscal__eua__imoveis,full,17,1.6843632117590603
drop_fiscal__eua__imoveis,full,18,1.5954696557171764
drop_fiscal__eua__imoveis,full,19,1.5132227056003307
drop_fiscal__eua__imoveis,full,20,1.4749670260317451
drop_fiscal__eua__imoveis,pre_covid,1,14.057527774465942
drop_fiscal__eua__imoveis,pre_covid,2,11.330535526933522
drop_fiscal__eua__imoveis,pre_covid,3,6.899049631834628
drop_fiscal__eua__imoveis,pre_covid,4,5.601994219162689
drop_fiscal__eua__imoveis,pre_covid,5,5.3161133403034055
drop_fiscal__eua__imoveis,pre_covid,6,5.174097877371183
drop_fiscal__eua__imoveis,pre_covid,7,3.9815141070191533
drop_fiscal__eua__imoveis,pre_covid,8,3.640829857725545
drop_fiscal__eua__imoveis,pre_covid,9,3.268666593611972
drop_fiscal__eua__imoveis,pre_covid,10,3.103585349447731
drop_fiscal__eua__imoveis,pre_covid,11,2.8814835469921363
drop_fiscal__eua__imoveis,pre_covid,12,2.5587291535015013
drop_fiscal__eua__imoveis,pre_covid,13,2.4152230272568698
drop_fiscal__eua__imoveis,pre_covid,14,2.330562645342215
drop_fiscal__eua__imoveis,pre_covid,15,2.294043615954305
drop_fiscal__eua__imoveis,pre_covid,16,2.1054624461917273
drop_fiscal__eua__imoveis,pre_covid,17,1.9694710916896208
drop_fiscal__eua__imoveis,pre_covid,18,1.951438258830359
drop_fiscal__eua__imoveis,pre_covid,19,1.814712299756453
drop_fiscal__eua__imoveis,pre_covid,20,1.7024773418893742
drop_fiscal__expectativas,full,1,16.889598314321592
drop_fiscal__expectativas,full,2,11.053446026687356
drop_fiscal__expectativas,full,3,8.30981639602784
drop_fiscal__expectativas,full,4,5.556735274047027
drop_fiscal__expectativas,full,5,4.911196140756393
drop_fiscal__expectativas,full,6,3.9181818794079017
drop_fiscal__expectativas,full,7,3.521784370403503
drop_fiscal__expectativas,full,8,3.2320204650461744
drop_fiscal__expectativas,full,9,2.8331637097988187
drop_fiscal__expectativas,full,10,2.6935497872557743
drop_fiscal__expectativas,full,11,2.4994098104019185
drop_fiscal__expectativas,full,12,2.450764036264167
drop_fiscal__expectativas,full,13,2.1625360053224987
drop_fiscal__expectativas,full,14,2.0527184596457544
drop_fiscal__expectativas,full,15,1.879867597245052
drop_fiscal__expectativas,full,16,1.8071636310915047
drop_fiscal__expectativas,full,17,1.7490643715784304
drop_fiscal__expectativas,full,18,1.6900125130284789
drop_fiscal__expectativas,full,19,1.6324906162688175
drop_fiscal__expectativas,full,20,1.507294661805895
drop_fiscal__expectativas,pre_covid,1,14.075211553855535
drop_fiscal__expectativas,pre_covid,2,11.339165610229042
drop_fiscal__expectativas,pre_covid,3,6.829606163523003
drop_fiscal__expectativas,pre_covid,4,5.590797575823672
drop_fiscal__expectativas,pre_covid,5,5.375679446596244
drop_fiscal__expectativas,pre_covid,6,5.055785164646747
drop_fiscal__expectativas,pre_covid,7,4.266076736913862
drop_fiscal__expectativas,pre_covid,8,3.8366913340011695
drop_fiscal__expectativas,pre_covid,9,3.512926971958159
drop_fiscal__expectativas,pre_covid,10,3.020024194180333
drop_fiscal__expectativas,pre_covid,11,2.8639844503354044
drop_fiscal__expectativas,pre_covid,12,2.587936375176621
drop_fiscal__expectativas,pre_covid,13,2.410785851264845
drop_fiscal__expectativas,pre_covid,14,2.368522523573437
drop_fiscal__expectativas,pre_covid,15,2.3392935497283567
drop_fiscal__expectativas,pre_covid,16,2.2007285672795436
drop_fiscal__expectativas,pre_covid,17,2.020065776143905
drop_fiscal__expectativas,pre_covid,18,1.9690980803238018
drop_fiscal__expectativas,pre_covid,19,1.8262513853295599
drop_fiscal__expectativas,pre_covid,20,1.7037929141248451
drop_fiscal__expectativas__credito,full,1,16.820900781147355
drop_fiscal__expectativas__credito,full,2,11.000160235178615
drop_fiscal__expectativas__credito,full,3,7.818099793700311
drop_fiscal__expectativas__credito,full,4,5.474541212947236
drop_fiscal__expectativas__credito,full,5,4.90920952671486
drop_fiscal__expectativas__credito,full,6,3.865670213014444
drop_fiscal__expectativas__credito,full,7,3.4707156090499063
drop_fiscal__expectativas__credito,full,8,3.22456775704522
drop_fiscal__expectativas__credito,full,9,2.817445286005787
drop_fiscal__expectativas__credito,full,10,2.667803577634015
drop_fiscal__expectativas__credito,full,11,2.4580529400508255
drop_fiscal__expectativas__credito,full,12,2.3356413230258752
drop_fiscal__expectativas__credito,full,13,2.1552763041107146
drop_fiscal__expectativas__credito,full,14,2.0369779990841126
drop_fiscal__expectativas__credito,full,15,1.8692478030067619
drop_fiscal__expectativas__credito,full,16,1.7858187136958616
drop_fiscal__expectativas__credito,full,17,1.7306451098434297
drop_fiscal__expectativas__credito,full,18,1.6501366354331484
drop_fiscal__expectativas__credito,full,19,1.6173618299461383
drop_fiscal__expectativas__credito,full,20,1.4627939316371472
drop_fiscal__expectativas__credito,pre_covid,1,14.054173433338157
drop_fiscal__expectativas__credito,pre_covid,2,11.150733143817268
drop_fiscal__expectativas__credito,pre_covid,3,6.644304671072385
drop_fiscal__expectativas__credito,pre_covid,4,5.388470360520236
drop_fiscal__expectativas__credito,pre_covid,5,5.272393776704402
drop_fiscal__expectativas__credito,pre_covid,6,5.021019349579178
drop_fiscal__expectativas__credito,pre_covid,7,4.237081876555217
drop_fiscal__expectativas__credito,pre_covid,8,3.735711833097934
drop_fiscal__expectativas__credito,pre_covid,9,3.493046228918474
drop_fiscal__expectativas__credito,pre_covid,10,2.977336781169528
drop_fiscal__expectativas__credito,pre_covid,11,2.8194008714172796
drop_fiscal__expectativas__credito,pre_covid,12,2.5875127550950365
drop_fiscal__expectativas__credito,pre_covid,13,2.4022201388576163
drop_fiscal__expectativas__credito,pre_covid,14,2.3650424182202197
drop_fiscal__expectativas__credito,pre_covid,15,2.3235295209151334
drop_fiscal__expectativas__credito,pre_covid,16,2.1720697514173564
drop_fiscal__expectativas__credito,pre_covid,17,1.988015545751834
drop_fiscal__expectativas__credito,pre_covid,18,1.8587048544802867
drop_fiscal__expectativas__credito,pre_covid,19,1.8231177417510562
drop_fiscal__expectativas__credito,pre_covid,20,1.6972381318149812
drop_fiscal__expectativas__credito__imoveis,full,1,16.820454973662933
drop_fiscal__expectativas__credito__imoveis,full,2,10.99909768446734
drop_fiscal__expectativas__credito__imoveis,full,3,7.757950918743862
drop_fiscal__expectativas__credito__imoveis,full,4,5.454221703788277
drop_fiscal__expectativas__credito__imoveis,full,5,4.8894502826412545
drop_fiscal__expectativas__credito__imoveis,full,6,3.7878534948978824
drop_fiscal__expectativas__credito__imoveis,full,7,3.4617085462815385
drop_fiscal__expectativas__credito__imoveis,full,8,3.2242453576208634
drop_fiscal__expectativas__credito__imoveis,full,9,2.7905368657558043
drop_fiscal__expectativas__credito__imoveis,full,10,2.6589402583202357
drop_fiscal__expectativas__credito__imoveis,full,11,2.4580525360990833
drop_fiscal__expectativas__credito__imoveis,full,12,2.1958218558678455
drop_fiscal__expectativas__credito__imoveis,full,13,2.0875582980770346
drop_fiscal__expectativas__credito__imoveis,full,14,1.9904681004492248
drop_fiscal__expectativas__credito__imoveis,full,15,1.8516996566156794
drop_fiscal__expectativas__credito__imoveis,full,16,1.7369251874181857
drop_fiscal__expectativas__credito__imoveis,full,17,1.7192678839349123
drop_fiscal__expectativas__credito__imoveis,full,18,1.6397787537770239
drop_fiscal__expectativas__credito__imoveis,full,19,1.5609655620337446
drop_fiscal__expectativas__credito__imoveis,full,20,1.4603819833198928
drop_fiscal__expectativas__credito__imoveis,pre_covid,1,13.996356861576613
drop_fiscal__expectativas__credito__imoveis,pre_covid,2,11.145791371057514
drop_fiscal__expectativas__credito__imoveis,pre_covid,3,6.583157308096571
drop_fiscal__expectativas__credito__imoveis,pre_covid,4,5.367633537892922
drop_fiscal__expectativas__credito__imoveis,pre_covid,5,5.0223647022170095
drop_fiscal__expectativas__credito__imoveis,pre_covid,6,4.986730076904248
drop_fiscal__expectativas__credito__imoveis,pre_covid,7,4.235534762362179
drop_fiscal__expectativas__credito__imoveis,pre_covid,8,3.5436434013818428
