variant,r,q,variable,rmse,full_rms,normalized_rmse,sign_agreement
drop_fiscal__eua__imoveis,4,2,asset_ibov,23.526302503979988,16.56794230440961,1.419989403132964,1
drop_fiscal__eua__imoveis,4,2,cambio_usd,0.24793071002555772,0.37067619340867763,0.6688606240007686,1
drop_fiscal__eua__imoveis,4,2,yield_2y,0.004720877982664229,0.011481268235003528,0.41118088054692836,1
drop_fiscal__eua__imoveis,4,2,yield_5y,0.004700184297404652,0.013102777458293599,0.35871663945796467,1
drop_fiscal__eua__imoveis,4,2,yield_6m,0.0018738762448017724,0.0054616546662649215,0.34309680111709917,1
drop_fiscal__expectativas,3,2,asset_ibov,9.148452178048297,23.94119861668877,0.3821217276762056,1
drop_fiscal__expectativas,3,2,cambio_usd,0.26770559760709156,0.38507546990931124,0.6952029368947823,1
drop_fiscal__expectativas,3,2,yield_2y,0.0018445553595689808,0.0077064372650317075,0.23935254335213116,1
drop_fiscal__expectativas,3,2,yield_5y,0.003618424729013937,0.01138736657552497,0.3177578156473042,1
drop_fiscal__expectativas,3,2,yield_6m,0.0032833427638345814,0.002587682433861344,1.2688352793488542,0.42857142857142855
drop_fiscal__expectativas__credito,3,2,asset_ibov,13.49281963062514,22.07318508462947,0.6112765139644838,1
drop_fiscal__expectativas__credito,3,2,cambio_usd,0.29395648170988153,0.4190891332881488,0.7014175705380767,1
drop_fiscal__expectativas__credito,3,2,yield_2y,0.0017267552426294503,0.007358813163403846,0.23465132274546477,1
drop_fiscal__expectativas__credito,3,2,yield_5y,0.003094281693692909,0.011271968528750466,0.27451120767420384,1
drop_fiscal__expectativas__credito,3,2,yield_6m,0.00415996410841826,0.002983792431706059,1.3941868288873216,0.2857142857142857
drop_fiscal__expectativas__credito__imoveis,4,3,asset_ibov,41.54461401329356,4.0314426015544935,10.30514833505859,0.2857142857142857
drop_fiscal__expectativas__credito__imoveis,4,3,cambio_usd,0.182212364625422,0.2914965319496778,0.6250927357752513,1
drop_fiscal__expectativas__credito__imoveis,4,3,yield_2y,0.005963706893436366,0.010301905550521899,0.5788935711155148,1
drop_fiscal__expectativas__credito__imoveis,4,3,yield_5y,0.005482485182986466,0.01065828480016364,0.5143871913520542,1
drop_fiscal__expectativas__credito__imoveis,4,3,yield_6m,0.0041410760128252075,0.006300967088802899,0.657212766621823,1
drop_fiscal__expectativas__eua,3,3,asset_ibov,1.2240628984389021,22.472679644918408,0.05446893373553212,1
drop_fiscal__expectativas__eua,3,3,cambio_usd,0.08764777969146333,0.23626296225534468,0.37097553867430433,1
drop_fiscal__expectativas__eua,3,3,yield_2y,8.571553758189394e-4,0.007729293161141746,0.11089699380639396,1
drop_fiscal__expectativas__eua,3,3,yield_5y,8.848360092655814e-4,0.009810934760719153,0.09018875681533142,1
drop_fiscal__expectativas__eua,3,3,yield_6m,0.0015926814605739387,0.00347180559274275,0.4587473054088001,1
drop_fiscal__expectativas__eua__credito,3,3,asset_ibov,1.7970264677426713,21.4979098820615,0.08359075266392126,1
drop_fiscal__expectativas__eua__credito,3,3,cambio_usd,0.08142160567820413,0.22805208041252584,0.3570307516200673,1
drop_fiscal__expectativas__eua__credito,3,3,yield_2y,0.0011541625740443418,0.007543196202187655,0.15300709979008834,1
drop_fiscal__expectativas__eua__credito,3,3,yield_5y,0.0010367979596688287,0.009545710766554576,0.10861401366794712,1
drop_fiscal__expectativas__eua__credito,3,3,yield_6m,0.0017950171692654047,0.003516592081485609,0.5104422485382744,1
drop_fiscal__expectativas__eua__credito__imoveis,3,3,asset_ibov,4.407125194405519,20.478237768046885,0.21521017796180464,1
drop_fiscal__expectativas__eua__credito__imoveis,3,3,cambio_usd,0.07637330675197447,0.23205463057330042,0.3291177881832873,1
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_2y,0.0013420142753303482,0.007380514514992919,0.18183207588090974,1
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_5y,0.001351324222301976,0.009425325977077901,0.143371616598551,1
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_6m,0.0017495485070048412,0.0033575552040245498,0.5210781061493006,1
drop_fiscal__expectativas__eua__imoveis,3,3,asset_ibov,5.261829010288946,21.42853345144717,0.2455524556643698,1
drop_fiscal__expectativas__eua__imoveis,3,3,cambio_usd,0.08580431845595382,0.23983011746966063,0.3577712397476867,1
drop_fiscal__expectativas__eua__imoveis,3,3,yield_2y,9.212474622502789e-4,0.007565065993143527,0.12177652687831625,1
drop_fiscal__expectativas__eua__imoveis,3,3,yield_5y,9.58811931255504e-4,0.009688907084542828,0.09895976118763096,1
drop_fiscal__expectativas__eua__imoveis,3,3,yield_6m,0.0015537651736651716,0.0033080846939402154,0.4696872412339911,1
drop_fiscal__expectativas__imoveis,4,1,asset_ibov,26.873253631675034,45.50350984273821,0.5905754023052283,1
drop_fiscal__expectativas__imoveis,4,1,cambio_usd,2.2479102966297315,2.3648250866994087,0.950560914324173,1
drop_fiscal__expectativas__imoveis,4,1,yield_2y,0.020191042226914344,0.02688176941191275,0.7511054022346688,1
drop_fiscal__expectativas__imoveis,4,1,yield_5y,0.04167760518206362,0.05002662103548263,0.8331085394015066,1
drop_fiscal__expectativas__imoveis,4,1,yield_6m,0.021554897314270505,0.020035534324879728,1.075833415009255,0.2857142857142857
drop_fiscal__imoveis,4,2,asset_ibov,19.774911595077395,17.848286759093543,1.1079445249837356,1
drop_fiscal__imoveis,4,2,cambio_usd,0.30559622814052706,0.4173381574590642,0.7322508682195021,1
drop_fiscal__imoveis,4,2,yield_2y,0.00526895791559203,0.011582313203300165,0.45491412838764694,1
drop_fiscal__imoveis,4,2,yield_5y,0.005767729447609719,0.013830575757368171,0.41702742884995153,1
drop_fiscal__imoveis,4,2,yield_6m,0.0015638135680558244,0.004886701690354734,0.32001412550769076,1
drop_fiscal__setor_externo,5,2,asset_ibov,32.68008318931923,20.960337091518355,1.5591391992709551,1
drop_fiscal__setor_externo,5,2,cambio_usd,0.31576103679061335,0.5216227451063022,0.6053436890031779,1
drop_fiscal__setor_externo,5,2,yield_2y,0.004313839378709396,0.014000872682876581,0.3081121781776739,1
drop_fiscal__setor_externo,5,2,yield_5y,0.004928765710612123,0.01725427167945042,0.2856548107146249,1
drop_fiscal__setor_externo,5,2,yield_6m,9.721071814670838e-4,0.005324358921993862,0.18257731976924085,1
drop_fiscal__setor_externo__credito,4,3,asset_ibov,35.67991968547537,2.8236158376108462,12.63625143697498,0.2857142857142857
drop_fiscal__setor_externo__credito,4,3,cambio_usd,0.0992486103235555,0.22028556231747196,0.4505452344648898,1
drop_fiscal__setor_externo__credito,4,3,yield_2y,0.005688475419861637,0.010585475748219086,0.5373849560629028,1
drop_fiscal__setor_externo__credito,4,3,yield_5y,0.004608714199142861,0.010116640350747158,0.45555777801298303,1
drop_fiscal__setor_externo__credito,4,3,yield_6m,0.004881702286713674,0.007400560005828733,0.6596395790141302,1
drop_fiscal__setor_externo__credito__imoveis,4,1,asset_ibov,19.106661112404353,37.611430070122296,0.5080014526643131,1
drop_fiscal__setor_externo__credito__imoveis,4,1,cambio_usd,1.4913821362564808,1.6369264831797687,0.9110868151875919,1
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_2y,0.012896974935334291,0.020593890059944785,0.6262524903159976,1
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_5y,0.025603224847326654,0.035163444285814985,0.7281205060351569,1
drop_fiscal__setor_externo__credito__imoveis,4,1,yield_6m,0.011335814436974068,0.0098019330259222,1.1564876445284173,0.2857142857142857
drop_fiscal__setor_externo__eua,4,3,asset_ibov,30.90406329567971,3.4447476121061253,8.971357781647436,0.2857142857142857
drop_fiscal__setor_externo__eua,4,3,cambio_usd,0.034890144586860905,0.22548414630889863,0.15473435786063502,1
drop_fiscal__setor_externo__eua,4,3,yield_2y,0.0018710774075613589,0.010237552427442755,0.18276608797096403,1
drop_fiscal__setor_externo__eua,4,3,yield_5y,0.003665961966649009,0.00973176493485189,0.3767006284256086,1
drop_fiscal__setor_externo__eua,4,3,yield_6m,5.056254454457498e-4,0.007144474610549297,0.0707715364680784,1
drop_fiscal__setor_externo__eua__credito,5,2,asset_ibov,31.427282080550953,20.69884170860879,1.5183111462454506,1
drop_fiscal__setor_externo__eua__credito,5,2,cambio_usd,0.26509259913442923,0.509290185143134,0.5205138580472074,1
drop_fiscal__setor_externo__eua__credito,5,2,yield_2y,0.005180518564363106,0.013707001820863348,0.37794687941734045,1
drop_fiscal__setor_externo__eua__credito,5,2,yield_5y,0.00462648366419003,0.016860068478411035,0.27440479676070983,1
