variant,r,q,xi_mp,xi_mp_reestimated,old_grid_xi_difference
drop_fiscal__eua__credito__imoveis,8,8,10.99105255235376,10.99105255235376,0
drop_fiscal__eua__imoveis,5,3,4.2173945891301114,4.2173945891301114,0
drop_fiscal__eua__imoveis,5,4,5.562109592959534,5.562109592959534,0
drop_fiscal__eua__imoveis,5,5,6.168870976880181,6.168870976880181,0
drop_fiscal__eua__imoveis,6,3,5.364691284734141,5.364691284734141,0
drop_fiscal__eua__imoveis,6,4,4.450404532746693,4.450404532746693,0
drop_fiscal__eua__imoveis,6,5,5.137426459015428,5.137426459015428,0
drop_fiscal__eua__imoveis,6,6,7.506701031371823,7.506701031371823,0
drop_fiscal__eua__imoveis,7,3,8.240241468943562,8.240241468943562,0
drop_fiscal__eua__imoveis,7,4,6.801591516898789,6.801591516898789,0
drop_fiscal__eua__imoveis,7,5,7.364044945714692,7.364044945714692,0
drop_fiscal__eua__imoveis,7,6,7.642765680434967,7.642765680434967,0
drop_fiscal__eua__imoveis,7,7,9.577880375323817,9.577880375323817,0
drop_fiscal__eua__imoveis,8,3,8.740373617041598,8.740373617041598,0
drop_fiscal__eua__imoveis,8,4,8.016533245747159,8.016533245747159,0
drop_fiscal__eua__imoveis,8,5,8.479777335758532,8.479777335758532,0
drop_fiscal__eua__imoveis,8,6,8.486251172301431,8.486251172301431,0
drop_fiscal__eua__imoveis,8,7,8.685919668351183,8.685919668351183,0
drop_fiscal__eua__imoveis,8,8,10.449742717523348,10.449742717523348,0
drop_fiscal__expectativas,5,3,2.827878692951478,2.827878692951478,0
drop_fiscal__expectativas,5,4,4.34816682321586,4.34816682321586,0
drop_fiscal__expectativas,5,5,5.217544252042473,5.217544252042473,0
drop_fiscal__expectativas,6,3,2.810069992376818,2.810069992376818,0
drop_fiscal__expectativas,6,4,4.4973751422600206,4.4973751422600206,0
drop_fiscal__expectativas,6,5,4.6206297292721485,4.6206297292721485,0
drop_fiscal__expectativas,6,6,6.037837388481745,6.037837388481745,0
drop_fiscal__expectativas,7,3,4.809026442151966,4.809026442151966,0
drop_fiscal__expectativas,7,4,4.901516657974626,4.901516657974626,0
drop_fiscal__expectativas,7,5,5.0209809233640375,5.0209809233640375,0
drop_fiscal__expectativas,7,6,5.153050594629339,5.153050594629339,0
drop_fiscal__expectativas,7,7,7.760452815255106,7.760452815255106,0
drop_fiscal__expectativas,8,3,5.872909363461743,5.872909363461743,0
drop_fiscal__expectativas,8,4,6.036522674149151,6.036522674149151,0
drop_fiscal__expectativas,8,5,6.214248029251689,6.214248029251689,0
drop_fiscal__expectativas,8,6,6.148904112838805,6.148904112838805,0
drop_fiscal__expectativas,8,7,6.126021130166192,6.126021130166192,0
drop_fiscal__expectativas,8,8,8.230490998245923,8.230490998245923,0
drop_fiscal__expectativas__credito,5,3,2.6530831548623204,2.6530831548623204,0
drop_fiscal__expectativas__credito,5,4,4.3016797067418295,4.3016797067418295,0
drop_fiscal__expectativas__credito,5,5,5.639175417997716,5.639175417997716,0
drop_fiscal__expectativas__credito,6,3,2.1778230931815257,2.1778230931815257,0
drop_fiscal__expectativas__credito,6,4,4.31124029874134,4.31124029874134,0
drop_fiscal__expectativas__credito,6,5,4.661123000876764,4.661123000876764,0
drop_fiscal__expectativas__credito,6,6,6.802391513531407,6.802391513531407,0
drop_fiscal__expectativas__credito,7,3,1.5754089361778914,1.5754089361778914,0
drop_fiscal__expectativas__credito,7,4,4.782600896902702,4.782600896902702,0
drop_fiscal__expectativas__credito,7,5,4.885422053716116,4.885422053716116,0
drop_fiscal__expectativas__credito,7,6,5.027514426731759,5.027514426731759,0
drop_fiscal__expectativas__credito,7,7,8.148037552178401,8.148037552178401,0
drop_fiscal__expectativas__credito,8,3,5.749652952362176,5.749652952362176,0
drop_fiscal__expectativas__credito,8,4,6.038639837948621,6.038639837948621,0
drop_fiscal__expectativas__credito,8,5,6.233997493970605,6.233997493970605,0
drop_fiscal__expectativas__credito,8,6,6.107919223967451,6.107919223967451,0
drop_fiscal__expectativas__credito,8,7,6.002532855399391,6.002532855399391,0
drop_fiscal__expectativas__credito,8,8,8.730645612102311,8.730645612102311,0
drop_fiscal__expectativas__credito__imoveis,5,3,2.8309042131825444,2.8309042131825444,0
drop_fiscal__expectativas__credito__imoveis,5,4,4.722583457012557,4.722583457012557,0
drop_fiscal__expectativas__credito__imoveis,5,5,5.636347002124581,5.636347002124581,0
drop_fiscal__expectativas__credito__imoveis,6,3,2.354518940070649,2.354518940070649,0
drop_fiscal__expectativas__credito__imoveis,6,4,4.364194879431965,4.364194879431965,0
drop_fiscal__expectativas__credito__imoveis,6,5,4.8052710986903335,4.8052710986903335,0
drop_fiscal__expectativas__credito__imoveis,6,6,6.907872008059891,6.907872008059891,0
drop_fiscal__expectativas__credito__imoveis,7,3,2.450583002921068,2.450583002921068,0
drop_fiscal__expectativas__credito__imoveis,7,4,4.700160083414362,4.700160083414362,0
drop_fiscal__expectativas__credito__imoveis,7,5,4.9296494887421956,4.9296494887421956,0
drop_fiscal__expectativas__credito__imoveis,7,6,5.290419187502154,5.290419187502154,0
drop_fiscal__expectativas__credito__imoveis,7,7,8.83840261243732,8.83840261243732,0
drop_fiscal__expectativas__credito__imoveis,8,3,5.871970863875202,5.871970863875202,0
drop_fiscal__expectativas__credito__imoveis,8,4,5.937006174980544,5.937006174980544,0
drop_fiscal__expectativas__credito__imoveis,8,5,6.354316824586942,6.354316824586942,0
drop_fiscal__expectativas__credito__imoveis,8,6,6.314791835110658,6.314791835110658,0
drop_fiscal__expectativas__credito__imoveis,8,7,6.185058612214241,6.185058612214241,0
drop_fiscal__expectativas__credito__imoveis,8,8,9.355656701861012,9.355656701861012,0
drop_fiscal__expectativas__eua,5,3,3.108662701652351,3.108662701652351,0
drop_fiscal__expectativas__eua,5,4,4.460223249033281,4.460223249033281,0
drop_fiscal__expectativas__eua,5,5,5.93315668038275,5.93315668038275,0
drop_fiscal__expectativas__eua,6,3,2.742122231539737,2.742122231539737,0
drop_fiscal__expectativas__eua,6,4,4.67521466871665,4.67521466871665,0
drop_fiscal__expectativas__eua,6,5,4.982244222781646,4.982244222781646,0
drop_fiscal__expectativas__eua,6,6,6.9115973465834255,6.9115973465834255,0
drop_fiscal__expectativas__eua,7,3,7.866738665364839,7.866738665364839,0
drop_fiscal__expectativas__eua,7,4,6.745421793314363,6.745421793314363,0
drop_fiscal__expectativas__eua,7,5,7.21305041745568,7.21305041745568,0
drop_fiscal__expectativas__eua,7,6,7.349644827270422,7.349644827270422,0
drop_fiscal__expectativas__eua,7,7,10.180478092533551,10.180478092533551,1.7763568394002505e-15
drop_fiscal__expectativas__eua,8,3,7.971781562390753,7.971781562390753,0
drop_fiscal__expectativas__eua,8,4,7.675891756398207,7.675891756398207,0
drop_fiscal__expectativas__eua,8,5,8.437872848649377,8.437872848649377,0
drop_fiscal__expectativas__eua,8,6,8.441032278890763,8.441032278890763,0
drop_fiscal__expectativas__eua,8,7,8.407822704037793,8.407822704037793,0
drop_fiscal__expectativas__eua,8,8,10.697348981831972,10.697348981831972,0
drop_fiscal__expectativas__eua__credito,5,3,2.9056899845005857,2.9056899845005857,0
drop_fiscal__expectativas__eua__credito,5,4,4.205097713017685,4.205097713017685,0
drop_fiscal__expectativas__eua__credito,5,5,6.399754458059968,6.399754458059968,0
drop_fiscal__expectativas__eua__credito,6,3,2.065651998250387,2.065651998250387,0
drop_fiscal__expectativas__eua__credito,6,4,4.338409474253326,4.338409474253326,0
drop_fiscal__expectativas__eua__credito,6,5,4.915570902425429,4.915570902425429,0
drop_fiscal__expectativas__eua__credito,6,6,7.693334701958455,7.693334701958455,0
drop_fiscal__expectativas__eua__credito,7,3,6.972090004782597,6.972090004782597,0
drop_fiscal__expectativas__eua__credito,7,4,6.687827223123002,6.687827223123002,0
drop_fiscal__expectativas__eua__credito,7,5,7.240396437210473,7.240396437210473,0
drop_fiscal__expectativas__eua__credito,7,6,7.413954556954624,7.413954556954624,0
drop_fiscal__expectativas__eua__credito,7,7,10.755555860555804,10.755555860555804,0
drop_fiscal__expectativas__eua__credito,8,3,8.112343730690213,8.112343730690213,0
drop_fiscal__expectativas__eua__credito,8,4,7.72565146411377,7.72565146411377,0
drop_fiscal__expectativas__eua__credito,8,5,8.58618983162746,8.58618983162746,0
drop_fiscal__expectativas__eua__credito,8,6,8.59498941260537,8.59498941260537,0
drop_fiscal__expectativas__eua__credito,8,7,8.34241988380009,8.34241988380009,0
drop_fiscal__expectativas__eua__credito,8,8,11.196636389112422,11.196636389112422,0
drop_fiscal__expectativas__eua__credito__imoveis,5,3,3.1277973710604003,3.1277973710604003,0
drop_fiscal__expectativas__eua__credito__imoveis,5,4,4.677662351763517,4.677662351763517,0
drop_fiscal__expectativas__eua__credito__imoveis,5,5,6.353319472499573,6.353319472499573,0
drop_fiscal__expectativas__eua__credito__imoveis,6,3,2.186122804852127,2.186122804852127,0
drop_fiscal__expectativas__eua__credito__imoveis,6,4,4.292616511139613,4.292616511139613,0
drop_fiscal__expectativas__eua__credito__imoveis,6,5,5.227093356576954,5.227093356576954,0
drop_fiscal__expectativas__eua__credito__imoveis,6,6,8.122793187073365,8.122793187073365,0
drop_fiscal__expectativas__eua__credito__imoveis,7,3,7.872830319309718,7.872830319309718,0
drop_fiscal__expectativas__eua__credito__imoveis,7,4,6.772000387147256,6.772000387147256,0
drop_fiscal__expectativas__eua__credito__imoveis,7,5,7.346942141750955,7.346942141750955,0
drop_fiscal__expectativas__eua__credito__imoveis,7,6,7.70384335828325,7.70384335828325,0
drop_fiscal__expectativas__eua__credito__imoveis,7,7,11.312474992215629,11.312474992215629,1.7763568394002505e-15
drop_fiscal__expectativas__eua__credito__imoveis,8,3,8.383084678857156,8.383084678857156,0
drop_fiscal__expectativas__eua__credito__imoveis,8,4,7.785686668934168,7.785686668934168,0
drop_fiscal__expectativas__eua__credito__imoveis,8,5,8.811084029846176,8.811084029846176,0
drop_fiscal__expectativas__eua__credito__imoveis,8,6,8.817608504395462,8.817608504395462,0
drop_fiscal__expectativas__eua__credito__imoveis,8,7,8.55741849027375,8.55741849027375,0
drop_fiscal__expectativas__eua__credito__imoveis,8,8,11.713551106353968,11.713551106353968,0
drop_fiscal__expectativas__eua__imoveis,5,3,3.4061781169322063,3.4061781169322063,0
drop_fiscal__expectativas__eua__imoveis,5,4,4.910748837445063,4.910748837445063,0
drop_fiscal__expectativas__eua__imoveis,5,5,5.970049395689097,5.970049395689097,0
drop_fiscal__expectativas__eua__imoveis,6,3,2.8521346286331593,2.8521346286331593,0
drop_fiscal__expectativas__eua__imoveis,6,4,4.580398289655989,4.580398289655989,0
drop_fiscal__expectativas__eua__imoveis,6,5,5.088993849844011,5.088993849844011,0
drop_fiscal__expectativas__eua__imoveis,6,6,7.242568148240327,7.242568148240327,0
drop_fiscal__expectativas__eua__imoveis,7,3,7.823864708744341,7.823864708744341,0
drop_fiscal__expectativas__eua__imoveis,7,4,6.8053077168002165,6.8053077168002165,0
drop_fiscal__expectativas__eua__imoveis,7,5,7.232151132580686,7.232151132580686,0
drop_fiscal__expectativas__eua__imoveis,7,6,7.516102537338725,7.516102537338725,0
drop_fiscal__expectativas__eua__imoveis,7,7,10.680301591339036,10.680301591339036,1.7763568394002505e-15
drop_fiscal__expectativas__eua__imoveis,8,3,8.074061517172503,8.074061517172503,0
drop_fiscal__expectativas__eua__imoveis,8,4,7.748656432679471,7.748656432679471,0
drop_fiscal__expectativas__eua__imoveis,8,5,8.580848153834127,8.580848153834127,0
drop_fiscal__expectativas__eua__imoveis,8,6,8.591195895360725,8.591195895360725,0
drop_fiscal__expectativas__eua__imoveis,8,7,8.5078612249888,8.5078612249888,0
drop_fiscal__expectativas__eua__imoveis,8,8,11.094244696975572,11.094244696975572,0
drop_fiscal__expectativas__imoveis,5,3,3.0461895585308256,3.0461895585308256,0
drop_fiscal__expectativas__imoveis,5,4,4.6607448149268516,4.6607448149268516,0
drop_fiscal__expectativas__imoveis,5,5,5.270980091216879,5.270980091216879,0
drop_fiscal__expectativas__imoveis,6,3,2.7964631600097496,2.7964631600097496,0
drop_fiscal__expectativas__imoveis,6,4,4.5033325728512885,4.5033325728512885,0
drop_fiscal__expectativas__imoveis,6,5,4.664900519064601,4.664900519064601,0
drop_fiscal__expectativas__imoveis,6,6,6.083555927048104,6.083555927048104,0
drop_fiscal__expectativas__imoveis,7,3,5.896251301850391,5.896251301850391,0
drop_fiscal__expectativas__imoveis,7,4,4.875189628121574,4.875189628121574,0
drop_fiscal__expectativas__imoveis,7,5,5.06023913450613,5.06023913450613,0
drop_fiscal__expectativas__imoveis,7,6,5.378092199012676,5.378092199012676,0
drop_fiscal__expectativas__imoveis,7,7,8.440750184264914,8.440750184264914,0
drop_fiscal__expectativas__imoveis,8,3,5.926529758964942,5.926529758964942,0
drop_fiscal__expectativas__imoveis,8,4,5.961238308310858,5.961238308310858,0
drop_fiscal__expectativas__imoveis,8,5,6.252844753701596,6.252844753701596,0
drop_fiscal__expectativas__imoveis,8,6,6.246440876456386,6.246440876456386,0
drop_fiscal__expectativas__imoveis,8,7,6.189221938860228,6.189221938860228,0
drop_fiscal__expectativas__imoveis,8,8,8.704515478404854,8.704515478404854,0
drop_fiscal__imoveis,5,3,3.5965010560056743,3.5965010560056743,0
drop_fiscal__imoveis,5,4,5.154471259009924,5.154471259009924,0
drop_fiscal__imoveis,5,5,5.488640668434204,5.488640668434204,0
drop_fiscal__imoveis,6,3,5.329180806612465,5.329180806612465,0
drop_fiscal__imoveis,6,4,4.635898541563416,4.635898541563416,0
drop_fiscal__imoveis,6,5,4.7095233010940145,4.7095233010940145,0
drop_fiscal__imoveis,6,6,6.247357781171681,6.247357781171681,0
drop_fiscal__imoveis,7,3,6.855296837220406,6.855296837220406,0
drop_fiscal__imoveis,7,4,4.992484179915217,4.992484179915217,0
drop_fiscal__imoveis,7,5,5.197893099318803,5.197893099318803,0
drop_fiscal__imoveis,7,6,5.34887261498499,5.34887261498499,0
drop_fiscal__imoveis,7,7,7.609074578440346,7.609074578440346,0
drop_fiscal__imoveis,8,3,6.05190377623073,6.05190377623073,0
drop_fiscal__imoveis,8,4,6.000367403992451,6.000367403992451,0
drop_fiscal__imoveis,8,5,6.061264675225128,6.061264675225128,0
drop_fiscal__imoveis,8,6,6.328399315684996,6.328399315684996,0
drop_fiscal__imoveis,8,7,6.437897031860286,6.437897031860286,0
drop_fiscal__imoveis,8,8,8.17849395051811,8.17849395051811,0
drop_fiscal__setor_externo,5,3,3.3631333733195423,3.3631333733195423,0
drop_fiscal__setor_externo,5,4,4.980451664396129,4.980451664396129,0
drop_fiscal__setor_externo,5,5,5.294686785592448,5.294686785592448,0
drop_fiscal__setor_externo,6,3,2.779703009257783,2.779703009257783,0
drop_fiscal__setor_externo,6,4,4.830338025862305,4.830338025862305,0
drop_fiscal__setor_externo,6,5,4.900322130038473,4.900322130038473,0
drop_fiscal__setor_externo,6,6,6.1484891757767475,6.1484891757767475,0
drop_fiscal__setor_externo,7,3,6.419420905997078,6.419420905997078,0
drop_fiscal__setor_externo,7,4,5.520134080355683,5.520134080355683,0
drop_fiscal__setor_externo,7,5,5.6519218912074924,5.6519218912074924,0
drop_fiscal__setor_externo,7,6,5.69878111681827,5.69878111681827,0
drop_fiscal__setor_externo,7,7,7.128875996712257,7.128875996712257,0
drop_fiscal__setor_externo,8,3,5.844120626972151,5.844120626972151,0
drop_fiscal__setor_externo,8,4,6.280990853027233,6.280990853027233,0
drop_fiscal__setor_externo,8,5,6.247740547433994,6.247740547433994,0
drop_fiscal__setor_externo,8,6,6.670252328637557,6.670252328637557,0
drop_fiscal__setor_externo,8,7,6.923147276074584,6.923147276074584,0
drop_fiscal__setor_externo,8,8,7.919061193570568,7.919061193570568,0
drop_fiscal__setor_externo__credito,5,3,3.248103738042148,3.248103738042148,0
drop_fiscal__setor_externo__credito,5,4,5.268151048839161,5.268151048839161,0
drop_fiscal__setor_externo__credito,5,5,5.754054675818052,5.754054675818052,0
drop_fiscal__setor_externo__credito,6,3,2.0974416526812028,2.0974416526812028,0
drop_fiscal__setor_externo__credito,6,4,4.603646988184708,4.603646988184708,0
drop_fiscal__setor_externo__credito,6,5,5.098609685194786,5.098609685194786,0
drop_fiscal__setor_externo__credito,6,6,6.81816696668498,6.81816696668498,0
drop_fiscal__setor_externo__credito,7,3,7.163169677494417,7.163169677494417,0
drop_fiscal__setor_externo__credito,7,4,5.5978354676926365,5.5978354676926365,0
drop_fiscal__setor_externo__credito,7,5,5.704649353114723,5.704649353114723,0
drop_fiscal__setor_externo__credito,7,6,5.760471618604877,5.760471618604877,0
drop_fiscal__setor_externo__credito,7,7,7.650066052894933,7.650066052894933,0
drop_fiscal__setor_externo__credito,8,3,5.84975239552178,5.84975239552178,0
drop_fiscal__setor_externo__credito,8,4,6.347810689033096,6.347810689033096,0
drop_fiscal__setor_externo__credito,8,5,6.390856998540708,6.390856998540708,0
drop_fiscal__setor_externo__credito,8,6,6.754359606354246,6.754359606354246,0
drop_fiscal__setor_externo__credito,8,7,6.876164719371691,6.876164719371691,0
drop_fiscal__setor_externo__credito,8,8,8.455802873347753,8.455802873347753,0
drop_fiscal__setor_externo__credito__imoveis,5,3,3.5318467549992865,3.5318467549992865,0
drop_fiscal__setor_externo__credito__imoveis,5,4,5.464368558510584,5.464368558510584,0
drop_fiscal__setor_externo__credito__imoveis,5,5,5.767153013088315,5.767153013088315,0
drop_fiscal__setor_externo__credito__imoveis,6,3,2.19856132731251,2.19856132731251,4.440892098500626e-16
drop_fiscal__setor_externo__credito__imoveis,6,4,4.661945752797662,4.661945752797662,0
drop_fiscal__setor_externo__credito__imoveis,6,5,5.812126513563491,5.812126513563491,0
drop_fiscal__setor_externo__credito__imoveis,6,6,7.254659003716341,7.254659003716341,0
drop_fiscal__setor_externo__credito__imoveis,7,3,6.6852940315494855,6.6852940315494855,0
drop_fiscal__setor_externo__credito__imoveis,7,4,5.794502887917958,5.794502887917958,0
drop_fiscal__setor_externo__credito__imoveis,7,5,5.987775098989509,5.987775098989509,0
drop_fiscal__setor_externo__credito__imoveis,7,6,6.095020409667344,6.095020409667344,0
drop_fiscal__setor_externo__credito__imoveis,7,7,8.23595023713833,8.23595023713833,0
drop_fiscal__setor_externo__credito__imoveis,8,3,6.14191965614024,6.14191965614024,0
drop_fiscal__setor_externo__credito__imoveis,8,4,6.345076675627172,6.345076675627172,0
drop_fiscal__setor_externo__credito__imoveis,8,5,6.470507508471173,6.470507508471173,0
drop_fiscal__setor_externo__credito__imoveis,8,6,7.019371439003513,7.019371439003513,0
drop_fiscal__setor_externo__credito__imoveis,8,7,7.136626754226162,7.136626754226162,0
drop_fiscal__setor_externo__credito__imoveis,8,8,8.665831369316495,8.665831369316495,0
drop_fiscal__setor_externo__eua,5,3,3.9339971497161192,3.9339971497161192,0
drop_fiscal__setor_externo__eua,5,4,5.3420411760384665,5.3420411760384665,0
drop_fiscal__setor_externo__eua,5,5,5.965478908671736,5.965478908671736,0
drop_fiscal__setor_externo__eua,6,3,4.1976394266311,4.1976394266311,0
drop_fiscal__setor_externo__eua,6,4,4.816269038916647,4.816269038916647,0
drop_fiscal__setor_externo__eua,6,5,5.064094771269009,5.064094771269009,0
drop_fiscal__setor_externo__eua,6,6,6.884134659977946,6.884134659977946,0
drop_fiscal__setor_externo__eua,7,3,8.307380137926376,8.307380137926376,0
drop_fiscal__setor_externo__eua,7,4,7.111960153817378,7.111960153817378,0
drop_fiscal__setor_externo__eua,7,5,7.6862406486619985,7.6862406486619985,0
drop_fiscal__setor_externo__eua,7,6,7.735655243953132,7.735655243953132,0
drop_fiscal__setor_externo__eua,7,7,8.965366400734124,8.965366400734124,0
drop_fiscal__setor_externo__eua,8,3,8.321365924777039,8.321365924777039,0
drop_fiscal__setor_externo__eua,8,4,7.8221643612097855,7.8221643612097855,0
drop_fiscal__setor_externo__eua,8,5,8.286981944160754,8.286981944160754,0
drop_fiscal__setor_externo__eua,8,6,8.495821812908705,8.495821812908705,0
drop_fiscal__setor_externo__eua,8,7,8.904148096738743,8.904148096738743,0
drop_fiscal__setor_externo__eua,8,8,9.894060060460442,9.894060060460442,0
drop_fiscal__setor_externo__eua__credito,5,3,3.8495926010737342,3.8495926010737342,0
drop_fiscal__setor_externo__eua__credito,5,4,5.568509395505747,5.568509395505747,0
drop_fiscal__setor_externo__eua__credito,5,5,6.51184496585825,6.51184496585825,0
drop_fiscal__setor_externo__eua__credito,6,3,3.707559588740358,3.707559588740358,0
drop_fiscal__setor_externo__eua__credito,6,4,4.696351695869737,4.696351695869737,0
drop_fiscal__setor_externo__eua__credito,6,5,5.25568109712552,5.25568109712552,0
drop_fiscal__setor_externo__eua__credito,6,6,7.63490004123269,7.63490004123269,0
drop_fiscal__setor_externo__eua__credito,7,3,8.59414805141132,8.59414805141132,0
drop_fiscal__setor_externo__eua__credito,7,4,7.609066962507271,7.609066962507271,0
drop_fiscal__setor_externo__eua__credito,7,5,8.162520190331879,8.162520190331879,0
drop_fiscal__setor_externo__eua__credito,7,6,8.223573517267686,8.223573517267686,0
drop_fiscal__setor_externo__eua__credito,7,7,9.868719142145643,9.868719142145643,1.7763568394002505e-15
drop_fiscal__setor_externo__eua__credito,8,3,8.755196528597569,8.755196528597569,0
drop_fiscal__setor_externo__eua__credito,8,4,8.240541204877715,8.240541204877715,0
drop_fiscal__setor_externo__eua__credito,8,5,8.775012459726772,8.775012459726772,0
drop_fiscal__setor_externo__eua__credito,8,6,9.001222731685981,9.001222731685981,0
drop_fiscal__setor_externo__eua__credito,8,7,9.139070887859065,9.139070887859065,1.7763568394002505e-15
drop_fiscal__setor_externo__eua__credito,8,8,10.68379279242625,10.68379279242625,0
drop_fiscal__setor_externo__eua__credito__imoveis,5,3,4.267922516975488,4.267922516975488,0
drop_fiscal__setor_externo__eua__credito__imoveis,5,4,5.8830748060550855,5.8830748060550855,0
drop_fiscal__setor_externo__eua__credito__imoveis,5,5,6.473553367154945,6.473553367154945,0
drop_fiscal__setor_externo__eua__credito__imoveis,6,3,3.8093003731908808,3.8093003731908808,0
drop_fiscal__setor_externo__eua__credito__imoveis,6,4,4.58585081644609,4.58585081644609,0
drop_fiscal__setor_externo__eua__credito__imoveis,6,5,5.8122715672695815,5.8122715672695815,0
drop_fiscal__setor_externo__eua__credito__imoveis,6,6,8.134517859466145,8.134517859466145,0
drop_fiscal__setor_externo__eua__credito__imoveis,7,3,9.012040181320875,9.012040181320875,0
drop_fiscal__setor_externo__eua__credito__imoveis,7,4,7.854437013055581,7.854437013055581,0
drop_fiscal__setor_externo__eua__credito__imoveis,7,5,8.476053739211796,8.476053739211796,0
drop_fiscal__setor_externo__eua__credito__imoveis,7,6,8.570896991052315,8.570896991052315,0
drop_fiscal__setor_externo__eua__credito__imoveis,7,7,10.331524491050072,10.331524491050072,0
drop_fiscal__setor_externo__eua__credito__imoveis,8,3,9.093295331090376,9.093295331090376,0
drop_fiscal__setor_externo__eua__credito__imoveis,8,4,8.311443218154336,8.311443218154336,0
drop_fiscal__setor_externo__eua__credito__imoveis,8,5,8.927044364327152,8.927044364327152,0
drop_fiscal__setor_externo__eua__credito__imoveis,8,6,9.208834007733952,9.208834007733952,1.7763568394002505e-15
drop_fiscal__setor_externo__eua__credito__imoveis,8,7,9.36691587025276,9.36691587025276,1.7763568394002505e-15
drop_fiscal__setor_externo__eua__credito__imoveis,8,8,10.804385447211246,10.804385447211246,0
drop_fiscal__setor_externo__eua__imoveis,5,3,4.378409448783368,4.378409448783368,0
drop_fiscal__setor_externo__eua__imoveis,5,4,5.630708948246873,5.630708948246873,0
drop_fiscal__setor_externo__eua__imoveis,5,5,6.00505252760744,6.00505252760744,0
drop_fiscal__setor_externo__eua__imoveis,6,3,4.17149571055838,4.17149571055838,0
drop_fiscal__setor_externo__eua__imoveis,6,4,4.588947621585681,4.588947621585681,0
drop_fiscal__setor_externo__eua__imoveis,6,5,5.174741329869876,5.174741329869876,0
drop_fiscal__setor_externo__eua__imoveis,6,6,7.37941246215635,7.37941246215635,0
drop_fiscal__setor_externo__eua__imoveis,7,3,8.561575250701491,8.561575250701491,0
drop_fiscal__setor_externo__eua__imoveis,7,4,7.3045688918400575,7.3045688918400575,0
drop_fiscal__setor_externo__eua__imoveis,7,5,7.891404770738307,7.891404770738307,0
drop_fiscal__setor_externo__eua__imoveis,7,6,7.9671290371769246,7.9671290371769246,0
drop_fiscal__setor_externo__eua__imoveis,7,7,9.393231670200317,9.393231670200317,1.7763568394002505e-15
drop_fiscal__setor_externo__eua__imoveis,8,3,8.527833243561416,8.527833243561416,0
drop_fiscal__setor_externo__eua__imoveis,8,4,7.86745576623952,7.86745576623952,0
drop_fiscal__setor_externo__eua__imoveis,8,5,8.357897650037748,8.357897650037748,0
drop_fiscal__setor_externo__eua__imoveis,8,6,8.507952896666506,8.507952896666506,0
drop_fiscal__setor_externo__eua__imoveis,8,7,9.041807515300771,9.041807515300771,1.7763568394002505e-15
drop_fiscal__setor_externo__eua__imoveis,8,8,9.917480917908096,9.917480917908096,0
drop_fiscal__setor_externo__expectativas,5,3,2.959928277490824,2.959928277490824,4.440892098500626e-16
drop_fiscal__setor_externo__expectativas,5,4,4.459198650407643,4.459198650407643,0
drop_fiscal__setor_externo__expectativas,5,5,5.091930241586085,5.091930241586085,0
drop_fiscal__setor_externo__expectativas,6,3,3.0348643928379433,3.0348643928379433,0
drop_fiscal__setor_externo__expectativas,6,4,4.711326213064878,4.711326213064878,0
drop_fiscal__setor_externo__expectativas,6,5,4.815137289493976,4.815137289493976,0
drop_fiscal__setor_externo__expectativas,6,6,5.986185037297614,5.986185037297614,0
drop_fiscal__setor_externo__expectativas,7,3,3.613596189202202,3.613596189202202,0
drop_fiscal__setor_externo__expectativas,7,4,5.390725860039158,5.390725860039158,0
drop_fiscal__setor_externo__expectativas,7,5,5.537486825012103,5.537486825012103,0
drop_fiscal__setor_externo__expectativas,7,6,5.620522979168789,5.620522979168789,0
drop_fiscal__setor_externo__expectativas,7,7,7.772512789290494,7.772512789290494,0
drop_fiscal__setor_externo__expectativas,8,3,5.468233190550656,5.468233190550656,0
drop_fiscal__setor_externo__expectativas,8,4,5.9507552502683625,5.9507552502683625,0
drop_fiscal__setor_externo__expectativas,8,5,6.194227627872797,6.194227627872797,0
drop_fiscal__setor_externo__expectativas,8,6,6.222206875825785,6.222206875825785,0
drop_fiscal__setor_externo__expectativas,8,7,6.539665541286116,6.539665541286116,0
drop_fiscal__setor_externo__expectativas,8,8,8.145269289624377,8.145269289624377,0
drop_fiscal__setor_externo__expectativas__credito,5,3,2.756753272185424,2.756753272185424,0
drop_fiscal__setor_externo__expectativas__credito,5,4,4.4497250370008254,4.4497250370008254,0
drop_fiscal__setor_externo__expectativas__credito,5,5,5.50119066534744,5.50119066534744,0
drop_fiscal__setor_externo__expectativas__credito,6,3,2.3407461034803334,2.3407461034803334,0
drop_fiscal__setor_externo__expectativas__credito,6,4,4.509719404215673,4.509719404215673,0
drop_fiscal__setor_externo__expectativas__credito,6,5,4.801347830600693,4.801347830600693,0
drop_fiscal__setor_externo__expectativas__credito,6,6,6.744926755182073,6.744926755182073,0
drop_fiscal__setor_externo__expectativas__credito,7,3,1.3198995338403552,1.3198995338403552,0
drop_fiscal__setor_externo__expectativas__credito,7,4,5.447135205713546,5.447135205713546,0
drop_fiscal__setor_externo__expectativas__credito,7,5,5.610269429673985,5.610269429673985,0
drop_fiscal__setor_externo__expectativas__credito,7,6,5.6829380460706345,5.6829380460706345,0
drop_fiscal__setor_externo__expectativas__credito,7,7,8.32626242814163,8.32626242814163,0
drop_fiscal__setor_externo__expectativas__credito,8,3,5.582846686046541,5.582846686046541,0
