variant,r,q,xi_mp,xi_mp_reestimated,old_grid_xi_difference
drop_expectativas__eua,8,7,7.5847015157848015,7.5847015157848015,0
drop_expectativas__eua,8,8,10.015838810517634,10.015838810517634,0
drop_expectativas__eua__credito,5,3,2.289022758834666,2.289022758834666,0
drop_expectativas__eua__credito,5,4,3.4000879809947695,3.4000879809947695,0
drop_expectativas__eua__credito,5,5,6.272302359270897,6.272302359270897,0
drop_expectativas__eua__credito,6,3,1.4607038535398649,1.4607038535398649,0
drop_expectativas__eua__credito,6,4,3.177921206356685,3.177921206356685,0
drop_expectativas__eua__credito,6,5,4.091258803471444,4.091258803471444,0
drop_expectativas__eua__credito,6,6,6.7688632111295135,6.7688632111295135,0
drop_expectativas__eua__credito,7,3,1.2918771849579649,1.2918771849579649,2.220446049250313e-16
drop_expectativas__eua__credito,7,4,5.084489958932665,5.084489958932665,0
drop_expectativas__eua__credito,7,5,5.996788056349245,5.996788056349245,0
drop_expectativas__eua__credito,7,6,6.303403356769058,6.303403356769058,0
drop_expectativas__eua__credito,7,7,9.28007479945448,9.28007479945448,0
drop_expectativas__eua__credito,8,3,6.406766537132958,6.406766537132958,0
drop_expectativas__eua__credito,8,4,6.463239755107551,6.463239755107551,0
drop_expectativas__eua__credito,8,5,7.715647601896557,7.715647601896557,0
drop_expectativas__eua__credito,8,6,7.637098701897195,7.637098701897195,0
drop_expectativas__eua__credito,8,7,7.50259079795152,7.50259079795152,8.881784197001252e-16
drop_expectativas__eua__credito,8,8,10.40080842876116,10.40080842876116,0
drop_expectativas__eua__credito__imoveis,5,3,2.477597914775705,2.477597914775705,0
drop_expectativas__eua__credito__imoveis,5,4,3.772265275286397,3.772265275286397,0
drop_expectativas__eua__credito__imoveis,5,5,6.24180577496688,6.24180577496688,0
drop_expectativas__eua__credito__imoveis,6,3,1.558987254808039,1.558987254808039,0
drop_expectativas__eua__credito__imoveis,6,4,3.205912129464586,3.205912129464586,4.440892098500626e-16
drop_expectativas__eua__credito__imoveis,6,5,4.37670108511289,4.37670108511289,0
drop_expectativas__eua__credito__imoveis,6,6,7.08710099909016,7.08710099909016,0
drop_expectativas__eua__credito__imoveis,7,3,2.3701232599724813,2.3701232599724813,0
drop_expectativas__eua__credito__imoveis,7,4,5.428457972602018,5.428457972602018,0
drop_expectativas__eua__credito__imoveis,7,5,6.358923971337759,6.358923971337759,0
drop_expectativas__eua__credito__imoveis,7,6,6.7620813087423475,6.7620813087423475,0
drop_expectativas__eua__credito__imoveis,7,7,9.818567251135285,9.818567251135285,0
drop_expectativas__eua__credito__imoveis,8,3,6.745163825940535,6.745163825940535,0
drop_expectativas__eua__credito__imoveis,8,4,6.627969579227733,6.627969579227733,0
drop_expectativas__eua__credito__imoveis,8,5,8.028484094638479,8.028484094638479,0
drop_expectativas__eua__credito__imoveis,8,6,8.003908182426986,8.003908182426986,0
drop_expectativas__eua__credito__imoveis,8,7,7.854322827227747,7.854322827227747,0
drop_expectativas__eua__credito__imoveis,8,8,10.845597402358704,10.845597402358704,1.7763568394002505e-15
drop_expectativas__eua__imoveis,5,3,2.7276278379337913,2.7276278379337913,0
drop_expectativas__eua__imoveis,5,4,4.137437636338241,4.137437636338241,0
drop_expectativas__eua__imoveis,5,5,5.824919037432396,5.824919037432396,0
drop_expectativas__eua__imoveis,6,3,2.004009977779874,2.004009977779874,0
drop_expectativas__eua__imoveis,6,4,3.513086814474525,3.513086814474525,0
drop_expectativas__eua__imoveis,6,5,4.403597139513217,4.403597139513217,0
drop_expectativas__eua__imoveis,6,6,6.573765264764367,6.573765264764367,0
drop_expectativas__eua__imoveis,7,3,6.407089566132502,6.407089566132502,0
drop_expectativas__eua__imoveis,7,4,5.935310019378552,5.935310019378552,0
drop_expectativas__eua__imoveis,7,5,6.623218685137269,6.623218685137269,0
drop_expectativas__eua__imoveis,7,6,7.011064984006963,7.011064984006963,0
drop_expectativas__eua__imoveis,7,7,9.903382781231723,9.903382781231723,0
drop_expectativas__eua__imoveis,8,3,6.791572572142007,6.791572572142007,0
drop_expectativas__eua__imoveis,8,4,6.767557633602329,6.767557633602329,0
drop_expectativas__eua__imoveis,8,5,7.878497717133971,7.878497717133971,0
drop_expectativas__eua__imoveis,8,6,7.869132901203451,7.869132901203451,0
drop_expectativas__eua__imoveis,8,7,7.803402288019912,7.803402288019912,0
drop_expectativas__eua__imoveis,8,8,10.350435146614204,10.350435146614204,1.7763568394002505e-15
drop_expectativas__imoveis,5,3,2.5014101442093546,2.5014101442093546,0
drop_expectativas__imoveis,5,4,4.049669373464212,4.049669373464212,0
drop_expectativas__imoveis,5,5,5.105528459931599,5.105528459931599,0
drop_expectativas__imoveis,6,3,2.5835229562558992,2.5835229562558992,0
drop_expectativas__imoveis,6,4,3.7891161544262366,3.7891161544262366,0
drop_expectativas__imoveis,6,5,4.203826478848734,4.203826478848734,0
drop_expectativas__imoveis,6,6,5.7623804861279115,5.7623804861279115,0
drop_expectativas__imoveis,7,3,4.112347238442075,4.112347238442075,0
drop_expectativas__imoveis,7,4,3.881514845940275,3.881514845940275,0
drop_expectativas__imoveis,7,5,4.371890323875835,4.371890323875835,0
drop_expectativas__imoveis,7,6,4.769312043320529,4.769312043320529,0
drop_expectativas__imoveis,7,7,7.506825257982719,7.506825257982719,0
drop_expectativas__imoveis,8,3,4.795956428178622,4.795956428178622,0
