variant,r,q,variable,h,point_pre_covid
drop_fiscal__expectativas,3,2,asset_ibov,1,-21.38945870431567
drop_fiscal__expectativas,3,2,asset_ibov,2,-25.191782639823824
drop_fiscal__expectativas,3,2,asset_ibov,3,-31.190165746366084
drop_fiscal__expectativas,3,2,asset_ibov,4,-38.50387218876912
drop_fiscal__expectativas,3,2,asset_ibov,5,-41.865302116200354
drop_fiscal__expectativas,3,2,asset_ibov,6,-46.04473355341592
drop_fiscal__expectativas,3,2,cambio_usd,0,0.19114096103161418
drop_fiscal__expectativas,3,2,cambio_usd,1,0.20844216001666105
drop_fiscal__expectativas,3,2,cambio_usd,2,0.11126183975518622
drop_fiscal__expectativas,3,2,cambio_usd,3,0.14782858571689667
drop_fiscal__expectativas,3,2,cambio_usd,4,0.1167422852302467
drop_fiscal__expectativas,3,2,cambio_usd,5,0.036651808397755996
drop_fiscal__expectativas,3,2,cambio_usd,6,0.05337517120732605
drop_fiscal__expectativas__credito,3,2,yield_6m,0,0.005
drop_fiscal__expectativas__credito,3,2,yield_6m,1,0.004884650274400096
drop_fiscal__expectativas__credito,3,2,yield_6m,2,0.0036664109449585066
drop_fiscal__expectativas__credito,3,2,yield_6m,3,0.004722476144627727
drop_fiscal__expectativas__credito,3,2,yield_6m,4,0.0029127568320705772
drop_fiscal__expectativas__credito,3,2,yield_6m,5,8.627457995078949e-4
drop_fiscal__expectativas__credito,3,2,yield_6m,6,0.0012627242230145894
drop_fiscal__expectativas__credito,3,2,yield_2y,0,0.009901798207746395
drop_fiscal__expectativas__credito,3,2,yield_2y,1,0.010338369293186427
drop_fiscal__expectativas__credito,3,2,yield_2y,2,0.006437963649666633
drop_fiscal__expectativas__credito,3,2,yield_2y,3,0.00862697677142076
drop_fiscal__expectativas__credito,3,2,yield_2y,4,0.006246364887709486
drop_fiscal__expectativas__credito,3,2,yield_2y,5,0.001977472806865074
drop_fiscal__expectativas__credito,3,2,yield_2y,6,0.002688366440644205
drop_fiscal__expectativas__credito,3,2,yield_5y,0,0.013165257979220111
drop_fiscal__expectativas__credito,3,2,yield_5y,1,0.01338078946770231
drop_fiscal__expectativas__credito,3,2,yield_5y,2,0.007867748293179272
drop_fiscal__expectativas__credito,3,2,yield_5y,3,0.01079451726145989
drop_fiscal__expectativas__credito,3,2,yield_5y,4,0.00835135427116884
drop_fiscal__expectativas__credito,3,2,yield_5y,5,0.00302946839677555
drop_fiscal__expectativas__credito,3,2,yield_5y,6,0.003971133022364499
drop_fiscal__expectativas__credito,3,2,asset_ibov,0,-10.925099918877358
drop_fiscal__expectativas__credito,3,2,asset_ibov,1,-23.007361571337597
drop_fiscal__expectativas__credito,3,2,asset_ibov,2,-27.04870122256794
drop_fiscal__expectativas__credito,3,2,asset_ibov,3,-33.74044369748661
drop_fiscal__expectativas__credito,3,2,asset_ibov,4,-41.718717840495394
drop_fiscal__expectativas__credito,3,2,asset_ibov,5,-45.24012885242008
drop_fiscal__expectativas__credito,3,2,asset_ibov,6,-49.36980148160153
drop_fiscal__expectativas__credito,3,2,cambio_usd,0,0.19759481025045347
drop_fiscal__expectativas__credito,3,2,cambio_usd,1,0.22047502091493354
drop_fiscal__expectativas__credito,3,2,cambio_usd,2,0.11870426927794883
drop_fiscal__expectativas__credito,3,2,cambio_usd,3,0.1639926599883408
drop_fiscal__expectativas__credito,3,2,cambio_usd,4,0.1327391912325675
drop_fiscal__expectativas__credito,3,2,cambio_usd,5,0.04147215693440133
drop_fiscal__expectativas__credito,3,2,cambio_usd,6,0.054254641101422606
drop_fiscal__expectativas__credito__imoveis,4,3,yield_6m,0,0.005
drop_fiscal__expectativas__credito__imoveis,4,3,yield_6m,1,0.005028702853490849
drop_fiscal__expectativas__credito__imoveis,4,3,yield_6m,2,0.0033369749411433893
drop_fiscal__expectativas__credito__imoveis,4,3,yield_6m,3,0.003999231212875696
drop_fiscal__expectativas__credito__imoveis,4,3,yield_6m,4,0.002294704586075063
drop_fiscal__expectativas__credito__imoveis,4,3,yield_6m,5,5.395153399572063e-4
drop_fiscal__expectativas__credito__imoveis,4,3,yield_6m,6,6.254171042733044e-4
drop_fiscal__expectativas__credito__imoveis,4,3,yield_2y,0,0.010079300726393948
drop_fiscal__expectativas__credito__imoveis,4,3,yield_2y,1,0.010504913083296229
drop_fiscal__expectativas__credito__imoveis,4,3,yield_2y,2,0.006236733657679666
drop_fiscal__expectativas__credito__imoveis,4,3,yield_2y,3,0.007727470442151251
drop_fiscal__expectativas__credito__imoveis,4,3,yield_2y,4,0.00518560964477661
drop_fiscal__expectativas__credito__imoveis,4,3,yield_2y,5,0.0015238307029750231
drop_fiscal__expectativas__credito__imoveis,4,3,yield_2y,6,0.001678878923244199
drop_fiscal__expectativas__credito__imoveis,4,3,yield_5y,0,0.013160352129158032
drop_fiscal__expectativas__credito__imoveis,4,3,yield_5y,1,0.013426881771098409
drop_fiscal__expectativas__credito__imoveis,4,3,yield_5y,2,0.007672013418332854
drop_fiscal__expectativas__credito__imoveis,4,3,yield_5y,3,0.009742957112912653
drop_fiscal__expectativas__credito__imoveis,4,3,yield_5y,4,0.006930323311385126
drop_fiscal__expectativas__credito__imoveis,4,3,yield_5y,5,0.002371050417349123
drop_fiscal__expectativas__credito__imoveis,4,3,yield_5y,6,0.0026277879191653492
drop_fiscal__expectativas__credito__imoveis,4,3,asset_ibov,0,-12.072674688836944
drop_fiscal__expectativas__credito__imoveis,4,3,asset_ibov,1,-24.396347728418295
drop_fiscal__expectativas__credito__imoveis,4,3,asset_ibov,2,-29.329713384082456
drop_fiscal__expectativas__credito__imoveis,4,3,asset_ibov,3,-36.94185411769795
drop_fiscal__expectativas__credito__imoveis,4,3,asset_ibov,4,-44.31871525712563
drop_fiscal__expectativas__credito__imoveis,4,3,asset_ibov,5,-47.929775221109225
drop_fiscal__expectativas__credito__imoveis,4,3,asset_ibov,6,-52.53463060198591
drop_fiscal__expectativas__credito__imoveis,4,3,cambio_usd,0,0.2075430987749662
drop_fiscal__expectativas__credito__imoveis,4,3,cambio_usd,1,0.22407863049351878
drop_fiscal__expectativas__credito__imoveis,4,3,cambio_usd,2,0.12296840082282204
drop_fiscal__expectativas__credito__imoveis,4,3,cambio_usd,3,0.15596042849153144
drop_fiscal__expectativas__credito__imoveis,4,3,cambio_usd,4,0.11405402827546558
drop_fiscal__expectativas__credito__imoveis,4,3,cambio_usd,5,0.03560670694010482
drop_fiscal__expectativas__credito__imoveis,4,3,cambio_usd,6,0.03979982622036002
drop_fiscal__expectativas__eua,3,3,yield_6m,0,0.005
drop_fiscal__expectativas__eua,3,3,yield_6m,1,0.005048015429306151
drop_fiscal__expectativas__eua,3,3,yield_6m,2,0.004614463324729236
drop_fiscal__expectativas__eua,3,3,yield_6m,3,0.005207915611323586
drop_fiscal__expectativas__eua,3,3,yield_6m,4,0.004518987405056318
drop_fiscal__expectativas__eua,3,3,yield_6m,5,0.003967645920394414
drop_fiscal__expectativas__eua,3,3,yield_6m,6,0.004436659956877589
drop_fiscal__expectativas__eua,3,3,yield_2y,0,0.008606138652064662
drop_fiscal__expectativas__eua,3,3,yield_2y,1,0.009576926296168176
drop_fiscal__expectativas__eua,3,3,yield_2y,2,0.007218795750790168
drop_fiscal__expectativas__eua,3,3,yield_2y,3,0.008987693785306474
drop_fiscal__expectativas__eua,3,3,yield_2y,4,0.008065840177323829
drop_fiscal__expectativas__eua,3,3,yield_2y,5,0.006917961068604117
drop_fiscal__expectativas__eua,3,3,yield_2y,6,0.007795125896281922
drop_fiscal__expectativas__eua,3,3,yield_5y,0,0.010543365230673198
drop_fiscal__expectativas__eua,3,3,yield_5y,1,0.011752058796523126
drop_fiscal__expectativas__eua,3,3,yield_5y,2,0.008377429450352483
drop_fiscal__expectativas__eua,3,3,yield_5y,3,0.010857001349536223
drop_fiscal__expectativas__eua,3,3,yield_5y,4,0.009994096588326713
drop_fiscal__expectativas__eua,3,3,yield_5y,5,0.008625464461539835
drop_fiscal__expectativas__eua,3,3,yield_5y,6,0.009733410373945225
drop_fiscal__expectativas__eua,3,3,asset_ibov,0,-5.042332123670095
drop_fiscal__expectativas__eua,3,3,asset_ibov,1,-12.590814559495152
drop_fiscal__expectativas__eua,3,3,asset_ibov,2,-14.291296887204707
drop_fiscal__expectativas__eua,3,3,asset_ibov,3,-19.28333729815274
drop_fiscal__expectativas__eua,3,3,asset_ibov,4,-24.86091344457335
drop_fiscal__expectativas__eua,3,3,asset_ibov,5,-29.420617966812358
drop_fiscal__expectativas__eua,3,3,asset_ibov,6,-34.71378867587923
drop_fiscal__expectativas__eua,3,3,cambio_usd,0,0.15653847312873131
drop_fiscal__expectativas__eua,3,3,cambio_usd,1,0.19139877506735115
drop_fiscal__expectativas__eua,3,3,cambio_usd,2,0.12122216134551658
drop_fiscal__expectativas__eua,3,3,cambio_usd,3,0.16528589119149673
drop_fiscal__expectativas__eua,3,3,cambio_usd,4,0.1513525987170666
drop_fiscal__expectativas__eua,3,3,cambio_usd,5,0.1262544615106558
drop_fiscal__expectativas__eua,3,3,cambio_usd,6,0.14328502349595057
drop_fiscal__expectativas__eua__credito,3,3,yield_6m,0,0.005
drop_fiscal__expectativas__eua__credito,3,3,yield_6m,1,0.005081980550168901
drop_fiscal__expectativas__eua__credito,3,3,yield_6m,2,0.004908035882317728
drop_fiscal__expectativas__eua__credito,3,3,yield_6m,3,0.005524148806851294
drop_fiscal__expectativas__eua__credito,3,3,yield_6m,4,0.004770127345972328
drop_fiscal__expectativas__eua__credito,3,3,yield_6m,5,0.004143435998794646
drop_fiscal__expectativas__eua__credito,3,3,yield_6m,6,0.004658024549844338
drop_fiscal__expectativas__eua__credito,3,3,yield_2y,0,0.008512925069955391
drop_fiscal__expectativas__eua__credito,3,3,yield_2y,1,0.009549527352841581
drop_fiscal__expectativas__eua__credito,3,3,yield_2y,2,0.007456634049108374
drop_fiscal__expectativas__eua__credito,3,3,yield_2y,3,0.009317541373552096
drop_fiscal__expectativas__eua__credito,3,3,yield_2y,4,0.008282476858403718
drop_fiscal__expectativas__eua__credito,3,3,yield_2y,5,0.0070135666944308285
drop_fiscal__expectativas__eua__credito,3,3,yield_2y,6,0.007903963007341159
drop_fiscal__expectativas__eua__credito,3,3,yield_5y,0,0.010440696618966
drop_fiscal__expectativas__eua__credito,3,3,yield_5y,1,0.01165390911787644
drop_fiscal__expectativas__eua__credito,3,3,yield_5y,2,0.00845520976146022
drop_fiscal__expectativas__eua__credito,3,3,yield_5y,3,0.011067075059464797
drop_fiscal__expectativas__eua__credito,3,3,yield_5y,4,0.01006795933915812
drop_fiscal__expectativas__eua__credito,3,3,yield_5y,5,0.008562031028693108
drop_fiscal__expectativas__eua__credito,3,3,yield_5y,6,0.009662886929957462
drop_fiscal__expectativas__eua__credito,3,3,asset_ibov,0,-4.713984132406605
drop_fiscal__expectativas__eua__credito,3,3,asset_ibov,1,-11.972772037995638
drop_fiscal__expectativas__eua__credito,3,3,asset_ibov,2,-13.214284870404066
drop_fiscal__expectativas__eua__credito,3,3,asset_ibov,3,-17.735270811083414
drop_fiscal__expectativas__eua__credito,3,3,asset_ibov,4,-22.57823103844549
drop_fiscal__expectativas__eua__credito,3,3,asset_ibov,5,-26.32026070684236
drop_fiscal__expectativas__eua__credito,3,3,asset_ibov,6,-30.598554318271198
drop_fiscal__expectativas__eua__credito,3,3,cambio_usd,0,0.15171500318915837
drop_fiscal__expectativas__eua__credito,3,3,cambio_usd,1,0.1888169618556596
drop_fiscal__expectativas__eua__credito,3,3,cambio_usd,2,0.12030926371109488
drop_fiscal__expectativas__eua__credito,3,3,cambio_usd,3,0.16721765347941964
drop_fiscal__expectativas__eua__credito,3,3,cambio_usd,4,0.1515997497918776
drop_fiscal__expectativas__eua__credito,3,3,cambio_usd,5,0.12448878542818814
drop_fiscal__expectativas__eua__credito,3,3,cambio_usd,6,0.14057389361136838
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_6m,0,0.005
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_6m,1,0.005098052026602673
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_6m,2,0.004620777683842691
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_6m,3,0.005322322068935422
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_6m,4,0.004534065488068628
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_6m,5,0.0037054490346850977
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_6m,6,0.004128108029157032
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_2y,0,0.008810005241038973
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_2y,1,0.009912689316095938
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_2y,2,0.007528509558859456
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_2y,3,0.009484370308952285
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_2y,4,0.008461030734185892
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_2y,5,0.006840839908715054
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_2y,6,0.007604288446677471
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_5y,0,0.010952591931064138
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_5y,1,0.012283320192509457
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_5y,2,0.008840112565627879
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_5y,3,0.01156384930926984
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_5y,4,0.010615004546727069
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_5y,5,0.008700799988599843
drop_fiscal__expectativas__eua__credito__imoveis,3,3,yield_5y,6,0.009671563533865384
drop_fiscal__expectativas__eua__credito__imoveis,3,3,asset_ibov,0,-5.339952906924483
drop_fiscal__expectativas__eua__credito__imoveis,3,3,asset_ibov,1,-13.461428501415163
drop_fiscal__expectativas__eua__credito__imoveis,3,3,asset_ibov,2,-15.585910384320457
drop_fiscal__expectativas__eua__credito__imoveis,3,3,asset_ibov,3,-21.150408164310985
drop_fiscal__expectativas__eua__credito__imoveis,3,3,asset_ibov,4,-27.574732672309498
drop_fiscal__expectativas__eua__credito__imoveis,3,3,asset_ibov,5,-32.83132126835072
drop_fiscal__expectativas__eua__credito__imoveis,3,3,asset_ibov,6,-38.636191503951885
drop_fiscal__expectativas__eua__credito__imoveis,3,3,cambio_usd,0,0.16189632309694685
drop_fiscal__expectativas__eua__credito__imoveis,3,3,cambio_usd,1,0.2005973336055083
drop_fiscal__expectativas__eua__credito__imoveis,3,3,cambio_usd,2,0.13131014361298468
drop_fiscal__expectativas__eua__credito__imoveis,3,3,cambio_usd,3,0.17848776784473802
drop_fiscal__expectativas__eua__credito__imoveis,3,3,cambio_usd,4,0.16374716509279555
drop_fiscal__expectativas__eua__credito__imoveis,3,3,cambio_usd,5,0.12992423568207792
drop_fiscal__expectativas__eua__credito__imoveis,3,3,cambio_usd,6,0.14411414614492782
drop_fiscal__expectativas__eua__imoveis,3,3,yield_6m,0,0.005
drop_fiscal__expectativas__eua__imoveis,3,3,yield_6m,1,0.005062412758106974
drop_fiscal__expectativas__eua__imoveis,3,3,yield_6m,2,0.004322359048710721
drop_fiscal__expectativas__eua__imoveis,3,3,yield_6m,3,0.00498687676560487
drop_fiscal__expectativas__eua__imoveis,3,3,yield_6m,4,0.004269509167562531
drop_fiscal__expectativas__eua__imoveis,3,3,yield_6m,5,0.0035300233032911446
drop_fiscal__expectativas__eua__imoveis,3,3,yield_6m,6,0.003927509831543178
drop_fiscal__expectativas__eua__imoveis,3,3,yield_2y,0,0.008887404263630466
drop_fiscal__expectativas__eua__imoveis,3,3,yield_2y,1,0.009898672229962564
drop_fiscal__expectativas__eua__imoveis,3,3,yield_2y,2,0.007219413213309417
drop_fiscal__expectativas__eua__imoveis,3,3,yield_2y,3,0.009036008210178813
drop_fiscal__expectativas__eua__imoveis,3,3,yield_2y,4,0.008086767783522731
drop_fiscal__expectativas__eua__imoveis,3,3,yield_2y,5,0.00659502416108929
drop_fiscal__expectativas__eua__imoveis,3,3,yield_2y,6,0.007345750866545927
drop_fiscal__expectativas__eua__imoveis,3,3,yield_5y,0,0.011027503092208537
drop_fiscal__expectativas__eua__imoveis,3,3,yield_5y,1,0.012302333371960633
drop_fiscal__expectativas__eua__imoveis,3,3,yield_5y,2,0.008637622696423921
drop_fiscal__expectativas__eua__imoveis,3,3,yield_5y,3,0.011153378524770921
drop_fiscal__expectativas__eua__imoveis,3,3,yield_5y,4,0.010260837292824912
drop_fiscal__expectativas__eua__imoveis,3,3,yield_5y,5,0.008476899763480018
drop_fiscal__expectativas__eua__imoveis,3,3,yield_5y,6,0.009437198927207676
drop_fiscal__expectativas__eua__imoveis,3,3,asset_ibov,0,-5.6556326844307625
drop_fiscal__expectativas__eua__imoveis,3,3,asset_ibov,1,-14.034430472885479
drop_fiscal__expectativas__eua__imoveis,3,3,asset_ibov,2,-16.65169291117713
drop_fiscal__expectativas__eua__imoveis,3,3,asset_ibov,3,-22.616716219669485
drop_fiscal__expectativas__eua__imoveis,3,3,asset_ibov,4,-29.5434227493664
drop_fiscal__expectativas__eua__imoveis,3,3,asset_ibov,5,-35.31878830293738
drop_fiscal__expectativas__eua__imoveis,3,3,asset_ibov,6,-41.75532383741912
drop_fiscal__expectativas__eua__imoveis,3,3,cambio_usd,0,0.16597300270672505
drop_fiscal__expectativas__eua__imoveis,3,3,cambio_usd,1,0.20164696426939402
drop_fiscal__expectativas__eua__imoveis,3,3,cambio_usd,2,0.1291663642556334
drop_fiscal__expectativas__eua__imoveis,3,3,cambio_usd,3,0.17255483585728876
drop_fiscal__expectativas__eua__imoveis,3,3,cambio_usd,4,0.15822535793908488
drop_fiscal__expectativas__eua__imoveis,3,3,cambio_usd,5,0.12637662118269602
drop_fiscal__expectativas__eua__imoveis,3,3,cambio_usd,6,0.1409527644061076
drop_fiscal__expectativas__imoveis,4,1,yield_6m,0,0.005
drop_fiscal__expectativas__imoveis,4,1,yield_6m,1,0.00511130570468905
drop_fiscal__expectativas__imoveis,4,1,yield_6m,2,0.0034903041779483605
drop_fiscal__expectativas__imoveis,4,1,yield_6m,3,0.004212121236553381
drop_fiscal__expectativas__imoveis,4,1,yield_6m,4,0.0023425002575838154
drop_fiscal__expectativas__imoveis,4,1,yield_6m,5,6.587479892040521e-4
drop_fiscal__expectativas__imoveis,4,1,yield_6m,6,0.0014095952511380503
drop_fiscal__expectativas__imoveis,4,1,yield_2y,0,0.009693183204262714
drop_fiscal__expectativas__imoveis,4,1,yield_2y,1,0.0102445084983644
drop_fiscal__expectativas__imoveis,4,1,yield_2y,2,0.0061374141894905854
drop_fiscal__expectativas__imoveis,4,1,yield_2y,3,0.007547699851298486
drop_fiscal__expectativas__imoveis,4,1,yield_2y,4,0.004955515734081034
drop_fiscal__expectativas__imoveis,4,1,yield_2y,5,0.0014923350523467552
drop_fiscal__expectativas__imoveis,4,1,yield_2y,6,0.0026344847576502306
drop_fiscal__expectativas__imoveis,4,1,yield_5y,0,0.012459735143619755
drop_fiscal__expectativas__imoveis,4,1,yield_5y,1,0.012902115570591649
drop_fiscal__expectativas__imoveis,4,1,yield_5y,2,0.007401044631519879
drop_fiscal__expectativas__imoveis,4,1,yield_5y,3,0.009304286406123134
drop_fiscal__expectativas__imoveis,4,1,yield_5y,4,0.00663390101302677
drop_fiscal__expectativas__imoveis,4,1,yield_5y,5,0.00230272471192831
drop_fiscal__expectativas__imoveis,4,1,yield_5y,6,0.0035668762899274
drop_fiscal__expectativas__imoveis,4,1,asset_ibov,0,-10.564241064049044
drop_fiscal__expectativas__imoveis,4,1,asset_ibov,1,-22.088133182852793
drop_fiscal__expectativas__imoveis,4,1,asset_ibov,2,-27.09116109300263
drop_fiscal__expectativas__imoveis,4,1,asset_ibov,3,-34.30793126061985
drop_fiscal__expectativas__imoveis,4,1,asset_ibov,4,-42.11149086948271
drop_fiscal__expectativas__imoveis,4,1,asset_ibov,5,-46.65327158172505
drop_fiscal__expectativas__imoveis,4,1,asset_ibov,6,-52.497711906502175
drop_fiscal__expectativas__imoveis,4,1,cambio_usd,0,0.19412569460348217
drop_fiscal__expectativas__imoveis,4,1,cambio_usd,1,0.2138708743915479
drop_fiscal__expectativas__imoveis,4,1,cambio_usd,2,0.1175263430186091
drop_fiscal__expectativas__imoveis,4,1,cambio_usd,3,0.14578007752389094
drop_fiscal__expectativas__imoveis,4,1,cambio_usd,4,0.10540321430630117
drop_fiscal__expectativas__imoveis,4,1,cambio_usd,5,0.032415662133330504
drop_fiscal__expectativas__imoveis,4,1,cambio_usd,6,0.05342382908280854
drop_fiscal__imoveis,4,2,yield_6m,0,0.005
drop_fiscal__imoveis,4,2,yield_6m,1,0.0050767281476924745
drop_fiscal__imoveis,4,2,yield_6m,2,0.0037228900681227062
drop_fiscal__imoveis,4,2,yield_6m,3,0.004851409421228539
drop_fiscal__imoveis,4,2,yield_6m,4,0.002707266169319319
drop_fiscal__imoveis,4,2,yield_6m,5,9.562769209942543e-4
drop_fiscal__imoveis,4,2,yield_6m,6,0.001691713461088302
drop_fiscal__imoveis,4,2,yield_2y,0,0.009582507728221926
drop_fiscal__imoveis,4,2,yield_2y,1,0.010212300763530975
drop_fiscal__imoveis,4,2,yield_2y,2,0.00650076546913781
drop_fiscal__imoveis,4,2,yield_2y,3,0.008399788025422128
drop_fiscal__imoveis,4,2,yield_2y,4,0.0055104648861826555
drop_fiscal__imoveis,4,2,yield_2y,5,0.0019535496131313475
drop_fiscal__imoveis,4,2,yield_2y,6,0.002916600950103269
drop_fiscal__imoveis,4,2,yield_5y,0,0.012283653291955781
drop_fiscal__imoveis,4,2,yield_5y,1,0.012815992722735306
drop_fiscal__imoveis,4,2,yield_5y,2,0.007707959875545784
drop_fiscal__imoveis,4,2,yield_5y,3,0.010022688767654473
drop_fiscal__imoveis,4,2,yield_5y,4,0.007291788377739687
drop_fiscal__imoveis,4,2,yield_5y,5,0.002934506633983823
drop_fiscal__imoveis,4,2,yield_5y,6,0.0038629075042977924
drop_fiscal__imoveis,4,2,asset_ibov,0,-10.086949274213397
drop_fiscal__imoveis,4,2,asset_ibov,1,-20.880019852302738
drop_fiscal__imoveis,4,2,asset_ibov,2,-24.872905627017833
drop_fiscal__imoveis,4,2,asset_ibov,3,-32.02456780451028
drop_fiscal__imoveis,4,2,asset_ibov,4,-39.37477541893788
drop_fiscal__imoveis,4,2,asset_ibov,5,-43.59244500738737
drop_fiscal__imoveis,4,2,asset_ibov,6,-49.811527877906556
drop_fiscal__imoveis,4,2,cambio_usd,0,0.18708898201278826
drop_fiscal__imoveis,4,2,cambio_usd,1,0.20902135926558185
drop_fiscal__imoveis,4,2,cambio_usd,2,0.11345768694147068
drop_fiscal__imoveis,4,2,cambio_usd,3,0.13765162090796781
drop_fiscal__imoveis,4,2,cambio_usd,4,0.11299763271659416
drop_fiscal__imoveis,4,2,cambio_usd,5,0.038160578716904224
drop_fiscal__imoveis,4,2,cambio_usd,6,0.0376649516696541
drop_fiscal__setor_externo,5,2,yield_6m,0,0.005
drop_fiscal__setor_externo,5,2,yield_6m,1,0.007373077359618741
drop_fiscal__setor_externo,5,2,yield_6m,2,0.0062398091099967155
drop_fiscal__setor_externo,5,2,yield_6m,3,0.007360985954464643
drop_fiscal__setor_externo,5,2,yield_6m,4,0.005314978893089762
drop_fiscal__setor_externo,5,2,yield_6m,5,0.002245541248095666
drop_fiscal__setor_externo,5,2,yield_6m,6,0.0029300444628739494
drop_fiscal__setor_externo,5,2,yield_2y,0,0.012772951872600349
drop_fiscal__setor_externo,5,2,yield_2y,1,0.015762547566082516
drop_fiscal__setor_externo,5,2,yield_2y,2,0.010918378542808747
drop_fiscal__setor_externo,5,2,yield_2y,3,0.013628563760149589
drop_fiscal__setor_externo,5,2,yield_2y,4,0.01044359823634172
drop_fiscal__setor_externo,5,2,yield_2y,5,0.003995955330991323
drop_fiscal__setor_externo,5,2,yield_2y,6,0.005122285323187004
drop_fiscal__setor_externo,5,2,yield_5y,0,0.018607112514215773
drop_fiscal__setor_externo,5,2,yield_5y,1,0.020370840277811143
drop_fiscal__setor_externo,5,2,yield_5y,2,0.012907677204836154
drop_fiscal__setor_externo,5,2,yield_5y,3,0.016873222048767816
drop_fiscal__setor_externo,5,2,yield_5y,4,0.013224966354326292
drop_fiscal__setor_externo,5,2,yield_5y,5,0.005080627872400031
drop_fiscal__setor_externo,5,2,yield_5y,6,0.006513747418644557
drop_fiscal__setor_externo,5,2,asset_ibov,0,-16.360083266742024
drop_fiscal__setor_externo,5,2,asset_ibov,1,-33.3251529956009
drop_fiscal__setor_externo,5,2,asset_ibov,2,-38.51557749108079
drop_fiscal__setor_externo,5,2,asset_ibov,3,-49.526811705688154
drop_fiscal__setor_externo,5,2,asset_ibov,4,-58.89444119707795
drop_fiscal__setor_externo,5,2,asset_ibov,5,-61.6516842496443
drop_fiscal__setor_externo,5,2,asset_ibov,6,-68.94087354370477
drop_fiscal__setor_externo,5,2,cambio_usd,0,0.3020494203627836
drop_fiscal__setor_externo,5,2,cambio_usd,1,0.34970209020341947
drop_fiscal__setor_externo,5,2,cambio_usd,2,0.20998637050298094
drop_fiscal__setor_externo,5,2,cambio_usd,3,0.2562049878015464
drop_fiscal__setor_externo,5,2,cambio_usd,4,0.23424083332139603
drop_fiscal__setor_externo,5,2,cambio_usd,5,0.09598146054502386
drop_fiscal__setor_externo,5,2,cambio_usd,6,0.08879516520650946
drop_fiscal__setor_externo__credito,4,3,yield_6m,0,0.005
drop_fiscal__setor_externo__credito,4,3,yield_6m,1,0.005039265730113738
drop_fiscal__setor_externo__credito,4,3,yield_6m,2,0.004252757153117245
drop_fiscal__setor_externo__credito,4,3,yield_6m,3,0.004636606602008499
drop_fiscal__setor_externo__credito,4,3,yield_6m,4,0.002815346595891348
drop_fiscal__setor_externo__credito,4,3,yield_6m,5,0.0010953196252771657
drop_fiscal__setor_externo__credito,4,3,yield_6m,6,5.902588756845696e-4
drop_fiscal__setor_externo__credito,4,3,yield_2y,0,0.00927579260649072
drop_fiscal__setor_externo__credito,4,3,yield_2y,1,0.010199627504658866
drop_fiscal__setor_externo__credito,4,3,yield_2y,2,0.00763676970368102
drop_fiscal__setor_externo__credito,4,3,yield_2y,3,0.00874626106342061
drop_fiscal__setor_externo__credito,4,3,yield_2y,4,0.005988871167690197
drop_fiscal__setor_externo__credito,4,3,yield_2y,5,0.002788290723940759
drop_fiscal__setor_externo__credito,4,3,yield_2y,6,0.0016832640070588898
drop_fiscal__setor_externo__credito,4,3,yield_5y,0,0.011624568990825961
drop_fiscal__setor_externo__credito,4,3,yield_5y,1,0.012804976469847643
drop_fiscal__setor_externo__credito,4,3,yield_5y,2,0.00906196752032879
drop_fiscal__setor_externo__credito,4,3,yield_5y,3,0.010698155096634522
drop_fiscal__setor_externo__credito,4,3,yield_5y,4,0.007745133036904941
drop_fiscal__setor_externo__credito,4,3,yield_5y,5,0.003965266616681646
drop_fiscal__setor_externo__credito,4,3,yield_5y,6,0.002618566886055143
drop_fiscal__setor_externo__credito,4,3,asset_ibov,0,-10.950769629656053
drop_fiscal__setor_externo__credito,4,3,asset_ibov,1,-22.37596361470909
drop_fiscal__setor_externo__credito,4,3,asset_ibov,2,-26.465352322319585
drop_fiscal__setor_externo__credito,4,3,asset_ibov,3,-33.80569387679818
drop_fiscal__setor_externo__credito,4,3,asset_ibov,4,-38.909140552275765
drop_fiscal__setor_externo__credito,4,3,asset_ibov,5,-41.279818553166514
drop_fiscal__setor_externo__credito,4,3,asset_ibov,6,-44.538035659770934
drop_fiscal__setor_externo__credito,4,3,cambio_usd,0,0.15407488694853264
