variant,r,q,variable,h,point_pre_covid
drop_expectativas__eua__credito,3,3,yield_5y,1,0.012784546726372734
drop_expectativas__eua__credito,3,3,yield_5y,2,0.008747744022019345
drop_expectativas__eua__credito,3,3,yield_5y,3,0.011661366777689046
drop_expectativas__eua__credito,3,3,yield_5y,4,0.009948995023596365
drop_expectativas__eua__credito,3,3,yield_5y,5,0.006542752275202344
drop_expectativas__eua__credito,3,3,yield_5y,6,0.007358392900075048
drop_expectativas__eua__credito,3,3,asset_ibov,0,-7.540973270406613
drop_expectativas__eua__credito,3,3,asset_ibov,1,-17.594070054860424
drop_expectativas__eua__credito,3,3,asset_ibov,2,-21.200552807262678
drop_expectativas__eua__credito,3,3,asset_ibov,3,-28.218086820676184
drop_expectativas__eua__credito,3,3,asset_ibov,4,-35.72280187360045
drop_expectativas__eua__credito,3,3,asset_ibov,5,-40.4015018981996
drop_expectativas__eua__credito,3,3,asset_ibov,6,-45.63976962325819
drop_expectativas__eua__credito,3,3,cambio_usd,0,0.17732379119410702
drop_expectativas__eua__credito,3,3,cambio_usd,1,0.21184606545151607
drop_expectativas__eua__credito,3,3,cambio_usd,2,0.13191299380200638
drop_expectativas__eua__credito,3,3,cambio_usd,3,0.18231006265501315
drop_expectativas__eua__credito,3,3,cambio_usd,4,0.15731602680888038
drop_expectativas__eua__credito,3,3,cambio_usd,5,0.09754573356484438
drop_expectativas__eua__credito,3,3,cambio_usd,6,0.10890306917854302
drop_expectativas__eua__credito__imoveis,3,3,yield_6m,0,0.005
drop_expectativas__eua__credito__imoveis,3,3,yield_6m,1,0.0049534835341271495
drop_expectativas__eua__credito__imoveis,3,3,yield_6m,2,0.004042144886502585
drop_expectativas__eua__credito__imoveis,3,3,yield_6m,3,0.004938816015067296
drop_expectativas__eua__credito__imoveis,3,3,yield_6m,4,0.003807643705936992
drop_expectativas__eua__credito__imoveis,3,3,yield_6m,5,0.0024048196534961984
drop_expectativas__eua__credito__imoveis,3,3,yield_6m,6,0.002700918420351789
drop_expectativas__eua__credito__imoveis,3,3,yield_2y,0,0.00935760789283586
drop_expectativas__eua__credito__imoveis,3,3,yield_2y,1,0.010184733905693312
drop_expectativas__eua__credito__imoveis,3,3,yield_2y,2,0.007170852387842883
drop_expectativas__eua__credito__imoveis,3,3,yield_2y,3,0.009348354906986897
drop_expectativas__eua__credito__imoveis,3,3,yield_2y,4,0.007740062759124913
drop_expectativas__eua__credito__imoveis,3,3,yield_2y,5,0.004806003775740431
drop_expectativas__eua__credito__imoveis,3,3,yield_2y,6,0.005387336051873997
drop_expectativas__eua__credito__imoveis,3,3,yield_5y,0,0.01205595128881214
drop_expectativas__eua__credito__imoveis,3,3,yield_5y,1,0.01299969403702399
drop_expectativas__eua__credito__imoveis,3,3,yield_5y,2,0.00885063727048392
drop_expectativas__eua__credito__imoveis,3,3,yield_5y,3,0.011808597446014313
drop_expectativas__eua__credito__imoveis,3,3,yield_5y,4,0.010103484274082775
drop_expectativas__eua__credito__imoveis,3,3,yield_5y,5,0.006459490558958018
drop_expectativas__eua__credito__imoveis,3,3,yield_5y,6,0.007257988702438171
drop_expectativas__eua__credito__imoveis,3,3,asset_ibov,0,-7.917867740592986
drop_expectativas__eua__credito__imoveis,3,3,asset_ibov,1,-18.404162720397103
drop_expectativas__eua__credito__imoveis,3,3,asset_ibov,2,-22.541745233107857
drop_expectativas__eua__credito__imoveis,3,3,asset_ibov,3,-30.10181998286292
drop_expectativas__eua__credito__imoveis,3,3,asset_ibov,4,-38.45058015920637
drop_expectativas__eua__credito__imoveis,3,3,asset_ibov,5,-43.92826008766882
drop_expectativas__eua__credito__imoveis,3,3,asset_ibov,6,-50.08905864072045
drop_expectativas__eua__credito__imoveis,3,3,cambio_usd,0,0.1813707819879426
drop_expectativas__eua__credito__imoveis,3,3,cambio_usd,1,0.21518885577594563
drop_expectativas__eua__credito__imoveis,3,3,cambio_usd,2,0.13547994334822222
drop_expectativas__eua__credito__imoveis,3,3,cambio_usd,3,0.18533052468327724
drop_expectativas__eua__credito__imoveis,3,3,cambio_usd,4,0.15994946501178609
drop_expectativas__eua__credito__imoveis,3,3,cambio_usd,5,0.09617890702329815
drop_expectativas__eua__credito__imoveis,3,3,cambio_usd,6,0.10747305138053115
drop_expectativas__eua__imoveis,3,3,yield_6m,0,0.005
drop_expectativas__eua__imoveis,3,3,yield_6m,1,0.004976898511967442
drop_expectativas__eua__imoveis,3,3,yield_6m,2,0.003882552504567003
drop_expectativas__eua__imoveis,3,3,yield_6m,3,0.004683589950211389
drop_expectativas__eua__imoveis,3,3,yield_6m,4,0.0036697728428095513
drop_expectativas__eua__imoveis,3,3,yield_6m,5,0.0024549593919665565
drop_expectativas__eua__imoveis,3,3,yield_6m,6,0.0027895246631806222
drop_expectativas__eua__imoveis,3,3,yield_2y,0,0.009277415371168218
drop_expectativas__eua__imoveis,3,3,yield_2y,1,0.010050586792249466
drop_expectativas__eua__imoveis,3,3,yield_2y,2,0.0069114471288981285
drop_expectativas__eua__imoveis,3,3,yield_2y,3,0.008809343583272778
drop_expectativas__eua__imoveis,3,3,yield_2y,4,0.007330696618283607
drop_expectativas__eua__imoveis,3,3,yield_2y,5,0.004780600327270149
drop_expectativas__eua__imoveis,3,3,yield_2y,6,0.005435148913344544
drop_expectativas__eua__imoveis,3,3,yield_5y,0,0.011800143997358063
drop_expectativas__eua__imoveis,3,3,yield_5y,1,0.012721573285471653
drop_expectativas__eua__imoveis,3,3,yield_5y,2,0.008546498102804776
drop_expectativas__eua__imoveis,3,3,yield_5y,3,0.011113449772553652
drop_expectativas__eua__imoveis,3,3,yield_5y,4,0.00952846409162304
drop_expectativas__eua__imoveis,3,3,yield_5y,5,0.006357402533879816
drop_expectativas__eua__imoveis,3,3,yield_5y,6,0.00722915976757462
drop_expectativas__eua__imoveis,3,3,asset_ibov,0,-7.652609011504566
drop_expectativas__eua__imoveis,3,3,asset_ibov,1,-17.615417382781207
drop_expectativas__eua__imoveis,3,3,asset_ibov,2,-21.735951819964743
drop_expectativas__eua__imoveis,3,3,asset_ibov,3,-28.943521709053016
drop_expectativas__eua__imoveis,3,3,asset_ibov,4,-36.957074322099736
drop_expectativas__eua__imoveis,3,3,asset_ibov,5,-42.44434634812127
drop_expectativas__eua__imoveis,3,3,asset_ibov,6,-48.694517894962516
drop_expectativas__eua__imoveis,3,3,cambio_usd,0,0.18060671340325762
drop_expectativas__eua__imoveis,3,3,cambio_usd,1,0.21092634021854617
drop_expectativas__eua__imoveis,3,3,cambio_usd,2,0.1315801050584469
drop_expectativas__eua__imoveis,3,3,cambio_usd,3,0.1744954136429777
drop_expectativas__eua__imoveis,3,3,cambio_usd,4,0.15017196616616663
drop_expectativas__eua__imoveis,3,3,cambio_usd,5,0.09451968287268527
drop_expectativas__eua__imoveis,3,3,cambio_usd,6,0.10750087270039363
drop_expectativas__imoveis,4,3,yield_6m,0,0.005
drop_expectativas__imoveis,4,3,yield_6m,1,0.004834312299805547
drop_expectativas__imoveis,4,3,yield_6m,2,0.0035991624203960473
drop_expectativas__imoveis,4,3,yield_6m,3,0.004082424907220679
drop_expectativas__imoveis,4,3,yield_6m,4,0.0021881289563983404
drop_expectativas__imoveis,4,3,yield_6m,5,8.421141850892257e-4
drop_expectativas__imoveis,4,3,yield_6m,6,0.0014754329943490706
drop_expectativas__imoveis,4,3,yield_2y,0,0.008909697553314456
drop_expectativas__imoveis,4,3,yield_2y,1,0.009090030896600864
drop_expectativas__imoveis,4,3,yield_2y,2,0.005730901382755265
drop_expectativas__imoveis,4,3,yield_2y,3,0.0067644297693140575
drop_expectativas__imoveis,4,3,yield_2y,4,0.004381026730834666
drop_expectativas__imoveis,4,3,yield_2y,5,0.0017478580461929322
drop_expectativas__imoveis,4,3,yield_2y,6,0.0025450205559176247
drop_expectativas__imoveis,4,3,yield_5y,0,0.011083916176235577
drop_expectativas__imoveis,4,3,yield_5y,1,0.01115936182861815
drop_expectativas__imoveis,4,3,yield_5y,2,0.006643816176803095
drop_expectativas__imoveis,4,3,yield_5y,3,0.008066585099346837
drop_expectativas__imoveis,4,3,yield_5y,4,0.005828613374121552
drop_expectativas__imoveis,4,3,yield_5y,5,0.002632511076359599
drop_expectativas__imoveis,4,3,yield_5y,6,0.0033176607082774762
drop_expectativas__imoveis,4,3,asset_ibov,0,-8.568493258894646
drop_expectativas__imoveis,4,3,asset_ibov,1,-18.641538849499607
drop_expectativas__imoveis,4,3,asset_ibov,2,-23.353566690273674
drop_expectativas__imoveis,4,3,asset_ibov,3,-30.30049726832953
drop_expectativas__imoveis,4,3,asset_ibov,4,-38.202310473649355
drop_expectativas__imoveis,4,3,asset_ibov,5,-43.6522300791168
drop_expectativas__imoveis,4,3,asset_ibov,6,-49.83830953453673
drop_expectativas__imoveis,4,3,cambio_usd,0,0.1702226454788255
drop_expectativas__imoveis,4,3,cambio_usd,1,0.1841130114193454
drop_expectativas__imoveis,4,3,cambio_usd,2,0.10107388741071384
drop_expectativas__imoveis,4,3,cambio_usd,3,0.12335938564212336
drop_expectativas__imoveis,4,3,cambio_usd,4,0.09095344706360742
drop_expectativas__imoveis,4,3,cambio_usd,5,0.0358207331681969
drop_expectativas__imoveis,4,3,cambio_usd,6,0.04775721187873986
drop_fiscal,4,3,yield_6m,0,0.005
drop_fiscal,4,3,yield_6m,1,0.005286476146979901
drop_fiscal,4,3,yield_6m,2,0.00571446685827182
drop_fiscal,4,3,yield_6m,3,0.0071992146050030605
drop_fiscal,4,3,yield_6m,4,0.006647678256810782
drop_fiscal,4,3,yield_6m,5,0.006890848335021195
drop_fiscal,4,3,yield_6m,6,0.007876417419484116
drop_fiscal,4,3,yield_2y,0,0.007286911455727547
drop_fiscal,4,3,yield_2y,1,0.008144974882441388
drop_fiscal,4,3,yield_2y,2,0.007636071954429681
drop_fiscal,4,3,yield_2y,3,0.009409098171502572
drop_fiscal,4,3,yield_2y,4,0.008412074017053725
drop_fiscal,4,3,yield_2y,5,0.00842378355318859
drop_fiscal,4,3,yield_2y,6,0.009493785319014365
drop_fiscal,4,3,yield_5y,0,0.007813252472383273
drop_fiscal,4,3,yield_5y,1,0.008758096304914286
drop_fiscal,4,3,yield_5y,2,0.00753979075824042
drop_fiscal,4,3,yield_5y,3,0.00911357556157608
drop_fiscal,4,3,yield_5y,4,0.008048256153341215
drop_fiscal,4,3,yield_5y,5,0.007915725104794517
drop_fiscal,4,3,yield_5y,6,0.008788066609790625
drop_fiscal,4,3,asset_ibov,0,-4.561925096849572
drop_fiscal,4,3,asset_ibov,1,-10.846523096864386
drop_fiscal,4,3,asset_ibov,2,-14.254043059887328
drop_fiscal,4,3,asset_ibov,3,-19.84602568218781
drop_fiscal,4,3,asset_ibov,4,-25.916532013344113
drop_fiscal,4,3,asset_ibov,5,-32.549230406195804
drop_fiscal,4,3,asset_ibov,6,-40.51847490557584
drop_fiscal,4,3,cambio_usd,0,0.09221801750920616
drop_fiscal,4,3,cambio_usd,1,0.11405126816249837
drop_fiscal,4,3,cambio_usd,2,0.07587205498136183
drop_fiscal,4,3,cambio_usd,3,0.0839738176554755
drop_fiscal,4,3,cambio_usd,4,0.06416496958784831
drop_fiscal,4,3,cambio_usd,5,0.05297573076170689
drop_fiscal,4,3,cambio_usd,6,0.05373709390952243
drop_fiscal__credito,4,1,yield_6m,0,0.005
drop_fiscal__credito,4,1,yield_6m,1,0.005579270864496101
drop_fiscal__credito,4,1,yield_6m,2,0.0037482588811504312
drop_fiscal__credito,4,1,yield_6m,3,0.004884331017519334
drop_fiscal__credito,4,1,yield_6m,4,0.002409332661068347
drop_fiscal__credito,4,1,yield_6m,5,4.825135360284372e-4
drop_fiscal__credito,4,1,yield_6m,6,9.084752987874146e-4
drop_fiscal__credito,4,1,yield_2y,0,0.010948424691506864
drop_fiscal__credito,4,1,yield_2y,1,0.011782930062840756
drop_fiscal__credito,4,1,yield_2y,2,0.006971681970360262
drop_fiscal__credito,4,1,yield_2y,3,0.008902789244733308
drop_fiscal__credito,4,1,yield_2y,4,0.005525436276112164
drop_fiscal__credito,4,1,yield_2y,5,0.0013661687706141715
drop_fiscal__credito,4,1,yield_2y,6,0.001990459200707647
drop_fiscal__credito,4,1,yield_5y,0,0.014515626067047012
drop_fiscal__credito,4,1,yield_5y,1,0.014942283776007391
drop_fiscal__credito,4,1,yield_5y,2,0.008245924061600048
drop_fiscal__credito,4,1,yield_5y,3,0.010641864943845463
drop_fiscal__credito,4,1,yield_5y,4,0.00736849692065784
drop_fiscal__credito,4,1,yield_5y,5,0.002143572949386095
drop_fiscal__credito,4,1,yield_5y,6,0.002819509025634803
drop_fiscal__credito,4,1,asset_ibov,0,-14.389625405447271
drop_fiscal__credito,4,1,asset_ibov,1,-26.087612983081538
drop_fiscal__credito,4,1,asset_ibov,2,-28.82383172872256
drop_fiscal__credito,4,1,asset_ibov,3,-34.66235841132376
drop_fiscal__credito,4,1,asset_ibov,4,-39.8509334316468
drop_fiscal__credito,4,1,asset_ibov,5,-40.86785060559455
drop_fiscal__credito,4,1,asset_ibov,6,-44.44632681647959
drop_fiscal__credito,4,1,cambio_usd,0,0.2382129182442519
drop_fiscal__credito,4,1,cambio_usd,1,0.26067981951264846
drop_fiscal__credito,4,1,cambio_usd,2,0.14657130045773495
drop_fiscal__credito,4,1,cambio_usd,3,0.16799624412604997
drop_fiscal__credito,4,1,cambio_usd,4,0.14025266658852922
drop_fiscal__credito,4,1,cambio_usd,5,0.04637328186278879
drop_fiscal__credito,4,1,cambio_usd,6,0.039244604771239026
drop_fiscal__credito__imoveis,4,1,yield_6m,0,0.005
drop_fiscal__credito__imoveis,4,1,yield_6m,1,0.005297092384607635
drop_fiscal__credito__imoveis,4,1,yield_6m,2,0.003667550270901669
drop_fiscal__credito__imoveis,4,1,yield_6m,3,0.004714710828635216
drop_fiscal__credito__imoveis,4,1,yield_6m,4,0.0024968931442760187
drop_fiscal__credito__imoveis,4,1,yield_6m,5,6.848427929089502e-4
drop_fiscal__credito__imoveis,4,1,yield_6m,6,0.0011201186459856023
drop_fiscal__credito__imoveis,4,1,yield_2y,0,0.010279668386928073
drop_fiscal__credito__imoveis,4,1,yield_2y,1,0.010916701416456303
drop_fiscal__credito__imoveis,4,1,yield_2y,2,0.006626955439453133
drop_fiscal__credito__imoveis,4,1,yield_2y,3,0.008506924365514422
drop_fiscal__credito__imoveis,4,1,yield_2y,4,0.005369000656037263
drop_fiscal__credito__imoveis,4,1,yield_2y,5,0.0015765687150985142
drop_fiscal__credito__imoveis,4,1,yield_2y,6,0.00226502966206183
drop_fiscal__credito__imoveis,4,1,yield_5y,0,0.013398244358081204
drop_fiscal__credito__imoveis,4,1,yield_5y,1,0.013732869241548117
drop_fiscal__credito__imoveis,4,1,yield_5y,2,0.007793226654068558
drop_fiscal__credito__imoveis,4,1,yield_5y,3,0.01017880172747254
drop_fiscal__credito__imoveis,4,1,yield_5y,4,0.007084002827662188
drop_fiscal__credito__imoveis,4,1,yield_5y,5,0.0023987519181690974
drop_fiscal__credito__imoveis,4,1,yield_5y,6,0.0031898642052967086
drop_fiscal__credito__imoveis,4,1,asset_ibov,0,-12.37585948656525
drop_fiscal__credito__imoveis,4,1,asset_ibov,1,-22.94664502658501
drop_fiscal__credito__imoveis,4,1,asset_ibov,2,-25.338600145204193
drop_fiscal__credito__imoveis,4,1,asset_ibov,3,-31.115441358136785
drop_fiscal__credito__imoveis,4,1,asset_ibov,4,-36.3554009331407
drop_fiscal__credito__imoveis,4,1,asset_ibov,5,-38.12468711359129
drop_fiscal__credito__imoveis,4,1,asset_ibov,6,-42.564768611384686
drop_fiscal__credito__imoveis,4,1,cambio_usd,0,0.21073404034620613
drop_fiscal__credito__imoveis,4,1,cambio_usd,1,0.23305501678253204
drop_fiscal__credito__imoveis,4,1,cambio_usd,2,0.12993603045636373
drop_fiscal__credito__imoveis,4,1,cambio_usd,3,0.15315613258435162
drop_fiscal__credito__imoveis,4,1,cambio_usd,4,0.12511912787118593
drop_fiscal__credito__imoveis,4,1,cambio_usd,5,0.042346467224418705
drop_fiscal__credito__imoveis,4,1,cambio_usd,6,0.038508464420371306
drop_fiscal__eua,4,2,yield_6m,0,0.005
drop_fiscal__eua,4,2,yield_6m,1,0.006374452985005097
drop_fiscal__eua,4,2,yield_6m,2,0.006051705144747319
drop_fiscal__eua,4,2,yield_6m,3,0.007608921314723012
drop_fiscal__eua,4,2,yield_6m,4,0.005926944278989867
drop_fiscal__eua,4,2,yield_6m,5,0.004523218749383395
drop_fiscal__eua,4,2,yield_6m,6,0.005666012631369553
drop_fiscal__eua,4,2,yield_2y,0,0.010482825803496932
drop_fiscal__eua,4,2,yield_2y,1,0.012818744215880884
drop_fiscal__eua,4,2,yield_2y,2,0.009478696578952325
drop_fiscal__eua,4,2,yield_2y,3,0.011874203618744878
drop_fiscal__eua,4,2,yield_2y,4,0.00970160736954849
drop_fiscal__eua,4,2,yield_2y,5,0.006032342973238618
drop_fiscal__eua,4,2,yield_2y,6,0.007109329623673352
drop_fiscal__eua,4,2,yield_5y,0,0.014091796612153526
drop_fiscal__eua,4,2,yield_5y,1,0.01595230995183703
drop_fiscal__eua,4,2,yield_5y,2,0.010434218637488593
drop_fiscal__eua,4,2,yield_5y,3,0.013084492370213576
drop_fiscal__eua,4,2,yield_5y,4,0.011070621442553523
drop_fiscal__eua,4,2,yield_5y,5,0.006080355634633219
drop_fiscal__eua,4,2,yield_5y,6,0.006816042823688704
drop_fiscal__eua,4,2,asset_ibov,0,-10.112545702704013
drop_fiscal__eua,4,2,asset_ibov,1,-23.349938283761595
drop_fiscal__eua,4,2,asset_ibov,2,-28.640149332395104
drop_fiscal__eua,4,2,asset_ibov,3,-36.24609819500218
drop_fiscal__eua,4,2,asset_ibov,4,-45.330528734537445
drop_fiscal__eua,4,2,asset_ibov,5,-50.681881235998105
drop_fiscal__eua,4,2,asset_ibov,6,-56.20663706186101
drop_fiscal__eua,4,2,cambio_usd,0,0.2263971901683224
drop_fiscal__eua,4,2,cambio_usd,1,0.264640822540714
drop_fiscal__eua,4,2,cambio_usd,2,0.14690655486237472
drop_fiscal__eua,4,2,cambio_usd,3,0.1816528734923291
drop_fiscal__eua,4,2,cambio_usd,4,0.15656695178366326
drop_fiscal__eua,4,2,cambio_usd,5,0.06357271394158891
drop_fiscal__eua,4,2,cambio_usd,6,0.062252653949113314
drop_fiscal__eua__credito,4,3,yield_6m,0,0.005
drop_fiscal__eua__credito,4,3,yield_6m,1,0.005031278317285716
drop_fiscal__eua__credito,4,3,yield_6m,2,0.0038409174152136713
drop_fiscal__eua__credito,4,3,yield_6m,3,0.004347973941055602
drop_fiscal__eua__credito,4,3,yield_6m,4,0.0024442306379475922
drop_fiscal__eua__credito,4,3,yield_6m,5,8.540910573770437e-4
drop_fiscal__eua__credito,4,3,yield_6m,6,5.541730993359424e-4
drop_fiscal__eua__credito,4,3,yield_2y,0,0.010040222289353742
drop_fiscal__eua__credito,4,3,yield_2y,1,0.010822326620712362
drop_fiscal__eua__credito,4,3,yield_2y,2,0.007240742029309136
drop_fiscal__eua__credito,4,3,yield_2y,3,0.008538781912169164
drop_fiscal__eua__credito,4,3,yield_2y,4,0.005893174061481274
drop_fiscal__eua__credito,4,3,yield_2y,5,0.0025701817179672156
drop_fiscal__eua__credito,4,3,yield_2y,6,0.001734868093060325
drop_fiscal__eua__credito,4,3,yield_5y,0,0.012821666532697697
drop_fiscal__eua__credito,4,3,yield_5y,1,0.013742618907938221
drop_fiscal__eua__credito,4,3,yield_5y,2,0.008751923538554772
drop_fiscal__eua__credito,4,3,yield_5y,3,0.010517103416883063
drop_fiscal__eua__credito,4,3,yield_5y,4,0.007933991258041211
drop_fiscal__eua__credito,4,3,yield_5y,5,0.003831211813221006
drop_fiscal__eua__credito,4,3,yield_5y,6,0.00266377260385249
drop_fiscal__eua__credito,4,3,asset_ibov,0,-11.380948206925524
drop_fiscal__eua__credito,4,3,asset_ibov,1,-23.81368222362658
drop_fiscal__eua__credito,4,3,asset_ibov,2,-29.063085481449
drop_fiscal__eua__credito,4,3,asset_ibov,3,-36.81508916440471
drop_fiscal__eua__credito,4,3,asset_ibov,4,-43.77486542698768
drop_fiscal__eua__credito,4,3,asset_ibov,5,-47.350945868408616
drop_fiscal__eua__credito,4,3,asset_ibov,6,-50.91890515456201
drop_fiscal__eua__credito,4,3,cambio_usd,0,0.2016756209321657
drop_fiscal__eua__credito,4,3,cambio_usd,1,0.2335574237411759
drop_fiscal__eua__credito,4,3,cambio_usd,2,0.14180395470188015
drop_fiscal__eua__credito,4,3,cambio_usd,3,0.17175823268154067
drop_fiscal__eua__credito,4,3,cambio_usd,4,0.14087202225272186
drop_fiscal__eua__credito,4,3,cambio_usd,5,0.07023807291724672
drop_fiscal__eua__credito,4,3,cambio_usd,6,0.04549036644907832
drop_fiscal__eua__credito__imoveis,4,2,yield_6m,0,0.005
drop_fiscal__eua__credito__imoveis,4,2,yield_6m,1,0.005599925598535428
drop_fiscal__eua__credito__imoveis,4,2,yield_6m,2,0.004160848017973917
drop_fiscal__eua__credito__imoveis,4,2,yield_6m,3,0.005145331783483202
drop_fiscal__eua__credito__imoveis,4,2,yield_6m,4,0.0029638449493383304
drop_fiscal__eua__credito__imoveis,4,2,yield_6m,5,0.0010308764112790224
drop_fiscal__eua__credito__imoveis,4,2,yield_6m,6,0.0015020325004129612
drop_fiscal__eua__credito__imoveis,4,2,yield_2y,0,0.010584519575375706
drop_fiscal__eua__credito__imoveis,4,2,yield_2y,1,0.011926911383853636
drop_fiscal__eua__credito__imoveis,4,2,yield_2y,2,0.0077001334579984305
drop_fiscal__eua__credito__imoveis,4,2,yield_2y,3,0.00962467052855948
drop_fiscal__eua__credito__imoveis,4,2,yield_2y,4,0.006714654696425293
drop_fiscal__eua__credito__imoveis,4,2,yield_2y,5,0.002467429678298931
drop_fiscal__eua__credito__imoveis,4,2,yield_2y,6,0.0031553598962701063
drop_fiscal__eua__credito__imoveis,4,2,yield_5y,0,0.014006704622184474
drop_fiscal__eua__credito__imoveis,4,2,yield_5y,1,0.015182991539764837
drop_fiscal__eua__credito__imoveis,4,2,yield_5y,2,0.009223418816353631
drop_fiscal__eua__credito__imoveis,4,2,yield_5y,3,0.011696749943304255
drop_fiscal__eua__credito__imoveis,4,2,yield_5y,4,0.00896386863767635
drop_fiscal__eua__credito__imoveis,4,2,yield_5y,5,0.0035834140145511884
drop_fiscal__eua__credito__imoveis,4,2,yield_5y,6,0.004315901880635449
drop_fiscal__eua__credito__imoveis,4,2,asset_ibov,0,-12.370569096080086
drop_fiscal__eua__credito__imoveis,4,2,asset_ibov,1,-25.31341031329698
drop_fiscal__eua__credito__imoveis,4,2,asset_ibov,2,-30.460364186119506
drop_fiscal__eua__credito__imoveis,4,2,asset_ibov,3,-38.33916256168671
drop_fiscal__eua__credito__imoveis,4,2,asset_ibov,4,-46.18203446880703
drop_fiscal__eua__credito__imoveis,4,2,asset_ibov,5,-49.572205656629045
drop_fiscal__eua__credito__imoveis,4,2,asset_ibov,6,-54.89532072282841
drop_fiscal__eua__credito__imoveis,4,2,cambio_usd,0,0.22483455101502373
drop_fiscal__eua__credito__imoveis,4,2,cambio_usd,1,0.25639064145153795
drop_fiscal__eua__credito__imoveis,4,2,cambio_usd,2,0.14699470816937216
drop_fiscal__eua__credito__imoveis,4,2,cambio_usd,3,0.18282731865446505
drop_fiscal__eua__credito__imoveis,4,2,cambio_usd,4,0.15271775403592155
drop_fiscal__eua__credito__imoveis,4,2,cambio_usd,5,0.05813650998035966
drop_fiscal__eua__credito__imoveis,4,2,cambio_usd,6,0.062360009932867125
drop_fiscal__eua__imoveis,4,2,yield_6m,0,0.005
drop_fiscal__eua__imoveis,4,2,yield_6m,1,0.0054223319044542145
drop_fiscal__eua__imoveis,4,2,yield_6m,2,0.00434865093795997
drop_fiscal__eua__imoveis,4,2,yield_6m,3,0.005266741134025404
drop_fiscal__eua__imoveis,4,2,yield_6m,4,0.003175770728801938
drop_fiscal__eua__imoveis,4,2,yield_6m,5,0.0013955595643874216
drop_fiscal__eua__imoveis,4,2,yield_6m,6,0.0020745583603171
drop_fiscal__eua__imoveis,4,2,yield_2y,0,0.009556265391667648
drop_fiscal__eua__imoveis,4,2,yield_2y,1,0.010772596813726816
drop_fiscal__eua__imoveis,4,2,yield_2y,2,0.007331916469563716
drop_fiscal__eua__imoveis,4,2,yield_2y,3,0.008958709774525264
drop_fiscal__eua__imoveis,4,2,yield_2y,4,0.006347454633328363
drop_fiscal__eua__imoveis,4,2,yield_2y,5,0.0027659569638221943
drop_fiscal__eua__imoveis,4,2,yield_2y,6,0.0035684514734596936
drop_fiscal__eua__imoveis,4,2,yield_5y,0,0.01216070337457144
drop_fiscal__eua__imoveis,4,2,yield_5y,1,0.013305279955590723
drop_fiscal__eua__imoveis,4,2,yield_5y,2,0.008430170191051842
drop_fiscal__eua__imoveis,4,2,yield_5y,3,0.010422390281088958
drop_fiscal__eua__imoveis,4,2,yield_5y,4,0.008155432074373876
drop_fiscal__eua__imoveis,4,2,yield_5y,5,0.0037726576845207
drop_fiscal__eua__imoveis,4,2,yield_5y,6,0.0044290305620387355
drop_fiscal__eua__imoveis,4,2,asset_ibov,0,-9.320408908839852
drop_fiscal__eua__imoveis,4,2,asset_ibov,1,-20.809019871983292
drop_fiscal__eua__imoveis,4,2,asset_ibov,2,-26.210816293082708
drop_fiscal__eua__imoveis,4,2,asset_ibov,3,-33.96152773894867
drop_fiscal__eua__imoveis,4,2,asset_ibov,4,-42.644853232488565
drop_fiscal__eua__imoveis,4,2,asset_ibov,5,-48.21222203560646
drop_fiscal__eua__imoveis,4,2,asset_ibov,6,-54.78209437735136
drop_fiscal__eua__imoveis,4,2,cambio_usd,0,0.18733888931434078
drop_fiscal__eua__imoveis,4,2,cambio_usd,1,0.2179929809230502
drop_fiscal__eua__imoveis,4,2,cambio_usd,2,0.1235438052210705
drop_fiscal__eua__imoveis,4,2,cambio_usd,3,0.15139222068413413
drop_fiscal__eua__imoveis,4,2,cambio_usd,4,0.12691262985188123
drop_fiscal__eua__imoveis,4,2,cambio_usd,5,0.052521793709074595
drop_fiscal__eua__imoveis,4,2,cambio_usd,6,0.05655185367121119
drop_fiscal__expectativas,3,2,yield_6m,0,0.005
drop_fiscal__expectativas,3,2,yield_6m,1,0.004854131620297435
drop_fiscal__expectativas,3,2,yield_6m,2,0.00341101648900417
drop_fiscal__expectativas,3,2,yield_6m,3,0.004353156065957098
drop_fiscal__expectativas,3,2,yield_6m,4,0.0026922253618665913
drop_fiscal__expectativas,3,2,yield_6m,5,8.861837411253017e-4
drop_fiscal__expectativas,3,2,yield_6m,6,0.0013766924061007586
drop_fiscal__expectativas,3,2,yield_2y,0,0.00966208722112705
drop_fiscal__expectativas,3,2,yield_2y,1,0.009947360801252043
drop_fiscal__expectativas,3,2,yield_2y,2,0.005992917036191207
drop_fiscal__expectativas,3,2,yield_2y,3,0.007838890747587465
drop_fiscal__expectativas,3,2,yield_2y,4,0.005604041072381017
drop_fiscal__expectativas,3,2,yield_2y,5,0.0018545421323557685
drop_fiscal__expectativas,3,2,yield_2y,6,0.002746714300632823
drop_fiscal__expectativas,3,2,yield_5y,0,0.012581551141714489
drop_fiscal__expectativas,3,2,yield_5y,1,0.012709863921777184
drop_fiscal__expectativas,3,2,yield_5y,2,0.007330850610686921
drop_fiscal__expectativas,3,2,yield_5y,3,0.009792556204917207
drop_fiscal__expectativas,3,2,yield_5y,4,0.007470777476304004
drop_fiscal__expectativas,3,2,yield_5y,5,0.0027843681067100455
drop_fiscal__expectativas,3,2,yield_5y,6,0.0039381511088809355
drop_fiscal__expectativas,3,2,asset_ibov,0,-10.329933587078928
