variant,r,q,variable,h,point
baseline,8,8,yield_6m,6,0.006115754424698654
baseline,8,8,yield_2y,0,0.008549314808408771
baseline,8,8,yield_2y,1,0.010767162251307635
baseline,8,8,yield_2y,2,0.01040104571444356
baseline,8,8,yield_2y,3,0.011495089130932017
baseline,8,8,yield_2y,4,0.009528369460411133
baseline,8,8,yield_2y,5,0.007483982293895434
baseline,8,8,yield_2y,6,0.007389905426628979
baseline,8,8,yield_5y,0,0.008742999141800328
baseline,8,8,yield_5y,1,0.010982931225246522
baseline,8,8,yield_5y,2,0.009986949560923225
baseline,8,8,yield_5y,3,0.011080814279730544
baseline,8,8,yield_5y,4,0.009273634412220594
baseline,8,8,yield_5y,5,0.006748270014376659
baseline,8,8,yield_5y,6,0.006517073325122893
baseline,8,8,asset_ibov,0,-2.0057497447324257
baseline,8,8,asset_ibov,1,-5.639452056519399
baseline,8,8,asset_ibov,2,-5.261354373003143
baseline,8,8,asset_ibov,3,-5.078844837876089
baseline,8,8,asset_ibov,4,-4.668571361865448
baseline,8,8,asset_ibov,5,-2.523766729048951
baseline,8,8,asset_ibov,6,-1.4236492141014978
baseline,8,8,cambio_usd,0,0.1048858547144461
baseline,8,8,cambio_usd,1,0.16095764844489105
baseline,8,8,cambio_usd,2,0.15874278968541772
baseline,8,8,cambio_usd,3,0.1687662153671717
baseline,8,8,cambio_usd,4,0.16263574664348215
baseline,8,8,cambio_usd,5,0.08742589561307096
baseline,8,8,cambio_usd,6,0.058779773223509295
conjunto_completo_sem_duplicatas,3,1,yield_6m,0,0.005
conjunto_completo_sem_duplicatas,3,1,yield_6m,1,0.01236011288924817
conjunto_completo_sem_duplicatas,3,1,yield_6m,2,0.023596896582355784
conjunto_completo_sem_duplicatas,3,1,yield_6m,3,0.02886713301772432
conjunto_completo_sem_duplicatas,3,1,yield_6m,4,0.03162761699834705
conjunto_completo_sem_duplicatas,3,1,yield_6m,5,0.035044016139439534
conjunto_completo_sem_duplicatas,3,1,yield_6m,6,0.035946346000537976
conjunto_completo_sem_duplicatas,3,1,yield_2y,0,0.004950724879359456
conjunto_completo_sem_duplicatas,3,1,yield_2y,1,0.006074394160119076
conjunto_completo_sem_duplicatas,3,1,yield_2y,2,0.019263294763173334
conjunto_completo_sem_duplicatas,3,1,yield_2y,3,0.022088895112103334
conjunto_completo_sem_duplicatas,3,1,yield_2y,4,0.021844409943090632
conjunto_completo_sem_duplicatas,3,1,yield_2y,5,0.024373857738457485
conjunto_completo_sem_duplicatas,3,1,yield_2y,6,0.025191488183928693
conjunto_completo_sem_duplicatas,3,1,yield_5y,0,0.0010861537440504958
conjunto_completo_sem_duplicatas,3,1,yield_5y,1,-0.0017968952340691067
conjunto_completo_sem_duplicatas,3,1,yield_5y,2,0.011800452366370437
conjunto_completo_sem_duplicatas,3,1,yield_5y,3,0.01364960644603736
conjunto_completo_sem_duplicatas,3,1,yield_5y,4,0.012073862953843174
conjunto_completo_sem_duplicatas,3,1,yield_5y,5,0.014317024252856289
conjunto_completo_sem_duplicatas,3,1,yield_5y,6,0.015157246940642457
conjunto_completo_sem_duplicatas,3,1,asset_ibov,0,-30.789665217095873
conjunto_completo_sem_duplicatas,3,1,asset_ibov,1,-60.837087416497624
conjunto_completo_sem_duplicatas,3,1,asset_ibov,2,-96.3761340553483
conjunto_completo_sem_duplicatas,3,1,asset_ibov,3,-126.4617991898064
conjunto_completo_sem_duplicatas,3,1,asset_ibov,4,-151.37605529892053
conjunto_completo_sem_duplicatas,3,1,asset_ibov,5,-173.5691712312307
conjunto_completo_sem_duplicatas,3,1,asset_ibov,6,-195.02226146938034
conjunto_completo_sem_duplicatas,3,1,cambio_usd,0,-0.4094041652746648
conjunto_completo_sem_duplicatas,3,1,cambio_usd,1,-0.7492571380285351
conjunto_completo_sem_duplicatas,3,1,cambio_usd,2,-0.605402204949936
conjunto_completo_sem_duplicatas,3,1,cambio_usd,3,-0.6433757619289255
conjunto_completo_sem_duplicatas,3,1,cambio_usd,4,-0.7436679526871727
conjunto_completo_sem_duplicatas,3,1,cambio_usd,5,-0.7339651013054653
conjunto_completo_sem_duplicatas,3,1,cambio_usd,6,-0.7211959924545679
conjunto_completo_sem_duplicatas,4,2,yield_6m,0,0.005
conjunto_completo_sem_duplicatas,4,2,yield_6m,1,0.0068049152927770265
conjunto_completo_sem_duplicatas,4,2,yield_6m,2,0.00606838972311621
conjunto_completo_sem_duplicatas,4,2,yield_6m,3,0.004898526287773507
conjunto_completo_sem_duplicatas,4,2,yield_6m,4,0.0019737887072707283
conjunto_completo_sem_duplicatas,4,2,yield_6m,5,0.0017419409140943202
conjunto_completo_sem_duplicatas,4,2,yield_6m,6,0.0023553142856181093
conjunto_completo_sem_duplicatas,4,2,yield_2y,0,0.013253450426518897
conjunto_completo_sem_duplicatas,4,2,yield_2y,1,0.015234936166973459
conjunto_completo_sem_duplicatas,4,2,yield_2y,2,0.013669185148505708
conjunto_completo_sem_duplicatas,4,2,yield_2y,3,0.012677726120313395
conjunto_completo_sem_duplicatas,4,2,yield_2y,4,0.00914669196028456
conjunto_completo_sem_duplicatas,4,2,yield_2y,5,0.008663968105151895
conjunto_completo_sem_duplicatas,4,2,yield_2y,6,0.009930916136767321
conjunto_completo_sem_duplicatas,4,2,yield_5y,0,0.017612389622350393
conjunto_completo_sem_duplicatas,4,2,yield_5y,1,0.018849076641337885
conjunto_completo_sem_duplicatas,4,2,yield_5y,2,0.015981135641726468
conjunto_completo_sem_duplicatas,4,2,yield_5y,3,0.015251255772890713
conjunto_completo_sem_duplicatas,4,2,yield_5y,4,0.011718568374972418
conjunto_completo_sem_duplicatas,4,2,yield_5y,5,0.01108997884539533
conjunto_completo_sem_duplicatas,4,2,yield_5y,6,0.012474292015717352
conjunto_completo_sem_duplicatas,4,2,asset_ibov,0,-19.878641209144348
conjunto_completo_sem_duplicatas,4,2,asset_ibov,1,-25.12502269383543
conjunto_completo_sem_duplicatas,4,2,asset_ibov,2,-22.24186153224672
conjunto_completo_sem_duplicatas,4,2,asset_ibov,3,-21.10181396165603
conjunto_completo_sem_duplicatas,4,2,asset_ibov,4,-20.254198129736157
conjunto_completo_sem_duplicatas,4,2,asset_ibov,5,-19.55103906079996
conjunto_completo_sem_duplicatas,4,2,asset_ibov,6,-21.064409466436786
conjunto_completo_sem_duplicatas,4,2,cambio_usd,0,0.3307755473025638
conjunto_completo_sem_duplicatas,4,2,cambio_usd,1,0.5179103340650282
conjunto_completo_sem_duplicatas,4,2,cambio_usd,2,0.5393818264595288
conjunto_completo_sem_duplicatas,4,2,cambio_usd,3,0.5228682772934146
conjunto_completo_sem_duplicatas,4,2,cambio_usd,4,0.46147714306031057
conjunto_completo_sem_duplicatas,4,2,cambio_usd,5,0.4413993452655911
conjunto_completo_sem_duplicatas,4,2,cambio_usd,6,0.4571241399329702
conjunto_completo_sem_duplicatas,5,2,yield_6m,0,0.005
conjunto_completo_sem_duplicatas,5,2,yield_6m,1,0.007604668058884116
conjunto_completo_sem_duplicatas,5,2,yield_6m,2,0.006819259546392073
conjunto_completo_sem_duplicatas,5,2,yield_6m,3,0.0061675850511908005
conjunto_completo_sem_duplicatas,5,2,yield_6m,4,0.003415087078636931
conjunto_completo_sem_duplicatas,5,2,yield_6m,5,0.002499817473619933
conjunto_completo_sem_duplicatas,5,2,yield_6m,6,0.003436523301467385
conjunto_completo_sem_duplicatas,5,2,yield_2y,0,0.014774394777523504
conjunto_completo_sem_duplicatas,5,2,yield_2y,1,0.0182515329958566
conjunto_completo_sem_duplicatas,5,2,yield_2y,2,0.016526587258112763
conjunto_completo_sem_duplicatas,5,2,yield_2y,3,0.01614258017174234
conjunto_completo_sem_duplicatas,5,2,yield_2y,4,0.012919193264716978
conjunto_completo_sem_duplicatas,5,2,yield_2y,5,0.01147878105276718
conjunto_completo_sem_duplicatas,5,2,yield_2y,6,0.013100040389517795
conjunto_completo_sem_duplicatas,5,2,yield_5y,0,0.02053926753352099
conjunto_completo_sem_duplicatas,5,2,yield_5y,1,0.02314584751953303
conjunto_completo_sem_duplicatas,5,2,yield_5y,2,0.019717271744046767
conjunto_completo_sem_duplicatas,5,2,yield_5y,3,0.019402953150918
conjunto_completo_sem_duplicatas,5,2,yield_5y,4,0.016048289289071316
conjunto_completo_sem_duplicatas,5,2,yield_5y,5,0.014470004357120057
conjunto_completo_sem_duplicatas,5,2,yield_5y,6,0.016091321687971546
conjunto_completo_sem_duplicatas,5,2,asset_ibov,0,-22.853715654442787
conjunto_completo_sem_duplicatas,5,2,asset_ibov,1,-28.84304582399165
conjunto_completo_sem_duplicatas,5,2,asset_ibov,2,-25.60546986130373
conjunto_completo_sem_duplicatas,5,2,asset_ibov,3,-23.401308800684127
conjunto_completo_sem_duplicatas,5,2,asset_ibov,4,-21.40451301201869
conjunto_completo_sem_duplicatas,5,2,asset_ibov,5,-19.83475072778722
conjunto_completo_sem_duplicatas,5,2,asset_ibov,6,-20.54673339644779
conjunto_completo_sem_duplicatas,5,2,cambio_usd,0,0.4153486420211231
conjunto_completo_sem_duplicatas,5,2,cambio_usd,1,0.6672827092429928
conjunto_completo_sem_duplicatas,5,2,cambio_usd,2,0.6758393822933675
conjunto_completo_sem_duplicatas,5,2,cambio_usd,3,0.6464909448181054
conjunto_completo_sem_duplicatas,5,2,cambio_usd,4,0.5637734569851179
conjunto_completo_sem_duplicatas,5,2,cambio_usd,5,0.5347243369580881
conjunto_completo_sem_duplicatas,5,2,cambio_usd,6,0.5514786356003532
conjunto_completo_sem_duplicatas,6,1,yield_6m,0,0.005
conjunto_completo_sem_duplicatas,6,1,yield_6m,1,0.007604294756977539
conjunto_completo_sem_duplicatas,6,1,yield_6m,2,0.006341596389470802
conjunto_completo_sem_duplicatas,6,1,yield_6m,3,0.005295925733542968
conjunto_completo_sem_duplicatas,6,1,yield_6m,4,0.0017692211783377656
conjunto_completo_sem_duplicatas,6,1,yield_6m,5,2.8945191820272986e-4
conjunto_completo_sem_duplicatas,6,1,yield_6m,6,7.863775439423354e-4
conjunto_completo_sem_duplicatas,6,1,yield_2y,0,0.015551468550455468
conjunto_completo_sem_duplicatas,6,1,yield_2y,1,0.01950006550767653
conjunto_completo_sem_duplicatas,6,1,yield_2y,2,0.016801840954485135
conjunto_completo_sem_duplicatas,6,1,yield_2y,3,0.01581436409176756
conjunto_completo_sem_duplicatas,6,1,yield_2y,4,0.011315299393817311
conjunto_completo_sem_duplicatas,6,1,yield_2y,5,0.009330463952451976
conjunto_completo_sem_duplicatas,6,1,yield_2y,6,0.010559998663722023
conjunto_completo_sem_duplicatas,6,1,yield_5y,0,0.021783403268513146
conjunto_completo_sem_duplicatas,6,1,yield_5y,1,0.02488889027880057
conjunto_completo_sem_duplicatas,6,1,yield_5y,2,0.020514060900361494
conjunto_completo_sem_duplicatas,6,1,yield_5y,3,0.01968745699656256
conjunto_completo_sem_duplicatas,6,1,yield_5y,4,0.015276084152072497
conjunto_completo_sem_duplicatas,6,1,yield_5y,5,0.01316121449026762
conjunto_completo_sem_duplicatas,6,1,yield_5y,6,0.01451141892732756
conjunto_completo_sem_duplicatas,6,1,asset_ibov,0,-24.26640836597615
conjunto_completo_sem_duplicatas,6,1,asset_ibov,1,-31.27718361897818
conjunto_completo_sem_duplicatas,6,1,asset_ibov,2,-29.109361123274923
conjunto_completo_sem_duplicatas,6,1,asset_ibov,3,-27.0798462698705
conjunto_completo_sem_duplicatas,6,1,asset_ibov,4,-26.262222347929953
conjunto_completo_sem_duplicatas,6,1,asset_ibov,5,-25.64895771590601
conjunto_completo_sem_duplicatas,6,1,asset_ibov,6,-28.233949167835487
conjunto_completo_sem_duplicatas,6,1,cambio_usd,0,0.4390886475256796
conjunto_completo_sem_duplicatas,6,1,cambio_usd,1,0.7105254788522865
conjunto_completo_sem_duplicatas,6,1,cambio_usd,2,0.7041835725408983
conjunto_completo_sem_duplicatas,6,1,cambio_usd,3,0.6834211169031275
conjunto_completo_sem_duplicatas,6,1,cambio_usd,4,0.5842448985239365
conjunto_completo_sem_duplicatas,6,1,cambio_usd,5,0.5445445473963084
conjunto_completo_sem_duplicatas,6,1,cambio_usd,6,0.5565987159532887
conjunto_completo_sem_duplicatas,6,5,yield_6m,0,0.005
conjunto_completo_sem_duplicatas,6,5,yield_6m,1,0.0065536301151349905
conjunto_completo_sem_duplicatas,6,5,yield_6m,2,0.007284840586783778
conjunto_completo_sem_duplicatas,6,5,yield_6m,3,0.007851616224784586
conjunto_completo_sem_duplicatas,6,5,yield_6m,4,0.006976509310373254
conjunto_completo_sem_duplicatas,6,5,yield_6m,5,0.006243005848532421
conjunto_completo_sem_duplicatas,6,5,yield_6m,6,0.005747338736652503
conjunto_completo_sem_duplicatas,6,5,yield_2y,0,0.009974420441308304
conjunto_completo_sem_duplicatas,6,5,yield_2y,1,0.012352040306118675
conjunto_completo_sem_duplicatas,6,5,yield_2y,2,0.011810969108258067
conjunto_completo_sem_duplicatas,6,5,yield_2y,3,0.01281895797611327
conjunto_completo_sem_duplicatas,6,5,yield_2y,4,0.010972237031565538
conjunto_completo_sem_duplicatas,6,5,yield_2y,5,0.009439308662174054
conjunto_completo_sem_duplicatas,6,5,yield_2y,6,0.00868587154450175
conjunto_completo_sem_duplicatas,6,5,yield_5y,0,0.010810323657185004
conjunto_completo_sem_duplicatas,6,5,yield_5y,1,0.012829359269605252
