variant,r,q,variable,h,point
drop_expectativas__credito,8,1,yield_5y,2,0.02033524851537668
drop_expectativas__credito,8,1,yield_5y,3,0.02179862370016011
drop_expectativas__credito,8,1,yield_5y,4,0.01639919679361132
drop_expectativas__credito,8,1,yield_5y,5,0.014856544987123795
drop_expectativas__credito,8,1,yield_5y,6,0.017521119983922757
drop_expectativas__credito,8,1,asset_ibov,0,-26.821842416968018
drop_expectativas__credito,8,1,asset_ibov,1,-34.13488130629096
drop_expectativas__credito,8,1,asset_ibov,2,-31.134244346870876
drop_expectativas__credito,8,1,asset_ibov,3,-30.22441791020795
drop_expectativas__credito,8,1,asset_ibov,4,-28.653127781309617
drop_expectativas__credito,8,1,asset_ibov,5,-27.810402549475732
drop_expectativas__credito,8,1,asset_ibov,6,-31.395513657694572
drop_expectativas__credito,8,1,cambio_usd,0,0.4592141112959018
drop_expectativas__credito,8,1,cambio_usd,1,0.7857438733581775
drop_expectativas__credito,8,1,cambio_usd,2,0.7829257529602753
drop_expectativas__credito,8,1,cambio_usd,3,0.7170489194892705
drop_expectativas__credito,8,1,cambio_usd,4,0.6416126549974949
drop_expectativas__credito,8,1,cambio_usd,5,0.550662060418551
drop_expectativas__credito,8,1,cambio_usd,6,0.5356430501719212
drop_expectativas__credito,8,5,yield_6m,0,0.005
drop_expectativas__credito,8,5,yield_6m,1,0.006203849039734259
drop_expectativas__credito,8,5,yield_6m,2,0.006491102496340182
drop_expectativas__credito,8,5,yield_6m,3,0.006606668006522354
drop_expectativas__credito,8,5,yield_6m,4,0.00509362924250816
drop_expectativas__credito,8,5,yield_6m,5,0.004114447585976271
drop_expectativas__credito,8,5,yield_6m,6,0.004243871847775127
drop_expectativas__credito,8,5,yield_2y,0,0.010930560474165438
drop_expectativas__credito,8,5,yield_2y,1,0.013936912784042108
drop_expectativas__credito,8,5,yield_2y,2,0.012697941964890503
drop_expectativas__credito,8,5,yield_2y,3,0.012678746651723668
drop_expectativas__credito,8,5,yield_2y,4,0.009610773685856793
drop_expectativas__credito,8,5,yield_2y,5,0.00749123649358672
drop_expectativas__credito,8,5,yield_2y,6,0.007549439449613792
drop_expectativas__credito,8,5,yield_5y,0,0.012362632062058749
drop_expectativas__credito,8,5,yield_5y,1,0.015320559859421526
drop_expectativas__credito,8,5,yield_5y,2,0.01295710363232441
drop_expectativas__credito,8,5,yield_5y,3,0.013113333779146124
drop_expectativas__credito,8,5,yield_5y,4,0.010014040900800441
drop_expectativas__credito,8,5,yield_5y,5,0.007543289063063427
drop_expectativas__credito,8,5,yield_5y,6,0.0075508170957455205
drop_expectativas__credito,8,5,asset_ibov,0,-4.038452570695505
drop_expectativas__credito,8,5,asset_ibov,1,-8.234195833706195
drop_expectativas__credito,8,5,asset_ibov,2,-7.2528282346956114
drop_expectativas__credito,8,5,asset_ibov,3,-7.257902176338598
drop_expectativas__credito,8,5,asset_ibov,4,-6.643012021886424
drop_expectativas__credito,8,5,asset_ibov,5,-5.746323067800473
drop_expectativas__credito,8,5,asset_ibov,6,-6.114408878994135
drop_expectativas__credito,8,5,cambio_usd,0,0.21365178888155195
drop_expectativas__credito,8,5,cambio_usd,1,0.30593203366953947
drop_expectativas__credito,8,5,cambio_usd,2,0.274149645381302
drop_expectativas__credito,8,5,cambio_usd,3,0.2506094027454959
drop_expectativas__credito,8,5,cambio_usd,4,0.21406965973940686
drop_expectativas__credito,8,5,cambio_usd,5,0.12562323052794105
drop_expectativas__credito,8,5,cambio_usd,6,0.10875658747650768
drop_expectativas__credito__imoveis,1,1,yield_6m,0,0.005
drop_expectativas__credito__imoveis,1,1,yield_6m,1,0.0056123509809235484
drop_expectativas__credito__imoveis,1,1,yield_6m,2,0.004494691259279639
drop_expectativas__credito__imoveis,1,1,yield_6m,3,0.003716701272199137
drop_expectativas__credito__imoveis,1,1,yield_6m,4,0.0033875476874819467
drop_expectativas__credito__imoveis,1,1,yield_6m,5,0.002896265399884228
drop_expectativas__credito__imoveis,1,1,yield_6m,6,0.0024917819926299537
drop_expectativas__credito__imoveis,1,1,yield_2y,0,0.0163520340192011
drop_expectativas__credito__imoveis,1,1,yield_2y,1,0.018354670833551707
drop_expectativas__credito__imoveis,1,1,yield_2y,2,0.014699468875509299
drop_expectativas__credito__imoveis,1,1,yield_2y,3,0.01215512512844166
drop_expectativas__credito__imoveis,1,1,yield_2y,4,0.01107865900547416
drop_expectativas__credito__imoveis,1,1,yield_2y,5,0.009471966069508396
drop_expectativas__credito__imoveis,1,1,yield_2y,6,0.008149140782383543
drop_expectativas__credito__imoveis,1,1,yield_5y,0,0.02997631351930309
drop_expectativas__credito__imoveis,1,1,yield_5y,1,0.03364751851690651
drop_expectativas__credito__imoveis,1,1,yield_5y,2,0.026946854872127536
drop_expectativas__credito__imoveis,1,1,yield_5y,3,0.0222826005186068
drop_expectativas__credito__imoveis,1,1,yield_5y,4,0.020309238308309798
drop_expectativas__credito__imoveis,1,1,yield_5y,5,0.017363871932407873
drop_expectativas__credito__imoveis,1,1,yield_5y,6,0.014938887646565854
drop_expectativas__credito__imoveis,1,1,asset_ibov,0,54.15703755998164
drop_expectativas__credito__imoveis,1,1,asset_ibov,1,114.94669813471691
drop_expectativas__credito__imoveis,1,1,asset_ibov,2,163.63053080458263
drop_expectativas__credito__imoveis,1,1,asset_ibov,3,203.88763688412666
drop_expectativas__credito__imoveis,1,1,asset_ibov,4,240.5795463535644
drop_expectativas__credito__imoveis,1,1,asset_ibov,5,271.9501771626055
drop_expectativas__credito__imoveis,1,1,asset_ibov,6,298.93968335583475
drop_expectativas__credito__imoveis,1,1,cambio_usd,0,1.5582560359123738
drop_expectativas__credito__imoveis,1,1,cambio_usd,1,1.7490959583365702
drop_expectativas__credito__imoveis,1,1,cambio_usd,2,1.400775956867017
drop_expectativas__credito__imoveis,1,1,cambio_usd,3,1.1583144382175008
drop_expectativas__credito__imoveis,1,1,cambio_usd,4,1.0557333261919493
drop_expectativas__credito__imoveis,1,1,cambio_usd,5,0.9026246081947525
drop_expectativas__credito__imoveis,1,1,cambio_usd,6,0.7765668660386774
drop_expectativas__credito__imoveis,3,2,yield_6m,0,0.005
drop_expectativas__credito__imoveis,3,2,yield_6m,1,0.0030246505710622143
drop_expectativas__credito__imoveis,3,2,yield_6m,2,-8.466945217919582e-4
drop_expectativas__credito__imoveis,3,2,yield_6m,3,-0.00192227094886841
drop_expectativas__credito__imoveis,3,2,yield_6m,4,-0.0038976622632271806
drop_expectativas__credito__imoveis,3,2,yield_6m,5,-0.004305016858161133
drop_expectativas__credito__imoveis,3,2,yield_6m,6,-0.003948984663662348
drop_expectativas__credito__imoveis,3,2,yield_2y,0,0.01173530674995788
drop_expectativas__credito__imoveis,3,2,yield_2y,1,0.011236536720729138
drop_expectativas__credito__imoveis,3,2,yield_2y,2,0.006470158234704149
drop_expectativas__credito__imoveis,3,2,yield_2y,3,0.006035779592240961
drop_expectativas__credito__imoveis,3,2,yield_2y,4,0.004207552584435245
drop_expectativas__credito__imoveis,3,2,yield_2y,5,0.0038025415757770072
drop_expectativas__credito__imoveis,3,2,yield_2y,6,0.004362994379491751
drop_expectativas__credito__imoveis,3,2,yield_5y,0,0.015208754376078507
drop_expectativas__credito__imoveis,3,2,yield_5y,1,0.016141460253712454
drop_expectativas__credito__imoveis,3,2,yield_5y,2,0.011112865259033457
drop_expectativas__credito__imoveis,3,2,yield_5y,3,0.010912052712960878
drop_expectativas__credito__imoveis,3,2,yield_5y,4,0.009171811690478147
drop_expectativas__credito__imoveis,3,2,yield_5y,5,0.008717475694980223
drop_expectativas__credito__imoveis,3,2,yield_5y,6,0.00925539140638778
drop_expectativas__credito__imoveis,3,2,asset_ibov,0,-9.23596599617793
drop_expectativas__credito__imoveis,3,2,asset_ibov,1,-14.83833263008562
drop_expectativas__credito__imoveis,3,2,asset_ibov,2,-17.821924261996614
drop_expectativas__credito__imoveis,3,2,asset_ibov,3,-22.75935008787021
drop_expectativas__credito__imoveis,3,2,asset_ibov,4,-28.05507630079655
drop_expectativas__credito__imoveis,3,2,asset_ibov,5,-33.86246034344558
drop_expectativas__credito__imoveis,3,2,asset_ibov,6,-41.07955603293632
drop_expectativas__credito__imoveis,3,2,cambio_usd,0,0.3619450430722421
drop_expectativas__credito__imoveis,3,2,cambio_usd,1,0.5000881001462177
drop_expectativas__credito__imoveis,3,2,cambio_usd,2,0.45051177968420675
drop_expectativas__credito__imoveis,3,2,cambio_usd,3,0.45992579943303763
drop_expectativas__credito__imoveis,3,2,cambio_usd,4,0.4521049076962834
drop_expectativas__credito__imoveis,3,2,cambio_usd,5,0.44249448415974113
drop_expectativas__credito__imoveis,3,2,cambio_usd,6,0.43908745713053016
drop_expectativas__credito__imoveis,4,3,yield_6m,0,0.005
drop_expectativas__credito__imoveis,4,3,yield_6m,1,0.005450737065980097
drop_expectativas__credito__imoveis,4,3,yield_6m,2,0.00527108364731075
drop_expectativas__credito__imoveis,4,3,yield_6m,3,0.005463691339235524
drop_expectativas__credito__imoveis,4,3,yield_6m,4,0.005735839795691952
drop_expectativas__credito__imoveis,4,3,yield_6m,5,0.006343658890875089
drop_expectativas__credito__imoveis,4,3,yield_6m,6,0.007226020165696126
drop_expectativas__credito__imoveis,4,3,yield_2y,0,0.0091867933708817
drop_expectativas__credito__imoveis,4,3,yield_2y,1,0.010400409876636237
drop_expectativas__credito__imoveis,4,3,yield_2y,2,0.009272437234332596
drop_expectativas__credito__imoveis,4,3,yield_2y,3,0.010100081326258076
drop_expectativas__credito__imoveis,4,3,yield_2y,4,0.010787215286729546
drop_expectativas__credito__imoveis,4,3,yield_2y,5,0.011490324666120997
drop_expectativas__credito__imoveis,4,3,yield_2y,6,0.01231119131522085
drop_expectativas__credito__imoveis,4,3,yield_5y,0,0.010490165511024791
drop_expectativas__credito__imoveis,4,3,yield_5y,1,0.011920853679004044
drop_expectativas__credito__imoveis,4,3,yield_5y,2,0.009633668127654253
drop_expectativas__credito__imoveis,4,3,yield_5y,3,0.010692735201599754
drop_expectativas__credito__imoveis,4,3,yield_5y,4,0.011416898746122416
drop_expectativas__credito__imoveis,4,3,yield_5y,5,0.012099743340847811
drop_expectativas__credito__imoveis,4,3,yield_5y,6,0.012664618716999084
drop_expectativas__credito__imoveis,4,3,asset_ibov,0,-2.071701994040022
drop_expectativas__credito__imoveis,4,3,asset_ibov,1,-1.3690921657558146
drop_expectativas__credito__imoveis,4,3,asset_ibov,2,3.5895565053971055
drop_expectativas__credito__imoveis,4,3,asset_ibov,3,5.222324387290027
drop_expectativas__credito__imoveis,4,3,asset_ibov,4,6.503267197138278
drop_expectativas__credito__imoveis,4,3,asset_ibov,5,7.37830528457067
drop_expectativas__credito__imoveis,4,3,asset_ibov,6,8.642955078353811
drop_expectativas__credito__imoveis,4,3,cambio_usd,0,0.27548163075952453
drop_expectativas__credito__imoveis,4,3,cambio_usd,1,0.362634348053788
drop_expectativas__credito__imoveis,4,3,cambio_usd,2,0.34589537402102116
drop_expectativas__credito__imoveis,4,3,cambio_usd,3,0.3458290626528629
drop_expectativas__credito__imoveis,4,3,cambio_usd,4,0.3688179700519661
drop_expectativas__credito__imoveis,4,3,cambio_usd,5,0.3732720073858435
drop_expectativas__credito__imoveis,4,3,cambio_usd,6,0.37769404426521314
drop_expectativas__credito__imoveis,5,3,yield_6m,0,0.005
drop_expectativas__credito__imoveis,5,3,yield_6m,1,0.00769473993067431
drop_expectativas__credito__imoveis,5,3,yield_6m,2,0.005488290432229956
drop_expectativas__credito__imoveis,5,3,yield_6m,3,0.0036097231498403042
drop_expectativas__credito__imoveis,5,3,yield_6m,4,4.280897737898443e-4
drop_expectativas__credito__imoveis,5,3,yield_6m,5,-0.0011571728685475372
drop_expectativas__credito__imoveis,5,3,yield_6m,6,-6.732724399959501e-5
drop_expectativas__credito__imoveis,5,3,yield_2y,0,0.016748919921164764
drop_expectativas__credito__imoveis,5,3,yield_2y,1,0.02056796288815371
drop_expectativas__credito__imoveis,5,3,yield_2y,2,0.016955577291456726
drop_expectativas__credito__imoveis,5,3,yield_2y,3,0.015346587609304328
drop_expectativas__credito__imoveis,5,3,yield_2y,4,0.012016064084272972
drop_expectativas__credito__imoveis,5,3,yield_2y,5,0.009983246931651084
drop_expectativas__credito__imoveis,5,3,yield_2y,6,0.011872016606123182
drop_expectativas__credito__imoveis,5,3,yield_5y,0,0.02423073471894377
drop_expectativas__credito__imoveis,5,3,yield_5y,1,0.027412264943805498
drop_expectativas__credito__imoveis,5,3,yield_5y,2,0.022101952422765164
drop_expectativas__credito__imoveis,5,3,yield_5y,3,0.020709079718497777
drop_expectativas__credito__imoveis,5,3,yield_5y,4,0.017193070105194826
drop_expectativas__credito__imoveis,5,3,yield_5y,5,0.015183474722475275
drop_expectativas__credito__imoveis,5,3,yield_5y,6,0.01709026094758052
drop_expectativas__credito__imoveis,5,3,asset_ibov,0,-27.248361064519607
drop_expectativas__credito__imoveis,5,3,asset_ibov,1,-35.05445834029147
drop_expectativas__credito__imoveis,5,3,asset_ibov,2,-32.04045084215571
drop_expectativas__credito__imoveis,5,3,asset_ibov,3,-30.360772304457562
drop_expectativas__credito__imoveis,5,3,asset_ibov,4,-29.414910212674418
drop_expectativas__credito__imoveis,5,3,asset_ibov,5,-30.399563542593583
drop_expectativas__credito__imoveis,5,3,asset_ibov,6,-33.220707593464084
drop_expectativas__credito__imoveis,5,3,cambio_usd,0,0.5599999081449174
drop_expectativas__credito__imoveis,5,3,cambio_usd,1,0.8555630096661941
drop_expectativas__credito__imoveis,5,3,cambio_usd,2,0.8489533995976624
drop_expectativas__credito__imoveis,5,3,cambio_usd,3,0.7952697308571074
drop_expectativas__credito__imoveis,5,3,cambio_usd,4,0.7107331421439292
drop_expectativas__credito__imoveis,5,3,cambio_usd,5,0.6680265737065002
drop_expectativas__credito__imoveis,5,3,cambio_usd,6,0.7021095406768412
drop_expectativas__credito__imoveis,6,2,yield_6m,0,0.005
drop_expectativas__credito__imoveis,6,2,yield_6m,1,0.00767576101299586
drop_expectativas__credito__imoveis,6,2,yield_6m,2,0.005813547580175971
drop_expectativas__credito__imoveis,6,2,yield_6m,3,0.004420229285500503
drop_expectativas__credito__imoveis,6,2,yield_6m,4,0.00100460031891437
drop_expectativas__credito__imoveis,6,2,yield_6m,5,-4.178820633383683e-4
drop_expectativas__credito__imoveis,6,2,yield_6m,6,2.3553448985917257e-4
drop_expectativas__credito__imoveis,6,2,yield_2y,0,0.015894114094293154
drop_expectativas__credito__imoveis,6,2,yield_2y,1,0.01984212602810151
drop_expectativas__credito__imoveis,6,2,yield_2y,2,0.016006210645091362
drop_expectativas__credito__imoveis,6,2,yield_2y,3,0.014565472159326798
drop_expectativas__credito__imoveis,6,2,yield_2y,4,0.010266397474151721
drop_expectativas__credito__imoveis,6,2,yield_2y,5,0.00826189013539198
drop_expectativas__credito__imoveis,6,2,yield_2y,6,0.009630454920964522
drop_expectativas__credito__imoveis,6,2,yield_5y,0,0.02236710598325927
drop_expectativas__credito__imoveis,6,2,yield_5y,1,0.025458518629396038
drop_expectativas__credito__imoveis,6,2,yield_5y,2,0.01995193212376647
drop_expectativas__credito__imoveis,6,2,yield_5y,3,0.018714807333155677
drop_expectativas__credito__imoveis,6,2,yield_5y,4,0.014375350750633668
drop_expectativas__credito__imoveis,6,2,yield_5y,5,0.012165309855101147
drop_expectativas__credito__imoveis,6,2,yield_5y,6,0.013657487313829923
drop_expectativas__credito__imoveis,6,2,asset_ibov,0,-25.20317508057557
drop_expectativas__credito__imoveis,6,2,asset_ibov,1,-32.654682700625216
drop_expectativas__credito__imoveis,6,2,asset_ibov,2,-31.082498288837545
drop_expectativas__credito__imoveis,6,2,asset_ibov,3,-30.343910621681136
drop_expectativas__credito__imoveis,6,2,asset_ibov,4,-30.773799370225635
drop_expectativas__credito__imoveis,6,2,asset_ibov,5,-31.26246145822368
drop_expectativas__credito__imoveis,6,2,asset_ibov,6,-34.904408865804285
drop_expectativas__credito__imoveis,6,2,cambio_usd,0,0.4419474291859512
drop_expectativas__credito__imoveis,6,2,cambio_usd,1,0.7060465555607743
drop_expectativas__credito__imoveis,6,2,cambio_usd,2,0.6716515767131012
drop_expectativas__credito__imoveis,6,2,cambio_usd,3,0.6309142791768847
drop_expectativas__credito__imoveis,6,2,cambio_usd,4,0.5324628950285336
drop_expectativas__credito__imoveis,6,2,cambio_usd,5,0.48402949416468966
drop_expectativas__credito__imoveis,6,2,cambio_usd,6,0.49252670260748416
drop_expectativas__credito__imoveis,6,6,yield_6m,0,0.005
drop_expectativas__credito__imoveis,6,6,yield_6m,1,0.005899006708611265
drop_expectativas__credito__imoveis,6,6,yield_6m,2,0.0070863471398679035
drop_expectativas__credito__imoveis,6,6,yield_6m,3,0.008165272305412205
drop_expectativas__credito__imoveis,6,6,yield_6m,4,0.00786578935584296
drop_expectativas__credito__imoveis,6,6,yield_6m,5,0.008197564921474422
drop_expectativas__credito__imoveis,6,6,yield_6m,6,0.008066425626519304
drop_expectativas__credito__imoveis,6,6,yield_2y,0,0.008085464267191166
drop_expectativas__credito__imoveis,6,6,yield_2y,1,0.009321213574620527
drop_expectativas__credito__imoveis,6,6,yield_2y,2,0.009759814886265962
drop_expectativas__credito__imoveis,6,6,yield_2y,3,0.010952063740095736
drop_expectativas__credito__imoveis,6,6,yield_2y,4,0.00990263389910054
drop_expectativas__credito__imoveis,6,6,yield_2y,5,0.009970743137033661
drop_expectativas__credito__imoveis,6,6,yield_2y,6,0.009438271925778372
drop_expectativas__credito__imoveis,6,6,yield_5y,0,0.008472350666552227
drop_expectativas__credito__imoveis,6,6,yield_5y,1,0.009452466644003314
drop_expectativas__credito__imoveis,6,6,yield_5y,2,0.00905097864527479
drop_expectativas__credito__imoveis,6,6,yield_5y,3,0.0104064672266798
drop_expectativas__credito__imoveis,6,6,yield_5y,4,0.00941675982035157
drop_expectativas__credito__imoveis,6,6,yield_5y,5,0.009295182636603819
drop_expectativas__credito__imoveis,6,6,yield_5y,6,0.00875748851765895
drop_expectativas__credito__imoveis,6,6,asset_ibov,0,-0.34346952999367186
drop_expectativas__credito__imoveis,6,6,asset_ibov,1,-0.5515827070944428
drop_expectativas__credito__imoveis,6,6,asset_ibov,2,0.6943210955421588
drop_expectativas__credito__imoveis,6,6,asset_ibov,3,0.3879819518279431
drop_expectativas__credito__imoveis,6,6,asset_ibov,4,0.01944056210971081
drop_expectativas__credito__imoveis,6,6,asset_ibov,5,0.49745462178370087
drop_expectativas__credito__imoveis,6,6,asset_ibov,6,0.3885658967215198
drop_expectativas__credito__imoveis,6,6,cambio_usd,0,0.14832958978709737
drop_expectativas__credito__imoveis,6,6,cambio_usd,1,0.17916238876959883
drop_expectativas__credito__imoveis,6,6,cambio_usd,2,0.14449396040737505
drop_expectativas__credito__imoveis,6,6,cambio_usd,3,0.14419393624355517
drop_expectativas__credito__imoveis,6,6,cambio_usd,4,0.1332468535592253
drop_expectativas__credito__imoveis,6,6,cambio_usd,5,0.10555413296431057
drop_expectativas__credito__imoveis,6,6,cambio_usd,6,0.09215456872676496
drop_expectativas__credito__imoveis,7,4,yield_6m,0,0.005
drop_expectativas__credito__imoveis,7,4,yield_6m,1,0.006760573244913129
drop_expectativas__credito__imoveis,7,4,yield_6m,2,0.006388239430391958
drop_expectativas__credito__imoveis,7,4,yield_6m,3,0.006470479954725787
drop_expectativas__credito__imoveis,7,4,yield_6m,4,0.004455973984008396
drop_expectativas__credito__imoveis,7,4,yield_6m,5,0.0032949761249132094
drop_expectativas__credito__imoveis,7,4,yield_6m,6,0.003181192586394551
drop_expectativas__credito__imoveis,7,4,yield_2y,0,0.011522202802705812
drop_expectativas__credito__imoveis,7,4,yield_2y,1,0.014513717132560612
drop_expectativas__credito__imoveis,7,4,yield_2y,2,0.01192340983398478
drop_expectativas__credito__imoveis,7,4,yield_2y,3,0.012555607271752619
drop_expectativas__credito__imoveis,7,4,yield_2y,4,0.008853431326327493
drop_expectativas__credito__imoveis,7,4,yield_2y,5,0.006883354182251879
drop_expectativas__credito__imoveis,7,4,yield_2y,6,0.006945766084771859
drop_expectativas__credito__imoveis,7,4,yield_5y,0,0.013529472491955003
drop_expectativas__credito__imoveis,7,4,yield_5y,1,0.016296046485686912
drop_expectativas__credito__imoveis,7,4,yield_5y,2,0.012378504079335948
drop_expectativas__credito__imoveis,7,4,yield_5y,3,0.013586970758774351
drop_expectativas__credito__imoveis,7,4,yield_5y,4,0.010100320154414312
drop_expectativas__credito__imoveis,7,4,yield_5y,5,0.007860826074532984
drop_expectativas__credito__imoveis,7,4,yield_5y,6,0.00789010083673858
drop_expectativas__credito__imoveis,7,4,asset_ibov,0,-4.223363350665219
drop_expectativas__credito__imoveis,7,4,asset_ibov,1,-8.473470422411538
drop_expectativas__credito__imoveis,7,4,asset_ibov,2,-6.0738346386809985
drop_expectativas__credito__imoveis,7,4,asset_ibov,3,-6.812389464582782
drop_expectativas__credito__imoveis,7,4,asset_ibov,4,-6.849630377153897
drop_expectativas__credito__imoveis,7,4,asset_ibov,5,-5.887511153448053
drop_expectativas__credito__imoveis,7,4,asset_ibov,6,-5.981871428939767
drop_expectativas__credito__imoveis,7,4,cambio_usd,0,0.27846561568934886
drop_expectativas__credito__imoveis,7,4,cambio_usd,1,0.3428315558907678
drop_expectativas__credito__imoveis,7,4,cambio_usd,2,0.3034720766660236
drop_expectativas__credito__imoveis,7,4,cambio_usd,3,0.2821971112029775
drop_expectativas__credito__imoveis,7,4,cambio_usd,4,0.24999827900040225
drop_expectativas__credito__imoveis,7,4,cambio_usd,5,0.18324793068364034
drop_expectativas__credito__imoveis,7,4,cambio_usd,6,0.17431160785722308
drop_expectativas__credito__imoveis,8,1,yield_6m,0,0.005
drop_expectativas__credito__imoveis,8,1,yield_6m,1,0.00755021854633132
drop_expectativas__credito__imoveis,8,1,yield_6m,2,0.00510034212349681
drop_expectativas__credito__imoveis,8,1,yield_6m,3,0.005312994488511971
drop_expectativas__credito__imoveis,8,1,yield_6m,4,0.001269177439841773
drop_expectativas__credito__imoveis,8,1,yield_6m,5,5.314429949444284e-4
drop_expectativas__credito__imoveis,8,1,yield_6m,6,0.0021957202690659756
drop_expectativas__credito__imoveis,8,1,yield_2y,0,0.016517838549145486
drop_expectativas__credito__imoveis,8,1,yield_2y,1,0.02164305649431326
drop_expectativas__credito__imoveis,8,1,yield_2y,2,0.01648270410400794
drop_expectativas__credito__imoveis,8,1,yield_2y,3,0.017876631288040942
drop_expectativas__credito__imoveis,8,1,yield_2y,4,0.012216907400659702
drop_expectativas__credito__imoveis,8,1,yield_2y,5,0.010976491160923411
drop_expectativas__credito__imoveis,8,1,yield_2y,6,0.01382053559493636
drop_expectativas__credito__imoveis,8,1,yield_5y,0,0.023939775995999325
drop_expectativas__credito__imoveis,8,1,yield_5y,1,0.02815876829225079
drop_expectativas__credito__imoveis,8,1,yield_5y,2,0.021412569102217744
drop_expectativas__credito__imoveis,8,1,yield_5y,3,0.022859539166302466
drop_expectativas__credito__imoveis,8,1,yield_5y,4,0.017051939252976902
drop_expectativas__credito__imoveis,8,1,yield_5y,5,0.01509898536868477
drop_expectativas__credito__imoveis,8,1,yield_5y,6,0.017873777996034103
drop_expectativas__credito__imoveis,8,1,asset_ibov,0,-28.02035884107714
drop_expectativas__credito__imoveis,8,1,asset_ibov,1,-35.83832494448921
drop_expectativas__credito__imoveis,8,1,asset_ibov,2,-32.8351649463492
drop_expectativas__credito__imoveis,8,1,asset_ibov,3,-31.987961565580612
drop_expectativas__credito__imoveis,8,1,asset_ibov,4,-30.183743814940573
drop_expectativas__credito__imoveis,8,1,asset_ibov,5,-29.10493751033662
drop_expectativas__credito__imoveis,8,1,asset_ibov,6,-33.00792506784567
drop_expectativas__credito__imoveis,8,1,cambio_usd,0,0.48500664740024507
drop_expectativas__credito__imoveis,8,1,cambio_usd,1,0.8365453683690504
drop_expectativas__credito__imoveis,8,1,cambio_usd,2,0.8329948376705986
drop_expectativas__credito__imoveis,8,1,cambio_usd,3,0.7651333718174255
drop_expectativas__credito__imoveis,8,1,cambio_usd,4,0.6885708121000754
drop_expectativas__credito__imoveis,8,1,cambio_usd,5,0.5876390966814098
drop_expectativas__credito__imoveis,8,1,cambio_usd,6,0.5675750685702401
drop_expectativas__credito__imoveis,8,5,yield_6m,0,0.005
drop_expectativas__credito__imoveis,8,5,yield_6m,1,0.0062383220195893286
drop_expectativas__credito__imoveis,8,5,yield_6m,2,0.006720156774164234
drop_expectativas__credito__imoveis,8,5,yield_6m,3,0.006911661401596384
drop_expectativas__credito__imoveis,8,5,yield_6m,4,0.005553015685992693
drop_expectativas__credito__imoveis,8,5,yield_6m,5,0.004577704356975973
drop_expectativas__credito__imoveis,8,5,yield_6m,6,0.004746092975212486
drop_expectativas__credito__imoveis,8,5,yield_2y,0,0.010999720441867368
drop_expectativas__credito__imoveis,8,5,yield_2y,1,0.014195558600813877
drop_expectativas__credito__imoveis,8,5,yield_2y,2,0.013112087392907278
drop_expectativas__credito__imoveis,8,5,yield_2y,3,0.013012130635437786
drop_expectativas__credito__imoveis,8,5,yield_2y,4,0.01009290531401137
drop_expectativas__credito__imoveis,8,5,yield_2y,5,0.007842163503910374
drop_expectativas__credito__imoveis,8,5,yield_2y,6,0.007886502028906039
drop_expectativas__credito__imoveis,8,5,yield_5y,0,0.012364996365238908
drop_expectativas__credito__imoveis,8,5,yield_5y,1,0.01557942430406216
drop_expectativas__credito__imoveis,8,5,yield_5y,2,0.013294653815787177
drop_expectativas__credito__imoveis,8,5,yield_5y,3,0.013301123112567592
drop_expectativas__credito__imoveis,8,5,yield_5y,4,0.010338815019014867
drop_expectativas__credito__imoveis,8,5,yield_5y,5,0.0077012085995226635
drop_expectativas__credito__imoveis,8,5,yield_5y,6,0.007652088997972824
drop_expectativas__credito__imoveis,8,5,asset_ibov,0,-3.455334446743552
drop_expectativas__credito__imoveis,8,5,asset_ibov,1,-7.643893310187254
drop_expectativas__credito__imoveis,8,5,asset_ibov,2,-6.72402067446207
drop_expectativas__credito__imoveis,8,5,asset_ibov,3,-6.677868295301518
drop_expectativas__credito__imoveis,8,5,asset_ibov,4,-5.992807709957913
drop_expectativas__credito__imoveis,8,5,asset_ibov,5,-4.911603806892017
drop_expectativas__credito__imoveis,8,5,asset_ibov,6,-4.976990003007918
drop_expectativas__credito__imoveis,8,5,cambio_usd,0,0.20885588862845153
drop_expectativas__credito__imoveis,8,5,cambio_usd,1,0.30375248972170826
drop_expectativas__credito__imoveis,8,5,cambio_usd,2,0.2645405801025203
drop_expectativas__credito__imoveis,8,5,cambio_usd,3,0.23955766645280696
drop_expectativas__credito__imoveis,8,5,cambio_usd,4,0.20444462474205213
drop_expectativas__credito__imoveis,8,5,cambio_usd,5,0.11146586064795026
drop_expectativas__credito__imoveis,8,5,cambio_usd,6,0.09042443776981203
drop_expectativas__eua,1,1,yield_6m,0,0.005
drop_expectativas__eua,1,1,yield_6m,1,0.00548846738107353
drop_expectativas__eua,1,1,yield_6m,2,0.004348382905516894
drop_expectativas__eua,1,1,yield_6m,3,0.0035543893889570665
drop_expectativas__eua,1,1,yield_6m,4,0.003208784559542178
drop_expectativas__eua,1,1,yield_6m,5,0.0026715563783260795
drop_expectativas__eua,1,1,yield_6m,6,0.0022562576255878435
drop_expectativas__eua,1,1,yield_2y,0,0.017485403247086917
drop_expectativas__eua,1,1,yield_2y,1,0.019193613073310748
drop_expectativas__eua,1,1,yield_2y,2,0.015206645715140464
drop_expectativas__eua,1,1,yield_2y,3,0.012429986352616235
drop_expectativas__eua,1,1,yield_2y,4,0.011221378391324232
drop_expectativas__eua,1,1,yield_2y,5,0.009342648114471719
drop_expectativas__eua,1,1,yield_2y,6,0.00789031488254366
