sample,r,q,p,status,max_eig,break_date,design,placebo_type,instrument_free,n_C,n_NC,lambda_1,lambda_1_lo,lambda_1_hi,lambda_min,rank1_share,eig_gap,ratio_dir,p_placebo,prop_LR,prop_p_chi2,prop_p_boot,sys_min_rel_gap
pre_covid,4,4,7,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,4,4,7,ok,0.9951285164878921,NA,intensidade_z,permute,FALSE,26,51,12.3630058426568,4.25023782756936,24.72813260135754,-1.9122545840521012,0.7128293219022558,5.1377340468235815,4.427048767248624,0.001998001998001998,18.96993930126429,0.025449711156749398,0.11377245508982035,0.3541169244625948
pre_covid,4,4,7,ok,0.9951285164878921,NA,volatilidade_juros,permute,TRUE,19,58,6.893618430251079,2.177489644055458,18.645176436316603,-0.646048966336624,0.6553815703618947,2.7973568067865413,2.275841420191399,0.15084915084915085,11.51709020254476,0.24192172431968334,0.5209580838323353,0.3282868296826978
pre_covid,4,4,7,ok,0.9951285164878921,2018-05-01,quebra_livre,rotate,TRUE,20,57,8.118431063881262,1.3447310207400471,22.590218182488975,-2.4393395549119634,0.6353763522330048,5.21936524706458,2.5127675241789627,9.99000999000999e-4,23.30237301750415,0.005551785524371336,0.07385229540918163,0.17249704034461855
pre_covid,4,4,8,ok,0.9974961525946315,NA,calendario,permute,TRUE,50,26,6.917141886663293,3.4978758406654498,12.84496920182678,-1.2750115540801226,0.7984083436550575,21.75953069926108,3.45691563468233,0.01898101898101898,20.910819442144412,0.013052335137900389,0.1217564870259481,0.20380954832112055
pre_covid,4,4,8,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,4,4,8,ok,0.9974961525946315,NA,intensidade_z,permute,FALSE,25,51,11.573906180899744,2.977426261072389,24.242347184571845,-1.877713690047987,0.7341124353493477,6.7486018527440566,4.0955856428492154,0.004995004995004995,17.139021200682972,0.04658290845105119,0.18363273453093812,0.35536327212661195
pre_covid,4,4,8,ok,0.9974961525946315,NA,volatilidade_juros,permute,TRUE,19,57,6.3425955655982165,1.0937237264297728,17.597793060762022,-0.6397827121507642,0.6677732905532059,3.007059906701733,2.2074841241889542,0.17282717282717283,11.847082676505362,0.22206799973445798,0.500998003992016,0.4198642702253072
pre_covid,4,4,8,ok,0.9974961525946315,2018-05-01,quebra_livre,rotate,TRUE,20,56,7.559126281595383,1.3324837170782495,19.289473354525725,-1.9934008500897245,0.6409064626123645,6.006698142630781,2.4231525401693528,0.016983016983016984,19.872698051315833,0.018714489940975108,0.11377245508982035,0.13888780955248722
pre_covid,7,4,4,ok,0.9782031387696105,NA,calendario,permute,TRUE,53,27,0.8471751139446693,0.5040733106028711,1.8348988090324911,-0.1652571606985514,0.5518363947780712,1.9382341089168116,2.8923115124056675,0.2987012987012987,7.994850352926495,0.534665261950583,0.6487025948103793,0.22398926818584047
