q,variable,h,point,lo68,hi68,lo90,hi90
5,yield_5y,11,0.0048310179224204585,0.00332384288812087,0.011100208367580803,0.0015219192435023511,0.015433231422607526
5,yield_5y,12,0.003941215995882179,0.0026689539514231377,0.010757978790379543,0.0010217669315429954,0.015151766094895106
5,yield_5y,13,0.0030863310122097205,0.0020284977978909423,0.010140670002001459,3.783342457755531e-4,0.014732201790144268
5,yield_5y,14,0.0022478886284818035,0.0014618307030277583,0.009500428745939246,-4.40975300200494e-4,0.014536065726258984
5,yield_5y,15,0.0014434546356959959,6.662924530002632e-4,0.009028404659945666,-0.0010804392866452697,0.014222030823525328
5,yield_5y,16,6.824782627796802e-4,8.989951030362937e-6,0.008499693435593992,-0.0017566230860712533,0.013405899713926556
5,yield_5y,17,-3.82537418824598e-5,-5.584834731278155e-4,0.007915152936841374,-0.0025297831626352107,0.012881961492499249
5,yield_5y,18,-7.196691330371741e-4,-0.0012654194907624507,0.007277889025625818,-0.0032896769753069212,0.012360604126819793
5,yield_5y,19,-0.0013563759014463966,-0.0017784521018994297,0.006639187842292222,-0.0039497645620310395,0.011535773319640872
5,yield_5y,20,-0.0019480461639689076,-0.0023074809488376666,0.006015576185895108,-0.004577933168304294,0.010785793177638033
5,yield_5y,21,-0.002496476997226036,-0.0028740781865514648,0.005304663188304764,-0.005124947769451936,0.01034430034408192
5,yield_5y,22,-0.0029992608090180168,-0.003460451486000462,0.004702295306191507,-0.0055389726538344,0.009496739608736048
5,yield_5y,23,-0.003455355693036844,-0.003971383910654356,0.004107686708681066,-0.005981528047917623,0.008553987144059479
5,yield_5y,24,-0.003865651409128897,-0.0045043531365826376,0.003634398629462565,-0.006551036107790212,0.008020497293501858
5,yield_5y,25,-0.0042294422780677285,-0.00487983027312058,0.003038936284127207,-0.006957524872186328,0.007437959735526814
5,yield_5y,26,-0.004546368704904275,-0.005252570513695913,0.002615441752509377,-0.007384860414299325,0.006730547458733895
5,yield_5y,27,-0.004817253299375912,-0.005600238851623893,0.0023390512134852767,-0.007709938560306412,0.006218172297621984
5,yield_5y,28,-0.0050426616684420686,-0.005799896393427067,0.0019481892621960584,-0.008057046505382697,0.0056958693096992846
5,yield_5y,29,-0.005223350245030373,-0.005944898833157441,0.0014553876554871316,-0.00841059093170694,0.005207488875514177
5,yield_5y,30,-0.005360714563574044,-0.006128335293422919,0.0011225210883923189,-0.008676546002527775,0.005059173246618507
5,yield_5y,31,-0.0054563196397308675,-0.006264198213794605,8.089425095462441e-4,-0.008884591660382708,0.004752887653891093
5,yield_5y,32,-0.005511911410796809,-0.006356891932645639,5.76863754860124e-4,-0.009140644831196271,0.004473991662114909
5,yield_5y,33,-0.005529566309088134,-0.006360366575755279,4.154098668182995e-4,-0.00916877050365375,0.003963916653065149
5,yield_5y,34,-0.0055115533539385475,-0.006388080690939688,2.760501256103037e-4,-0.009253296041040401,0.0038015867416357
5,yield_5y,35,-0.005460274400253031,-0.0063604969464193094,1.480079719452362e-4,-0.009398907289477527,0.0034896204815681765
5,yield_5y,36,-0.005378281193975446,-0.006363730416053014,1.0972557348397978e-4,-0.00956451361011175,0.003166088184436132
5,yield_5y,37,-0.005268226876008099,-0.006305496352247622,0.00018314449623291866,-0.00955667732536233,0.0030644184667192697
5,yield_5y,38,-0.0051328172447986644,-0.006224585224457058,1.7132029827673716e-4,-0.009547264221427149,0.0031567567208022887
5,yield_5y,39,-0.004974790223941529,-0.0061994459866633565,2.617688562678627e-4,-0.009502522558709404,0.0029301930084214226
5,yield_5y,40,-0.004796889163936429,-0.006180578097709015,3.1752207002470775e-4,-0.009452683445966413,0.0030255700891964605
5,yield_5y,41,-0.004601831172453155,-0.006073921387648054,4.296625976469209e-4,-0.00905152241129377,0.003089669983005326
5,yield_5y,42,-0.004392284220062144,-0.0059931550332906,6.280348145533538e-4,-0.008883241964248627,0.003140604481365723
5,yield_5y,43,-0.004170848536776768,-0.005773050054806627,7.697430239212695e-4,-0.008900944858157267,0.002973215813107383
5,yield_5y,44,-0.003940036985139835,-0.005635925879792168,9.243591511035559e-4,-0.008649730169603527,0.0030980058236416788
5,yield_5y,45,-0.003702258532955869,-0.0054944979408974755,9.934753120044327e-4,-0.008552044310068056,0.0031092684049106433
5,yield_5y,46,-0.003459805808889499,-0.005314767231734513,0.0011514571773549537,-0.008522190859431351,0.00322109116879734
5,yield_5y,47,-0.003214843745265653,-0.005157063213649428,0.0013280653236080102,-0.008309940487775136,0.003325472776282156
5,yield_5y,48,-0.002969399997748486,-0.005049525397720477,0.0015304329066286385,-0.008040328717156835,0.003448676065120399
5,cambio_usd,0,0.15385505120831833,0.11342947845549267,0.1877512434952768,0.09490752244322509,0.2166332331650578
5,cambio_usd,1,0.16310072804933617,0.11850977560105788,0.21847252821047,0.08512711676558778,0.2573779334587863
5,cambio_usd,2,0.13194898839500258,0.0844769181218616,0.1969616089844254,0.04551857723736264,0.238193718266346
5,cambio_usd,3,0.13763004744550292,0.08700851634218273,0.19692510509605876,0.041743006397827964,0.24067212163395107
5,cambio_usd,4,0.1265521149429126,0.07096346882670018,0.1945990243764661,0.024980232510246392,0.23827759904548484
5,cambio_usd,5,0.09235065681310324,0.03791870019430703,0.1643227835392559,-0.00993289584243237,0.21289573785270433
5,cambio_usd,6,0.07625946770078883,0.020433378638773037,0.15774835738956222,-0.023755098325351054,0.2027287565375148
5,cambio_usd,7,0.05842612242633994,0.005474403330589055,0.14727870658261677,-0.04139856202008578,0.19052975801323263
5,cambio_usd,8,0.031900773375332946,-0.016662405404388195,0.13069024543480973,-0.06140963336033124,0.1801666794158518
5,cambio_usd,9,0.01166815591747475,-0.029948018206005924,0.11433122063465423,-0.078239407176105,0.16566461505919852
5,cambio_usd,10,-0.005985599792726855,-0.04603777596517297,0.10097574029304787,-0.092787940406292,0.1523151974231965
5,cambio_usd,11,-0.024601960743082713,-0.05813041328913802,0.09054481692203094,-0.11057419248071763,0.13551412855166556
5,cambio_usd,12,-0.03972559888860237,-0.07166877937157483,0.079472419423408,-0.1252420701721443,0.12423774566768483
5,cambio_usd,13,-0.052247091919894365,-0.08299293009575556,0.06652332655334285,-0.13705688371971836,0.11327120713165355
5,cambio_usd,14,-0.06354360298729732,-0.09427730717781405,0.05489613564241025,-0.14877915895429072,0.10053959947285501
5,cambio_usd,15,-0.07269513775338311,-0.1008027484463691,0.044051891316862844,-0.15563696162350654,0.08927700890901039
5,cambio_usd,16,-0.07990690686853183,-0.10924769962050103,0.03466403475008778,-0.16471379139354225,0.07958584214535634
5,cambio_usd,17,-0.08571608308404459,-0.11916396381935584,0.026541154742396413,-0.170495826177954,0.07097884822410924
5,cambio_usd,18,-0.090080490733415,-0.12300287239252478,0.01985104442065156,-0.17722618718487163,0.05939478417164079
5,cambio_usd,19,-0.09308781181095764,-0.12930402982737071,0.011885935545973482,-0.1835330887001072,0.05416707142059407
5,cambio_usd,20,-0.0949655819537851,-0.13093507318287942,0.007125093546466666,-0.18623419708189434,0.049804881559343844
5,cambio_usd,21,-0.0958271815886579,-0.13290914925572148,0.0018951022176875772,-0.19263038371490004,0.042616425716244286
5,cambio_usd,22,-0.09574595753668277,-0.1335943528829601,-0.0028970149855477327,-0.19052534849228545,0.0409458001007758
5,cambio_usd,23,-0.09482868487126309,-0.1350456304928953,-0.006243443903761538,-0.19099067039084724,0.037241156213537054
5,cambio_usd,24,-0.09317888890086129,-0.13504681734477803,-0.007355114621683966,-0.1906765480169048,0.033049142663190666
5,cambio_usd,25,-0.09086573977458186,-0.13569861924050564,-0.009206245888198916,-0.19143867411235377,0.03159193818040934
5,cambio_usd,26,-0.08795884309961295,-0.1351291983499205,-0.009515705879647715,-0.19051935706198697,0.031041881700775292
5,cambio_usd,27,-0.08453847999292087,-0.13320754752226385,-0.009071311282310156,-0.18700207848711778,0.03135408529407389
5,cambio_usd,28,-0.08067093931075542,-0.1301003091144028,-0.009940065158678598,-0.186478535554774,0.031588916645728465
5,cambio_usd,29,-0.07641744881614104,-0.12631802578449874,-0.007443684615672546,-0.1819244252325977,0.031031952370114774
5,cambio_usd,30,-0.07184457976201496,-0.12266358729916045,-0.0071929079144713096,-0.17862060483650202,0.03143050094234412
5,cambio_usd,31,-0.06701402032881855,-0.11882902199865449,-0.004743718279320632,-0.17277970903474435,0.03501584799679917
5,cambio_usd,32,-0.061982957986518726,-0.11727099301943315,-0.001025914888505872,-0.16706909677778378,0.036721452293910974
5,cambio_usd,33,-0.05680882203112719,-0.11354657385737062,0.0024674255896429626,-0.16373054213195568,0.03877317519365777
5,cambio_usd,34,-0.05154602560357203,-0.10931597379836294,0.00464509050478889,-0.15617960451973348,0.04240467101315238
5,cambio_usd,35,-0.04624498725436509,-0.10678137071380678,0.008697790073779311,-0.15342551196073456,0.04405226710347669
5,cambio_usd,36,-0.040953624578522134,-0.10228606405436165,0.011545997184506942,-0.14845211962769841,0.04906127238887232
5,cambio_usd,37,-0.03571648568753217,-0.09861454966451134,0.01619311508843116,-0.14515772908000585,0.051342078647099346
5,cambio_usd,38,-0.03057411722245814,-0.09360381322857772,0.022406307165440367,-0.14000893938448938,0.052285743949368545
5,cambio_usd,39,-0.025563421200786456,-0.08828855285302167,0.026206671689473507,-0.13443118327835402,0.05719306670175442
5,cambio_usd,40,-0.020717507430153215,-0.0828522333193115,0.02921633726952944,-0.1280029657217253,0.060483681804390975
5,cambio_usd,41,-0.0160654855584658,-0.07946254795223341,0.03372555554700751,-0.12446838762790369,0.06716158467973722
5,cambio_usd,42,-0.01163258453113383,-0.07540796496125549,0.03832321715756751,-0.12296720628382106,0.07343640835636327
5,cambio_usd,43,-0.007440234972729189,-0.07258092972961036,0.04214049248971797,-0.11964742766728338,0.0777477995941134
5,cambio_usd,44,-0.0035061124618585705,-0.07015792708240949,0.044313107989216664,-0.1172981320476448,0.08221977653234581
5,cambio_usd,45,1.5572506976401382e-4,-0.06754035248718315,0.04781885426991036,-0.10988095863499077,0.08467689597199404
5,cambio_usd,46,0.0035346646443164425,-0.06311922621904177,0.05142849922688024,-0.10415179336312677,0.08888964609356714
5,cambio_usd,47,0.006623373488523188,-0.05787357571205558,0.05521783631637145,-0.10216525219537921,0.09701804196841284
5,cambio_usd,48,0.009417611284939831,-0.05403761262786977,0.059010981086103406,-0.09952563390804946,0.1025990704500626
5,cds_5y,0,30.704019331000183,24.052595950252254,38.65153839520801,19.19525689922196,46.18594228890527
5,cds_5y,1,31.836276182779113,22.429737710403984,42.08635461574703,16.78880436984536,49.00289252601633
5,cds_5y,2,22.91142201731871,13.763474125112783,33.20005922870909,8.714362721177583,41.12808950126217
5,cds_5y,3,30.584546587253822,19.57584760118674,39.21097966963114,13.442726822797551,46.84924417617402
5,cds_5y,4,29.971820012060217,18.40901063831094,38.474923005538805,12.396818207522195,46.4264344811088
5,cds_5y,5,24.267861203615464,13.370773571493661,33.57229272115199,6.737464557256711,40.83495175053936
5,cds_5y,6,23.533517249416555,13.130881081449594,33.757636995107944,6.916212264605264,40.96095905146943
5,cds_5y,7,21.29527214992363,12.024171151261507,33.06322135835202,6.40961499376231,41.57602151268196
5,cds_5y,8,17.06370129056539,9.034877426530187,31.3416346716295,3.6826051772439263,40.49353079302769
5,cds_5y,9,14.138722399252465,7.588941258399999,30.39771385159638,3.029460899944507,39.18783059116487
5,cds_5y,10,11.352268192918997,5.916783150578359,29.1431155169179,1.0438647503347094,37.85964690243226
5,cds_5y,11,8.202770110731333,3.92361444534253,27.09377493628119,-1.271714099079706,36.44992513131014
5,cds_5y,12,5.525327795314586,1.807087347447528,25.059165391262304,-2.9389235274998255,35.2232086948427
5,cds_5y,13,3.1325767677916896,0.1743549589991722,23.268480544551043,-5.364438756317837,33.42111238339606
5,cds_5y,14,0.8436031636919511,-1.2894790704241412,21.51299339751205,-7.69078050733141,32.33920281738443
5,cds_5y,15,-1.2072177893837945,-2.8839790193114303,19.955194568676923,-9.870442615341052,30.96624278494599
5,cds_5y,16,-3.028076597846253,-4.639719013571256,18.02320951645109,-11.716634658523848,29.45595972728794
5,cds_5y,17,-4.67830829585917,-6.3777327742063274,16.4859825256118,-13.320064860830932,27.187783897141173
5,cds_5y,18,-6.162684957649874,-7.739023053649328,14.678176241371244,-14.93845908707354,25.02624976653754
5,cds_5y,19,-7.472852804939045,-9.338485860512105,13.008306543689592,-16.566719621063218,23.526037655941643
5,cds_5y,20,-8.627855085395888,-10.856613327094054,11.483053368496222,-18.81228984659201,22.072516957606176
5,cds_5y,21,-9.645716942265661,-12.039252048554415,9.736538040287634,-20.616340458981217,20.382139707445603
5,cds_5y,22,-10.523134925183742,-13.258205340854797,8.214927971168677,-21.594195593879064,18.431682600660373
5,cds_5y,23,-11.264987034977983,-14.281339074993939,7.002202037567251,-22.391794297117457,16.94093487079207
5,cds_5y,24,-11.88319660297698,-15.16794248058565,5.98042221638606,-23.451365313166846,15.757302823626288
5,cds_5y,25,-12.379203196291863,-15.796676342857484,4.727691110605119,-24.397987979089216,14.950276654923567
5,cds_5y,26,-12.755744883307086,-16.315782521980694,3.8914757868171748,-25.111268594950747,13.678674366073933
5,cds_5y,27,-13.020641298882392,-16.93615631460377,2.9168831323085467,-25.548608278273594,12.155210662087072
5,cds_5y,28,-13.17851306419409,-17.55288962678,2.083832172505765,-25.035884560741646,10.959307821527227
5,cds_5y,29,-13.233883372510123,-17.912984570048664,1.3340412294574115,-26.17944459547828,10.592918564695616
5,cds_5y,30,-13.19373095173886,-17.868140095019903,0.6329029768314496,-26.390544525983035,9.777302318658949
5,cds_5y,31,-13.064590448444239,-18.243581360304933,0.6210681445871652,-26.360506410858275,8.802649345513897
5,cds_5y,32,-12.85288943646579,-18.052710576359186,0.3131164416584668,-26.686200056537857,7.934701363867149
5,cds_5y,33,-12.565979622471236,-18.38581797165661,0.07279056711416705,-27.188517784938995,7.3721928416207065
5,cds_5y,34,-12.211309047184441,-18.42581739965853,0.14458124573920156,-27.368385468860904,7.350394007969135
5,cds_5y,35,-11.79623903475913,-18.170343473361175,0.11342318505373278,-26.972790981280028,6.787529340632257
5,cds_5y,36,-11.328313732065743,-18.006220232418404,0.24859100144506263,-26.0187036997409,6.784483705639143
5,cds_5y,37,-10.815046793090993,-17.690806212044606,0.33512874669588993,-25.546628883386756,6.089248712701991
5,cds_5y,38,-10.263762284906848,-17.469963187505357,0.4778914276678786,-25.054632144807492,5.908380897652464
5,cds_5y,39,-9.681613850255793,-17.00589849967086,0.6913519406290636,-25.084548560828058,6.0088331399763195
5,cds_5y,40,-9.075523859491648,-16.478763199600895,1.1015629406102612,-25.0359873013124,5.748748053449757
5,cds_5y,41,-8.452100372604576,-15.8393020788645,1.5750857969028966,-24.955324806524807,5.940767078773321
5,cds_5y,42,-7.817608897770042,-15.54848483540966,2.215555578899086,-24.77478717240007,6.1899773095708595
5,cds_5y,43,-7.177949880563739,-15.165369441662202,2.581645312211727,-23.92761487171971,7.027174609824762
5,cds_5y,44,-6.538623832873826,-14.967827484283488,3.2104799582424026,-22.969334599593267,7.541736171544968
5,cds_5y,45,-5.904710991459752,-14.37702291326495,3.5964470606951044,-22.54474793415702,8.33138695774706
