window_cell,q,variable,h,point,lo68,hi68,lo90,hi90,set_type68,set_type90
cheia_p4,3,ibc_br,10,-0.8503163274709215,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,10,2.64152795490273,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,10,62.565395664186255,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,10,0.34522633735458286,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,11,0.42321016427881425,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,11,0.005828845081102425,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,11,0.012945988387324697,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,11,-0.7044235718854155,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,11,2.588746519955528,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,11,59.58666210614686,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,11,0.32171420130618245,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,12,0.38972495097581167,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,12,0.007117178420737993,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,12,0.013629483129642803,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,12,-0.636220985798702,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,12,2.6135477998841163,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,12,57.492929807226886,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,12,0.28803191802401207,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,13,0.35678032282075295,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,13,0.00828167524769921,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,13,0.014199633820846852,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,13,-0.5881890131002183,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,13,2.6223682435383115,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,13,55.42872262557472,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,13,0.2552820448904339,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,14,0.3213473019517626,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,14,0.009271077693790639,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,14,0.014546935795909096,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,14,-0.5330941810159552,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,14,2.7282547670462183,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,14,52.56582498489654,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,14,0.22357742480885495,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,15,0.28658363736535963,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,15,0.010076628518702654,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,15,0.014706542524222906,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,15,-0.5020944714913579,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,15,2.86653309353813,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,15,49.56401200550409,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,15,0.18970999720240359,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,16,0.25277060877901764,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,16,0.01066903587214359,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,16,0.014666564712524569,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,16,-0.4908100034140373,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,16,2.965848014919275,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,16,46.495796410530936,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,16,0.1549377956710879,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,17,0.2183989915038177,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,17,0.01103299752696374,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,17,0.014381496717809358,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,17,-0.4829696564763888,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,17,3.100952368187469,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,17,42.91602623070121,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,17,0.11959136341487306,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,18,0.18452004029052357,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,18,0.011176025951268084,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,18,0.013877966599203748,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,18,-0.48215419602505805,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,18,3.22655663932601,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,18,39.05102439220354,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,18,0.08286263203205783,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,19,0.1518467734492707,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,19,0.011105409953561908,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,19,0.013179324153376111,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,19,-0.4918356961123801,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,19,3.308115052219519,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,19,35.07963727904305,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,19,0.04508713011813881,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,20,0.12004642214220056,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,20,0.010827712048052596,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,20,0.012286354937015171,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,20,-0.5057115879028802,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,20,3.3677785279849144,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,20,30.893362245288824,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,20,0.006759335511861789,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,21,0.08939165405402606,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,21,0.010359320072687948,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,21,0.011219979911018488,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,21,-0.5227047157372854,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,21,3.400489046703492,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,21,26.549930949581118,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,21,-0.03228332484436415,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,22,0.06030190480268881,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,22,0.009718424542665294,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,22,0.010008663704985628,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,22,-0.5438390024275561,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,22,3.386948558407049,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,22,22.17168789462568,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,22,-0.07159026446860059,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,23,0.03278556320852405,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,23,0.008921869309956405,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,23,0.008670690144725579,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,23,-0.5672079777790716,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,23,3.331514445017879,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,23,17.771134565056936,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,23,-0.1106438015200526,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,24,0.006911596993646157,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,24,0.00798901192455713,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,24,0.007226673556634206,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,24,-0.5916496236829901,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,24,3.2391326250042765,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,24,13.374441591942826,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,24,-0.14924948000579605,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,25,-0.0171429464135644,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,25,0.006940030046053297,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,25,0.0057014744454641966,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,25,-0.6170614112823436,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,25,3.1037791120235045,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,25,9.049172010528563,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,25,-0.18705811461760996,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,26,-0.039340469686535505,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,26,0.0057940103199386325,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,26,0.0041160051446803075,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,26,-0.6427502793755033,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,26,2.9271240226939486,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,26,4.828614689661763,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,26,-0.22365202867889658,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,27,-0.05967277596258597,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,27,0.004569768579321668,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,27,0.002489534792239565,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,27,-0.6680257202366174,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,27,2.7143420330906673,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,27,0.7353279785459539,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,27,-0.2587695637028767,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,28,-0.07809605825346483,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,28,0.003285766845295962,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,28,8.418835050754646e-4,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,28,-0.6926482706206518,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,28,2.4668567908355987,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,28,-3.1951190279254233,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,28,-0.29217283869698996,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,29,-0.0946118365299058,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,29,0.0019592660655685344,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,29,-8.09097557073339e-4,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,29,-0.7162740401105443,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,29,2.187374929276315,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,29,-6.937008742984285,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,29,-0.32359510643817607,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,30,-0.10925079889425454,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,30,0.00060642937900184555,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,30,-0.0024475980948765797,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,30,-0.7385426184128671,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,30,1.8806836826159277,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,30,-10.473960735276098,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,30,-0.35284394872337715,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,31,-0.12203833066073234,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,31,-7.57583608478472e-4,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,31,-0.004058799573532556,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,31,-0.7592779595682386,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,31,1.5506823164584627,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,31,-13.788233981892882,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,31,-0.3797789430826623,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,32,-0.1330160937042631,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,32,-0.002118886374945642,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,32,-0.005629422670951852,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,32,-0.7783085630047353,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,32,1.2010925631142504,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,32,-16.865876258234163,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,32,-0.40426960671935486,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,33,-0.1422438716261401,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,33,-0.0034648653530214004,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,33,-0.007147956630030402,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,33,-0.7954585580377084,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,33,0.8363560173741725,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,33,-19.69873266544664,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,33,-0.42622438210144703,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,34,-0.1497843686691255,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,34,-0.0047840949272442874,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,34,-0.00860423371643462,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,34,-0.8106305968867547,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,34,0.46066288074344214,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,34,-22.280362513778627,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,34,-0.44559343273994345,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,35,-0.15570718408250314,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,35,-0.006066377715014369,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,35,-0.009989455946268632,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,35,-0.8237553075415257,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,35,0.07786586351985,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,35,-24.60665611973051,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,35,-0.4623492227430004,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,36,-0.16009140732453048,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,36,-0.007302727013264464,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,36,-0.011296270632760322,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,36,-0.8347660231193055,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,36,-0.3081457862001269,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,36,-26.67694095545582,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,36,-0.4764892639309289,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,37,-0.16301962682403973,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,37,-0.008485291617028379,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,37,-0.01251858317270393,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,37,-0.8436314110825924,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,37,-0.693695581352348,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,37,-28.492537619740602,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,37,-0.48803903874366394,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,38,-0.16457739430971025,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,38,-0.009607320070502688,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,38,-0.01365147211152991,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,38,-0.8503453532815546,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,38,-1.0754430893544837,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,38,-30.056450950347518,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,38,-0.4970440652652511,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,39,-0.16485433858093756,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,39,-0.010663118925145555,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,39,-0.014691170111046243,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,39,-0.8549098951471201,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,39,-1.4502610715173025,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,39,-31.373740430734447,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,39,-0.5035672440029987,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,40,-0.16394191747033224,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,40,-0.01164798481122066,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,40,-0.015634956635924874,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,40,-0.8573447733658823,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,40,-1.8152798512525496,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,40,-32.45100445893642,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,40,-0.5076889480403102,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,41,-0.16193225097226552,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,41,-0.012558147475148834,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,41,-0.016481063905066328,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,41,-0.8576874248530135,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,41,-2.1679499236676674,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,41,-33.29601910497311,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,41,-0.5095034502228983,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,42,-0.15891824745463054,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,42,-0.013390716739979167,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,42,-0.017228621595729604,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,42,-0.855984945257799,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,42,-2.50600048508764,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,42,-33.917770568283835,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,42,-0.5091161812303591,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,43,-0.15499268553960455,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,43,-0.014143620655259608,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,43,-0.01787757779115712,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,43,-0.8522951415879598,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,43,-2.82743400730752,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,43,-34.32623688741787,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,43,-0.5066425800468602,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,44,-0.15024732280490843,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,44,-0.014815546353847533,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,44,-0.018428617284231202,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,44,-0.8466874108357877,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,44,-3.1305446247100015,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,44,-34.53213171417429,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,44,-0.5022060429330647,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,45,-0.14477263674093657,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,45,-0.015405885101467783,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,45,-0.018883098163344766,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,45,-0.8392394298421393,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,45,-3.41389906285888,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,45,-34.54682092937764,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,45,-0.495935874868348,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,46,-0.1386573501734278,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,46,-0.015914675789103848,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,46,-0.01924298563037323,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,46,-0.8300361458850892,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,46,-3.676320237792817,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,46,-34.382195643099514,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,46,-0.48796597285851717,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,47,-0.13198786379578764,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,47,-0.016342549558252747,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,47,-0.019510783688389072,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,47,-0.8191698150419723,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,47,-3.9168838743553973,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,47,-34.05050600808862,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,47,-0.4784334128900681,NA,NA,NA,NA,NA,NA
cheia_p4,3,cambio_usd,48,-0.1248479429738758,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_6m,48,-0.01669067740984801,NA,NA,NA,NA,NA,NA
cheia_p4,3,yield_2y,48,-0.019689474910521223,NA,NA,NA,NA,NA,NA
cheia_p4,3,ibc_br,48,-0.8067384944628914,NA,NA,NA,NA,NA,NA
cheia_p4,3,asset_ibov,48,-4.1349038874887185,NA,NA,NA,NA,NA,NA
cheia_p4,3,cds_5y,48,-33.564259018831834,NA,NA,NA,NA,NA,NA
cheia_p4,3,price_ipca,48,-0.46747700333420705,NA,NA,NA,NA,NA,NA
cheia_p4,2,cambio_usd,0,0.45285606953434,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_6m,0,0.005,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_2y,0,0.015037260079097595,NA,NA,NA,NA,NA,NA
cheia_p4,2,ibc_br,0,-2.5685759907040215,NA,NA,NA,NA,NA,NA
cheia_p4,2,asset_ibov,0,-23.414293124555343,NA,NA,NA,NA,NA,NA
cheia_p4,2,cds_5y,0,118.92188324842856,NA,NA,NA,NA,NA,NA
cheia_p4,2,price_ipca,0,0.10850229366275803,NA,NA,NA,NA,NA,NA
cheia_p4,2,cambio_usd,1,0.7327703455077077,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_6m,1,0.007051422426253955,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_2y,1,0.01857344265896012,NA,NA,NA,NA,NA,NA
cheia_p4,2,ibc_br,1,-4.024298868921617,NA,NA,NA,NA,NA,NA
cheia_p4,2,asset_ibov,1,-5.362547124436175,NA,NA,NA,NA,NA,NA
cheia_p4,2,cds_5y,1,132.68936709846392,NA,NA,NA,NA,NA,NA
cheia_p4,2,price_ipca,1,-0.02318444681471395,NA,NA,NA,NA,NA,NA
cheia_p4,2,cambio_usd,2,0.7627516325118533,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_6m,2,0.00599319037808287,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_2y,2,0.016867001056119716,NA,NA,NA,NA,NA,NA
cheia_p4,2,ibc_br,2,-3.4210826471350946,NA,NA,NA,NA,NA,NA
cheia_p4,2,asset_ibov,2,5.35839623525408,NA,NA,NA,NA,NA,NA
cheia_p4,2,cds_5y,2,111.38249151668077,NA,NA,NA,NA,NA,NA
cheia_p4,2,price_ipca,2,0.042636717501564815,NA,NA,NA,NA,NA,NA
cheia_p4,2,cambio_usd,3,0.7571668080619958,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_6m,3,0.005093817208796765,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_2y,3,0.01624010201217268,NA,NA,NA,NA,NA,NA
cheia_p4,2,ibc_br,3,-2.9884175158423654,NA,NA,NA,NA,NA,NA
cheia_p4,2,asset_ibov,3,5.880743369612692,NA,NA,NA,NA,NA,NA
cheia_p4,2,cds_5y,3,105.72541010494314,NA,NA,NA,NA,NA,NA
cheia_p4,2,price_ipca,3,0.17060057732309747,NA,NA,NA,NA,NA,NA
cheia_p4,2,cambio_usd,4,0.7022322087460455,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_6m,4,0.0033832910848925002,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_2y,4,0.015010957971714532,NA,NA,NA,NA,NA,NA
cheia_p4,2,ibc_br,4,-2.115405526702538,NA,NA,NA,NA,NA,NA
cheia_p4,2,asset_ibov,4,2.643068177098098,NA,NA,NA,NA,NA,NA
cheia_p4,2,cds_5y,4,97.25420676910852,NA,NA,NA,NA,NA,NA
cheia_p4,2,price_ipca,4,0.44757625787363287,NA,NA,NA,NA,NA,NA
cheia_p4,2,cambio_usd,5,0.6403744643696728,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_6m,5,0.0026678190163897477,NA,NA,NA,NA,NA,NA
cheia_p4,2,yield_2y,5,0.013320890614451802,NA,NA,NA,NA,NA,NA
cheia_p4,2,ibc_br,5,-1.760822658073383,NA,NA,NA,NA,NA,NA
cheia_p4,2,asset_ibov,5,4.216447595650082,NA,NA,NA,NA,NA,NA
cheia_p4,2,cds_5y,5,84.1436655968427,NA,NA,NA,NA,NA,NA
cheia_p4,2,price_ipca,5,0.49525931218127606,NA,NA,NA,NA,NA,NA
