r,q,p,variable,h,point,lo68,hi68,lo90,hi90,cell
4,4,4,yield_6m,0,0.005,0.005,0.005,0.005,0.005,q=4
4,4,4,yield_6m,1,0.006088467301406979,0.00535198034206333,0.00666121608268455,0.00492793643738569,0.00709941739035885,q=4
4,4,4,yield_6m,2,0.006759142628097832,0.00553028553361569,0.00775862024628909,0.00484958933876783,0.00847126992979471,q=4
4,4,4,yield_6m,3,0.007308233317511989,0.00585155741633609,0.00878031552637768,0.00495102076212653,0.00983954839802611,q=4
4,4,4,yield_6m,4,0.007377255789568813,0.0057366631344723,0.00930565569972697,0.00463398773543094,0.01065212887268849,q=4
4,4,4,yield_6m,5,0.007304323214397644,0.00543143176309698,0.00967561892262816,0.00427321229559936,0.01133048026210496,q=4
4,4,4,yield_6m,6,0.007324161237945722,0.00537402734528802,0.01008603369067185,0.00416390683946757,0.01198209595137553,q=4
4,4,4,yield_6m,7,0.007122783544216527,0.0051703909959964,0.01027264157844458,0.0038225015077787,0.01237099505763565,q=4
4,4,4,yield_6m,8,0.006819024273522088,0.00482278853324369,0.01024634950567855,0.00339151243734687,0.01235163241311412,q=4
4,4,4,yield_6m,9,0.00652326805702717,0.0045605626724112,0.01016637405300474,0.00312912159736467,0.01241101448466447,q=4
4,4,4,yield_6m,10,0.006165201174534924,0.00426180184765888,0.00998285113263669,0.00275632860199757,0.01242113267598247,q=4
4,4,4,yield_6m,11,0.00574455086850179,0.00374595931789894,0.00975190896032598,0.00224295952628335,0.01250232925264065,q=4
4,4,4,yield_6m,12,0.005313988938148915,0.00343192187168104,0.00941804291545633,0.00179444804310643,0.01227924831712236,q=4
4,4,4,yield_6m,13,0.004862947560849709,0.00289211998108563,0.00908419161918954,0.00143938842714396,0.0120921359525223,q=4
4,4,4,yield_6m,14,0.004385374359741009,0.00254797743531306,0.00874942907408361,9.374644336846144e-4,0.01162191114989523,q=4
4,4,4,yield_6m,15,0.003900364636286217,0.00204859071511217,0.0083527680424596,5.067346756694658e-4,0.01110891309081153,q=4
4,4,4,yield_6m,16,0.003411923543218679,0.0016399474136693,0.00792424452296378,1.242075482287454e-4,0.01054684924883385,q=4
4,4,4,yield_6m,17,0.002918633221762729,0.00120022068462702,0.00751021186767742,-4.006675210934456e-4,0.01005530093786495,q=4
4,4,4,yield_6m,18,0.002427582533493202,6.517935857240657e-4,0.0070611234690835,-8.56607876445998e-4,0.00975181896668858,q=4
4,4,4,yield_6m,19,0.0019435761985902506,2.268529855598901e-4,0.00654305878917783,-0.00139157739139373,0.00900396668418072,q=4
4,4,4,yield_6m,20,0.001468069091654241,-2.0690109418613643e-4,0.00602484734219078,-0.00180797667315607,0.00869562775045564,q=4
4,4,4,yield_6m,21,0.0010044956725023546,-6.101266107447339e-4,0.00554588595117046,-0.00227047337729708,0.00838729245553917,q=4
4,4,4,yield_6m,22,5.562739176830007e-4,-0.00102721368047977,0.00510897107483721,-0.00270889123326587,0.00799140394923885,q=4
4,4,4,yield_6m,23,1.2539092955933913e-4,-0.00147935281464048,0.00478245717092102,-0.00317076424104113,0.00751528533701311,q=4
4,4,4,yield_6m,24,-2.860247741439975e-4,-0.00189167903370671,0.004363066896195,-0.00347953973654149,0.00672889104035832,q=4
4,4,4,yield_6m,25,-6.758237850843766e-4,-0.00224318384366057,0.00399922033604371,-0.00386618648790171,0.00638099021239734,q=4
4,4,4,yield_6m,26,-0.0010424751877084768,-0.00255761602115057,0.0035025896409034,-0.00427104834600597,0.00594328262602602,q=4
4,4,4,yield_6m,27,-0.0013846958228176426,-0.00285979990630839,0.0031925519525444,-0.00453577026103552,0.00548433063802599,q=4
4,4,4,yield_6m,28,-0.001701334086332163,-0.0032002258441174,0.00282080672083158,-0.00476145390260865,0.00500624154400976,q=4
4,4,4,yield_6m,29,-0.00199158072994053,-0.00345696474968071,0.002489830890415,-0.0050645341613324,0.00475678470840879,q=4
4,4,4,yield_6m,30,-0.0022549021430648265,-0.0037022155100978,0.00216619011959695,-0.00528836845999033,0.00442619815034465,q=4
4,4,4,yield_6m,31,-0.002490957696179177,-0.00389858162603883,0.00190949751827233,-0.0055830704141944,0.00406499125797595,q=4
4,4,4,yield_6m,32,-0.002699647504624631,-0.0040743376777426,0.00161150510582408,-0.00595333022396416,0.00384463578326797,q=4
4,4,4,yield_6m,33,-0.0028811014635081833,-0.00421072506925841,0.00134777391304476,-0.00628032171858712,0.00363813016605986,q=4
4,4,4,yield_6m,34,-0.003035635397078233,-0.00444091662295749,0.00105395836844821,-0.00642917981509394,0.00340691192054903,q=4
4,4,4,yield_6m,35,-0.0031637481185723933,-0.00456000639081253,7.381261044405851e-4,-0.00660217396190674,0.0033497280775519,q=4
4,4,4,yield_6m,36,-0.003266112419170334,-0.00468152644803082,5.938748156545653e-4,-0.00666927746513669,0.00319576160628279,q=4
4,4,4,yield_6m,37,-0.003343549566651952,-0.00481201060700664,4.7118143888464015e-4,-0.00678197639929131,0.00307178604621811,q=4
4,4,4,yield_6m,38,-0.0033970140181538706,-0.00492085638669821,3.563674841451596e-4,-0.00694752621007591,0.00288047078340117,q=4
4,4,4,yield_6m,39,-0.0034275805657449855,-0.00499245458652348,3.975283489481236e-4,-0.0069971272618094,0.00277941265501696,q=4
4,4,4,yield_6m,40,-0.003436425860770773,-0.00498037408422232,3.122685297600522e-4,-0.0070328338264681,0.00272462811671218,q=4
4,4,4,yield_6m,41,-0.00342481196642937,-0.00509755530954602,2.4158129683045384e-4,-0.0070147937285273,0.002674756510573,q=4
4,4,4,yield_6m,42,-0.0033940721452108157,-0.00507245759432796,1.6843395690593029e-4,-0.00696882178405047,0.00265563061652134,q=4
4,4,4,yield_6m,43,-0.0033455955341782397,-0.00499703035913791,1.3945673732269212e-4,-0.00704408188681948,0.00247311997886921,q=4
4,4,4,yield_6m,44,-0.00328081239710384,-0.00504533658529689,1.343903668259759e-4,-0.00694070499223726,0.00232458452097164,q=4
4,4,4,yield_6m,45,-0.0032011808048839304,-0.0050037718845582,1.6228122557545137e-4,-0.00676234954997603,0.00232024074463876,q=4
4,4,4,yield_6m,46,-0.003108173703683066,-0.00494340969815865,2.3900758975096324e-4,-0.00661417588333694,0.00225475406754592,q=4
4,4,4,yield_6m,47,-0.003003266594524404,-0.00482606289619052,3.152297247752697e-4,-0.00652519069228553,0.00233161344946991,q=4
4,4,4,yield_6m,48,-0.002887926273067101,-0.00470340062381517,4.022354015672866e-4,-0.00643141076299005,0.00234611751912005,q=4
4,4,4,yield_2y,0,0.0070840085984858955,0.00624511809952361,0.00788860068431997,0.0057900711707655,0.00854819339727917,q=4
