p,variable,h,point,lo68,hi68,lo90,hi90
6,asset_ibov,13,1.875730579532202,0.007064162495153283,2.184829143592522,-0.9124923227694399,3.276168984724858
6,asset_ibov,14,1.9190364555798658,0.18623798057729862,2.327125247778279,-0.716896052150067,3.2193593687511015
6,asset_ibov,15,1.853106150579919,0.11209042511519557,2.2826759324369736,-0.82758814089725,3.204372254198042
6,asset_ibov,16,1.7918418315813522,0.039853991084160025,2.246947166691785,-0.8719126292823518,3.1787738139302024
6,asset_ibov,17,1.7344526141529208,0.048219054254431196,2.217217855423358,-0.8843357179831561,3.146894382546668
6,asset_ibov,18,1.6570452635376578,0.007030177407188544,2.1920124699127017,-0.8860056113299719,3.1598772667347528
6,asset_ibov,19,1.587026864838636,-0.03119033940551126,2.15777359663649,-0.8767755379423139,3.1906094700949112
6,asset_ibov,20,1.5192391647460792,-0.025342217137406826,2.09163473910245,-0.870127935592123,3.175131583742324
6,asset_ibov,21,1.4275900042063028,-0.08565490644855603,2.06398031790084,-0.9460487384959364,3.090246811273584
6,asset_ibov,22,1.3340979087669684,-0.13705319998457305,2.04344365963228,-0.9785676730576913,2.989326922782643
6,asset_ibov,23,1.2385670477829316,-0.17303141363495628,2.0741284488254323,-1.05476442533065,2.9016662854897453
6,asset_ibov,24,1.1357342929436718,-0.2427933442008646,2.0427716233451187,-1.1162118852994156,2.8199120016783037
6,asset_ibov,25,1.031348605377682,-0.3046833921981035,1.983503481139243,-1.1949571777880588,2.7568619065193145
6,asset_ibov,26,0.9234100906252007,-0.3411723979298841,1.8957710266735934,-1.215889718779602,2.6647007763914208
6,asset_ibov,27,0.8083857965426294,-0.3875919558792511,1.788137053942522,-1.219784633685487,2.639325521141508
6,asset_ibov,28,0.6912406025397607,-0.4538749570264899,1.7196823667285297,-1.2803613667160114,2.591201954916822
6,asset_ibov,29,0.5725557659462837,-0.51241332999622,1.6129546021784278,-1.3001995095432628,2.5507691964055352
6,asset_ibov,30,0.4522715940782555,-0.5981078681352633,1.5227995477701002,-1.3650948314094118,2.498400020589799
6,asset_ibov,31,0.3323798545307918,-0.6818014307551272,1.4206537191817206,-1.4261397868777923,2.3523275243015855
6,asset_ibov,32,0.21307777661274857,-0.7491338400324236,1.311411527987687,-1.5521162576349583,2.209183779191894
6,asset_ibov,33,0.09475699986840588,-0.8294921174291537,1.1896731385307846,-1.676792937980164,2.105765772748211
6,asset_ibov,34,-0.020788603526034427,-0.9047932673566679,1.0783278344836373,-1.7895675771026072,1.9441324193004712
6,asset_ibov,35,-0.13282133789394568,-0.9618186692459825,0.9655031368604147,-1.8727983277807385,1.8249065514740428
6,asset_ibov,36,-0.24070544602366922,-1.0284234147312508,0.8661505625956685,-1.9289514585541654,1.7005173443807189
6,asset_ibov,37,-0.34351960445745594,-1.0788390545564917,0.7292459502380991,-2.020483021540699,1.5990703524001442
6,asset_ibov,38,-0.4408166614855076,-1.1600505711491746,0.6019362227051924,-2.0534177277989403,1.4687126968601847
6,asset_ibov,39,-0.5321063955923117,-1.237917498164988,0.5072250585234159,-2.163518930344102,1.3415884913846965
6,asset_ibov,40,-0.6167426226166451,-1.2966461794959008,0.43920942241042693,-2.194164152852465,1.24395632824911
6,asset_ibov,41,-0.6943802153745201,-1.3641221435619366,0.3521277909508269,-2.194843778776704,1.1545659014008245
6,asset_ibov,42,-0.7647444296821008,-1.432203056820334,0.2769640318209578,-2.203886067801138,1.0056060297889642
6,asset_ibov,43,-0.8275816143954862,-1.445218704889446,0.22329643711287028,-2.2447507079950935,0.9379653196977876
6,asset_ibov,44,-0.882790860613062,-1.4914917801406327,0.1954234472975499,-2.2242451572548374,0.8421355716748737
6,asset_ibov,45,-0.9303020701327691,-1.5241867510264413,0.14544302896226827,-2.2668665148885787,0.7724164294469613
6,asset_ibov,46,-0.9700765112509125,-1.5889571762380377,0.09812129902832346,-2.2984891240534937,0.660670028435951
6,asset_ibov,47,-1.0021839541356268,-1.609412268715493,0.05529916164134065,-2.30826324230291,0.6130694711670317
6,asset_ibov,48,-1.026745186209364,-1.636579224944133,0.024858776017214753,-2.414691514705226,0.5387875791118435
3,yield_3m,0,0.003957267987901251,0.003734117410292539,0.004275690956250081,0.003556776998246164,0.004426489471240367
3,yield_3m,1,0.004554607168880735,0.003962533757341887,0.0051924537462977125,0.003525507996722565,0.0055562725172050575
3,yield_3m,2,0.005085426384131179,0.004073755361841108,0.006094827462810801,0.003484965541186001,0.006717374761720853
3,yield_3m,3,0.0050771937271767865,0.0037922330668131096,0.006395797370836436,0.0029612773782160687,0.007315937502661151
3,yield_3m,4,0.005148711716013031,0.003684170235067623,0.006850938621958453,0.0025395652562054593,0.007974659298327491
3,yield_3m,5,0.005156184625760086,0.0035371812809265575,0.007168105759197345,0.002347371405988879,0.008459840893178326
3,yield_3m,6,0.0050106352577619995,0.003369691046476499,0.007356992240172555,0.0020975811317005657,0.008811115146334512
3,yield_3m,7,0.00476985614487568,0.003153756922674107,0.007434530275954171,0.0017363493649694727,0.008929342108535946
3,yield_3m,8,0.00446373380680717,0.0028711786988830207,0.007430817477955888,0.0014106199012673105,0.00903558310591768
3,yield_3m,9,0.004108943875162139,0.00252293617522021,0.007338355712558717,0.001029907977590065,0.009030106178402728
3,yield_3m,10,0.0037130514299585572,0.0022131698673327716,0.00712521855121926,5.888192867667071e-4,0.008848621409793934
3,yield_3m,11,0.0032831547482102697,0.0018599686215887037,0.006892736789708328,2.13710848701271e-4,0.008735649024445909
3,yield_3m,12,0.0028300802286118708,0.0014921317698542791,0.006627551668545703,-1.977383459879647e-4,0.00856850602241437
3,yield_3m,13,0.002364314077386918,0.0011393956866808518,0.0063299538571718805,-5.108529513805713e-4,0.008413587559450432
3,yield_3m,14,0.0018937556582755896,7.641737700510912e-4,0.006021964484631354,-8.983174485823175e-4,0.008117230531338022
3,yield_3m,15,0.0014245577335379048,3.364882981485871e-4,0.005723125605800441,-0.0013442191535375438,0.007842452574480388
3,yield_3m,16,9.619092752402951e-4,-6.089334141063057e-5,0.00546541799507307,-0.0017976653862743477,0.007541182487543614
3,yield_3m,17,5.102831072184519e-4,-4.793040963177779e-4,0.005190226461319265,-0.00229291435455317,0.0071027041541687035
3,yield_3m,18,7.336101030262685e-5,-8.988665254607393e-4,0.004880139410110278,-0.002817741722355334,0.006854012329736095
3,yield_3m,19,-3.4595555411334674e-4,-0.0012888167273389197,0.0045692767376272845,-0.003062337680355444,0.006657518308173296
3,yield_3m,20,-7.454095818546238e-4,-0.0017234645457516948,0.004240172254477083,-0.003501304400184475,0.006285360990689862
3,yield_3m,21,-0.0011232448702502475,-0.0021502282738997303,0.003967154225873239,-0.003894164170532457,0.006094715723464006
3,yield_3m,22,-0.0014781164252217552,-0.002440027638945987,0.00373830397235959,-0.004329739702403827,0.005853334971843352
3,yield_3m,23,-0.0018090326000871773,-0.002729820181745329,0.003517892791159748,-0.00477603313589092,0.005574553073062967
3,yield_3m,24,-0.002115305415556971,-0.0029453267079593065,0.003237705351313152,-0.005204390338283512,0.005420397021110771
3,yield_3m,25,-0.002396504100668572,-0.0032086760025206314,0.0029958756165397843,-0.005602590866376424,0.005304901865666231
3,yield_3m,26,-0.00265241684718496,-0.0034878770731540778,0.0026950474191628376,-0.005954374239582045,0.005218094972583309
3,yield_3m,27,-0.002883022063345683,-0.0037427610741157164,0.002477750766184994,-0.00625665415223744,0.005007724533113812
3,yield_3m,28,-0.0030884665225745186,-0.003926556619006404,0.0023219120767588386,-0.006561806409237856,0.004719887539139388
3,yield_3m,29,-0.0032690475153177817,-0.004289591258357389,0.0021139963523423757,-0.006863262312397021,0.004500675279932653
3,yield_3m,30,-0.003425197616983948,-0.0044478454957271605,0.001982789378722299,-0.007076117772641955,0.004308034156448968
3,yield_3m,31,-0.0035574714584740625,-0.004580346235927948,0.0018516131165430183,-0.007162269177756974,0.004099056318385737
3,yield_3m,32,-0.003666533948329647,-0.00460908298158535,0.0016274322846683805,-0.007285371298584254,0.0038807096145283757
3,yield_3m,33,-0.0037531493542674868,-0.004700824108085623,0.0014373053622738778,-0.007335439230114045,0.0036928174301714602
3,yield_3m,34,-0.0038181708019661515,-0.004671554929380276,0.0013406765464654127,-0.007467391934624416,0.0035343021610215004
3,yield_3m,35,-0.003862529955291646,-0.0047619711507025505,0.001235428402139316,-0.007478655427172227,0.0033930440173426386
3,yield_3m,36,-0.003887226784070324,-0.004660257620564949,0.0011113774701824218,-0.0075511273796426085,0.0032606314262090463
3,yield_3m,37,-0.0038933193951625053,-0.004676208721413772,9.833227499079175e-4,-0.007435706198917507,0.0031265844457560605
3,yield_3m,38,-0.0038819139443992717,-0.004691721796867686,8.4235436758083e-4,-0.00735947235428927,0.0030103702778889402
3,yield_3m,39,-0.0038541546804425663,-0.004586059209391445,8.003910541069261e-4,-0.007417948116878227,0.0029007244415445842
3,yield_3m,40,-0.0038112141949811435,-0.004605358750938388,7.571270027820523e-4,-0.0073832747793572354,0.0028233019840777115
3,yield_3m,41,-0.0037542839630975754,-0.004543395729663198,6.70944264145447e-4,-0.007308919461124732,0.0026966828375714126
3,yield_3m,42,-0.003684565256051197,-0.004392701453975516,6.67645371907871e-4,-0.007089340284356475,0.0026077442223191526
3,yield_3m,43,-0.0036032605010359975,-0.004369961643327267,6.476575697834041e-4,-0.007027563760965669,0.002446673228981626
3,yield_3m,44,-0.003511565151911218,-0.004370316658639461,5.883143334223835e-4,-0.006847327806910976,0.0023462248509542047
3,yield_3m,45,-0.003410660122824488,-0.0042822855411513445,5.866142439302515e-4,-0.00677495765051294,0.002278213561864844
3,yield_3m,46,-0.0033017048239041866,-0.004150687012588715,5.807471867822361e-4,-0.006577978735499705,0.0022087562521630752
3,yield_3m,47,-0.003185830825636486,-0.004009203060513136,5.874304331407942e-4,-0.006388490158493785,0.0021324811242354608
3,yield_3m,48,-0.003064136166867012,-0.0038670587489037346,5.646855293077835e-4,-0.006216265855933378,0.0021240734295888157
3,yield_6m,0,0.005,0.005,0.005,0.005,0.005
3,yield_6m,1,0.005858494187438219,0.005164192039848617,0.0065152157434322485,0.004744065443697194,0.00688977391722174
3,yield_6m,2,0.006255211792658696,0.005081924325228735,0.007405436340142724,0.004325143060482677,0.008279914526985217
3,yield_6m,3,0.006146466273913413,0.0046983064146497566,0.007684510152094332,0.0037166286338291715,0.008801523801013691
3,yield_6m,4,0.006085194354175166,0.004488814070174882,0.008058515742252952,0.003225785102178848,0.009470574881889961
3,yield_6m,5,0.005995613123185899,0.004300997688844169,0.008377057314323975,0.0029445053090422194,0.009929735856479514
3,yield_6m,6,0.0057326774927389966,0.004022626796329173,0.008439027858393426,0.0024053290083994646,0.010151791476600523
3,yield_6m,7,0.0053711929634890345,0.003586474992191971,0.00840616988087478,0.002021231588782973,0.010353539656955848
3,yield_6m,8,0.004941037906452326,0.0032738587379881005,0.008271200504420418,0.0015591781807304597,0.010338039928510059
3,yield_6m,9,0.004467300115796859,0.0028062913137959695,0.00811892263556945,0.0010400966016058009,0.01016463722554226
3,yield_6m,10,0.003955296209313033,0.0023475013222210074,0.007853246498027691,5.222920843210385e-4,0.010080023795577459
3,yield_6m,11,0.0034129122240814237,0.0019558101188359217,0.007515793126456996,3.7767836062924356e-5,0.010088750092289525
3,yield_6m,12,0.0028511723223454983,0.001506475010538291,0.007226624000905107,-4.920601356197784e-4,0.009707613952615603
3,yield_6m,13,0.002281967121062024,0.001039491064918398,0.006956187666106228,-0.0010894403606419602,0.009448332685824973
3,yield_6m,14,0.0017138501873385028,4.909131858207264e-4,0.006543229243309793,-0.0016113498713655205,0.009146702256142919
3,yield_6m,15,0.0011534617321812175,-1.1891908796257702e-5,0.006263872231937979,-0.0019942750829508053,0.008821639481408457
3,yield_6m,16,6.062376801144252e-4,-5.031456887881642e-4,0.0059879402395067735,-0.0025313273452261605,0.00831001252437737
3,yield_6m,17,7.690407443213554e-5,-0.0010196653456721846,0.00574856037467714,-0.003060598133169023,0.008174065998212342
3,yield_6m,18,-4.307008855987344e-4,-0.0015645036042261466,0.005334626073019838,-0.0036141024933861537,0.007853003673183563
3,yield_6m,19,-9.13606925994841e-4,-0.002045811812530582,0.0050173305764584985,-0.004137950092585481,0.007451830037368634
3,yield_6m,20,-0.0013695847988580336,-0.002494179449630239,0.004740772738269644,-0.004633428141145496,0.007096513131290723
3,yield_6m,21,-0.001796969535399727,-0.0029131269863800955,0.004370564793546748,-0.005130724012540284,0.006785496198007381
3,yield_6m,22,-0.002194560118035465,-0.0031897153950062635,0.0041205497458080605,-0.0056236250004861,0.006454673090313669
3,yield_6m,23,-0.0025615522395998807,-0.003602350287128045,0.0037296150827691565,-0.006069818069131295,0.006123941825699085
3,yield_6m,24,-0.002897484093446577,-0.003854580793506993,0.0035527609311493337,-0.006613343714875874,0.006034964181512427
3,yield_6m,25,-0.003202182494979161,-0.004169156223487201,0.0032319746819733253,-0.006978354155939059,0.0058721833678343285
3,yield_6m,26,-0.0034757181816446976,-0.004421786732284273,0.0030582954233595518,-0.007322871982080469,0.005603999388364209
3,yield_6m,27,-0.0037183714136725726,-0.004836875756885976,0.0027711571860074154,-0.007649899928661614,0.00538062482555353
3,yield_6m,28,-0.003930605814412499,-0.004942541469765214,0.0025282934304793167,-0.007899357961438086,0.005121115292644512
3,yield_6m,29,-0.004113046724076452,-0.005139311763743658,0.0023066990052118446,-0.008231523522092188,0.004996530304598719
3,yield_6m,30,-0.004266462591705135,-0.0053953848495653135,0.0021049013676172025,-0.00838418782898253,0.0047372786966267365
3,yield_6m,31,-0.00439174869783153,-0.005487178856578966,0.0018992674303244701,-0.008660052745953325,0.0045115219773578215
3,yield_6m,32,-0.004489912697973006,-0.005562910472903251,0.0016801079697538615,-0.008921638017269784,0.004339235674750371
3,yield_6m,33,-0.004562061320660977,-0.005632548912925188,0.0014991910206720396,-0.009085725961779435,0.004142205482987092
3,yield_6m,34,-0.004609387722693132,-0.005663447918007854,0.0013915230168872216,-0.009056914053968064,0.003924090224004996
3,yield_6m,35,-0.004633159220891659,-0.005586795065845996,0.0013030934991273648,-0.009098225819555838,0.003736632391499458
3,yield_6m,36,-0.004634705290993332,-0.0055117027865321695,0.0011412872399132149,-0.008918031133199989,0.0036635214123408736
3,yield_6m,37,-0.0046154057975437,-0.005575558960893069,0.0010350064460120296,-0.008933153010851238,0.0035205417741372737
3,yield_6m,38,-0.004576679463559718,-0.005545403276603905,9.841162113099179e-4,-0.008760021448329049,0.0033857153366350515
3,yield_6m,39,-0.004519972623412212,-0.005405958453725617,9.008667653594135e-4,-0.0086659598499011,0.003224696133430771
3,yield_6m,40,-0.004446748329162447,-0.0052386067270717394,8.765122334703217e-4,-0.008477460807863416,0.0031478779288012463
3,yield_6m,41,-0.004358475891673044,-0.0051842933516649875,8.085566742502863e-4,-0.008335885886935708,0.0029785430066976946
3,yield_6m,42,-0.004256620936724057,-0.005131727219100539,7.848084997994962e-4,-0.008224091698963393,0.0028599097307677457
3,yield_6m,43,-0.0041426360482027585,-0.005077445899759877,7.055222126143071e-4,-0.008026853275033732,0.002813355861441051
3,yield_6m,44,-0.004017952059259553,-0.0050253220260575975,6.838974686935134e-4,-0.007744285866858081,0.002787387636144033
3,yield_6m,45,-0.003883970039509423,-0.004875049017649551,6.785351329677949e-4,-0.007622439666684349,0.002642996147079737
3,yield_6m,46,-0.003742054012817936,-0.004639921807701124,6.561018606672653e-4,-0.007627853917615837,0.002685533275533501
3,yield_6m,47,-0.0035935244268051557,-0.004429100410345502,7.00743154126498e-4,-0.0072694224763909954,0.002585197596097837
3,yield_6m,48,-0.0034396523827365235,-0.004266650080298128,7.236649184868476e-4,-0.0072397110376508185,0.0024808123594530383
3,yield_1y,0,0.0062102426851671135,0.005781334650022428,0.006547269690899615,0.005570117154708766,0.0068424354474821095
3,yield_1y,1,0.007328189574942586,0.0062633194181429186,0.008117957966613822,0.005623241215936592,0.008882019002716828
3,yield_1y,2,0.007380001000631369,0.005882253488626891,0.008862987782830912,0.004988469441408579,0.010028389187808072
3,yield_1y,3,0.00713940931051147,0.005452465458218915,0.009017184094203863,0.004263831267623382,0.01047053347672851
3,yield_1y,4,0.0069041858042829495,0.005041102205946056,0.009193982488488836,0.003751556134299415,0.010951041205326934
3,yield_1y,5,0.0066827111558233725,0.0047600067321930135,0.009390467387678013,0.0035117390352685735,0.011299918981602245
3,yield_1y,6,0.006270583664342882,0.004420883832635026,0.009274645999289228,0.002887161832705687,0.011487058883950583
3,yield_1y,7,0.005760440211435275,0.0038934800829739996,0.009213304049579775,0.002296647566742678,0.011511582030973166
3,yield_1y,8,0.0051867047009401205,0.0034375587532610185,0.00904940856383153,0.0015460943688081676,0.01152239875666182
3,yield_1y,9,0.0045824232723338095,0.0028325854608534937,0.00872416542065409,8.902216464631159e-4,0.011322836900058574
3,yield_1y,10,0.003947463212928451,0.0022832394348704377,0.008498515928761883,1.2704607532182884e-4,0.011195854612106086
3,yield_1y,11,0.0032899994081002377,0.0017508209308927777,0.00826534347663755,-5.69103880002096e-4,0.010963556250552628
3,yield_1y,12,0.002620914928839792,0.0011777893462811381,0.007787518179022946,-0.001048371230079801,0.010627519919640829
3,yield_1y,13,0.001953214240684675,5.340796922073121e-4,0.007349017949855997,-0.001602349224248915,0.010046791533868327
3,yield_1y,14,0.001295553167294472,-8.40911325894648e-5,0.006988813478953575,-0.0021653645405279192,0.009770409492501665
3,yield_1y,15,6.54528401147606e-4,-7.100949449442762e-4,0.006740569535643352,-0.002945913091486501,0.009493752293189273
3,yield_1y,16,3.539285964001029e-5,-0.0012657208212242326,0.006371058039521598,-0.0035929326870583747,0.009156759610732148
3,yield_1y,17,-5.572082275067543e-4,-0.0018341212390418186,0.006029269471523947,-0.004300470527981964,0.008896609764733672
3,yield_1y,18,-0.0011195905084859718,-0.0022399395243729386,0.005668983255540625,-0.004771155559950574,0.008553671848957447
3,yield_1y,19,-0.0016490048413245271,-0.0028454007961572535,0.005292950397945601,-0.005536694414274052,0.008105792112736947
3,yield_1y,20,-0.0021435149410205566,-0.0032482602201296257,0.004857479212454966,-0.006029960161961705,0.007632002378841686
3,yield_1y,21,-0.002601782768502193,-0.003863641002942666,0.004524281185553747,-0.00678507443870563,0.007268610894167524
3,yield_1y,22,-0.0030229631193540393,-0.00421617418920807,0.004222402203176629,-0.007079494234283883,0.007009118612823702
3,yield_1y,23,-0.003406632024701295,-0.00460369470575491,0.003862400475301858,-0.007602575130038401,0.0067012161129992
3,yield_1y,24,-0.003752730803591369,-0.00490804206102546,0.003502851147824557,-0.008138075911671374,0.006497917531791508
3,yield_1y,25,-0.004061505497421563,-0.0053068874521592065,0.0032279974024709114,-0.008584885625486979,0.006307877058672326
3,yield_1y,26,-0.004333456525093794,-0.005696359568605663,0.0029253294989810582,-0.008873575333588369,0.006021413718971627
3,yield_1y,27,-0.004569299527289599,-0.005895045995795203,0.002588131751966041,-0.009119339437323636,0.00580295006411498
3,yield_1y,28,-0.0047699356800839495,-0.006189618140042195,0.002470083695405687,-0.009520463572087424,0.005536829062283055
3,yield_1y,29,-0.004936426722722817,-0.006368280234049872,0.002280758810192173,-0.009784267376776625,0.005220016577210303
3,yield_1y,30,-0.005069973287907897,-0.006381956337718937,0.002030963783559433,-0.010022454568382596,0.004878284731432324
3,yield_1y,31,-0.005171895853886883,-0.006427775826410894,0.001783971772798224,-0.010228406926776274,0.004719798009049749
3,yield_1y,32,-0.0052436179068644706,-0.006434463603816399,0.001658840129657128,-0.01042491727072259,0.004578226951007915
3,yield_1y,33,-0.005286650572566023,-0.006461618995049655,0.0015095820593191778,-0.01031067403018351,0.004344466090484789
3,yield_1y,34,-0.005302578171515971,-0.006392931712329232,0.0014419249401782098,-0.01029303762562145,0.004198188866526771
3,yield_1y,35,-0.005293044384225827,-0.006392474380500693,0.001258436570880171,-0.01027554618894594,0.004121199528439535
3,yield_1y,36,-0.005259738910618411,-0.006412358644874907,0.0011142966565221343,-0.010097711043809321,0.004049042438416456
3,yield_1y,37,-0.005204384575500121,-0.0063449095928306025,0.0010171945516036342,-0.009889911696627745,0.0038386352110396566
3,yield_1y,38,-0.005128724875008387,-0.006207867671595785,0.0010059403854085541,-0.009849310246236224,0.0036166049898166785
3,yield_1y,39,-0.005034511993206744,-0.006090482475596772,9.789089318730955e-4,-0.009602754906193304,0.0034115644768228696
3,yield_1y,40,-0.004923495347998349,-0.005959654039535497,9.109533255666329e-4,-0.009577377257622604,0.0032612934804144567
3,yield_1y,41,-0.004797410737842534,-0.005918710112094242,8.433740320433392e-4,-0.009392413671960101,0.003381924435280103
3,yield_1y,42,-0.004657970159939619,-0.00568436751526155,7.795248664464015e-4,-0.009013974206403938,0.0033137175172249533
3,yield_1y,43,-0.0045068523621063766,-0.005536428721591836,7.695755337173186e-4,-0.008735139464455206,0.003199384173600492
3,yield_1y,44,-0.004345694179364651,-0.0053471233439581125,7.785879037128392e-4,-0.00867830778001693,0.003093185321355301
3,yield_1y,45,-0.0041760826934494864,-0.00523301933737152,8.517506771346872e-4,-0.008546924521538758,0.002975480528946734
3,yield_1y,46,-0.0039995482398581675,-0.005080224256555561,8.590659976515887e-4,-0.008180325685057364,0.002953303979188191
3,yield_1y,47,-0.003817558273549481,-0.004889291816390407,8.462932248018483e-4,-0.008202915424261386,0.0027634518834783596
3,yield_1y,48,-0.0036315120918681623,-0.004686900921674472,8.380165304412787e-4,-0.008080950336692438,0.002570894774937929
3,yield_2y,0,0.007179412102487527,0.006265523388855488,0.008054033639954243,0.005776618308199163,0.008645242876447006
3,yield_2y,1,0.008382187643164746,0.0069487009692774885,0.009584427354970608,0.006073351724306955,0.010658994715000944
3,yield_2y,2,0.007855126308605874,0.006070373343116792,0.009856730113863694,0.005020837702830984,0.011001762658567175
3,yield_2y,3,0.007509733511017393,0.00557331732827918,0.009708821220204679,0.004228752519649071,0.011490065954276927
3,yield_2y,4,0.007143023508540524,0.005057739937930487,0.009724337805796799,0.003734769385875665,0.011828074243511752
3,yield_2y,5,0.006807929500247697,0.004731699384481385,0.009749091597516005,0.003408848542321859,0.012044953556450914
3,yield_2y,6,0.006274914895714832,0.004235453381148198,0.009579662478012606,0.002607837746590962,0.012063469715162208
3,yield_2y,7,0.005646388076711756,0.0036856191044670112,0.009392554029816567,0.0019439968480413315,0.012138532345566107
3,yield_2y,8,0.004972303656655096,0.003052639584501068,0.009126714853865807,0.0010662204148944327,0.011954018887460031
3,yield_2y,9,0.004287065674851535,0.0024667089076547445,0.008762968233288947,2.92431442801316e-4,0.011743438184839626
3,yield_2y,10,0.003581684089980764,0.0019149408742252544,0.008478547232350522,-3.5515852167984375e-4,0.011369976939417768
3,yield_2y,11,0.002863636618326996,0.0012732014220936485,0.008130503157972323,-0.001076004072727481,0.011038972596726317
3,yield_2y,12,0.0021437833335068686,6.184676790681933e-4,0.007691231143546945,-0.0017966859201955533,0.010611111006524102
3,yield_2y,13,0.00143539212159997,-1.9345921472626146e-6,0.0072261887003924425,-0.002438599721762194,0.010399185002678035
3,yield_2y,14,7.463034835714515e-4,-7.494397689306786e-4,0.006832252107864027,-0.0033158259710960487,0.009957759417718494
3,yield_2y,15,8.218764841606298e-5,-0.0013354652254056799,0.006487587566109065,-0.004000006037002399,0.009467553278495832
3,yield_2y,16,-5.524572384675115e-4,-0.0019131655656352332,0.006054843586804903,-0.004573670377332817,0.008946443426628885
3,yield_2y,17,-0.0011535261270526052,-0.002532785493282337,0.00560816766051717,-0.005151793438846876,0.008648136335984418
3,yield_2y,18,-0.0017178884340431268,-0.002924145358648133,0.005265903621284487,-0.005732235595511058,0.008353847990129512
3,yield_2y,19,-0.002243369602298977,-0.003546546871585453,0.004993995658267569,-0.006544754322050951,0.00790306546080835
3,yield_2y,20,-0.0027286059227815285,-0.004043443696342769,0.004590488225324153,-0.00697598857600548,0.007434431317449341
3,yield_2y,21,-0.0031727992209358213,-0.004533196018634665,0.004220563476913448,-0.007481380509675871,0.0071552154044364985
3,yield_2y,22,-0.003575618484479291,-0.005040327377474672,0.0038723821711291783,-0.0077900650483966084,0.006876720951718001
3,yield_2y,23,-0.003937136334996978,-0.005319494685167427,0.0035407190876046483,-0.008163321514701378,0.00661503102550285
3,yield_2y,24,-0.0042577761880235624,-0.005707169256715305,0.003247087743068111,-0.008593576816604486,0.006459355862739829
3,yield_2y,25,-0.004538248751321702,-0.006063946814642945,0.0029324636141482324,-0.009263871683617026,0.006315897314073572
3,yield_2y,26,-0.0047794998117340155,-0.006332321989543959,0.0026868178153553832,-0.009682926310717157,0.005900307171562059
3,yield_2y,27,-0.00498267038047271,-0.006528391917040138,0.002480154085079326,-0.009882509874828053,0.0056103163710467755
3,yield_2y,28,-0.005149066759589387,-0.006590895672157511,0.0022259387363385615,-0.010110394437257749,0.005256549796056079
3,yield_2y,29,-0.005280134849827403,-0.006714026713381498,0.0021037834916407755,-0.010323801804441188,0.0051059793764935656
3,yield_2y,30,-0.005377437593110287,-0.0067679134795620485,0.0019519029753162517,-0.010499672239477962,0.0049085615308091185
3,yield_2y,31,-0.00544263514852654,-0.006882182022050069,0.001665417368062577,-0.010522741585207421,0.004597954947149501
3,yield_2y,32,-0.005477467513501139,-0.006857051274421969,0.001524399431089507,-0.01053746359723249,0.004300849506428836
3,yield_2y,33,-0.005483738785540273,-0.006863151050169904,0.0014460212253186594,-0.010546687415853684,0.004086254687179687
3,yield_2y,34,-0.005463302493960617,-0.006771639503602716,0.0012780964339599691,-0.010442875338206266,0.0038201773228880237
3,yield_2y,35,-0.005418047695169149,-0.006826048404801609,0.0011426238797473327,-0.01051479228226997,0.0037217051073537267
3,yield_2y,36,-0.005349885731971619,-0.006721329805265569,0.0010164349975316095,-0.010603680427476645,0.0035765585766292752
3,yield_2y,37,-0.005260737604473165,-0.0066564276809708165,9.478922630627946e-4,-0.010421194079451532,0.0033924587458254406
3,yield_2y,38,-0.005152521933343517,-0.0064053896416474574,9.311912375279229e-4,-0.010249645746057821,0.0033422415052624427
3,yield_2y,39,-0.005027143528797748,-0.006300913643469137,9.222526310489589e-4,-0.009954253396526367,0.003181812903036763
3,yield_2y,40,-0.0048864826104939516,-0.0061947676970376215,8.224647146163086e-4,-0.009601845498828088,0.0033900904084861443
3,yield_2y,41,-0.004732384735641245,-0.0059346987786120875,8.357991672412577e-4,-0.009572065388738452,0.003121171716707582
3,yield_2y,42,-0.004566651491058315,-0.005709656132126221,8.632381567413644e-4,-0.009399671063160446,0.003231810351199475
3,yield_2y,43,-0.004391031996309034,-0.005594716021550686,8.218875233428021e-4,-0.009082735974463529,0.0031425058703111407
3,yield_2y,44,-0.004207215254541242,-0.005478802516555574,8.858189661732934e-4,-0.009010026572088452,0.002975468939179233
3,yield_2y,45,-0.004016823375795329,-0.005188194410619345,9.03967759338428e-4,-0.008667002883097468,0.002869530319651823
3,yield_2y,46,-0.0038214056849169256,-0.005006171014643015,9.304613352472228e-4,-0.008496658900848442,0.0028402494051074437
3,yield_2y,47,-0.0036224337136164454,-0.00480322578140368,9.316896394305322e-4,-0.008070058640863742,0.002759026648416582
3,yield_2y,48,-0.0034212970646336984,-0.004540552176540096,9.529485372949985e-4,-0.00769699472215905,0.0026933958959936516
3,yield_5y,0,0.007455611137603738,0.00608777189854797,0.008646303862550324,0.005550236381970163,0.009565213417494224
3,yield_5y,1,0.008388267200628702,0.00663429385503027,0.009962500876899351,0.005623082751798095,0.011172588594947684
3,yield_5y,2,0.0071126020774138115,0.00521003961194961,0.009198049722467544,0.004025547847012259,0.010624967648281882
3,yield_5y,3,0.006699174342941125,0.004744326988804581,0.0089865582025487,0.0034911154347326964,0.010509246610062552
3,yield_5y,4,0.006317272856247656,0.0041303014385945,0.008783469118467236,0.002897367191674533,0.010655166469236673
