variable,max_gap_q,max_gap_h,h0_q5,h6_q5,h12_q5,h24_q5,h36_q5,h48_q5,h0_q4,h6_q4,h12_q4,h24_q4,h36_q4,h48_q4,h0_q3,h6_q3,h12_q3,h24_q3,h36_q3,h48_q3,h0_q2,h6_q2,h12_q2,h24_q2,h36_q2,h48_q2,share_q2_in_q5_band90,share_q3_in_q5_band90,share_q4_in_q5_band90
asset_ibov,22.9660223984977,0,-0.9965048308800585,1.853071854827307,1.8220960133040882,-0.5234692191983626,-2.3966820476996076,-2.4999689012144417,-1.1935136823092505,2.8902062133931112,2.8925585660990616,2.4662572913118743,0.35797797848894597,-1.2034254889803109,-23.96252722937776,4.273524417760489,2.6135477998841163,3.2391326250042765,-0.3081457862001269,-4.1349038874887185,-23.414293124555343,4.173652912451138,3.042213415721443,3.681756483628982,0.10597855739511518,-3.7803540697247744,0.8775510204081632,0.8775510204081632,0.9795918367346939
cambio_usd,0.6969178388438422,2,0.13424190947918324,0.060655976434813165,-0.03822151321083335,-0.09398844417294892,-0.056146000918598817,-0.003553194139974723,0.2670883267958057,0.20488927216153024,0.1066170866427653,-0.030958756987600297,-0.07011443277737411,-0.0431868492435086,0.5342037075493032,0.6117079340315486,0.38972495097581167,0.006911596993646157,-0.16009140732453048,-0.1248479429738758,0.45285606953434,0.6096866761723293,0.38797637888790826,0.010070887819537992,-0.15735743068143496,-0.12488322734856747,0.2653061224489796,0.2857142857142857,0.673469387755102
cds_5y,109.87184507475632,1,29.908729763520856,18.8115820932375,1.6305565705104699,-17.07712402265757,-16.840494587473778,-8.328590650479793,47.19112579974275,33.34780793143106,25.131106009825544,3.1608500398944313,-10.514520065767343,-11.027417842151998,126.90670531797927,76.09912080394784,57.492929807226886,13.374441591942826,-26.67694095545582,-33.564259018831834,118.92188324842856,78.99695526738951,59.277747466234096,15.08437381253436,-24.995692266156304,-32.50050656336434,0.2857142857142857,0.2653061224489796,0.9591836734693877
dlsp_exchange_adjustment,173674.61783113686,0,-17176.435056365957,4436.651093597421,5302.276871955131,-6089.60465585274,-15008.27744511716,-14688.302341035635,-22707.514589785565,14931.969604891192,14448.488392455783,11366.303125381646,410.51267961350504,-7424.446846368411,-190851.05288750282,12588.438798108273,7068.922421451284,8380.359738125693,-8873.792677291323,-27115.44585273446,-183470.49905987707,12359.075762890854,10100.20177925448,11473.802513386674,-6159.78705649573,-24886.702675786284,0.9183673469387755,0.8979591836734694,1
embi_perc,0.9515855884339945,1,0.24331345659126985,0.1348526687004412,0.0018053384752498198,-0.13124249173834304,-0.11694478609862474,-0.048448760244050586,0.38374356432080403,0.2517018492957413,0.1821965930035105,0.008719462409479543,-0.08599820040691163,-0.07942624849880263,1.1297840462317696,0.6342855612604911,0.4586446922660561,0.08791944528880619,-0.20774686849209573,-0.23722185464312648,1.0857656824306232,0.6541275856048945,0.4695742423150851,0.09823829193942171,-0.19747220113524716,-0.23138261375928162,0.2857142857142857,0.30612244897959184,0.9591836734693877
expect_focus_cambio_ny,0.4357856077838526,2,0.07929170059568283,0.05035391028768602,-0.025530320584688786,-0.0921920564416963,-0.07464301050883157,-0.029383297555179728,0.15923804872233985,0.1702889566021117,0.10545352202055497,-0.008509432496264435,-0.05922486750212009,-0.04953851760892961,0.22249691492843976,0.43777747710320386,0.287713844979954,0.007466830326462879,-0.15627491070894362,-0.15549721487974172,0.2015378263459048,0.4424068058185059,0.2944244627109188,0.016073784373830422,-0.14882430503129856,-0.1513386080826353,0.24489795918367346,0.2653061224489796,0.673469387755102
expect_focus_fiscal_dlsp_ny,3.0700265869396195,3,-0.1667108346082674,-0.5109244376450864,-0.4649652076643287,0.1169507600891005,0.5371754455301568,0.570022539851419,0.21443088408919553,0.049950770441427046,-0.46411676138753927,-0.5597853728946538,-0.09272175127608921,0.2619625642099638,-0.286234413630004,2.368564603664787,0.7614377264617239,-0.6624324990066812,0.0681712951027847,0.9272609808187522,-0.2781075511020447,2.1421910594779483,0.6163738596267626,-0.7601904441531329,-0.027980347056522362,0.8444511406380104,0.5306122448979592,0.6122448979591837,0.8775510204081632
expect_focus_fiscal_nominal_balance_ny,0.35362691696256165,19,-0.12897033115113976,-0.1611805196007893,-0.05714091138913181,0.13007510588979235,0.18657528242050236,0.13760983653709388,-0.1846933210838928,-0.23819127519398062,-0.22599980095078576,-0.09400803806194913,0.05446723096558297,0.10768802617183859,-0.1496957091775466,-0.28163607651029177,-0.29439394919261713,-0.14743754861650593,0.1942058932427245,0.3530578533843296,-0.10760033699360165,-0.3163673560957352,-0.3252104439551062,-0.17480102561436048,0.1684158770653833,0.33351090263671274,0.6938775510204082,0.7755102040816326,1
expect_focus_fiscal_primary_balance_ny,0.6120478555343815,3,-0.028811834978839528,0.0158313958520164,0.04938540133306332,0.02913142681611183,-0.015240513879996776,-0.03868995527649135,-0.11620722833405354,-0.10396425560736106,-0.014765039574332861,0.05169412322075029,0.034669500924146036,-9.423477156202752e-4,-0.02148383408490052,-0.5080284132348627,-0.24609840761119575,0.04235335102933835,0.058875588539961554,-0.01522926783208337,-0.0011492453612378607,-0.4838900105554021,-0.23403283794724433,0.04785977215044798,0.0646018977008006,-0.009336516929905952,0.6530612244897959,0.6530612244897959,0.9387755102040817
expect_focus_ipca12m,0.48086050864053786,19,0.10036805603444653,0.18157134995428745,0.04017600810639284,-0.23176313344324434,-0.29972353080193775,-0.2140026822262859,0.12085540839417194,0.3216839064493092,0.31989245242486897,0.11611767738084906,-0.10161060092419284,-0.1713896392284153,-0.07110749217651947,0.26899291096155503,0.3399037660211723,0.12441797651445254,-0.37056608537057506,-0.5774162101757891,-0.019348547174648102,0.33113790579266017,0.3960417083025008,0.17162842333196324,-0.32781407762291553,-0.5456395697834796,0.5306122448979592,0.5918367346938775,1
expect_focus_pib_ny,0.6044946110479639,5,-0.17730527525954326,-0.2889708133661794,-0.1860203755972227,0.1193619749394732,0.2828040511484846,0.25769454188207813,-0.15649188307350836,-0.2070190487496076,-0.3149627447647374,-0.23361779997168852,0.010486588289992566,0.1511600100095184,-0.19527051346178936,0.2875376067568514,-0.10023467936911493,-0.3341597019220741,0.13993821313164878,0.507238875505178,-0.0948345602282173,0.20831762663774936,-0.15777075419844694,-0.37942438450685045,0.095565967988423,0.47072645894555737,0.5918367346938775,0.7551020408163265,1
