covid_start,s0,s1,s2,rho,loglik,loglik_neutral,lr_vs_neutral,downweighted_months,convergence,start_s0,start_s1,start_s2,start_rho
2020-03-01,6.611428527060552,12.468337921789994,1.760352430309222,0.9439261800636236,-1579.5909701725416,-1691.5417186345205,223.9014969239579,19.06549159762942,0,5.777238764120252,7.923455775044987,3.9229641069298316,0.8
