penalty,c,r_full,S_c,r_min,r_max
IC2,2.05,1,0.24000000000000002,0,1
IC2,2.0599999999999996,1,0.24000000000000002,0,1
IC2,2.07,1,0.24000000000000002,0,1
IC2,2.0799999999999996,1,0.24000000000000002,0,1
IC2,2.09,1,0.2322222222222222,0,1
IC2,2.0999999999999996,1,0.2322222222222222,0,1
IC2,2.11,1,0.2322222222222222,0,1
IC2,2.1199999999999997,1,0.2322222222222222,0,1
IC2,2.13,1,0.2322222222222222,0,1
IC2,2.1399999999999997,1,0.22222222222222224,0,1
IC2,2.15,1,0.20999999999999996,0,1
IC2,2.1599999999999997,1,0.20999999999999996,0,1
IC2,2.17,1,0.20999999999999996,0,1
IC2,2.1799999999999997,1,0.20999999999999996,0,1
IC2,2.19,1,0.20999999999999996,0,1
IC2,2.1999999999999997,1,0.20999999999999996,0,1
IC2,2.21,1,0.20999999999999996,0,1
IC2,2.2199999999999998,0,0.1955555555555556,0,1
IC2,2.23,0,0.17888888888888888,0,1
IC2,2.2399999999999998,0,0.1388888888888889,0,1
IC2,2.25,0,0.11555555555555556,0,1
IC2,2.26,0,0.09000000000000001,0,1
IC2,2.27,0,0.06222222222222223,0,1
IC2,2.28,0,0.06222222222222223,0,1
IC2,2.29,0,0,0,0
IC2,2.3,0,0,0,0
IC2,2.31,0,0,0,0
IC2,2.32,0,0,0,0
IC2,2.3299999999999996,0,0,0,0
IC2,2.34,0,0,0,0
IC2,2.3499999999999996,0,0,0,0
IC2,2.36,0,0,0,0
IC2,2.3699999999999997,0,0,0,0
IC2,2.38,0,0,0,0
IC2,2.3899999999999997,0,0,0,0
IC2,2.4,0,0,0,0
IC2,2.4099999999999997,0,0,0,0
IC2,2.42,0,0,0,0
IC2,2.4299999999999997,0,0,0,0
IC2,2.44,0,0,0,0
IC2,2.4499999999999997,0,0,0,0
IC2,2.46,0,0,0,0
IC2,2.4699999999999998,0,0,0,0
IC2,2.48,0,0,0,0
IC2,2.4899999999999998,0,0,0,0
IC2,2.5,0,0,0,0
IC2,2.51,0,0,0,0
IC2,2.52,0,0,0,0
IC2,2.53,0,0,0,0
IC2,2.54,0,0,0,0
IC2,2.55,0,0,0,0
IC2,2.56,0,0,0,0
IC2,2.57,0,0,0,0
IC2,2.5799999999999996,0,0,0,0
IC2,2.59,0,0,0,0
IC2,2.5999999999999996,0,0,0,0
IC2,2.61,0,0,0,0
IC2,2.6199999999999997,0,0,0,0
IC2,2.63,0,0,0,0
IC2,2.6399999999999997,0,0,0,0
IC2,2.65,0,0,0,0
IC2,2.6599999999999997,0,0,0,0
IC2,2.67,0,0,0,0
IC2,2.6799999999999997,0,0,0,0
IC2,2.69,0,0,0,0
IC2,2.6999999999999997,0,0,0,0
IC2,2.71,0,0,0,0
IC2,2.7199999999999998,0,0,0,0
IC2,2.73,0,0,0,0
IC2,2.7399999999999998,0,0,0,0
IC2,2.75,0,0,0,0
IC2,2.76,0,0,0,0
IC2,2.77,0,0,0,0
IC2,2.78,0,0,0,0
IC2,2.79,0,0,0,0
IC2,2.8,0,0,0,0
IC2,2.81,0,0,0,0
IC2,2.82,0,0,0,0
IC2,2.8299999999999996,0,0,0,0
IC2,2.84,0,0,0,0
IC2,2.8499999999999996,0,0,0,0
IC2,2.86,0,0,0,0
IC2,2.8699999999999997,0,0,0,0
IC2,2.88,0,0,0,0
IC2,2.8899999999999997,0,0,0,0
IC2,2.9,0,0,0,0
IC2,2.9099999999999997,0,0,0,0
IC2,2.92,0,0,0,0
IC2,2.9299999999999997,0,0,0,0
IC2,2.94,0,0,0,0
IC2,2.9499999999999997,0,0,0,0
IC2,2.96,0,0,0,0
IC2,2.9699999999999998,0,0,0,0
IC2,2.98,0,0,0,0
IC2,2.9899999999999998,0,0,0,0
IC2,3,0,0,0,0
IC2,3.01,0,0,0,0
IC2,3.02,0,0,0,0
IC2,3.03,0,0,0,0
IC2,3.04,0,0,0,0
IC2,3.05,0,0,0,0
IC2,3.06,0,0,0,0
IC2,3.07,0,0,0,0
IC2,3.08,0,0,0,0
IC2,3.09,0,0,0,0
IC2,3.0999999999999996,0,0,0,0
IC2,3.11,0,0,0,0
IC2,3.1199999999999997,0,0,0,0
IC2,3.13,0,0,0,0
IC2,3.1399999999999997,0,0,0,0
IC2,3.15,0,0,0,0
IC2,3.1599999999999997,0,0,0,0
IC2,3.17,0,0,0,0
IC2,3.1799999999999997,0,0,0,0
IC2,3.19,0,0,0,0
IC2,3.1999999999999997,0,0,0,0
IC2,3.21,0,0,0,0
IC2,3.2199999999999998,0,0,0,0
IC2,3.23,0,0,0,0
IC2,3.2399999999999998,0,0,0,0
IC2,3.25,0,0,0,0
IC2,3.26,0,0,0,0
IC2,3.27,0,0,0,0
IC2,3.28,0,0,0,0
IC2,3.29,0,0,0,0
IC2,3.3,0,0,0,0
IC2,3.31,0,0,0,0
IC2,3.32,0,0,0,0
IC2,3.33,0,0,0,0
IC2,3.34,0,0,0,0
IC2,3.3499999999999996,0,0,0,0
IC2,3.36,0,0,0,0
IC2,3.3699999999999997,0,0,0,0
IC2,3.38,0,0,0,0
IC2,3.3899999999999997,0,0,0,0
IC2,3.4,0,0,0,0
IC2,3.4099999999999997,0,0,0,0
IC2,3.42,0,0,0,0
IC2,3.4299999999999997,0,0,0,0
IC2,3.44,0,0,0,0
IC2,3.4499999999999997,0,0,0,0
IC2,3.46,0,0,0,0
IC2,3.4699999999999998,0,0,0,0
IC2,3.48,0,0,0,0
IC2,3.4899999999999998,0,0,0,0
IC2,3.5,0,0,0,0
IC2,3.51,0,0,0,0
IC2,3.52,0,0,0,0
IC2,3.53,0,0,0,0
IC2,3.54,0,0,0,0
IC2,3.55,0,0,0,0
IC2,3.56,0,0,0,0
IC2,3.57,0,0,0,0
IC2,3.58,0,0,0,0
IC2,3.59,0,0,0,0
IC2,3.5999999999999996,0,0,0,0
IC2,3.61,0,0,0,0
IC2,3.6199999999999997,0,0,0,0
IC2,3.63,0,0,0,0
IC2,3.6399999999999997,0,0,0,0
IC2,3.65,0,0,0,0
IC2,3.6599999999999997,0,0,0,0
IC2,3.67,0,0,0,0
IC2,3.6799999999999997,0,0,0,0
IC2,3.69,0,0,0,0
IC2,3.6999999999999997,0,0,0,0
IC2,3.71,0,0,0,0
IC2,3.7199999999999998,0,0,0,0
IC2,3.73,0,0,0,0
IC2,3.7399999999999998,0,0,0,0
IC2,3.75,0,0,0,0
IC2,3.76,0,0,0,0
IC2,3.77,0,0,0,0
IC2,3.78,0,0,0,0
IC2,3.79,0,0,0,0
IC2,3.8,0,0,0,0
IC2,3.81,0,0,0,0
IC2,3.82,0,0,0,0
IC2,3.83,0,0,0,0
IC2,3.84,0,0,0,0
IC2,3.8499999999999996,0,0,0,0
IC2,3.86,0,0,0,0
IC2,3.8699999999999997,0,0,0,0
IC2,3.88,0,0,0,0
IC2,3.8899999999999997,0,0,0,0
IC2,3.9,0,0,0,0
IC2,3.9099999999999997,0,0,0,0
IC2,3.92,0,0,0,0
IC2,3.9299999999999997,0,0,0,0
IC2,3.94,0,0,0,0
IC2,3.9499999999999997,0,0,0,0
IC2,3.96,0,0,0,0
IC2,3.9699999999999998,0,0,0,0
IC2,3.98,0,0,0,0
IC2,3.9899999999999998,0,0,0,0
IC2,4,0,0,0,0
IC2,4.01,0,0,0,0
IC2,4.02,0,0,0,0
IC2,4.03,0,0,0,0
IC2,4.04,0,0,0,0
IC2,4.05,0,0,0,0
IC2,4.06,0,0,0,0
IC2,4.07,0,0,0,0
IC2,4.08,0,0,0,0
IC2,4.09,0,0,0,0
IC2,4.1,0,0,0,0
IC2,4.109999999999999,0,0,0,0
IC2,4.12,0,0,0,0
IC2,4.13,0,0,0,0
IC2,4.14,0,0,0,0
IC2,4.1499999999999995,0,0,0,0
IC2,4.16,0,0,0,0
IC2,4.17,0,0,0,0
IC2,4.18,0,0,0,0
IC2,4.1899999999999995,0,0,0,0
IC2,4.2,0,0,0,0
IC2,4.21,0,0,0,0
IC2,4.22,0,0,0,0
IC2,4.2299999999999995,0,0,0,0
IC2,4.24,0,0,0,0
IC2,4.25,0,0,0,0
IC2,4.26,0,0,0,0
IC2,4.27,0,0,0,0
IC2,4.28,0,0,0,0
IC2,4.29,0,0,0,0
IC2,4.3,0,0,0,0
IC2,4.31,0,0,0,0
IC2,4.32,0,0,0,0
IC2,4.33,0,0,0,0
IC2,4.34,0,0,0,0
IC2,4.35,0,0,0,0
IC2,4.36,0,0,0,0
IC2,4.37,0,0,0,0
IC2,4.38,0,0,0,0
IC2,4.39,0,0,0,0
IC2,4.3999999999999995,0,0,0,0
IC2,4.41,0,0,0,0
IC2,4.42,0,0,0,0
IC2,4.43,0,0,0,0
IC2,4.4399999999999995,0,0,0,0
IC2,4.45,0,0,0,0
IC2,4.46,0,0,0,0
IC2,4.47,0,0,0,0
IC2,4.4799999999999995,0,0,0,0
IC2,4.49,0,0,0,0
IC2,4.5,0,0,0,0
IC2,4.51,0,0,0,0
IC2,4.52,0,0,0,0
IC2,4.53,0,0,0,0
IC2,4.54,0,0,0,0
IC2,4.55,0,0,0,0
IC2,4.56,0,0,0,0
IC2,4.57,0,0,0,0
IC2,4.58,0,0,0,0
IC2,4.59,0,0,0,0
IC2,4.6,0,0,0,0
IC2,4.61,0,0,0,0
IC2,4.62,0,0,0,0
IC2,4.63,0,0,0,0
IC2,4.64,0,0,0,0
IC2,4.6499999999999995,0,0,0,0
IC2,4.66,0,0,0,0
IC2,4.67,0,0,0,0
IC2,4.68,0,0,0,0
IC2,4.6899999999999995,0,0,0,0
IC2,4.7,0,0,0,0
IC2,4.71,0,0,0,0
IC2,4.72,0,0,0,0
IC2,4.7299999999999995,0,0,0,0
IC2,4.74,0,0,0,0
IC2,4.75,0,0,0,0
IC2,4.76,0,0,0,0
IC2,4.77,0,0,0,0
IC2,4.78,0,0,0,0
IC2,4.79,0,0,0,0
IC2,4.8,0,0,0,0
IC2,4.81,0,0,0,0
IC2,4.82,0,0,0,0
IC2,4.83,0,0,0,0
IC2,4.84,0,0,0,0
IC2,4.85,0,0,0,0
IC2,4.86,0,0,0,0
IC2,4.87,0,0,0,0
IC2,4.88,0,0,0,0
IC2,4.89,0,0,0,0
IC2,4.8999999999999995,0,0,0,0
IC2,4.91,0,0,0,0
IC2,4.92,0,0,0,0
IC2,4.93,0,0,0,0
IC2,4.9399999999999995,0,0,0,0
IC2,4.95,0,0,0,0
IC2,4.96,0,0,0,0
IC2,4.97,0,0,0,0
IC2,4.9799999999999995,0,0,0,0
IC2,4.99,0,0,0,0
IC2,5,0,0,0,0
