r,q,p,variable,h,point,lo68,hi68,lo90,hi90,cell
5,5,4,yield_5y,12,0.0017699858463946798,5.182068903273006e-4,0.008098245645457199,-0.001609104518484541,0.01178306606012114,q=5
5,5,4,yield_5y,13,9.125613191488454e-4,-1.2005639517101988e-4,0.007522562033783992,-0.002311633031480005,0.011411532114626168,q=5
5,5,4,yield_5y,14,1.9778957695645822e-5,-8.47061315342041e-4,0.006835614499050681,-0.003054639647624697,0.011020161027237109,q=5
5,5,4,yield_5y,15,-8.449392688640554e-4,-0.0017103107087733747,0.0062459862430707495,-0.003870017426669992,0.010432167421124038,q=5
5,5,4,yield_5y,16,-0.0016557667052965205,-0.0024127655742510906,0.005717667007133386,-0.004658732878084759,0.00983484045422881,q=5
5,5,4,yield_5y,17,-0.0024443063504607553,-0.003188053342037176,0.005247281468120829,-0.005544813385662741,0.009153451209428759,q=5
5,5,4,yield_5y,18,-0.0031968621553229836,-0.003861841826629974,0.004575460962984118,-0.006313645559526529,0.008126543148472984,q=5
5,5,4,yield_5y,19,-0.003896241994700604,-0.004439403766405354,0.003972145337498698,-0.007040335988212463,0.007563266049494227,q=5
5,5,4,yield_5y,20,-0.004550986338464126,-0.005033960601477918,0.0033484245481768043,-0.007918385078341382,0.007085890389632331,q=5
5,5,4,yield_5y,21,-0.00515998073197418,-0.005500946993025633,0.002799346044807781,-0.008385088228097883,0.006582577254315835,q=5
5,5,4,yield_5y,22,-0.005715689272529507,-0.006025559568219399,0.0022854086025947437,-0.00901051554847047,0.0060621170420409294,q=5
5,5,4,yield_5y,23,-0.006219875016919091,-0.006613157411140014,0.0018235338004100195,-0.009665102596182338,0.005628112153774472,q=5
5,5,4,yield_5y,24,-0.006673801371565574,-0.0070410231404024895,0.0013886255167428628,-0.010363972120598747,0.005063604050223673,q=5
5,5,4,yield_5y,25,-0.0070754193738773756,-0.007455556326881501,0.0010074565463241694,-0.010876750804001667,0.004455273234103972,q=5
5,5,4,yield_5y,26,-0.0074254692196938435,-0.007907747030000349,6.759586426662765e-4,-0.01121671568459263,0.004197313041408368,q=5
5,5,4,yield_5y,27,-0.00772563706628302,-0.008246719112335455,3.8223872928616913e-4,-0.011625758592857112,0.0036664403046336343,q=5
5,5,4,yield_5y,28,-0.007976417941161976,-0.008375013483915714,1.341471800571395e-4,-0.012059436638163853,0.003267858949930761,q=5
5,5,4,yield_5y,29,-0.008179017560967774,-0.008613426474327984,-1.0792642655396951e-4,-0.012037003810422494,0.003060456922094399,q=5
5,5,4,yield_5y,30,-0.008335357394263953,-0.008696481785794501,-2.9005472749230315e-4,-0.012399590171705907,0.0027623049832629326,q=5
5,5,4,yield_5y,31,-0.008447070985955228,-0.008924535155176957,-3.588035402459345e-4,-0.01252072890194089,0.0027215671171233265,q=5
5,5,4,yield_5y,32,-0.008515956447477078,-0.009003981676878776,-4.571516278873297e-4,-0.012491583379541331,0.002645745059642006,q=5
