window_cell,q,variable,share_in68,share_in90,share_in90_h12,first_out90_h,cor_path,max_abs_dev,max_abs_dev_h,rel_max_abs_dev,sign_flip_h0,ratio_h0,resto_coluna_h0,share_in90_resc,denom_ratio,veredito
pre_p2,3,trab_pop_forca_trab,1,1,1,NA,0.9995618955439425,3.6575063736795954,0,0.08553019608231735,FALSE,1.218638762381044,1.221711543510218,1,1.0025214864519574,imaterial
pre_p2,3,trab_pop_ocupada,1,1,1,NA,0.9999352781856303,2.935767375501118,0,0.018061051756667192,FALSE,0.5739260522680513,0.5753731990332706,1,1.0025214864519574,imaterial
pre_p2,3,trab_tx_desemprego,1,1,1,NA,0.9999664309639219,0.002395100740869488,22,0.011889053174182547,FALSE,1.0060060980268841,1.0085427287736453,1,1.0025214864519574,imaterial
pre_p2,3,trab_hrs_trabalhadas_industria,1,1,1,NA,0.999989217106811,0.015778726211218008,2,0.014975207049781874,FALSE,1.0043701858512284,1.006902691667602,1,1.0025214864519574,imaterial
pre_p2,3,trab_menos_de_1_mes,1,1,1,NA,0.9999819486271807,0.29729271279238745,0,0.015443107471701053,FALSE,1.0204022250862634,1.0229751554723656,1,1.0025214864519574,imaterial
pre_p2,3,trab_de_1_mes_a_menos_de_1_ano,1,1,1,NA,0.9999510081455487,2.062867326491901,0,0.024828927258632626,FALSE,1.083927659584506,1.08666076849305,1,1.0025214864519574,imaterial
pre_p2,3,trab_de_1_ano_a_menos_de_2_anos,1,1,1,NA,0.999983676948574,0.6184086843874113,27,0.011959032949826993,FALSE,1.008462047822047,1.0110048712129434,1,1.0025214864519574,imaterial
pre_p2,3,trab_x2_anos_ou_mais,1,1,1,NA,0.9999656226171051,1.0162020493653365,0,0.017481423325265404,FALSE,0.9390438820613277,0.9414116684877388,1,1.0025214864519574,imaterial
pre_p2,3,commodity_agro,1,1,1,NA,0.9999191367358412,0.23503593403367695,0,0.045407170869899635,FALSE,1.161625156969447,1.1645541790649983,1,1.0025214864519574,imaterial
pre_p2,3,commodity_metal,1,1,1,NA,0.9999617093509453,0.17400025680668496,0,0.03157852247127526,FALSE,1.0870261956610474,1.0897671174863295,1,1.0025214864519574,imaterial
pre_p2,3,commodity_energia,1,1,1,NA,0.9997638383382695,0.14985400881176933,0,0.06172486393048152,FALSE,1.890630232535602,1.8953974310526016,1,1.0025214864519574,imaterial
pre_p2,3,asset_ibov,1,1,1,NA,0.9986790581240453,0.5727195574921389,0,0.10536734080883008,FALSE,0.8823629910389464,0.8845878573665596,1,1.0025214864519574,imaterial
pre_p2,3,asset_idiv,1,1,1,NA,0.9985123050872066,0.594111366225631,0,0.10756383086952884,FALSE,0.861061687864663,0.8632328432449131,1,1.0025214864519574,imaterial
pre_p2,3,asset_ifix,1,1,1,NA,0.9998272150024017,0.09722233703491767,0,0.03461393535967048,FALSE,0.9579048732174651,0.9603202173775468,1,1.0025214864519574,imaterial
pre_p2,3,asset_ifnc,1,1,1,NA,0.9989660658213647,0.6239471298243853,0,0.08737469233453657,FALSE,0.8990574300444406,0.9013243911738292,1,1.0025214864519574,imaterial
pre_p2,3,asset_imat,1,1,1,NA,0.9972762460744251,0.44170057384886807,0,0.17159778226719996,FALSE,0.22835420936445813,0.22893000140961803,1,1.0025214864519574,imaterial
pre_p2,3,asset_imob,1,1,1,NA,0.9991924541588988,0.6669373227986233,0,0.08612353686408256,FALSE,0.9138764631359174,0.9161807902564774,1,1.0025214864519574,imaterial
pre_p2,3,asset_smll,1,1,1,NA,0.9989033143646093,0.5215086821904515,0,0.09816368925950533,FALSE,0.9018363107404946,0.9041102787799101,1,1.0025214864519574,imaterial
pre_p2,3,embi_perc,1,1,1,NA,0.9999606678095248,0.0034319106129337695,5,0.008969012203153808,FALSE,0.9889872861768139,0.9914810042200669,1,1.0025214864519574,imaterial
pre_p2,3,cds_5y,1,1,1,NA,0.9999832141555012,0.432285449641963,5,0.010040003867880835,FALSE,1.0026990304113936,1.0052273224319668,1,1.0025214864519574,imaterial
pre_p2,3,msci,1,1,1,NA,0.999605361191655,0.04238040007768151,0,0.03238702411155228,FALSE,0.9397932758551154,0.9421629518678246,1,1.0025214864519574,imaterial
pre_p2,3,sp500_vix,1,1,1,NA,0.9993741423816858,0.0765657340491177,0,0.07352761989222116,FALSE,0.9137739308696349,0.9160779994564746,1,1.0025214864519574,imaterial
pre_p2,3,fiscal_dbgg,1,1,1,NA,0.999907546644008,0.016540568945101197,0,0.03068272878526027,FALSE,0.9570129914566662,0.9594260867489713,1,1.0025214864519574,imaterial
pre_p2,3,fiscal_dlsp,1,1,1,NA,0.9999674262331406,0.010469482278937015,2,0.01675920815719969,FALSE,1.0155396150541092,1.018100284434894,1,1.0025214864519574,imaterial
pre_p2,3,fiscal_primary_balance,1,1,1,NA,0.9997695684204647,436.62739692265677,0,0.046000975491607664,FALSE,0.9539990245083924,0.9564045201238708,1,1.0025214864519574,imaterial
pre_p2,3,expect_focus_ipca12m,1,1,1,NA,0.9999473644911407,0.002148595009173051,1,0.017720987725447664,FALSE,1.063762831061116,1.0664450946277324,1,1.0025214864519574,imaterial
pre_p2,3,expect_focus_selic_ny,1,1,1,NA,0.9999725547880359,0.006187239908799325,0,0.009440149027662749,FALSE,0.9905598509723372,0.993057534216417,1,1.0025214864519574,imaterial
pre_p2,3,expect_focus_pib_ny,1,1,1,NA,0.9999863157257223,0.004045068872518209,33,0.007284236145112998,FALSE,1.0030955284195484,1.0056248202044773,1,1.0025214864519574,imaterial
