variant,sample,block,factor,squared_loading_share
add_credito,full,curva,F3,0.06770772755925113
add_credito,full,curva,F4,0.11729121083976801
add_credito,full,curva,F5,0.019206448415518
add_credito,full,curva,F6,0.06774613117197546
add_credito,full,curva,F7,0.086050128214276
add_credito,full,energia,F1,0.05336975123865356
add_credito,full,energia,F2,0.0020734652790783677
add_credito,full,energia,F3,0.004134016949639068
add_credito,full,energia,F4,0.0047694979154636824
add_credito,full,energia,F5,0.015112081879392184
add_credito,full,energia,F6,0.009080792642186388
add_credito,full,energia,F7,0.019126926484824013
add_credito,full,epu,F1,0.0032984592807677733
add_credito,full,epu,F2,0.00884543005376348
add_credito,full,epu,F3,0.002342709753367879
add_credito,full,epu,F4,0.02379325444526335
add_credito,full,epu,F5,0.024359365336323362
add_credito,full,epu,F6,0.042964219556466454
add_credito,full,epu,F7,0.4518396080695398
add_credito,full,industria,F1,0.31833519921147696
add_credito,full,industria,F2,0.007601084221424339
add_credito,full,industria,F3,0.03234683331843172
add_credito,full,industria,F4,0.04619339271797998
add_credito,full,industria,F5,0.007825027689904087
add_credito,full,industria,F6,0.024394415046934764
add_credito,full,industria,F7,0.02714712271581594
add_credito,full,monetario,F1,0.01875161297180186
add_credito,full,monetario,F2,0.009280242997861945
add_credito,full,monetario,F3,0.29416121267222756
add_credito,full,monetario,F4,0.017762980389443274
add_credito,full,monetario,F5,0.041933630091984114
add_credito,full,monetario,F6,0.11731182322206925
add_credito,full,monetario,F7,0.03460870701501127
add_credito,full,politica,F1,4.320574990826213e-6
add_credito,full,politica,F2,0.01288369731779761
add_credito,full,politica,F3,0.09060110894018596
add_credito,full,politica,F4,0.03626823389636692
add_credito,full,politica,F5,0.026840185873849485
add_credito,full,politica,F6,0.05488993495217284
add_credito,full,politica,F7,0.003168457644342649
add_credito,full,precos,F1,0.009285783807197783
add_credito,full,precos,F2,0.03734846475785855
add_credito,full,precos,F3,0.02404191231310903
add_credito,full,precos,F4,0.03458494165380723
add_credito,full,precos,F5,0.5958572464365475
add_credito,full,precos,F6,0.1548272328500075
add_credito,full,precos,F7,0.12352407840853774
add_credito,full,risco_externo,F1,0.014365352143619822
add_credito,full,risco_externo,F2,0.10237136999810038
add_credito,full,risco_externo,F3,0.0037155870388888177
add_credito,full,risco_externo,F4,0.0281408888368585
add_credito,full,risco_externo,F5,0.013971921018370718
add_credito,full,risco_externo,F6,0.014322167140734653
add_credito,full,risco_externo,F7,0.005066328553340811
add_credito,full,trabalho,F1,0.25623979039672745
add_credito,full,trabalho,F2,0.02047723608832143
add_credito,full,trabalho,F3,0.18443256583210782
add_credito,full,trabalho,F4,0.02700971759022109
add_credito,full,trabalho,F5,0.029699598256705734
add_credito,full,trabalho,F6,0.0458966750068212
add_credito,full,trabalho,F7,0.04458027075260911
add_credito,full,vendas,F1,0.06508119664122884
add_credito,full,vendas,F2,1.1989363840906743e-4
add_credito,full,vendas,F3,0.004131895270277852
add_credito,full,vendas,F4,0.010390979777362053
add_credito,full,vendas,F5,7.651608266869565e-4
add_credito,full,vendas,F6,0.002468728459306625
add_credito,full,vendas,F7,0.0029494214219987973
add_credito,pre_covid,acoes,F1,0.1542308352618965
add_credito,pre_covid,acoes,F2,0.015506357948394773
add_credito,pre_covid,acoes,F3,0.22691083475050383
add_credito,pre_covid,acoes,F4,0.0537494000476989
add_credito,pre_covid,acoes,F5,0.1599332809114645
add_credito,pre_covid,acoes,F6,0.10972517088827574
add_credito,pre_covid,acoes,F7,0.04724089876845257
add_credito,pre_covid,atividade_agregada,F1,0.001579465910437511
add_credito,pre_covid,atividade_agregada,F2,0.03526772380156263
add_credito,pre_covid,atividade_agregada,F3,0.012036079265616166
add_credito,pre_covid,atividade_agregada,F4,0.012063059271725747
add_credito,pre_covid,atividade_agregada,F5,0.007079825265112558
add_credito,pre_covid,atividade_agregada,F6,0.008360364208694966
add_credito,pre_covid,atividade_agregada,F7,0.0315929514304449
add_credito,pre_covid,cambio,F1,0.17207721117932995
add_credito,pre_covid,cambio,F2,0.004186424646161662
add_credito,pre_covid,cambio,F3,0.007342313303257251
add_credito,pre_covid,cambio,F4,0.00809181551859342
add_credito,pre_covid,cambio,F5,0.012306576311591867
add_credito,pre_covid,cambio,F6,0.20349873559782083
add_credito,pre_covid,cambio,F7,0.02099587488574571
add_credito,pre_covid,combustiveis,F1,0.005710521076941317
add_credito,pre_covid,combustiveis,F2,0.12005176028947329
add_credito,pre_covid,combustiveis,F3,0.025351016319496406
add_credito,pre_covid,combustiveis,F4,0.06231228561155627
add_credito,pre_covid,combustiveis,F5,0.01343323202205603
add_credito,pre_covid,combustiveis,F6,0.018939148340534503
add_credito,pre_covid,combustiveis,F7,0.10652716060584574
add_credito,pre_covid,commodities,F1,0.05898300517744699
add_credito,pre_covid,commodities,F2,0.0015525406851556612
add_credito,pre_covid,commodities,F3,0.0036426536891358964
add_credito,pre_covid,commodities,F4,0.015829034840409078
add_credito,pre_covid,commodities,F5,0.015404468793418433
add_credito,pre_covid,commodities,F6,0.08605766686619734
add_credito,pre_covid,commodities,F7,0.037442144443108
add_credito,pre_covid,confianca,F1,0.009427907656092723
add_credito,pre_covid,confianca,F2,0.002769937573394398
add_credito,pre_covid,confianca,F3,0.016716963219127377
add_credito,pre_covid,confianca,F4,0.033104884865212236
add_credito,pre_covid,confianca,F5,0.013063565607829127
add_credito,pre_covid,confianca,F6,0.025476284647845404
add_credito,pre_covid,confianca,F7,0.010794822287163318
add_credito,pre_covid,credito,F1,0.001658047085535412
add_credito,pre_covid,credito,F2,0.019165496333719306
add_credito,pre_covid,credito,F3,0.031610984290023986
add_credito,pre_covid,credito,F4,0.06979071568737477
add_credito,pre_covid,credito,F5,0.007104181110296759
add_credito,pre_covid,credito,F6,0.0023198866009659694
add_credito,pre_covid,credito,F7,1.246033493261716e-4
add_credito,pre_covid,credito_existente,F1,0.12935478025175623
add_credito,pre_covid,credito_existente,F2,0.028401227302172764
add_credito,pre_covid,credito_existente,F3,0.17749287460423765
add_credito,pre_covid,credito_existente,F4,0.11174504339964936
add_credito,pre_covid,credito_existente,F5,0.027243260443633382
add_credito,pre_covid,credito_existente,F6,0.1317822053013197
add_credito,pre_covid,credito_existente,F7,0.010390797492537476
add_credito,pre_covid,curva,F1,0.2296119727744218
add_credito,pre_covid,curva,F2,0.006297134125977362
add_credito,pre_covid,curva,F3,0.04606228079330954
add_credito,pre_covid,curva,F4,0.10086095285786931
add_credito,pre_covid,curva,F5,0.027123040672694887
add_credito,pre_covid,curva,F6,0.015767878015487614
add_credito,pre_covid,curva,F7,0.006344778400236725
add_credito,pre_covid,energia,F1,0.01037707912645414
add_credito,pre_covid,energia,F2,0.02734440842496842
add_credito,pre_covid,energia,F3,0.05279241651691534
add_credito,pre_covid,energia,F4,0.020654105722520907
add_credito,pre_covid,energia,F5,0.036906375007062474
add_credito,pre_covid,energia,F6,0.00876744270900069
add_credito,pre_covid,energia,F7,0.0030349664203424796
add_credito,pre_covid,epu,F1,0.007554786353579629
add_credito,pre_covid,epu,F2,0.006353531025238739
add_credito,pre_covid,epu,F3,0.010159534519108547
add_credito,pre_covid,epu,F4,0.0345433470110511
add_credito,pre_covid,epu,F5,0.023570722870087737
add_credito,pre_covid,epu,F6,0.051238042987962695
add_credito,pre_covid,epu,F7,0.05779747499223217
add_credito,pre_covid,industria,F1,0.023540783697204047
add_credito,pre_covid,industria,F2,0.39630292122976435
add_credito,pre_covid,industria,F3,0.02346345003310724
add_credito,pre_covid,industria,F4,0.09557876955850268
add_credito,pre_covid,industria,F5,0.05250003255607936
add_credito,pre_covid,industria,F6,0.05913462867035527
add_credito,pre_covid,industria,F7,0.11711879341550815
add_credito,pre_covid,monetario,F1,0.013023813573039202
add_credito,pre_covid,monetario,F2,0.05267659241479756
add_credito,pre_covid,monetario,F3,0.07549722186532314
add_credito,pre_covid,monetario,F4,0.07697893117224773
add_credito,pre_covid,monetario,F5,0.05592750062341406
add_credito,pre_covid,monetario,F6,0.15179597917353388
add_credito,pre_covid,monetario,F7,0.008140170176926642
add_credito,pre_covid,politica,F1,0.012072316771416704
add_credito,pre_covid,politica,F2,0.004106892864169426
add_credito,pre_covid,politica,F3,0.008083896817587245
add_credito,pre_covid,politica,F4,0.14777931688637894
add_credito,pre_covid,politica,F5,0.01610385364379452
add_credito,pre_covid,politica,F6,0.011298230785824592
add_credito,pre_covid,politica,F7,0.006661355358228231
add_credito,pre_covid,precos,F1,0.05864209557041857
add_credito,pre_covid,precos,F2,0.04455795968346877
add_credito,pre_covid,precos,F3,0.12596057128044597
add_credito,pre_covid,precos,F4,0.06590028784143341
add_credito,pre_covid,precos,F5,0.44736634836169253
add_credito,pre_covid,precos,F6,0.035492198092698726
add_credito,pre_covid,precos,F7,0.0899826470013737
add_credito,pre_covid,risco_externo,F1,0.09310936308884822
add_credito,pre_covid,risco_externo,F2,0.0025881213069706257
add_credito,pre_covid,risco_externo,F3,0.0036646624025423254
add_credito,pre_covid,risco_externo,F4,0.005172254819106186
add_credito,pre_covid,risco_externo,F5,0.023976136798912258
add_credito,pre_covid,risco_externo,F6,0.01670542725946669
add_credito,pre_covid,risco_externo,F7,0.002934308345660212
add_credito,pre_covid,trabalho,F1,0.018376542286647753
add_credito,pre_covid,trabalho,F2,0.1667947246386868
add_credito,pre_covid,trabalho,F3,0.13479059023128165
add_credito,pre_covid,trabalho,F4,0.07344619628398599
add_credito,pre_covid,trabalho,F5,0.05974497897133725
add_credito,pre_covid,trabalho,F6,0.05557830654383855
add_credito,pre_covid,trabalho,F7,0.4083487323655464
add_credito,pre_covid,vendas,F1,6.6947315853479e-4
add_credito,pre_covid,vendas,F2,0.06607624570592419
add_credito,pre_covid,vendas,F3,0.018421656098980017
add_credito,pre_covid,vendas,F4,0.012399598604683516
add_credito,pre_covid,vendas,F5,0.0012126200295228488
add_credito,pre_covid,vendas,F6,0.008062403310176854
add_credito,pre_covid,vendas,F7,0.03452752026132155
add_imoveis,full,acoes,F1,0.03548181129307327
add_imoveis,full,acoes,F2,0.24199588224391416
add_imoveis,full,acoes,F3,0.0029605349049561785
add_imoveis,full,acoes,F4,0.3825086027003735
add_imoveis,full,acoes,F5,0.015131107307291808
add_imoveis,full,acoes,F6,0.056359198508667295
add_imoveis,full,acoes,F7,0.012856280686583775
add_imoveis,full,atividade_agregada,F1,0.042242230210675906
add_imoveis,full,atividade_agregada,F2,0.0016684636834561
add_imoveis,full,atividade_agregada,F3,0.006764262958787578
add_imoveis,full,atividade_agregada,F4,0.005688997036044176
add_imoveis,full,atividade_agregada,F5,0.01148184408964015
add_imoveis,full,atividade_agregada,F6,0.004593276205841502
add_imoveis,full,atividade_agregada,F7,0.020143258160744273
add_imoveis,full,cambio,F1,0.027991030852490502
add_imoveis,full,cambio,F2,0.11284303411563483
add_imoveis,full,cambio,F3,0.06752114551522541
add_imoveis,full,cambio,F4,0.04804080830196388
add_imoveis,full,cambio,F5,0.13634472476086607
add_imoveis,full,cambio,F6,0.04161195686266312
add_imoveis,full,cambio,F7,0.026415254744471338
add_imoveis,full,combustiveis,F1,0.0945192583423912
add_imoveis,full,combustiveis,F2,0.004092075353176933
add_imoveis,full,combustiveis,F3,0.016953328911255953
add_imoveis,full,combustiveis,F4,0.024204625421998638
add_imoveis,full,combustiveis,F5,0.005752586373423335
add_imoveis,full,combustiveis,F6,0.037015535948351885
add_imoveis,full,combustiveis,F7,0.013462082281344486
add_imoveis,full,commodities,F1,9.881034542666212e-4
add_imoveis,full,commodities,F2,0.039046414779464744
add_imoveis,full,commodities,F3,0.011036210350190588
add_imoveis,full,commodities,F4,0.041884983894218325
add_imoveis,full,commodities,F5,0.011598705769075205
add_imoveis,full,commodities,F6,0.09560853557188786
add_imoveis,full,commodities,F7,0.011620201786004354
add_imoveis,full,confianca,F1,0.03763217456001065
add_imoveis,full,confianca,F2,6.60041385291393e-4
add_imoveis,full,confianca,F3,9.85119353876364e-4
add_imoveis,full,confianca,F4,0.009211713787532565
add_imoveis,full,confianca,F5,0.001722306745981373
add_imoveis,full,confianca,F6,0.0035331991130479884
add_imoveis,full,confianca,F7,0.0012819036545100898
add_imoveis,full,credito_existente,F1,0.017616060948481366
add_imoveis,full,credito_existente,F2,0.14441226408574429
add_imoveis,full,credito_existente,F3,0.11935905821489289
add_imoveis,full,credito_existente,F4,0.129326492076114
add_imoveis,full,credito_existente,F5,0.049115591003591544
add_imoveis,full,credito_existente,F6,0.21009632729013417
add_imoveis,full,credito_existente,F7,0.06256490569048694
add_imoveis,full,curva,F1,0.0031005040132146985
add_imoveis,full,curva,F2,0.2534269279984268
add_imoveis,full,curva,F3,0.07874502942582347
add_imoveis,full,curva,F4,0.11595241355741473
add_imoveis,full,curva,F5,0.01284491691441172
add_imoveis,full,curva,F6,0.057053781270729784
add_imoveis,full,curva,F7,0.09670746520165466
add_imoveis,full,energia,F1,0.05315474233527584
add_imoveis,full,energia,F2,0.0020345407221366687
add_imoveis,full,energia,F3,0.004432448270086106
add_imoveis,full,energia,F4,0.0042743537171084315
add_imoveis,full,energia,F5,0.015916710439923078
add_imoveis,full,energia,F6,0.011004992621585679
add_imoveis,full,energia,F7,0.01692514660333996
add_imoveis,full,epu,F1,0.003349567515784005
add_imoveis,full,epu,F2,0.008848052631559657
add_imoveis,full,epu,F3,0.003203738357859095
add_imoveis,full,epu,F4,0.023731517133539593
add_imoveis,full,epu,F5,0.024946710443892857
add_imoveis,full,epu,F6,0.0248064880720606
add_imoveis,full,epu,F7,0.5130113726532451
add_imoveis,full,imoveis,F1,1.3325419225066944e-5
add_imoveis,full,imoveis,F2,2.3270306261939297e-4
add_imoveis,full,imoveis,F3,0.010537314316686487
add_imoveis,full,imoveis,F4,0.005210442012510111
add_imoveis,full,imoveis,F5,0.004513370833394999
add_imoveis,full,imoveis,F6,0.029313400351505817
add_imoveis,full,imoveis,F7,6.553187657091294e-7
add_imoveis,full,industria,F1,0.3180531387974395
add_imoveis,full,industria,F2,0.007692715676041375
add_imoveis,full,industria,F3,0.03718428345807446
add_imoveis,full,industria,F4,0.05078748139390704
add_imoveis,full,industria,F5,0.007945029335959627
add_imoveis,full,industria,F6,0.022475577571985206
add_imoveis,full,industria,F7,0.04835701964128355
add_imoveis,full,monetario,F1,0.01965054561775985
add_imoveis,full,monetario,F2,0.009282591406857258
add_imoveis,full,monetario,F3,0.3049231297971765
add_imoveis,full,monetario,F4,0.022242620798907677
add_imoveis,full,monetario,F5,0.04746805639302262
add_imoveis,full,monetario,F6,0.10630089056413956
add_imoveis,full,monetario,F7,0.026857706751719303
add_imoveis,full,politica,F1,6.670624878677537e-6
add_imoveis,full,politica,F2,0.011480839229178707
add_imoveis,full,politica,F3,0.09200037175584488
add_imoveis,full,politica,F4,0.03806842813151648
add_imoveis,full,politica,F5,0.024545322620789473
add_imoveis,full,politica,F6,0.04184030736064251
add_imoveis,full,politica,F7,0.006361633731794008
add_imoveis,full,precos,F1,0.00923058275834309
add_imoveis,full,precos,F2,0.03903817501438167
add_imoveis,full,precos,F3,0.02543882945573373
add_imoveis,full,precos,F4,0.027402581189547526
add_imoveis,full,precos,F5,0.5879220926484284
add_imoveis,full,precos,F6,0.19040160204798645
add_imoveis,full,precos,F7,0.0881437602535494
add_imoveis,full,risco_externo,F1,0.014838605063725717
add_imoveis,full,risco_externo,F2,0.10333316721649041
add_imoveis,full,risco_externo,F3,0.0032304354784078106
add_imoveis,full,risco_externo,F4,0.02723174791531059
add_imoveis,full,risco_externo,F5,0.012501100909269229
add_imoveis,full,risco_externo,F6,0.014740449883589551
add_imoveis,full,risco_externo,F7,0.006041609672121124
add_imoveis,full,trabalho,F1,0.2569410741294628
add_imoveis,full,trabalho,F2,0.019811450114238897
add_imoveis,full,trabalho,F3,0.21018757363154586
add_imoveis,full,trabalho,F4,0.032344719751072636
add_imoveis,full,trabalho,F5,0.02959079353733566
add_imoveis,full,trabalho,F6,0.05056233709636294
add_imoveis,full,trabalho,F7,0.04315562065020418
add_imoveis,full,vendas,F1,0.06519057406349996
add_imoveis,full,vendas,F2,1.00661281385946e-4
add_imoveis,full,vendas,F3,0.004537185843575904
add_imoveis,full,vendas,F4,0.011887471180920628
add_imoveis,full,vendas,F5,6.590298737036363e-4
add_imoveis,full,vendas,F6,0.0026821436588192454
add_imoveis,full,vendas,F7,0.006094122518177844
add_imoveis,pre_covid,acoes,F1,0.15187204831583842
add_imoveis,pre_covid,acoes,F2,0.019497325745987042
add_imoveis,pre_covid,acoes,F3,0.22504834443521077
add_imoveis,pre_covid,acoes,F4,0.0027200496884963858
add_imoveis,pre_covid,acoes,F5,0.2472869092179825
add_imoveis,pre_covid,acoes,F6,0.07921071705424079
add_imoveis,pre_covid,acoes,F7,0.04633952258093162
add_imoveis,pre_covid,atividade_agregada,F1,0.0016790062539474688
add_imoveis,pre_covid,atividade_agregada,F2,0.034351897274204
add_imoveis,pre_covid,atividade_agregada,F3,0.01641196669398897
add_imoveis,pre_covid,atividade_agregada,F4,0.012238873873465592
add_imoveis,pre_covid,atividade_agregada,F5,0.006468624663811687
add_imoveis,pre_covid,atividade_agregada,F6,0.0026118378954774883
add_imoveis,pre_covid,atividade_agregada,F7,0.030189879551200987
add_imoveis,pre_covid,cambio,F1,0.16910526667204187
add_imoveis,pre_covid,cambio,F2,0.004818446452532695
add_imoveis,pre_covid,cambio,F3,0.0016848166808429556
add_imoveis,pre_covid,cambio,F4,0.06952178826645351
add_imoveis,pre_covid,cambio,F5,0.03302123211015091
add_imoveis,pre_covid,cambio,F6,0.12794893031366722
add_imoveis,pre_covid,cambio,F7,0.024056252833382877
add_imoveis,pre_covid,combustiveis,F1,0.005613393429411141
add_imoveis,pre_covid,combustiveis,F2,0.12663798414533584
add_imoveis,pre_covid,combustiveis,F3,0.01809531999695646
add_imoveis,pre_covid,combustiveis,F4,0.043155631401003446
add_imoveis,pre_covid,combustiveis,F5,0.012844369416823653
add_imoveis,pre_covid,combustiveis,F6,0.039500247406327904
add_imoveis,pre_covid,combustiveis,F7,0.11319417166503883
add_imoveis,pre_covid,commodities,F1,0.05773182955235287
add_imoveis,pre_covid,commodities,F2,0.0017978098489651235
add_imoveis,pre_covid,commodities,F3,0.006381238245101759
add_imoveis,pre_covid,commodities,F4,0.0374192804653437
add_imoveis,pre_covid,commodities,F5,0.030497187672466272
add_imoveis,pre_covid,commodities,F6,0.0427702137861461
add_imoveis,pre_covid,commodities,F7,0.04179706013377226
add_imoveis,pre_covid,confianca,F1,0.00943972833339546
add_imoveis,pre_covid,confianca,F2,0.002883526664121854
add_imoveis,pre_covid,confianca,F3,0.024422358082083172
add_imoveis,pre_covid,confianca,F4,0.010556519939289102
add_imoveis,pre_covid,confianca,F5,0.015638329744048052
add_imoveis,pre_covid,confianca,F6,0.03656370371684774
add_imoveis,pre_covid,confianca,F7,0.011514969157243768
add_imoveis,pre_covid,credito_existente,F1,0.13049493692702901
add_imoveis,pre_covid,credito_existente,F2,0.024252787839332567
add_imoveis,pre_covid,credito_existente,F3,0.21280987309842814
add_imoveis,pre_covid,credito_existente,F4,0.08919257440921155
add_imoveis,pre_covid,credito_existente,F5,0.02414946619140546
add_imoveis,pre_covid,credito_existente,F6,0.12761306108567033
add_imoveis,pre_covid,credito_existente,F7,0.007853628205548059
add_imoveis,pre_covid,curva,F1,0.23099131474837492
add_imoveis,pre_covid,curva,F2,0.006218854448877124
add_imoveis,pre_covid,curva,F3,0.08050244922854015
add_imoveis,pre_covid,curva,F4,0.06343479824968105
add_imoveis,pre_covid,curva,F5,0.023709488350186034
add_imoveis,pre_covid,curva,F6,0.005279270382726203
add_imoveis,pre_covid,curva,F7,0.0060094076527218935
add_imoveis,pre_covid,energia,F1,0.01045467566615191
add_imoveis,pre_covid,energia,F2,0.026558549518677536
add_imoveis,pre_covid,energia,F3,0.043129405908592724
add_imoveis,pre_covid,energia,F4,0.04732689000380442
add_imoveis,pre_covid,energia,F5,0.03112323433952621
add_imoveis,pre_covid,energia,F6,0.007173014801430084
add_imoveis,pre_covid,energia,F7,0.0056000001895331044
add_imoveis,pre_covid,epu,F1,0.007578628550075207
add_imoveis,pre_covid,epu,F2,0.0068614542465149616
add_imoveis,pre_covid,epu,F3,0.005192541072355461
add_imoveis,pre_covid,epu,F4,0.04167063965675735
add_imoveis,pre_covid,epu,F5,0.01945440659073456
add_imoveis,pre_covid,epu,F6,0.05792906132064088
add_imoveis,pre_covid,epu,F7,0.05529440730844521
add_imoveis,pre_covid,imoveis,F1,0.004841153908843159
add_imoveis,pre_covid,imoveis,F2,9.515188053769007e-4
add_imoveis,pre_covid,imoveis,F3,0.03163189924994322
add_imoveis,pre_covid,imoveis,F4,0.04854970382686184
add_imoveis,pre_covid,imoveis,F5,0.0067393792405729515
add_imoveis,pre_covid,imoveis,F6,2.9866936572553845e-9
add_imoveis,pre_covid,imoveis,F7,0.0011926397110469842
add_imoveis,pre_covid,industria,F1,0.025115107681032662
add_imoveis,pre_covid,industria,F2,0.4074485933102355
add_imoveis,pre_covid,industria,F3,0.01568822016082209
add_imoveis,pre_covid,industria,F4,0.08687499298792538
add_imoveis,pre_covid,industria,F5,0.03786678945589034
add_imoveis,pre_covid,industria,F6,0.0867870887755206
add_imoveis,pre_covid,industria,F7,0.10512040739964382
add_imoveis,pre_covid,monetario,F1,0.013100789083087105
add_imoveis,pre_covid,monetario,F2,0.04893214191276824
add_imoveis,pre_covid,monetario,F3,0.06561332873784823
add_imoveis,pre_covid,monetario,F4,0.044502532067897164
add_imoveis,pre_covid,monetario,F5,0.03340211608670435
add_imoveis,pre_covid,monetario,F6,0.2454091324484946
add_imoveis,pre_covid,monetario,F7,0.008051345370981452
add_imoveis,pre_covid,politica,F1,0.013005924600231892
add_imoveis,pre_covid,politica,F2,0.0033133475301523442
add_imoveis,pre_covid,politica,F3,0.038679905071845766
add_imoveis,pre_covid,politica,F4,0.1167062997427736
add_imoveis,pre_covid,politica,F5,0.01557838093815446
add_imoveis,pre_covid,politica,F6,0.002737519779419431
add_imoveis,pre_covid,politica,F7,0.009169954741323646
add_imoveis,pre_covid,precos,F1,0.05742298632682132
add_imoveis,pre_covid,precos,F2,0.050353931298076325
add_imoveis,pre_covid,precos,F3,0.10608948964912832
add_imoveis,pre_covid,precos,F4,0.1443880603995151
add_imoveis,pre_covid,precos,F5,0.3889000244538586
add_imoveis,pre_covid,precos,F6,0.029772996131762722
add_imoveis,pre_covid,precos,F7,0.07834268403339482
add_imoveis,pre_covid,risco_externo,F1,0.09240430515724599
add_imoveis,pre_covid,risco_externo,F2,0.0028968390170709016
add_imoveis,pre_covid,risco_externo,F3,0.0030234588563898056
add_imoveis,pre_covid,risco_externo,F4,0.0067230742147512184
add_imoveis,pre_covid,risco_externo,F5,0.026010769117584785
add_imoveis,pre_covid,risco_externo,F6,0.017447762285573896
add_imoveis,pre_covid,risco_externo,F7,0.0038305761891102167
add_imoveis,pre_covid,trabalho,F1,0.018454595707194734
add_imoveis,pre_covid,trabalho,F2,0.16649052578282203
add_imoveis,pre_covid,trabalho,F3,0.08906077311472847
add_imoveis,pre_covid,trabalho,F4,0.12082637914906685
add_imoveis,pre_covid,trabalho,F5,0.046693106712565505
add_imoveis,pre_covid,trabalho,F6,0.07622506638379814
add_imoveis,pre_covid,trabalho,F7,0.4226376809591663
add_imoveis,pre_covid,vendas,F1,6.943090869237438e-4
add_imoveis,pre_covid,vendas,F2,0.06573446615894823
add_imoveis,pre_covid,vendas,F3,0.01653461171719426
add_imoveis,pre_covid,vendas,F4,0.014191911657702868
add_imoveis,pre_covid,vendas,F5,6.161856975327346e-4
add_imoveis,pre_covid,vendas,F6,0.015020373445561836
add_imoveis,pre_covid,vendas,F7,0.029805412317515552
add_conjunto,full,acoes,F1,0.028233265257656116
add_conjunto,full,acoes,F2,0.20371178544385207
add_conjunto,full,acoes,F3,0.012852452952326917
add_conjunto,full,acoes,F4,0.34189498167646193
add_conjunto,full,acoes,F5,0.014339022931203158
add_conjunto,full,acoes,F6,0.021976911651021558
add_conjunto,full,acoes,F7,0.03935376448550311
add_conjunto,full,atividade_agregada,F1,0.04082704122654622
add_conjunto,full,atividade_agregada,F2,0.001885544738009569
add_conjunto,full,atividade_agregada,F3,0.005482231964606763
add_conjunto,full,atividade_agregada,F4,0.0053619674252448415
add_conjunto,full,atividade_agregada,F5,0.010254753415433533
add_conjunto,full,atividade_agregada,F6,0.001212780453903882
add_conjunto,full,atividade_agregada,F7,0.01794389685567601
add_conjunto,full,cambio,F1,0.032634590080333745
add_conjunto,full,cambio,F2,0.09260716748663474
add_conjunto,full,cambio,F3,0.06032635645976755
add_conjunto,full,cambio,F4,0.05666639084044914
add_conjunto,full,cambio,F5,0.12110875162018155
add_conjunto,full,cambio,F6,0.016110571674900737
add_conjunto,full,cambio,F7,0.045950472767187736
add_conjunto,full,combustiveis,F1,0.08998226734902494
add_conjunto,full,combustiveis,F2,0.003682720950293865
add_conjunto,full,combustiveis,F3,0.011836407874087598
add_conjunto,full,combustiveis,F4,0.019986783498891974
add_conjunto,full,combustiveis,F5,0.005156497861684054
add_conjunto,full,combustiveis,F6,0.06658426071911198
add_conjunto,full,combustiveis,F7,0.012868543129937854
add_conjunto,full,commodities,F1,0.0012464789383022938
add_conjunto,full,commodities,F2,0.03358605357857105
add_conjunto,full,commodities,F3,0.0110367481724733
add_conjunto,full,commodities,F4,0.04223399220224275
add_conjunto,full,commodities,F5,0.006962952350873639
add_conjunto,full,commodities,F6,0.09323878336025077
add_conjunto,full,commodities,F7,0.00717197414041617
add_conjunto,full,confianca,F1,0.03618504867058734
add_conjunto,full,confianca,F2,3.048242805868902e-4
add_conjunto,full,confianca,F3,2.2900465886744822e-4
add_conjunto,full,confianca,F4,0.007910426648913938
add_conjunto,full,confianca,F5,8.35275956802113e-4
add_conjunto,full,confianca,F6,0.010995470911884159
add_conjunto,full,confianca,F7,0.002384512165359052
add_conjunto,full,credito,F1,0.003918963075941507
add_conjunto,full,credito,F2,0.005598627720122762
add_conjunto,full,credito,F3,0.060778220080557915
add_conjunto,full,credito,F4,0.014309715196788588
add_conjunto,full,credito,F5,5.481861708302629e-4
add_conjunto,full,credito,F6,0.00912585270453176
add_conjunto,full,credito,F7,0.021363419370733897
add_conjunto,full,credito_existente,F1,0.01920614613316588
add_conjunto,full,credito_existente,F2,0.12178164329216914
add_conjunto,full,credito_existente,F3,0.1061300873514359
add_conjunto,full,credito_existente,F4,0.08869032387039892
add_conjunto,full,credito_existente,F5,0.04366693158730178
add_conjunto,full,credito_existente,F6,0.21405553247468284
add_conjunto,full,credito_existente,F7,0.060967497566272934
add_conjunto,full,curva,F1,0.004492813649414261
add_conjunto,full,curva,F2,0.22811351938641852
add_conjunto,full,curva,F3,0.06258335372680693
add_conjunto,full,curva,F4,0.08746545041925743
add_conjunto,full,curva,F5,0.02553984889893245
add_conjunto,full,curva,F6,0.06905975438376791
add_conjunto,full,curva,F7,0.04586589833450962
add_conjunto,full,energia,F1,0.050847367754288636
add_conjunto,full,energia,F2,0.0018876033815596676
add_conjunto,full,energia,F3,0.0025738556986277007
add_conjunto,full,energia,F4,0.005992161219227993
add_conjunto,full,energia,F5,0.01433952556071912
add_conjunto,full,energia,F6,0.00745278328425082
add_conjunto,full,energia,F7,0.052841829417186466
add_conjunto,full,epu,F1,0.0031516895284856
add_conjunto,full,epu,F2,0.008384254050991377
add_conjunto,full,epu,F3,0.0016970501827504145
add_conjunto,full,epu,F4,0.02213840177146229
add_conjunto,full,epu,F5,0.027458191324943676
add_conjunto,full,epu,F6,0.05283169870738536
add_conjunto,full,epu,F7,0.21445039473620744
add_conjunto,full,eua,F1,0.01688799584594436
add_conjunto,full,eua,F2,0.03772652276123031
add_conjunto,full,eua,F3,0.023388898107283087
