variant,sample,block,n_series,share_panel,n_effective,share_effective,overweight,shock_share,commonality_mean
drop_near_duplicates,pre_covid,confianca,2,0.019230769230769232,1.9326186206053482,0.03613967189252216,0.5321235147889753,0.01165869394942599,0.3480163085708452
drop_near_duplicates,pre_covid,credito_existente,10,0.09615384615384616,4.9569441482132035,0.09269409556339196,1.0373243901828475,0.09981488436740807,0.45089863173292827
drop_near_duplicates,pre_covid,curva,6,0.057692307692307696,1.675929714382259,0.03133962870218637,1.84087400142947,0.136845898882309,0.7128115711376689
drop_near_duplicates,pre_covid,energia,4,0.038461538461538464,2.2211908387068697,0.04153592812657402,0.9259824011716591,0.016463945318108845,0.3028000787202072
drop_near_duplicates,pre_covid,epu,8,0.07692307692307693,6.248217693709238,0.11684071288362835,0.6583585038520878,0.02636867967443813,0.14308412258379963
drop_near_duplicates,pre_covid,industria,12,0.11538461538461539,3.8541486597597805,0.07207198901203479,1.6009633835046253,0.07403369381901811,0.561788055827351
drop_near_duplicates,pre_covid,monetario,7,0.0673076923076923,4.072175642679075,0.07614906016430993,0.8838939333257659,0.04303649076611004,0.41748220608935516
drop_near_duplicates,pre_covid,politica,1,0.009615384615384616,1,0.018699846678079838,0.5141959065715695,0.012728544782656927,0.38712215160444935
drop_near_duplicates,pre_covid,precos,11,0.10576923076923077,4.597049436018363,0.08596411962509677,1.2303881111155124,0.10620133543358523,0.511513936969816
drop_near_duplicates,pre_covid,risco_externo,4,0.038461538461538464,2.6266749486556527,0.04911841881301393,0.7830369826837357,0.04999586577271456,0.40893037859714454
drop_near_duplicates,pre_covid,trabalho,14,0.1346153846153846,7.018442659772448,0.13124380165663962,1.0256894643113563,0.11263493362693201,0.397856643002047
drop_near_duplicates,pre_covid,vendas,2,0.019230769230769232,1.7991222178496697,0.03364330962891578,0.5716075333516164,0.01270479665432717,0.5750715448524388
add_fiscal,full,acoes,8,0.07339449541284404,1.7354065472488096,0.032898112682697656,2.230963706664089,0.10773373229932699,0.7168664997682668
add_fiscal,full,atividade_agregada,2,0.01834862385321101,1.8704615034734624,0.03545835032573244,0.5174697549280868,0.015541408498548032,0.4670179862842417
add_fiscal,full,cambio,5,0.045871559633027525,1.5864590116315722,0.030074513325927765,1.5252635723777732,0.06442783159826881,0.6817716712579723
add_fiscal,full,combustiveis,6,0.05504587155963303,4.070071782915109,0.0771563760395403,0.7134325688316892,0.03664002982642813,0.3573308343841316
add_fiscal,full,commodities,3,0.027522935779816515,2.474591613023542,0.04691084856051034,0.5867072676017502,0.03162667121726763,0.40634329155638166
add_fiscal,full,confianca,2,0.01834862385321101,1.9146273425215652,0.036295602410573204,0.5055329746467001,0.010605269940138159,0.3568932119723113
add_fiscal,full,credito_existente,10,0.09174311926605505,5.235249083146598,0.09924464934881529,0.924413758001254,0.09925909255908076,0.47515371428091857
add_fiscal,full,curva,6,0.05504587155963303,1.6430490818899979,0.03114729163890283,1.7672763397149105,0.10465207914463209,0.7757902463923305
add_fiscal,full,energia,4,0.03669724770642202,2.436167308579475,0.046182438782778897,0.7946147642619983,0.01980229491146233,0.2864013088528626
add_fiscal,full,epu,8,0.07339449541284404,5.617878668643942,0.10649816077493117,0.6891620933055638,0.07756531844764047,0.2612493427071467
add_fiscal,full,fiscal,3,0.027522935779816515,2.853013257255813,0.05408459001795805,0.5088868339517393,0.02310767525014358,0.40794951471099955
add_fiscal,full,industria,12,0.11009174311926606,3.213024649655,0.06090932821718836,1.8074693374831643,0.09622325776644697,0.5201782185666114
add_fiscal,full,monetario,7,0.06422018348623854,3.0030012301773605,0.05692791295116065,1.128096572613404,0.035638684731096056,0.5133070974386845
add_fiscal,full,politica,2,0.01834862385321101,1.000294269319664,0.01896258466934143,0.9676225141858922,0.01580958075045432,0.670661200298739
add_fiscal,full,precos,11,0.10091743119266056,4.928642243175725,0.0934323015812916,1.0801128676559086,0.11229754202500279,0.4386670609645049
add_fiscal,full,risco_externo,4,0.03669724770642202,2.567623721608858,0.04867445882013551,0.7539323208919009,0.0398045189351033,0.4303328983458555
add_fiscal,full,trabalho,14,0.12844036697247707,5.001918949458962,0.09482140855691329,1.3545502954154616,0.0906991082393793,0.49185122824733857
add_fiscal,full,vendas,2,0.01834862385321101,1.5994651776379512,0.030321071295601243,0.6051443128222482,0.0185659038595802,0.6156664890849326
add_fiscal,pre_covid,acoes,8,0.07339449541284404,1.8302237579017453,0.03259235021214279,2.2518933103971057,0.09907384289957773,0.7177714218553134
add_fiscal,pre_covid,atividade_agregada,2,0.01834862385321101,1.913649621758761,0.03407798548479145,0.5384304145971234,0.016009938277729407,0.39805281093509204
add_fiscal,pre_covid,cambio,5,0.045871559633027525,1.547647863479572,0.027560281060622478,1.6644082668143685,0.07498533039953277,0.7438295804094323
add_fiscal,pre_covid,combustiveis,6,0.05504587155963303,3.9772565786524687,0.07082638870539082,0.7771943842654696,0.04666670407926539,0.42354213387027867
add_fiscal,pre_covid,commodities,3,0.027522935779816515,2.063854499918693,0.03675281142966565,0.7488661332069121,0.03721279604255567,0.5352363135446526
add_fiscal,pre_covid,confianca,2,0.01834862385321101,1.9326186206053482,0.03441578257157524,0.5331456233793604,0.012384510326291204,0.3450705721071281
add_fiscal,pre_covid,credito_existente,10,0.09174311926605505,4.9569441482132035,0.08827251802578216,1.039316894067293,0.09363068026854156,0.46327090425954215
add_fiscal,pre_covid,curva,6,0.05504587155963303,1.675929714382259,0.029844705023775245,1.8444099720798626,0.11497043107054154,0.7161648301742667
add_fiscal,pre_covid,energia,4,0.03669724770642202,2.2211908387068697,0.03955463335594177,0.9277610381619043,0.01713797350805227,0.29828323766269343
add_fiscal,pre_covid,epu,8,0.07339449541284404,6.248217693709238,0.1112673236787975,0.6596230859719123,0.0235075925571391,0.13636109733162752
add_fiscal,pre_covid,fiscal,3,0.027522935779816515,2.8190620485477904,0.05020143420133813,0.5482499896204736,0.03082962126767106,0.4750550443909909
add_fiscal,pre_covid,industria,12,0.11009174311926606,3.8541486597597805,0.06863410134756603,1.6040385312507663,0.09190250349421038,0.5452185927178342
add_fiscal,pre_covid,monetario,7,0.06422018348623854,4.072175642679075,0.07251669316308763,0.8855917263327145,0.04218759267012052,0.40604538980595284
add_fiscal,pre_covid,politica,2,0.01834862385321101,1.0008012278163507,0.017822118180308374,1.0295422613393044,0.03876616852152011,0.5473292232741398
add_fiscal,pre_covid,precos,11,0.10091743119266056,4.597049436018363,0.08186356696244322,1.232751453878851,0.082042862445593,0.49780912187540594
add_fiscal,pre_covid,risco_externo,4,0.03669724770642202,2.6266749486556527,0.046775433577692156,0.7845410485713475,0.037467948106872526,0.3973016729069986
add_fiscal,pre_covid,trabalho,14,0.12844036697247707,7.018442659772448,0.12498337436805733,1.027659619704613,0.12423423315828219,0.39441184443135024
add_fiscal,pre_covid,vendas,2,0.01834862385321101,1.7991222178496697,0.032038498651022006,0.5727054832710053,0.01698927090650268,0.5682761237323268
