variant,sample,response,horizon,point,lower_68,upper_68,lower_90,upper_90
add_expectativas,full,asset_ibov,44,26.43627385672376,-3.5577486223836177,52.67063233687115,-20.94626456507629,90.56082486000022
add_expectativas,full,asset_ibov,45,25.637509869353064,-3.939818974983912,52.31937424609704,-21.633409796843548,92.14360428325715
add_expectativas,full,asset_ibov,46,24.832606879782396,-4.712299845288696,51.76284436122125,-22.071489182981342,91.63531480739971
add_expectativas,full,asset_ibov,47,24.025292221791,-5.1721337327902095,51.30787504562891,-22.743496000082242,91.57084658899474
add_expectativas,full,asset_ibov,48,23.21861546784235,-5.7899284237217685,50.90989148164071,-24.390874473915325,91.27426359668158
add_expectativas,full,cambio_usd,0,0.17366898873560602,0.11436095643123935,0.2573879991824237,0.07847500190651248,0.3408590502672837
add_expectativas,full,cambio_usd,1,0.24377399646774472,0.16212898014778668,0.3428920156950958,0.11460046931213617,0.4514859776000292
add_expectativas,full,cambio_usd,2,0.22411501521332888,0.12432857530112718,0.3288049715404313,0.07513675684402449,0.4392762770157046
add_expectativas,full,cambio_usd,3,0.21647630202861137,0.10942502073699262,0.30635242172571026,0.055059965753041035,0.4140146025583864
add_expectativas,full,cambio_usd,4,0.2009850685604276,0.0841520632610963,0.2901762790999197,0.029067090026211245,0.3934407589575134
add_expectativas,full,cambio_usd,5,0.13302515648633428,0.015082285760105393,0.2129737684125771,-0.04276481243822794,0.29193568659800045
add_expectativas,full,cambio_usd,6,0.12374250232368589,0.0034597727037112007,0.2111269702322857,-0.06193351301396864,0.2905154646246602
add_expectativas,full,cambio_usd,7,0.10365165340642866,-0.024956315209687663,0.1950954747845936,-0.08357625512692779,0.27828504046892705
add_expectativas,full,cambio_usd,8,0.06283076531844663,-0.05696982626001509,0.1492092729747645,-0.1196951996723339,0.24014653050535167
add_expectativas,full,cambio_usd,9,0.04814844947132545,-0.07181308051803638,0.13609121500949417,-0.14003899634067457,0.22197374227248434
add_expectativas,full,cambio_usd,10,0.03271684631746285,-0.0838815597925068,0.11781876420536563,-0.15572329530988133,0.20218435850684072
add_expectativas,full,cambio_usd,11,0.013630846173921768,-0.1029691502425625,0.09808523033664941,-0.16791833455556107,0.18876937431848012
add_expectativas,full,cambio_usd,12,-0.0014950580736259576,-0.11827098938891645,0.0852895006036634,-0.19369597013777798,0.17706808124056386
add_expectativas,full,cambio_usd,13,-0.029671414181951575,-0.13572742162473916,0.06585534020855187,-0.2116258741105883,0.158130705742464
add_expectativas,full,cambio_usd,14,-0.05053501388936956,-0.1589712152761292,0.046936360325143936,-0.23443899409384447,0.13743306151374335
add_expectativas,full,cambio_usd,15,-0.05601211813115061,-0.16063212812909317,0.044314753129370194,-0.2449432787119004,0.12255003788432477
add_expectativas,full,cambio_usd,16,-0.06259743172436565,-0.16305107383920076,0.03903750405187767,-0.2522980946716729,0.11411752559059457
add_expectativas,full,cambio_usd,17,-0.06789886462045117,-0.16774712667244354,0.02936246386716373,-0.2602751596219015,0.10847628788434278
add_expectativas,full,cambio_usd,18,-0.06607393417002874,-0.16495075198299272,0.027537930730420657,-0.2561182677985467,0.10033597967417436
add_expectativas,full,cambio_usd,19,-0.066488722559601,-0.1676737270084433,0.026311120711691255,-0.2509767366149934,0.09902778389276067
add_expectativas,full,cambio_usd,20,-0.06471400190317349,-0.16321961750415737,0.029295787161113012,-0.2456326562304154,0.09388485686903883
add_expectativas,full,cambio_usd,21,-0.05831801041471195,-0.15745073970644818,0.034020365936705696,-0.22858861539640007,0.09544278409475901
add_expectativas,full,cambio_usd,22,-0.05224831306797576,-0.14734072217498367,0.039424439627665966,-0.22218877199590414,0.09570868545625491
add_expectativas,full,cambio_usd,23,-0.045937544876613286,-0.13776809266140097,0.04138413396438234,-0.20996448384597516,0.10033398637371703
add_expectativas,full,cambio_usd,24,-0.0386450063385751,-0.13191902978065875,0.04354190791203259,-0.19735665340148711,0.10938581762396717
add_expectativas,full,cambio_usd,25,-0.032307458260184975,-0.12610169351037018,0.04732063749166619,-0.19096672742741255,0.11542843204176127
add_expectativas,full,cambio_usd,26,-0.025287281878049357,-0.12290479121989077,0.04736308464202669,-0.17942985992727875,0.11355790213515668
add_expectativas,full,cambio_usd,27,-0.0176385337718583,-0.1117714992068223,0.05179554855658236,-0.17691423239451573,0.12099439372077721
add_expectativas,full,cambio_usd,28,-0.01130557759060222,-0.1025835752482685,0.0556364175235846,-0.17857977141651218,0.12307105905283487
add_expectativas,full,cambio_usd,29,-0.004636108839499039,-0.0945462008957405,0.06265624867193871,-0.16686942955546905,0.12640200820846856
add_expectativas,full,cambio_usd,30,0.0025698033643661478,-0.08698980792640514,0.0702150001634452,-0.15450373328190264,0.13046925075812668
add_expectativas,full,cambio_usd,31,0.008924088285225194,-0.08158742377851949,0.07495435445944552,-0.14790480491236993,0.13297657378021357
add_expectativas,full,cambio_usd,32,0.015272877523063857,-0.07558951861866235,0.07988431139445606,-0.13776797397397256,0.13025110412166088
add_expectativas,full,cambio_usd,33,0.021413127753861137,-0.0711530848240818,0.08420296443233628,-0.13223082520263518,0.1325989617201529
add_expectativas,full,cambio_usd,34,0.02670831297355643,-0.06905063907748185,0.08758979828798656,-0.12626482939777048,0.1409252598382589
add_expectativas,full,cambio_usd,35,0.031710360910067806,-0.06293342496694339,0.09214590294408212,-0.11776116788618478,0.14625728858315748
add_expectativas,full,cambio_usd,36,0.03647900356697312,-0.05777411091131153,0.0932630429354616,-0.10839968816394309,0.15145508738117477
add_expectativas,full,cambio_usd,37,0.04080659212646632,-0.052514458687234096,0.09411792157350267,-0.10857267800392047,0.15403479261189681
add_expectativas,full,cambio_usd,38,0.04496420755036243,-0.047031672130733476,0.09533063082835776,-0.10411847529468478,0.15780300118708626
add_expectativas,full,cambio_usd,39,0.048827216967395753,-0.039829942433486656,0.09786648289159179,-0.09593001421949819,0.16188554222421775
add_expectativas,full,cambio_usd,40,0.05222036932860902,-0.035118055554667245,0.10131639795440284,-0.09059881551024483,0.1628762470933134
add_expectativas,full,cambio_usd,41,0.055362566398168465,-0.03367086959828738,0.10495891560936745,-0.08587920751394572,0.16513679604317436
add_expectativas,full,cambio_usd,42,0.05814529178161492,-0.0287260360889606,0.10500737747928532,-0.07924382502139635,0.1695414277083188
add_expectativas,full,cambio_usd,43,0.06042777672332871,-0.027560180363125773,0.10665557307945285,-0.07058931275075718,0.17723363572678985
add_expectativas,full,cambio_usd,44,0.06235697130842785,-0.023048634984672953,0.1055113247142915,-0.06840313778646602,0.18157109720985712
add_expectativas,full,cambio_usd,45,0.0638694461657704,-0.01958944087138672,0.10495550619205395,-0.06535811487653238,0.18418899713534598
add_expectativas,full,cambio_usd,46,0.0649042777448213,-0.019617772598993347,0.10798030648015544,-0.060469067225955894,0.18507040000071576
add_expectativas,full,cambio_usd,47,0.06556318190946916,-0.019728949379887766,0.10693940593876855,-0.05417492662735135,0.1839761088165325
add_expectativas,full,cambio_usd,48,0.06581400406823984,-0.019977429134326728,0.10578460384711974,-0.0543486564610724,0.179497346487872
add_expectativas,pre_covid,yield_6m,0,0.005,0.005,0.005,0.005,0.005
add_expectativas,pre_covid,yield_6m,1,0.0041298891016576505,0.0017336878045476757,0.005615920810915582,-6.634223221267816e-4,0.007160453570937698
add_expectativas,pre_covid,yield_6m,2,0.005454376683072265,0.0024042592580099265,0.006719185428761835,-5.968759948308962e-4,0.008855392400913414
add_expectativas,pre_covid,yield_6m,3,0.006994338064192999,0.002603766205484814,0.00838143662089088,-5.70819073875105e-4,0.010601378145657639
add_expectativas,pre_covid,yield_6m,4,0.005748474125240745,7.634533810427672e-4,0.007699177132248192,-0.0033106259808388925,0.011005729959377824
add_expectativas,pre_covid,yield_6m,5,0.005534160845460009,-1.1370964088288678e-4,0.007828411350007048,-0.005426296069150782,0.011151234550110288
add_expectativas,pre_covid,yield_6m,6,0.005346587641710917,-0.0012018457241456716,0.007536204935331839,-0.006428503639970363,0.011550626877703465
add_expectativas,pre_covid,yield_6m,7,0.005038290185217537,-0.001864782693212738,0.00787240990939583,-0.007209295579452408,0.012787090401292198
add_expectativas,pre_covid,yield_6m,8,0.005267831022040997,-0.0019886768410429683,0.008141791862849678,-0.0085884384898448,0.013294594528112392
add_expectativas,pre_covid,yield_6m,9,0.0053247658716224265,-0.0026310674392686756,0.008189044054925336,-0.009680260933442658,0.014185633435140737
add_expectativas,pre_covid,yield_6m,10,0.005381051599767261,-0.0030999199094436814,0.00881755164102758,-0.010509906869146483,0.015851975033948463
add_expectativas,pre_covid,yield_6m,11,0.005051303485947435,-0.003988952756919294,0.009058595210022998,-0.011423272719191342,0.01779866279084862
add_expectativas,pre_covid,yield_6m,12,0.004765582706196629,-0.004607630682658224,0.009522584634205088,-0.011921860280138698,0.01824225268773213
add_expectativas,pre_covid,yield_6m,13,0.004352326715814222,-0.005287032914680086,0.00971728325918991,-0.012431531947255518,0.018669143183074048
add_expectativas,pre_covid,yield_6m,14,0.0035373604739876,-0.006480411440837462,0.009240405851942666,-0.013531959601597072,0.01998673700249651
add_expectativas,pre_covid,yield_6m,15,0.0031464791203959603,-0.0069732331887793495,0.00915849631568259,-0.014207449690784867,0.020756731536781592
add_expectativas,pre_covid,yield_6m,16,0.002429068447346901,-0.007682235655674913,0.008708984828686185,-0.016083913373063773,0.020261959079718717
add_expectativas,pre_covid,yield_6m,17,0.0015771572248862618,-0.008649825666559752,0.008352690148463291,-0.017135628820942463,0.018964114585880747
add_expectativas,pre_covid,yield_6m,18,0.0010866634983351393,-0.008880321984496231,0.008328526900107354,-0.018702857349825405,0.01851125103041587
add_expectativas,pre_covid,yield_6m,19,3.972480733941673e-4,-0.00947694932354748,0.0077226976174577236,-0.019100987536558138,0.019471974073467586
add_expectativas,pre_covid,yield_6m,20,-8.832351009005733e-5,-0.009240386361527877,0.0077846217106846615,-0.019305045760693713,0.01935547422639718
add_expectativas,pre_covid,yield_6m,21,-4.8009919656330296e-4,-0.009548982556377572,0.007506694975346399,-0.02024340134442306,0.020767594886474363
add_expectativas,pre_covid,yield_6m,22,-0.0010347137527321577,-0.009846916464235406,0.007119737589292382,-0.02124005939449941,0.02021352273504313
add_expectativas,pre_covid,yield_6m,23,-0.0015071114866613217,-0.010027775000694157,0.007005781017463551,-0.02275759424240523,0.01989734109453436
add_expectativas,pre_covid,yield_6m,24,-0.0021337428554034604,-0.011051153663359093,0.006675692092438959,-0.023821363620577754,0.02015686936053365
add_expectativas,pre_covid,yield_6m,25,-0.0028404447137558397,-0.011590385676304243,0.0068262243280527365,-0.02505764198608629,0.020721792041453906
add_expectativas,pre_covid,yield_6m,26,-0.0034994328561162376,-0.011813530499942482,0.006707655491076162,-0.025482759503529084,0.020984117275022213
add_expectativas,pre_covid,yield_6m,27,-0.004301023537097083,-0.012458654846132903,0.005917094139306919,-0.026985074254135672,0.02058894403005252
add_expectativas,pre_covid,yield_6m,28,-0.005049272629516243,-0.012684200073426938,0.005799221264965238,-0.029075599389555486,0.02127308084799221
add_expectativas,pre_covid,yield_6m,29,-0.0057419142122288646,-0.013507191693527456,0.0056632976075249065,-0.02806277517961101,0.019909802317555902
add_expectativas,pre_covid,yield_6m,30,-0.006438601794409609,-0.014146715006569444,0.005557307327031193,-0.029370634240005564,0.02005365314730422
add_expectativas,pre_covid,yield_6m,31,-0.006983323324194549,-0.014433810654419146,0.00583667589331857,-0.030411408633897588,0.01957043201285441
add_expectativas,pre_covid,yield_6m,32,-0.00744664423151725,-0.014488412765862865,0.0059853162492103235,-0.031045109099057406,0.020492368768235392
add_expectativas,pre_covid,yield_6m,33,-0.007840128549530166,-0.014406060868452763,0.005970765449356984,-0.03186399939555054,0.020295645004932462
add_expectativas,pre_covid,yield_6m,34,-0.008153614700433142,-0.014088266212485955,0.006021298140806985,-0.032682263931224795,0.020669029467496654
add_expectativas,pre_covid,yield_6m,35,-0.008431483332724895,-0.013908842649348075,0.006010342149723298,-0.03322738042346768,0.021539184154944546
add_expectativas,pre_covid,yield_6m,36,-0.00866319861219375,-0.014246513763690578,0.0056999126766391125,-0.0341049457637828,0.022313744802740426
add_expectativas,pre_covid,yield_6m,37,-0.008878707716107378,-0.014043937664215116,0.005604656187827841,-0.0348838424965917,0.022842589622596266
add_expectativas,pre_covid,yield_6m,38,-0.00905318641876624,-0.014159906478615966,0.005817373981714792,-0.03315074251668514,0.02391820903036803
add_expectativas,pre_covid,yield_6m,39,-0.009169839149340999,-0.014426710981887598,0.006042103639818629,-0.032935347280810746,0.024426003468597152
add_expectativas,pre_covid,yield_6m,40,-0.009243403978178615,-0.014564025485918149,0.006177061309620659,-0.03481924757232261,0.02474257454398865
add_expectativas,pre_covid,yield_6m,41,-0.00922484100175344,-0.014232000633470042,0.0065663988663732095,-0.03514174644352484,0.0246478366931823
add_expectativas,pre_covid,yield_6m,42,-0.009114105751107476,-0.014617541517417744,0.006224694543451201,-0.03783836496319339,0.02508875333537504
add_expectativas,pre_covid,yield_6m,43,-0.00891914261317132,-0.014755756469060976,0.007128799876021346,-0.037736177668757295,0.026720749522084402
add_expectativas,pre_covid,yield_6m,44,-0.008622752753346369,-0.014594372992634346,0.007636949398625735,-0.0384736257521481,0.02777264407197289
add_expectativas,pre_covid,yield_6m,45,-0.00825407362055015,-0.014349331811746826,0.008791257880011692,-0.03770339549260123,0.029160652654449695
add_expectativas,pre_covid,yield_6m,46,-0.007826756593263217,-0.013715630841832376,0.009084565950080385,-0.03651728399463,0.03067445537830841
add_expectativas,pre_covid,yield_6m,47,-0.007350471533277967,-0.012665143815521931,0.009782958961808204,-0.03870602338569453,0.03207418149959306
add_expectativas,pre_covid,yield_6m,48,-0.0068463299887889404,-0.012629064730141863,0.010571688519922191,-0.037621387064743786,0.033376449367366653
add_expectativas,pre_covid,yield_2y,0,0.006442400870450592,0.003339753634189492,0.00943541912163242,5.654345271449688e-4,0.0131012015387751
add_expectativas,pre_covid,yield_2y,1,0.005314068127553795,6.210741567289997e-4,0.009526442471162553,-0.006079083238598251,0.014639546118202652
add_expectativas,pre_covid,yield_2y,2,0.005333670922735896,7.475546019864053e-4,0.008498676871310637,-0.004800747450603222,0.0122889369827504
add_expectativas,pre_covid,yield_2y,3,0.006513861051414159,2.4654607326312044e-4,0.009652704985905161,-0.006741442773708667,0.01460067809469081
add_expectativas,pre_covid,yield_2y,4,0.004801478914941399,-0.0019392313687943896,0.008852857938105712,-0.00856510825977654,0.013387359831517957
add_expectativas,pre_covid,yield_2y,5,0.003569306147832698,-0.003926509575235099,0.007716891938688492,-0.009526852939172836,0.011758379607636205
add_expectativas,pre_covid,yield_2y,6,0.0030396886074240534,-0.004817870798409219,0.007546434389365971,-0.012253076664651155,0.012412756949506758
add_expectativas,pre_covid,yield_2y,7,0.0028212992272828386,-0.004494479066435696,0.0077668722293261746,-0.013666391114705303,0.01305163585390636
add_expectativas,pre_covid,yield_2y,8,0.0030796513152239143,-0.005573184268104888,0.007709426155932447,-0.014117039047006383,0.014171916556772924
add_expectativas,pre_covid,yield_2y,9,0.003031598958441978,-0.006352391007536675,0.007528925788284766,-0.014672886512218276,0.013900397505371972
add_expectativas,pre_covid,yield_2y,10,0.003579533522754454,-0.006132134057344153,0.008431816679898693,-0.013980979783232908,0.01593279749098823
add_expectativas,pre_covid,yield_2y,11,0.0035907336046666996,-0.0066585021470028614,0.009136674396668322,-0.014747706813713754,0.01820015474611057
add_expectativas,pre_covid,yield_2y,12,0.003118250876202389,-0.006999821792648139,0.009117146123931578,-0.014916354254084252,0.018338900287385163
add_expectativas,pre_covid,yield_2y,13,0.002544451964178757,-0.007856690112241799,0.009084571905020478,-0.015770971870311266,0.018904607978189797
add_expectativas,pre_covid,yield_2y,14,0.0019926861388640223,-0.008587471991354529,0.009011968740238338,-0.0164533519803868,0.018880890912087125
add_expectativas,pre_covid,yield_2y,15,0.0016160030096293763,-0.008460415165710918,0.008886703059219396,-0.01701961926268305,0.020292961964411094
add_expectativas,pre_covid,yield_2y,16,5.32188040894483e-4,-0.009558474473626809,0.008486647383450674,-0.01913993800823267,0.019811417283251816
add_expectativas,pre_covid,yield_2y,17,-3.159601343766111e-4,-0.010346634133303221,0.008157344415687766,-0.02136708694624868,0.01918160713731662
add_expectativas,pre_covid,yield_2y,18,-8.635692412814835e-4,-0.010254088979885088,0.007860696574338882,-0.021903098271062033,0.0199253571157225
add_expectativas,pre_covid,yield_2y,19,-0.001792275549680222,-0.010573378654811286,0.006794007007236163,-0.022476156449395684,0.02017461669312801
add_expectativas,pre_covid,yield_2y,20,-0.002087388162903187,-0.01062068764347622,0.0067207206738348554,-0.020532127365028737,0.019931787488507886
add_expectativas,pre_covid,yield_2y,21,-0.002204447338083986,-0.010555631809998653,0.006901480349520233,-0.022793156163375655,0.020980796936058248
add_expectativas,pre_covid,yield_2y,22,-0.0027913787738423823,-0.01073907188611498,0.006894596992518016,-0.023391905291733003,0.019736718891477382
add_expectativas,pre_covid,yield_2y,23,-0.003228589972285458,-0.01085275210964253,0.007365605806172251,-0.024083758779628418,0.019640597914400322
add_expectativas,pre_covid,yield_2y,24,-0.003835254851539842,-0.011525852173222656,0.007049590540534996,-0.02512133668943787,0.019016101288571306
add_expectativas,pre_covid,yield_2y,25,-0.004752083204761363,-0.01209795483208708,0.006810262303002801,-0.026858630235953303,0.019119702454805626
add_expectativas,pre_covid,yield_2y,26,-0.005602129208487107,-0.012395771874310828,0.00651169658237498,-0.027744391588656877,0.020904042873815844
add_expectativas,pre_covid,yield_2y,27,-0.006571877111773376,-0.013048997474379143,0.005914472980730603,-0.02769358250288958,0.02042419010115145
add_expectativas,pre_covid,yield_2y,28,-0.0075766696862949725,-0.013515145414203142,0.005730191983674048,-0.02918667391064677,0.01789490281595011
add_expectativas,pre_covid,yield_2y,29,-0.0084621633932324275,-0.014279985381667934,0.005428513906050295,-0.030943561471115263,0.01919481786474441
add_expectativas,pre_covid,yield_2y,30,-0.009212397721489725,-0.014987158079086658,0.005669266515227922,-0.03361262566227618,0.018770713282595847
add_expectativas,pre_covid,yield_2y,31,-0.009748419895206271,-0.014862218314232803,0.005723711759993613,-0.03347963392408087,0.018675558323971806
add_expectativas,pre_covid,yield_2y,32,-0.01014526680592868,-0.015305413801486407,0.0054024761280048956,-0.03335706889811303,0.01888042307809024
add_expectativas,pre_covid,yield_2y,33,-0.010376013809726439,-0.0145819092715227,0.005968323076158305,-0.034849184871416694,0.020008939457482902
add_expectativas,pre_covid,yield_2y,34,-0.010513690760759578,-0.014370912915052369,0.005727808348361714,-0.032389767674863616,0.01920042920554856
add_expectativas,pre_covid,yield_2y,35,-0.010657102479565313,-0.014328759232234516,0.005595217929867386,-0.03356791028442607,0.020088518648236457
add_expectativas,pre_covid,yield_2y,36,-0.010743245280316963,-0.014740979950749772,0.005992563555783101,-0.03330457376502789,0.021364040179662615
add_expectativas,pre_covid,yield_2y,37,-0.01081824822073631,-0.01430866124993379,0.006007449508598361,-0.03503670364410893,0.02239507871365609
add_expectativas,pre_covid,yield_2y,38,-0.010885811323044472,-0.014053271094328449,0.006215048145160163,-0.03612875135627405,0.02468268367071072
add_expectativas,pre_covid,yield_2y,39,-0.010891630020735277,-0.014319220534972317,0.006365471115099421,-0.03656092911712846,0.025255454314708704
add_expectativas,pre_covid,yield_2y,40,-0.010817849922498271,-0.014449865661379027,0.006274492364358671,-0.03765936375918538,0.024634658192703385
add_expectativas,pre_covid,yield_2y,41,-0.010631419733288003,-0.014691158899527641,0.00675054288055157,-0.037510624177416144,0.023578517443585068
add_expectativas,pre_covid,yield_2y,42,-0.0103271480180204,-0.015051599353018882,0.007582158908232572,-0.0399125058057171,0.02486384812195279
add_expectativas,pre_covid,yield_2y,43,-0.009891398566941023,-0.015160472781051426,0.008257819772543036,-0.03983111448265055,0.02674761119315787
add_expectativas,pre_covid,yield_2y,44,-0.009333119990043897,-0.014764759345013078,0.008202242473086043,-0.03840944355005871,0.027014155974592342
add_expectativas,pre_covid,yield_2y,45,-0.008704279891853184,-0.014749845383899382,0.009669399945401336,-0.03836699809899368,0.02791367428812373
add_expectativas,pre_covid,yield_2y,46,-0.008016841584338156,-0.014029929684385607,0.010177141121514363,-0.039633215745037156,0.03201813435248664
add_expectativas,pre_covid,yield_2y,47,-0.007297854351595663,-0.013676774421606742,0.010766975474035384,-0.039411063564839574,0.0304410410705823
add_expectativas,pre_covid,yield_2y,48,-0.006586699807319925,-0.013223381952361236,0.011436191083102568,-0.040672106890403,0.033731242553301746
add_expectativas,pre_covid,yield_5y,0,0.006042532356072419,0.001412754235741826,0.011424785715689544,-0.0038246366686410824,0.01803542655814886
add_expectativas,pre_covid,yield_5y,1,0.0045383002256130945,-0.0013069415698044613,0.011615257790871771,-0.010401260851855885,0.018445822205908635
add_expectativas,pre_covid,yield_5y,2,0.0034752336703884447,-0.0014380372758288282,0.00876281791548544,-0.008764821238636505,0.013209667943420446
add_expectativas,pre_covid,yield_5y,3,0.0040211868885232736,-0.002155936329707349,0.009396205962740229,-0.012087888025985427,0.015490818418587913
add_expectativas,pre_covid,yield_5y,4,0.0022520260210270406,-0.004646257198023819,0.008551082232612075,-0.012359171863426187,0.014426893413642467
add_expectativas,pre_covid,yield_5y,5,1.5624200300967623e-4,-0.006856938572270357,0.006743406162259368,-0.014606239782746014,0.011911802502955595
add_expectativas,pre_covid,yield_5y,6,-5.328810470456536e-4,-0.007453740286239069,0.006729935650584559,-0.0169138804295509,0.011909628958907846
add_expectativas,pre_covid,yield_5y,7,-5.450714430514801e-4,-0.007187122322518533,0.006692812492010918,-0.017125120883498438,0.013672831140949242
add_expectativas,pre_covid,yield_5y,8,-1.9198091169200457e-4,-0.007226964006619407,0.006861559487292755,-0.01714306667259779,0.013200603899214479
add_expectativas,pre_covid,yield_5y,9,-3.32877033294368e-4,-0.00819342135808984,0.006391095260264622,-0.01578354859289444,0.012820799969058763
add_expectativas,pre_covid,yield_5y,10,3.970680546234492e-4,-0.0073246678317843246,0.00763890601997883,-0.014297299177743961,0.01633354238398314
add_expectativas,pre_covid,yield_5y,11,7.23244683836289e-4,-0.007373396852519261,0.008059307279771274,-0.015127444951171505,0.016469989269554834
add_expectativas,pre_covid,yield_5y,12,1.0315569316063545e-4,-0.007839397197695028,0.008370233937130296,-0.017021637830631653,0.01779985772653305
add_expectativas,pre_covid,yield_5y,13,-5.225573525721684e-4,-0.008630802658117014,0.008227006104440897,-0.01595920803234319,0.01756528910655719
add_expectativas,pre_covid,yield_5y,14,-4.696467086885692e-4,-0.008825791174609764,0.00844414876823928,-0.016041357427181914,0.017173474242760382
add_expectativas,pre_covid,yield_5y,15,-6.872545377040718e-4,-0.008553232591456645,0.008473240027043348,-0.01664128578996493,0.0196002423222581
add_expectativas,pre_covid,yield_5y,16,-0.001903278158543924,-0.008949418683509165,0.0074271122129734145,-0.01795587683692261,0.01805627775541434
add_expectativas,pre_covid,yield_5y,17,-0.002404392291534202,-0.009329145881490504,0.007018059022271602,-0.01888916621390331,0.018383340849004365
add_expectativas,pre_covid,yield_5y,18,-0.0028332204128423753,-0.009299557189604027,0.00709107441378095,-0.019754434234248743,0.017928765897636152
add_expectativas,pre_covid,yield_5y,19,-0.0037190012495884146,-0.009804653612478266,0.005834124867733942,-0.021824830774360742,0.018217618622190002
add_expectativas,pre_covid,yield_5y,20,-0.003631665146601618,-0.009456462810192556,0.005969030078269105,-0.02127628842137462,0.018131371382580298
add_expectativas,pre_covid,yield_5y,21,-0.0034139402617426816,-0.009270077799902333,0.00671974327943721,-0.021086632227000145,0.019844655852320352
add_expectativas,pre_covid,yield_5y,22,-0.0038696186094143944,-0.00948657156780305,0.0064658875775289275,-0.020884976960820333,0.019291567347359036
add_expectativas,pre_covid,yield_5y,23,-0.00413776105483991,-0.0096922134191819425,0.0066070978212729,-0.020168229503506458,0.020270240460765546
add_expectativas,pre_covid,yield_5y,24,-0.004523750888604072,-0.010237725829891497,0.006355529588559039,-0.021154529482186903,0.020551709458162273
add_expectativas,pre_covid,yield_5y,25,-0.005348867566778337,-0.010534752067313335,0.006131480769273502,-0.022573870584032218,0.01953212238070599
add_expectativas,pre_covid,yield_5y,26,-0.006106679271220224,-0.011364000729132996,0.005798626879554506,-0.023974528010795776,0.022943845093805263
add_expectativas,pre_covid,yield_5y,27,-0.006903843767444326,-0.011365169304535199,0.00563763250840163,-0.0247832777637257,0.020581558392420145
add_expectativas,pre_covid,yield_5y,28,-0.00782504885769813,-0.012117810462218891,0.005738839845120779,-0.024694967443946086,0.01790829437888221
add_expectativas,pre_covid,yield_5y,29,-0.008601028336670213,-0.012681572951836338,0.004633333376250887,-0.025825634327783776,0.01846642647481506
add_expectativas,pre_covid,yield_5y,30,-0.009119244631796595,-0.012835596765359458,0.004641256199488099,-0.026080896946172907,0.01744510571766634
add_expectativas,pre_covid,yield_5y,31,-0.009437813789443287,-0.012463465760450753,0.004743361734615174,-0.026366317336969477,0.01816822650892283
add_expectativas,pre_covid,yield_5y,32,-0.009612647470738065,-0.012935254466130284,0.00459299813439538,-0.028296649714296945,0.017179747291412594
add_expectativas,pre_covid,yield_5y,33,-0.009575112202348383,-0.012510845166919044,0.005021309805052538,-0.027315798700015617,0.018566208368630165
add_expectativas,pre_covid,yield_5y,34,-0.009474857367747754,-0.012277051038039048,0.00526845060922769,-0.02811653020423165,0.01877897870510947
add_expectativas,pre_covid,yield_5y,35,-0.009429459982242825,-0.011988950034731698,0.0050819991541285,-0.028204949732391113,0.019867289982745194
add_expectativas,pre_covid,yield_5y,36,-0.009328968021773507,-0.011874609678797667,0.0053002245164735055,-0.0290411452026392,0.019636222212164944
add_expectativas,pre_covid,yield_5y,37,-0.009222221456069745,-0.011823045030026414,0.005504614057304722,-0.030997442807368474,0.02051099339448453
add_expectativas,pre_covid,yield_5y,38,-0.009144961776758467,-0.011857632309719713,0.005294183762710642,-0.03110581744840129,0.021162269462576228
add_expectativas,pre_covid,yield_5y,39,-0.009020684310768063,-0.01219043216825157,0.005474291680521586,-0.03379886065112587,0.02210064012755365
add_expectativas,pre_covid,yield_5y,40,-0.008797413857358731,-0.012638289987869242,0.0053007824515428435,-0.03491356397139936,0.022431580545462
add_expectativas,pre_covid,yield_5y,41,-0.008477587729002273,-0.012546243736863518,0.00610949803886419,-0.03449292002323421,0.02261983337144869
add_expectativas,pre_covid,yield_5y,42,-0.008056524015747867,-0.01266219129362269,0.007212796590836142,-0.036838090456963395,0.02409999646776312
add_expectativas,pre_covid,yield_5y,43,-0.007494998772789148,-0.012485591147682159,0.00800017509702162,-0.0350014536195345,0.0250550790883816
add_expectativas,pre_covid,yield_5y,44,-0.006834854244511258,-0.012484872204571526,0.008245454505429508,-0.03252589307884044,0.024875325453852782
add_expectativas,pre_covid,yield_5y,45,-0.006136133353945556,-0.012724532230583441,0.008778507765991355,-0.03710601185257295,0.026077816165656978
add_expectativas,pre_covid,yield_5y,46,-0.005399696608671449,-0.01152900763407774,0.009061801837697855,-0.03869819616052621,0.02715790210005735
add_expectativas,pre_covid,yield_5y,47,-0.004663490322923352,-0.010890348790138135,0.009531853933087404,-0.03675837807536199,0.028648290357214036
add_expectativas,pre_covid,yield_5y,48,-0.0039710497870710185,-0.01057547726008342,0.0098714917026854,-0.037455242007626094,0.02914914983618684
add_expectativas,pre_covid,asset_ibov,0,-5.478979895867705,-14.120526956503152,-1.0120308194549053,-22.11945211575041,4.433457884001228
add_expectativas,pre_covid,asset_ibov,1,-7.0613901502684095,-20.207387301534574,0.5785681890018138,-32.260071972979986,11.680013049651485
add_expectativas,pre_covid,asset_ibov,2,-5.669993597087595,-19.57408988516205,3.232060269373352,-36.65045749023431,18.414600335835907
add_expectativas,pre_covid,asset_ibov,3,-6.86750474876387,-20.827252442661425,4.143898095887751,-38.005365290134264,19.31760360954735
