cell,var,h,level,tcode,point,ar_lo,ar_hi,set_type,casedummy,dm_lo,dm_hi,boot_lo,boot_hi
producao,cambio_eur,0,0.68,1,0.11348331,0.074300104,0.16830344,interval,1,0.071088581,0.15587805,0.078132761,0.14117604
producao,cambio_cny,0,0.68,1,0.018916724,0.013835123,0.026002332,interval,1,0.013427882,0.024405567,0.014278337,0.022550222
producao,cambio_ars,0,0.68,1,0.0059569283,0.0047385385,0.0077036034,interval,1,0.0046225127,0.0072913438,0.0034548574,0.0077131789
producao,cambio_inr,0,0.68,1,0.0015083482,0.0010574305,0.0021324948,interval,1,0.0010230777,0.0019936186,0.0010744937,0.0018243375
producao,cambio_usd,0,0.68,1,0.13424191,0.097882177,0.18665978,interval,1,0.094307992,0.17417583,0.100012,0.15914524
producao,juros_selic,0,0.68,1,0.26548581,0.22963701,0.30097685,interval,1,0.23285795,0.29811367,0.22837524,0.33461612
producao,yield_3m,0,0.68,1,0.0039875472,0.0038018049,0.0041790596,interval,1,0.0038150247,0.0041600697,0.0037941568,0.0042922605
producao,yield_6m,0,0.68,1,0.005,0.005,0.005,singleton,5,0.005,0.005,0.005,0.005
producao,yield_1y,0,0.68,1,0.0061438841,0.0058178129,0.0064919195,interval,1,0.0058357357,0.0064520325,0.0057497372,0.0064590356
producao,yield_2y,0,0.68,1,0.0070263642,0.0062462986,0.0079391519,interval,1,0.0062544974,0.007798231,0.0062318632,0.0077959072
producao,yield_5y,0,0.68,1,0.0072457194,0.0059079164,0.0089668194,interval,1,0.0058577144,0.0086337245,0.0060839594,0.0084294082
producao,yield_10y,0,0.68,1,0.0065864326,0.005257669,0.0083140176,interval,1,0.0052005211,0.007972344,0.005445788,0.0077512143
producao,base_monetary_base,0,0.68,4,-0.7560103,-1.1450184,-0.453866,interval,1,-1.0691863,-0.44184291,-1.0158761,-0.39601869
producao,base_money_supply,0,0.68,4,-0.28025565,-0.52914223,-0.071526359,interval,1,-0.48854861,-0.071526709,-0.45693566,-0.057175536
producao,base_demand_deposit,0,0.68,4,-0.20363765,-0.60890518,0.10407789,interval,1,-0.52622103,0.11999182,-0.62740641,0.18994802
producao,base_savings_deposit,0,0.68,4,-0.13902932,-0.27888104,-0.032118209,interval,1,-0.25082627,-0.027107066,-0.21965705,0.109445
producao,base_m1,0,0.68,4,-0.23280058,-0.5040654,-0.012292786,interval,1,-0.45629646,-0.0088029155,-0.49991006,0.051240216
producao,base_m2,0,0.68,4,0.13449441,0.014138213,0.25496184,interval,1,0.024410932,0.24469904,-0.013865317,0.30425334
producao,base_m3,0,0.68,4,-0.18761156,-0.26830399,-0.13664314,interval,1,-0.24626098,-0.12892767,-0.26831649,-0.10117758
producao,credito_agro,0,0.68,4,0.88579329,0.69849168,1.1124938,interval,1,0.69749721,1.0744415,0.5890544,1.1399272
producao,credito_industria_total,0,0.68,4,0.74022971,0.57905909,0.95643749,interval,1,0.56964364,0.91110513,0.61462454,1.031658
producao,credito_construcao,0,0.68,4,0.62887412,0.55430724,0.69080145,interval,1,0.56673206,0.69105457,0.36102048,1.0813128
producao,credito_comercio,0,0.68,4,0.68298919,0.5160556,0.8287311,interval,1,0.540405,0.82577559,0.38401366,1.0175662
producao,credito_transporte,0,0.68,4,1.1773814,0.90071356,1.5395976,interval,1,0.88828471,1.4673065,0.89380468,1.588682
producao,credito_pessoa_fisica,0,0.68,4,0.27470612,0.19959324,0.32099537,interval,1,0.22077945,0.32866181,0.20025893,0.40005031
producao,spread_credito_pj_total,0,0.68,1,0.0062715211,3.4423378e-4,0.015622597,interval,1,-5.3853515e-4,0.013081577,7.2254699e-4,0.013475805
producao,spread_credito_pf_total,0,0.68,1,-8.477679e-4,-0.0038597541,0.0024769032,interval,1,-0.0037423958,0.00204686,-0.0046655601,0.0030846259
producao,credit_outstanding,0,0.68,4,0.51419594,0.44393845,0.59223164,interval,1,0.44648947,0.58194806,0.30755915,0.68349857
producao,fin_inst_reserve_req,0,0.68,4,-0.68770521,-1.479902,-0.06311999,interval,1,-1.3293364,-0.041901606,-1.3282668,-0.12144477
producao,consumo_gasolina,0,0.68,1,-6.3625229,-13.273459,-1.7765105,interval,1,-11.512176,-1.2128699,-9.8180865,-3.523714
producao,consumo_glp,0,0.68,1,-0.44203087,-1.7491277,0.39042649,interval,1,-1.3962031,0.51214141,-1.6263133,0.7713112
producao,consumo_oleo_combustivel,0,0.68,1,-0.47578436,-1.0902116,0.0468255,interval,1,-0.99412581,0.042557078,-1.4651515,1.2174272
producao,consumo_oleo_diesel,0,0.68,1,-12.900789,-28.711082,-2.7341628,interval,1,-24.497913,-1.3036649,-20.744424,-5.1530502
producao,consumo_demais_derivados,0,0.68,1,-1.7782949,-4.4417927,-0.044770522,interval,1,-3.7438402,0.1872504,-3.08347,-0.51387266
producao,consumo_alcool,0,0.68,1,-7.6966633,-15.527776,-2.7791758,interval,1,-13.373093,-2.0202333,-11.212209,-3.5323503
producao,capacidade_instalada_industria,0,0.68,1,-0.21880293,-0.44940158,-0.063786133,interval,1,-0.39174859,-0.045857269,-0.33418492,-0.10204797
producao,vendas_varejo,0,0.68,1,-1.1445353,-2.1010274,-0.53952199,interval,1,-1.8403844,-0.4486862,-1.5254751,-0.70521842
producao,vendas_servicos,0,0.68,1,-0.6196363,-1.4240241,-0.094351949,interval,1,-1.2142322,-0.025040446,-0.89522087,-0.29694168
producao,ind_automoveis,0,0.68,1,-6562.1294,-13146.84,-2036.6958,interval,1,-11555.46,-1568.7983,-9233.404,-3329.531
producao,ind_leves,0,0.68,1,-1511.6436,-2883.8211,-579.0079,interval,1,-2546.4356,-476.85158,-2155.2795,-1025.9812
producao,ind_caminhoes,0,0.68,1,-316.21616,-596.21607,-126.67295,interval,1,-526.94548,-105.48683,-447.81822,-181.95653
producao,ind_onibus,0,0.68,1,-107.88083,-217.80753,-33.875891,interval,1,-190.38462,-25.37705,-156.62643,-60.304423
producao,ind_bens_consumo,0,0.68,1,-2.8397633,-5.2473398,-1.2643219,interval,1,-4.621252,-1.0582745,-3.7407117,-1.8861265
producao,ind_bens_duraveis,0,0.68,1,-6.8690764,-12.907641,-2.8652568,interval,1,-11.366834,-2.3713193,-9.1921241,-4.5929528
producao,ind_bens_nao_duraveis,0,0.68,1,-1.8532535,-3.4454318,-0.82109291,interval,1,-3.0258846,-0.68062246,-2.4456595,-1.230609
producao,ind_bens_capital,0,0.68,1,-3.06485,-5.976418,-1.1568629,interval,1,-5.2208219,-0.90887812,-4.2743246,-1.7531685
producao,ind_transformacao,0,0.68,1,-2.0136629,-3.823393,-0.82476818,interval,1,-3.3554096,-0.67191627,-2.6702657,-1.3582121
producao,ind_min_extr,0,0.68,1,-0.6085327,-0.7938356,-0.32288055,interval,1,-0.81898408,-0.39808133,-0.99192037,0.023365928
producao,ind_uti_cap_instalada,0,0.68,1,-0.62571316,-1.3227781,-0.16498716,interval,1,-1.1440951,-0.10733118,-0.98069545,-0.30184845
producao,energia_comercial,0,0.68,1,-60.564204,-122.0864,-19.391774,interval,1,-106.60163,-14.526775,-88.390779,-20.327257
producao,energia_residencial,0,0.68,1,-72.069873,-101.98265,-53.575457,interval,1,-93.584837,-50.55491,-94.068209,-33.933099
producao,energia_industrial,0,0.68,1,-90.380195,-183.82746,-23.606174,interval,1,-162.63704,-18.123352,-138.10377,-50.093554
producao,energia_outros,0,0.68,1,-18.085697,-37.371474,-3.931844,interval,1,-33.198598,-2.9727967,-33.177742,-2.0398868
producao,pib,0,0.68,4,0.14126927,0.010859858,0.26404526,interval,1,0.025588668,0.25708367,0.0022568623,0.33366658
producao,ibc_br,0,0.68,1,-0.63037672,-1.2398042,-0.2353216,interval,1,-1.0792066,-0.18154683,-0.88802082,-0.37872099
producao,icc,0,0.68,1,-0.73031488,-1.0633786,-0.45544178,interval,1,-1.0070866,-0.45354318,-1.3973431,-0.3809635
producao,ics,0,0.68,1,-2.2119901,-3.6445469,-1.2783781,interval,1,-3.269857,-1.1541231,-3.0215315,-1.5307697
producao,trab_employment_southest,0,0.68,1,-32843.286,-60820.251,-15054.773,interval,1,-53249.481,-12437.091,-44038.683,-21406.554
producao,trab_employment_south,0,0.68,1,-13578.335,-25574.177,-5885.0011,interval,1,-22365.82,-4790.8507,-18651.56,-8427.6491
producao,trab_employment_northeast,0,0.68,1,-7569.6076,-14472.645,-3004.7208,interval,1,-12704.449,-2434.7662,-10568.245,-4403.9669
producao,trab_employment_north,0,0.68,1,-2372.3727,-4258.4395,-1144.4046,interval,1,-3764.4521,-980.29341,-3153.9025,-1489.7846
producao,trab_employment_central_west,0,0.68,1,-5192.8917,-9470.7136,-2429.7594,interval,1,-8337.7719,-2048.0116,-6880.1578,-3371.6513
producao,trab_min_wage,0,0.68,1,-0.42564797,-1.80296,0.45238871,interval,1,-1.4315702,0.58027427,-3.0673889,2.0398785
producao,trab_pop_forca_trab,0,0.68,1,174.93235,113.20225,244.15557,interval,1,115.13715,234.72755,79.723866,256.9671
producao,trab_pop_ocupada,0,0.68,1,267.45053,195.51425,348.16747,interval,1,197.74805,337.15301,162.7905,354.17111
producao,trab_tx_desemprego,0,0.68,1,-0.11635487,-0.13723978,-0.095672161,interval,1,-0.13536618,-0.097343567,-0.15916432,-0.06580163
producao,trab_hrs_trabalhadas_industria,0,0.68,1,-1.0855943,-2.0679953,-0.4418154,interval,1,-1.8130468,-0.35814171,-1.4616931,-0.71723461
producao,trab_menos_de_1_mes,0,0.68,1,-14.47269,-24.539099,-7.1658191,interval,1,-22.317725,-6.6276546,-24.167032,-5.7692477
producao,trab_de_1_mes_a_menos_de_1_ano,0,0.68,1,-57.403605,-98.801707,-2.1483112,interval,1,-101.1527,-13.65451,-94.770403,-10.349068
producao,trab_de_1_ano_a_menos_de_2_anos,0,0.68,1,-49.511181,-58.370575,-40.471903,interval,1,-57.696975,-41.325388,-63.575273,-23.89072
producao,trab_x2_anos_ou_mais,0,0.68,1,-31.588277,-51.4916,-16.151195,interval,1,-47.622109,-15.554446,-52.756694,-10.724782
producao,commodity_agro,0,0.68,1,7.989807,6.2205514,9.8194127,interval,1,6.3440491,9.635565,6.0650999,8.8537968
producao,commodity_metal,0,0.68,1,6.7658972,5.0521608,8.4680412,interval,1,5.2036057,8.3281887,3.2417635,8.4058535
producao,commodity_energia,0,0.68,1,4.6367695,3.2951162,5.540539,interval,1,3.6295111,5.644028,2.1359083,6.0753263
producao,asset_ibov,0,0.68,6,-0.99650483,-4.1650691,1.7742667,interval,1,-3.7068433,1.7138337,-2.9311616,0.13402268
producao,asset_idiv,0,0.68,6,-1.344726,-4.541393,1.3602257,interval,1,-4.0345283,1.3450763,-3.2367497,-0.19230154
producao,asset_ifix,0,0.68,6,-0.90534693,-1.9606524,-0.025324107,interval,1,-1.7868584,-0.02383546,-1.4875138,-0.32712784
producao,asset_ifnc,0,0.68,6,-1.9439851,-5.9934067,1.3931268,interval,1,-5.3065741,1.4186039,-4.2419073,-0.4482158
producao,asset_imat,0,0.68,6,0.46496452,-1.5016078,2.4299841,interval,1,-1.3332037,2.2631327,-1.2333635,1.4874685
producao,asset_imob,0,0.68,6,-1.9010062,-5.6856805,1.2870641,interval,1,-5.0783932,1.2763807,-4.1748978,-0.30377422
producao,asset_smll,0,0.68,6,-1.8702221,-5.3403598,1.0796688,interval,1,-4.796855,1.0564107,-3.8707668,-0.49338659
producao,embi_perc,0,0.68,1,0.24331346,0.15814286,0.36156431,interval,1,0.15151426,0.33511266,0.19267951,0.31377264
producao,cds_5y,0,0.68,1,29.90873,20.971292,42.621722,interval,1,20.158332,39.659127,24.004136,36.241648
producao,msci,0,0.68,1,0.93889733,-0.82575298,2.7452744,interval,1,-0.69425028,2.5720449,-3.4995868,4.4436027
producao,sp500_vix,0,0.68,1,0.19144527,-0.77323164,1.3650383,interval,1,-0.78184328,1.1647338,-0.45439965,1.0990861
producao,fiscal_dbgg,0,0.68,1,-0.16767343,-0.30112208,-0.013054411,interval,1,-0.29906892,-0.036277943,-0.32494138,-0.01558912
producao,fiscal_dlsp,0,0.68,1,-0.64992908,-0.85925468,-0.50814177,interval,1,-0.80751657,-0.49234158,-0.82137536,-0.51849213
producao,fiscal_primary_balance,0,0.68,1,-1475.2806,-3872.9093,1357.8263,interval,1,-3859.3251,908.76385,-4187.7313,1571.6188
producao,expect_focus_ipca12m,0,0.68,1,0.10036806,0.048629915,0.13201455,interval,1,0.063354559,0.13738155,0.067915633,0.12867518
producao,expect_focus_selic_ny,0,0.68,1,0.44178648,0.38622162,0.51266259,interval,1,0.38438251,0.49919045,0.34342728,0.55702639
producao,expect_focus_pib_ny,0,0.68,1,-0.17730528,-0.21503983,-0.146878,interval,1,-0.20830038,-0.14631018,-0.26022862,-0.11729699
producao,expect_focus_cambio_ny,0,0.68,1,0.079291701,0.06333619,0.098730286,interval,1,0.063182292,0.095401109,0.06006088,0.094868731
producao,epu_brazil,0,0.68,1,20.571111,11.365848,34.016914,interval,1,10.394495,30.747727,7.4880569,34.265809
producao,epu_canada,0,0.68,1,1.7397118,-6.6148583,8.3604615,interval,1,-5.0633991,8.5428226,-16.356552,19.426564
producao,epu_chile,0,0.68,1,15.701513,11.375534,22.159305,interval,1,10.866739,20.536286,6.5652078,22.759196
producao,epu_china,0,0.68,1,0.47331196,-5.3839649,6.5694698,interval,1,-4.9926662,5.9392901,-8.2881746,6.7066078
producao,epu_germany,0,0.68,1,20.779431,12.90996,30.575994,interval,1,12.74784,28.811022,3.2687697,33.48555
producao,epu_india,0,0.68,1,4.3418097,2.3387237,7.2705703,interval,1,2.1262491,6.5573704,-0.33988095,7.1203887
producao,epu_russia,0,0.68,1,13.50679,-2.2099118,37.336783,interval,1,-4.1957087,31.209289,-5.5530947,37.368343
producao,epu_us,0,0.68,1,7.9549164,3.2303392,14.824509,interval,1,2.7437027,13.16613,-3.1918323,14.902086
producao,price_ipp,0,0.68,1,0.34361189,0.15240894,0.56112989,interval,1,0.15706552,0.53015826,0.18089302,0.47695321
producao,price_ipca,0,0.68,1,-0.043631831,-0.1806994,0.046147342,interval,1,-0.14510403,0.057840365,-0.11477753,0.033243287
producao,price_ipca_difusao,0,0.68,1,0.31722669,-0.40938922,0.84410221,interval,1,-0.24874978,0.88320315,-0.30587397,0.88998658
producao,price_core_ipca_dw,0,0.68,1,0.0089898113000000009,-0.037706981,0.039926691,interval,1,-0.025777707,0.04375733,-0.021619649,0.039451217
producao,price_igp_m,0,0.68,1,0.084171184,-0.038102793,0.16428857,interval,1,-0.0063650245,0.17470739,-0.034569391,0.18509078
producao,price_ipc,0,0.68,1,-0.08342931,-0.22359489,0.009233248,interval,1,-0.18767659,0.020817973,-0.15518096,0.0032712872
producao,price_core_ipc,0,0.68,1,-9.212376e-4,-0.022038241,0.012648901,interval,1,-0.016405845,0.01456337,-0.017400094,0.013514274
producao,price_incc,0,0.68,1,-0.053915918,-0.12185624,-0.011554866,interval,1,-0.10298852,-0.0048433154,-0.10416394,-0.0070434089
producao,price_inpc,0,0.68,1,-0.062675936,-0.21199332,0.035967832,interval,1,-0.173691,0.048339131,-0.1413277,0.023837989
producao,price_core_ipca_ex0,0,0.68,1,0.030024395,-0.0063680057,0.057266713,interval,1,0.0012226168,0.058826172,-0.0045529822,0.0609675
producao,price_core_ipca_ex1,0,0.68,1,-0.015070731,-0.094514672,0.041559899,interval,1,-0.076425454,0.046283991,-0.059378312,0.039590327
producao,dlsp_exchange_adjustment,0,0.68,1,-17176.435,-41534.206,1962.4405,interval,1,-36926.517,2573.6465,-30867.894,-8237.8282
producao,expect_focus_fiscal_dlsp_ny,0,0.68,1,-0.16671083,-0.28876303,-0.031594383,interval,1,-0.28417863,-0.049243037,-0.36223998,-0.028873627
producao,expect_focus_fiscal_primary_balance_ny,0,0.68,1,-0.028811835,-0.060121312,-0.0023673134,interval,1,-0.055132549,-0.0024911207,-0.080832198,0.024442735
producao,expect_focus_fiscal_nominal_balance_ny,0,0.68,1,-0.12897033,-0.15067462,-0.11034745,interval,1,-0.1473606,-0.11058006,-0.19918461,-0.064682997
producao,cambio_eur,1,0.68,1,0.12387808,0.057323755,0.21203025,interval,1,0.05381382,0.19394234,0.076347609,0.16753465
producao,cambio_cny,1,0.68,1,0.021114456,0.012061214,0.032859311,interval,1,0.011682152,0.03054676,0.014923645,0.02697454
producao,cambio_ars,1,0.68,1,0.0067661732,0.0048023378,0.0092712346,interval,1,0.0047373059,0.0087950404,0.0036606311,0.0091960659
producao,cambio_inr,1,0.68,1,0.0017052967,9.4409339e-4,0.0027009427,interval,1,9.0896368e-4,0.0025016297,0.0011634149,0.002214795
producao,cambio_usd,1,0.68,1,0.14589009,0.081022283,0.23139386,interval,1,0.077766248,0.21401394,0.10023857,0.18841667
producao,juros_selic,1,0.68,1,0.30766722,0.24624731,0.34947762,interval,1,0.26131306,0.35402138,0.2360076,0.38836029
producao,yield_3m,1,0.68,1,0.0047713649,0.004175167,0.0051778556,interval,1,0.0043210541,0.0052216758,0.0041353202,0.0053483688
producao,yield_6m,1,0.68,1,0.0060823982,0.0053427866,0.0066331743,interval,1,0.0054985751,0.0066662214,0.0052153564,0.0066945061
producao,yield_1y,1,0.68,1,0.0075172436,0.0064765275,0.0084101096,interval,1,0.006635482,0.0083990052,0.0063115046,0.0083112671
producao,yield_2y,1,0.68,1,0.008455433,0.0070160865,0.009881626,interval,1,0.0071448524,0.0097660137,0.0069361636,0.0095715982
producao,yield_5y,1,0.68,1,0.008228311,0.0063285812,0.010387892,interval,1,0.0063755367,0.010081085,0.0064959827,0.0096070891
producao,yield_10y,1,0.68,1,0.0073274605,0.0054649264,0.0094902729,interval,1,0.0054915418,0.0091633792,0.0057168716,0.0087597489
producao,base_monetary_base,1,0.68,4,-0.63934427,-1.0007193,-0.21582309,interval,1,-0.99650222,-0.28089786,-0.85361439,-0.023117032
producao,base_money_supply,1,0.68,4,-0.29018924,-0.67827529,0.17366862,interval,1,-0.67746718,0.098598779,-0.43560321,0.20528999
producao,base_demand_deposit,1,0.68,4,-0.03424606,-0.44029465,0.37318193,interval,1,-0.40560887,0.33850147,-0.51358402,0.51233174
producao,base_savings_deposit,1,0.68,4,-0.085475375,-0.25401521,0.1023847,interval,1,-0.2480999,0.077414279,-0.15701665,0.31216871
producao,base_m1,1,0.68,4,-0.17824065,-0.54577619,0.24065169,interval,1,-0.53646731,0.1812762,-0.45283782,0.31397525
producao,base_m2,1,0.68,4,0.14591085,-0.084064619,0.4212703,interval,1,-0.083987084,0.37633776,-0.032409477,0.43085172
producao,base_m3,1,0.68,4,-0.17616608,-0.23346134,-0.12735492,interval,1,-0.22452927,-0.12777946,-0.25191187,-0.058659412
producao,credito_agro,1,0.68,4,1.0085378,0.73939462,1.3105517,interval,1,0.74810118,1.2696476,0.633759,1.290982
producao,credito_industria_total,1,0.68,4,0.78991975,0.47335721,1.181071,interval,1,0.46861167,1.1122554,0.63689025,1.2200972
producao,credito_construcao,1,0.68,4,0.75825303,0.60473981,0.9005189,interval,1,0.623159,0.89352844,0.43905428,1.3468965
producao,credito_comercio,1,0.68,4,0.90721636,0.64876695,1.1651422,interval,1,0.67132057999999994,1.1436649,0.53237982,1.316654
producao,credito_transporte,1,0.68,4,1.3126499,0.87627811,1.8444885,interval,1,0.87304145,1.7541741,0.93991475,1.8820668
producao,credito_pessoa_fisica,1,0.68,4,0.40225143,0.27367246,0.48473545,interval,1,0.30808242,0.49650884,0.27349714,0.55136512
producao,spread_credito_pj_total,1,0.68,1,-2.3325194e-4,-0.0058165246,0.0071045896,interval,1,-0.0060881655,0.0056216617,-0.0081650019,0.0068118788
producao,spread_credito_pf_total,1,0.68,1,-0.0023719388,-0.0072134424,0.0018711227,interval,1,-0.0065178663,0.0017739887,-0.0080569163,0.0017451897
producao,credit_outstanding,1,0.68,4,0.62543401,0.51099273,0.73819127,interval,1,0.52157762,0.7293977,0.35540397,0.8252402
producao,fin_inst_reserve_req,1,0.68,4,-0.33275193,-0.9339322,0.14795933,interval,1,-0.82343276,0.16035657,-0.89442824,0.3012201
producao,consumo_gasolina,1,0.68,1,-0.98741473,-8.3420631,4.2204923,interval,1,-6.6485623,4.6737328,-5.3151069,2.2557003
producao,consumo_glp,1,0.68,1,0.66402821,-0.51425567,1.4417378,interval,1,-0.2116118,1.5396682,-0.45327071,1.6221876
producao,consumo_oleo_combustivel,1,0.68,1,-0.19246335,-0.57026089,0.087565001,interval,1,-0.48998768,0.10506097,-1.353007,1.5675499
producao,consumo_oleo_diesel,1,0.68,1,0.14837275,-14.976188,10.534716,interval,1,-11.316378,11.613124,-8.2234362,6.4894377
producao,consumo_demais_derivados,1,0.68,1,0.47102819,-3.4720114,3.2483518,interval,1,-2.5560297,3.498086,-2.1220376,1.806411
producao,consumo_alcool,1,0.68,1,-1.764932,-10.966999,4.5836575,interval,1,-8.7564781,5.2266141,-7.2243327,2.743584
producao,capacidade_instalada_industria,1,0.68,1,-0.02297407,-0.24875178,0.13542684,interval,1,-0.1959602,0.15001206,-0.17842227,0.081005976
producao,vendas_varejo,1,0.68,1,-0.42736337,-1.45818,0.2846756,interval,1,-1.2110357,0.35630894,-0.95929002,-0.03171977
producao,vendas_servicos,1,0.68,1,0.060416394,-0.8934048,0.72756975,interval,1,-0.66927333,0.79010612,-0.44464677,0.41667296
producao,ind_automoveis,1,0.68,1,-1106.9536,-8400.3123,4158.0873,interval,1,-6775.3024,4561.3953,-5502.4864,2005.8005
producao,ind_leves,1,0.68,1,-401.16633,-1680.189,514.86765,interval,1,-1391.284,588.95137,-1304.4911,30.660338
producao,ind_caminhoes,1,0.68,1,-99.998713,-368.18487,92.992219,interval,1,-308.10181,108.10438,-274.04777,35.337718
producao,ind_onibus,1,0.68,1,-25.163967,-128.98315,48.988486,interval,1,-105.42292,55.094984,-87.205471,21.326166
producao,ind_bens_consumo,1,0.68,1,-0.9858348,-3.5661554,0.83515345,interval,1,-2.9686503,0.99698073,-2.3241194,-0.031755287
producao,ind_bens_duraveis,1,0.68,1,-2.0318376,-8.5128447,2.5421592,interval,1,-7.0122016,2.9485265,-5.8547439,0.17052341
producao,ind_bens_nao_duraveis,1,0.68,1,-0.66740233,-2.3501502,0.515873,interval,1,-1.9581589,0.62335422,-1.5052799,-0.024305609
producao,ind_bens_capital,1,0.68,1,-0.69576448,-3.6888154,1.3921574,interval,1,-2.9824481,1.5909192,-2.4239009,0.43910886
producao,ind_transformacao,1,0.68,1,-0.58324555,-2.469194,0.74473333,interval,1,-2.0308583,0.86436721,-1.6314718,0.049416348
producao,ind_min_extr,1,0.68,1,-0.92321633,-1.1879998,-0.59466622,interval,1,-1.193014,-0.65341867,-1.3975053,-0.16732194
producao,ind_uti_cap_instalada,1,0.68,1,-0.039048987,-0.89015564,0.55568373,interval,1,-0.6898449,0.61174692,-0.63234433,0.26418836
producao,energia_comercial,1,0.68,1,-10.367589,-91.86707,47.918721,interval,1,-73.412874,52.677696,-61.600162,29.305519
producao,energia_residencial,1,0.68,1,-61.347225,-90.119037,-40.58984,interval,1,-83.701564,-38.992885,-85.625353,-16.523488
producao,energia_industrial,1,0.68,1,-12.239986,-116.25004,64.522876,interval,1,-93.974438,69.494466,-92.658889,29.880963
producao,energia_outros,1,0.68,1,-2.3165306,-22.889351,13.17525,interval,1,-18.646655,14.013594,-19.899002,12.653987
producao,pib,1,0.68,4,0.27431391,0.063436753,0.44085947,interval,1,0.10301668,0.44590426,0.05937769,0.47252901
producao,ibc_br,1,0.68,1,-0.15629034,-0.8772126,0.35082854,interval,1,-0.70937424,0.39679356,-0.55567623,0.099545503
producao,icc,1,0.68,1,-0.66308056,-1.145154,-0.28962401,interval,1,-1.0512028,-0.27495831,-1.611892,-0.43311684
producao,ics,1,0.68,1,-1.2593265,-3.2788096,0.19758331,interval,1,-2.8283461,0.30969303,-2.6348076,-0.60868493
producao,trab_employment_southest,1,0.68,1,-11497.79,-41376.834,9143.5711,interval,1,-34214.447,11218.867,-27738.947,-258.42166
producao,trab_employment_south,1,0.68,1,-4199.2701,-16754.88,4479.294,interval,1,-13747.761,5349.2211,-11102.628,447.65902
producao,trab_employment_northeast,1,0.68,1,-1979.5058,-8806.4932,2783.0738,interval,1,-7195.3857,3236.3741,-6197.513,672.46799
producao,trab_employment_north,1,0.68,1,-928.89956,-2885.0863,433.14707,interval,1,-2422.0139,564.21473,-2097.9682,-167.27003
producao,trab_employment_central_west,1,0.68,1,-1932.0421,-6348.3986,1153.2488,interval,1,-5308.5831,1444.4989,-4308.1946,-375.68124
producao,trab_min_wage,1,0.68,1,0.032721446,-1.217962,0.88115191,interval,1,-0.90954501,0.9749879,-3.36028,3.1674876
producao,trab_pop_forca_trab,1,0.68,1,205.76935,59.307864,322.42277,interval,1,86.204821,325.33388,37.678183,267.58908
producao,trab_pop_ocupada,1,0.68,1,300.53424,135.27722,428.79033,interval,1,167.36287,433.70561,108.46881,379.51765
producao,trab_tx_desemprego,1,0.68,1,-0.13221811,-0.16111885,-0.09166118,interval,1,-0.16353502,-0.1009012,-0.1842026,-0.060932771
producao,trab_hrs_trabalhadas_industria,1,0.68,1,-0.30009445,-1.403802,0.47530833,interval,1,-1.1463131,0.54612421,-0.95097794,0.094509842
producao,trab_menos_de_1_mes,1,0.68,1,-8.7853842,-27.694096,5.3714956,interval,1,-23.751415,6.180647,-27.648376,-0.30445985
producao,trab_de_1_mes_a_menos_de_1_ano,1,0.68,1,-124.72762,-185.31907,-39.281026,interval,1,-190.54566,-58.909576,-166.69147,-38.649791
producao,trab_de_1_ano_a_menos_de_2_anos,1,0.68,1,-53.587838,-63.71984,-42.335449,interval,1,-63.354854,-43.820822,-75.449371,-22.180535
producao,trab_x2_anos_ou_mais,1,0.68,1,-17.821878,-36.274464,-3.3462523,interval,1,-32.771809,-2.8719464,-47.484377,3.4258457
producao,commodity_agro,1,0.68,1,10.676223,8.1182629,13.464285,interval,1,8.2334111,13.119035,7.7946042,12.151838
producao,commodity_metal,1,0.68,1,8.6049782,5.7122734,11.758721,interval,1,5.8421295,11.367827,3.8931368,11.345475
producao,commodity_energia,1,0.68,1,6.9650887,5.473517,8.0109025,interval,1,5.8226284,8.1075491,3.8942848,8.8409303
producao,asset_ibov,1,0.68,6,-0.90961934,-2.3567117,0.43334018,interval,1,-2.1847993,0.36556067,-2.2540094,0.97491997
producao,asset_idiv,1,0.68,6,-1.0772333,-2.6796135,0.30454891,interval,1,-2.4383473,0.28388063,-2.3713724,0.71041825
producao,asset_ifix,1,0.68,6,-1.1263466,-1.744374,-0.60424353,interval,1,-1.6459523,-0.60674096,-1.5552383,-0.30446861
producao,asset_ifnc,1,0.68,6,-1.4755367,-3.6040791,0.29407438,interval,1,-3.2508376,0.29976417,-3.156305,0.81499512
producao,asset_imat,1,0.68,6,0.4184617,-0.50100128,1.5606505,interval,1,-0.51894485,1.3558682,-0.76423357,1.9448027
producao,asset_imob,1,0.68,6,-1.7488151,-3.5866472,-0.12814321,interval,1,-3.3274888,-0.17014135,-3.3524831,0.64326247
producao,asset_smll,1,0.68,6,-1.8326029,-3.5524714,-0.31721407,interval,1,-3.3093345,-0.35587129,-3.191728,0.3475902
producao,embi_perc,1,0.68,1,0.2292155,0.12702491,0.36099316,interval,1,0.12306592,0.33536507,0.1595464,0.31023738
producao,cds_5y,1,0.68,1,29.472744,17.788353,44.603925,interval,1,17.310006,41.635482,21.315494,37.595371
producao,msci,1,0.68,1,-0.041119606,-1.8577561,2.1592706,interval,1,-1.8699599,1.7877207,-4.8682268,5.1477796
producao,sp500_vix,1,0.68,1,0.094735598,-0.4111494,0.6759719,interval,1,-0.40127867,0.59074987,-0.84654009,0.89697721
producao,fiscal_dbgg,1,0.68,1,-0.22857778,-0.36344013,-0.048032275,interval,1,-0.37131282,-0.085842733,-0.3935399,-0.050431235
