sample,r,q,p,instrument,mp_var,n_obs_align,wald_mp,f_robust_mp,fs_beta,fs_se,fs_p,impact_mp_pre,sign_mp,score_hard,n_hard_avail,score_ext,n_ext_avail,fx_channel,risk_channel,yield_ordering_ok,magnitude_flag,h0_yield6m,h0_yield2y,h0_yield5y,h0_ibov,h0_cambio,dfm_max_eig,failure_class,err_msg,denom_ratio
pre_covid,6,5,6,z_jk,yield_6m,78,12.501476787021616,11.636807766631895,1.0597447805217067e-4,3.106592977676008e-5,0.0014907161292322293,7.150639384915972e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.007865079894280334,0.009538632641747927,-15.315683140959063,0.08442343761257981,0.9979892527647722,ok,NA,1.5050081218050777
pre_covid,6,5,6,z_jk,yield_1y,78,12.384152866123978,11.273844056645514,1.3244368153952354e-4,3.9445297211972446e-5,0.0017344729634380558,8.936651757167874e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004000737400996194,0.006293223858974103,0.0076323128728408105,-12.254805272768357,0.06755120087546336,0.9979892527647722,ok,NA,1.6799692039602923
pre_covid,6,5,6,z_jk,yield_2y,78,9.610626379743188,7.436845064656799,1.666995473269575e-4,6.112798127540995e-5,0.009441837542880457,1.1248070011510342e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031786072533326166,0.005,0.006063913380387044,-9.73650830431931,0.05366979022932397,0.9979892527647722,weak_xi_mp,NA,1.7806270399525987
pre_covid,6,5,6,z_jk,juros_selic,78,8.339858260778888,5.95367303675456,0.006839687024798009,0.002803133226105948,0.019212862320245994,0.004615086228207906,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007747026849910725,0.01218619702353655,0.014779208637411213,-23.730201703546978,0.13080612758928375,0.9979892527647722,negative_control,NA,1.4499821731380176
pre_covid,6,5,6,z_jk_purif,yield_3m,78,11.454417682152634,9.703794229307544,7.998270872749807e-5,2.5675878902317974e-5,0.0033947939308838233,5.3898047522916996e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006593987728321576,0.010270235049116899,0.012400138536883683,-20.1765217141196,0.10613572881160913,0.9979892527647722,ok,NA,1.3871111850403786
pre_covid,6,5,6,z_jk_purif,yield_6m,78,13.025757286905293,11.953097535036417,1.0548099996540166e-4,3.05094238693331e-5,0.0013078479148018855,7.108061278932155e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.0077875751914168855,0.009402609655781083,-15.299180515198882,0.08047916767857313,0.9979892527647722,ok,NA,1.4960466301303754
pre_covid,6,5,6,z_jk_purif,yield_1y,78,12.561785432086811,11.36190517298857,1.3127694841948723e-4,3.8946002973430085e-5,0.0016716889201848074,8.846376069463528e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004017498930137169,0.00625731499997602,0.0075549948465195825,-12.292888270357386,0.06466499400939948,0.9979892527647722,ok,NA,1.662998600278886
pre_covid,6,5,6,z_jk_purif,yield_2y,78,9.5704531881913,7.480669190518426,1.6428824369924726e-4,6.0067044254647336e-5,0.00925070715084509,1.1070912334976607e-4,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0032102418770291775,0.005,0.006036930254069466,-9.822813994824054,0.0516715188620417,0.9979892527647722,weak_xi_mp,NA,1.7525820732295665
pre_covid,6,5,6,z_jk_purif,juros_selic,78,9.208131966358282,6.438364633766766,0.0069263037529466885,0.00272969264175438,0.015169832709348893,0.0046674369344794535,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.007614523108414424,0.011859734250711752,0.014319277700669129,-23.299192714557112,0.12256209640689086,0.9979892527647722,negative_control,NA,1.4664298811745378
pre_covid,6,5,6,z_jk_raw_purif,yield_3m,78,8.15541052061059,5.463032516459753,7.340885638176e-5,3.1407369622613474e-5,0.02451420491545132,3.7956838179978854e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006542926616093728,0.010386415643792083,0.012435977866938864,-17.97897637849593,0.13094175651900608,0.9979892527647722,weak_xi_mp,NA,0.976850873231166
pre_covid,6,5,6,z_jk_raw_purif,yield_6m,78,9.415676401982761,6.495940153628498,9.606175205543122e-5,3.769029145648364e-5,0.01475408452848702,4.966976135810926e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.007937132917129523,0.009503375627314781,-13.739246543185116,0.10006359860198248,0.9979892527647722,weak_xi_mp,NA,1.0454085324140965
pre_covid,6,5,6,z_jk_raw_purif,yield_1y,78,9.417854990227317,6.301764827616324,1.2038312603214834e-4,4.795506904903907e-5,0.016207432756281507,6.224538917540007e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003989834589847756,0.006333569491396518,0.007583379359635326,-10.963464219289236,0.07984744137736624,0.9979892527647722,weak_xi_mp,NA,1.1701288104834353
pre_covid,6,5,6,z_jk_raw_purif,yield_2y,78,7.320140401574201,4.485626126377426,1.5249097886319723e-4,7.200001980943835e-5,0.0404447161238327,7.88470995722834e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0031497519647234644,0.005,0.005986655210727965,-8.655043758643478,0.06303510325877888,0.9979892527647722,weak_xi_mp,NA,1.248189932820225
pre_covid,6,5,6,z_jk_raw_purif,juros_selic,78,5.527679536475447,3.4370301281197726,0.005917865698375098,0.00319207756193541,0.07113468337034372,0.0030598960637102358,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.00811624975553628,0.012883950619662292,0.01542635402239261,-22.302231279475777,0.16242823153828417,0.9979892527647722,negative_control,NA,0.9613676808283375
pre_covid,6,5,6,z_jk_raw,yield_3m,78,7.699775299854264,5.299218145211248,7.287602099244946e-5,3.1657655833339e-5,0.026620676904695106,3.755623934096536e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006641556357246819,0.010950779157298121,0.013268175939861572,-18.51476814751658,0.15222469206945594,0.9979892527647722,weak_xi_mp,NA,0.966541128150446
pre_covid,6,5,6,z_jk_raw,yield_6m,78,9.255890261447096,6.586608999168985,9.680204010263657e-5,3.7718426638161676e-5,0.014123982278665365,4.9886376029854305e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008244136289944578,0.00998875506445431,-13.938576405599957,0.11460016589587366,0.9979892527647722,weak_xi_mp,NA,1.0499676609441428
pre_covid,6,5,6,z_jk_raw,yield_1y,78,9.820313295868239,6.759384762851212,1.23708544840703e-4,4.7582374872959503e-5,0.013001820344716473,6.375248888853273e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003912504193920769,0.006451043561932513,0.00781620921634496,-10.906947728838981,0.08967472593832429,0.9979892527647722,weak_xi_mp,NA,1.1984602390112336
pre_covid,6,5,6,z_jk_raw,yield_2y,78,8.023876599390382,4.9804050806046,1.5960984235009463e-4,7.151997185699647e-5,0.03130477700582901,8.225401660030863e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0030324583583719563,0.005,0.0060580967569869365,-8.453630504993546,0.06950404618835097,0.9979892527647722,weak_xi_mp,NA,1.302123172716214
pre_covid,6,5,6,z_jk_raw,juros_selic,78,4.966545849001158,3.1436148334525296,0.005751744040701543,0.003244030184534249,0.08383972665263428,0.0029641282945851487,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.008415016333973537,0.013874908307877522,0.01681110740468878,-23.45866962509236,0.19287245357797078,0.9979892527647722,negative_control,NA,0.931279064684215
pre_covid,6,5,6,z_bs_purif,yield_3m,78,11.127800462673186,6.576125091615677,5.0827718226681484e-5,1.9820544487683117e-5,0.014195339974249252,3.3458930146215737e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006036547282379948,0.0068916778828587814,0.006788684087442875,-13.419762315055946,0.0045645418135095844,0.9979892527647722,ok,NA,0.8610934603070154
pre_covid,6,5,6,z_bs_purif,yield_6m,78,11.186065007157296,6.0927503362717434,6.136478486616958e-5,2.486065260074779e-5,0.01794565678567463,4.0395282769095826e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.005708294460787931,0.005622985930432728,-11.115428809964625,0.0037807554550537575,0.9979892527647722,ok,NA,0.8502068888881094
pre_covid,6,5,6,z_bs_purif,yield_1y,78,8.016958087175926,3.8766804954655596,6.664308338983702e-5,3.3847381609582567e-05,0.055916648350666696,4.3869887330461335e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004603987521646437,0.005256183293470224,0.005177631411621153,-10.235059107765288,0.0034813101874928394,0.9979892527647722,weak_xi_mp,NA,0.824694322873998
pre_covid,6,5,6,z_bs_purif,yield_2y,78,3.8865052100785813,1.800009721139148,7.005765230780129e-5,5.2217749963838446e-5,0.18727875832788107,4.611763377455838e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004379591867892039,0.005,0.004925276690838905,-9.736208324850791,0.0033116331690883805,0.9979892527647722,weak_xi_mp,NA,0.7300657413545331
pre_covid,6,5,6,z_bs_purif,juros_selic,78,10.220965012302244,6.836895206537113,0.005059138232964933,0.0019348490312251453,0.012529827396145594,0.0033303354673902973,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006064746804734089,0.006923872118308982,0.006820397190931325,-13.482452271696438,0.00458586491310365,0.9979892527647722,negative_control,NA,1.0463351754448866
pre_covid,6,5,6,z_jk_bs_purif,yield_3m,78,9.546031313744193,5.65749298884897,7.800229524146222e-5,3.2794073818475046e-5,0.022244814257458514,3.975581831676483e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006633454845899828,0.011000605569505845,0.01326055870944494,-17.227616809522104,0.16256226497165716,0.9979892527647722,weak_xi_mp,NA,1.0231491267688342
pre_covid,6,5,6,z_jk_bs_purif,yield_6m,78,10.93653421765778,6.826739173545785,1.0348494067213963e-4,3.960686790158422e-5,0.012590611726749723,5.2743685133211354e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.008291761853406883,0.009995212915062926,-12.985402938387816,0.12253212597967539,0.9979892527647722,ok,NA,1.110105967123185
pre_covid,6,5,6,z_jk_bs_purif,yield_1y,78,10.897996765914208,6.982710291129535,1.3247306100266302e-4,5.013206101999113e-5,0.011690949101457107,6.751820480136693e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0039058862190115237,0.006477335670909479,0.007808032876206056,-10.143901277072143,0.09571930845003959,0.9979892527647722,ok,NA,1.2692505857353353
pre_covid,6,5,6,z_jk_bs_purif,yield_2y,78,8.699101254219922,5.4083760216808585,1.7161449669337588e-4,7.379391160093461e-5,0.025196250153486897,8.746761527913314e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0030150407647957364,0.005,0.006027194878345509,-7.830303841307519,0.07388787096516158,0.9979892527647722,weak_xi_mp,NA,1.3846571076355034
pre_covid,6,5,6,z_jk_bs_purif,juros_selic,78,6.493308622206775,3.6358209971960678,0.006179016988616102,0.003240545640808979,0.06374947725068714,0.0031492903640220433,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.008373899995974168,0.013886876910172534,0.01673978267784128,-21.74769312269774,0.205214353849582,0.9979892527647722,negative_control,NA,0.9894538606791092
pre_covid,7,6,6,z_bruto,yield_3m,78,16.771896706883894,11.92244782461955,8.19962198978994e-5,2.3747129259981074e-5,0.001503139566906582,4.173322028202115e-5,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005584939068390127,0.00472287195991711,0.0026883669064734755,-2.8086580915153108,-0.019740691686596784,0.9960040990692911,ok,NA,1.0740392148033147
pre_covid,7,6,6,z_bruto,yield_6m,78,16.85898075316497,10.684943662863338,9.158877839361652e-5,2.8019226897966176e-5,0.002475146584963142,4.661549848055822e-5,1,3,3,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005,0.004228221563461471,0.00240680056984794,-2.5144930473922917,-0.017673148663631788,0.9960040990692911,ok,NA,0.9811249042040288
pre_covid,7,6,6,z_bruto,yield_1y,78,13.828498999943918,6.639625676236024,9.28312984014736e-5,3.602654602381339e-5,0.014486876443925165,4.724789789186654e-5,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.0049330764500088815,0.004171628044026304,0.0023745862421969653,-2.480837287160396,-0.01743659869401358,0.9960040990692911,ok,NA,0.888196335350445
pre_covid,7,6,6,z_bruto,yield_2y,78,5.90539500679914,2.296219179572627,7.745152955498852e-5,5.1112053392069155e-5,0.1389319553915968,3.942013117340034e-5,1,3,3,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005912651365302042,0.005,0.002846114535064231,-2.973464149941305,-0.02089903331504169,0.9960040990692911,weak_xi_mp,NA,0.6240408480210896
pre_covid,7,6,6,z_bruto,juros_selic,78,14.920100524797244,11.537871011888765,0.008244834449056474,0.0024272756547458808,0.001751966856800328,0.004196333595373695,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005554312761496144,0.004696972997673445,0.0026736246238965207,-2.793256164364867,-0.019632439031645712,0.9960040990692911,negative_control,NA,1.31841716599838
pre_covid,7,6,6,z_bruto_purif,yield_3m,78,17.475244886584157,12.471734325557932,8.203367571803229e-5,2.3228905445276717e-5,0.0012110352017433625,4.289782143041072e-5,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005580728187470126,0.004744075029991995,0.0027421934502052897,-2.777841965189726,-0.01803123730202241,0.9960040990692911,ok,NA,1.1040111962253722
pre_covid,7,6,6,z_bruto_purif,yield_6m,78,17.525364591627245,11.148673712480974,9.156152928028118e-5,2.7422145772030974e-5,0.002049109245090142,4.788021624755063e-5,1,3,3,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005,0.004250408612126471,0.002456841973026095,-2.4887809187934895,-0.016154914463050018,0.9960040990692911,ok,NA,1.0077436498665486
pre_covid,7,6,6,z_bruto_purif,yield_1y,78,14.281365840196827,6.8921163692246665,9.284186302177338e-5,3.5364501927470536e-5,0.012880653368058466,4.854974041227073e-5,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.0049310476061216095,0.004191793442372981,0.0024229609459418835,-2.4544594383555554,-0.01593213045802443,0.9960040990692911,ok,NA,0.9126692073176323
pre_covid,7,6,6,z_bruto_purif,yield_2y,78,6.09978174489383,2.386922463304592,7.783478251847024e-5,5.0379582072540266e-5,0.1316123038688188,4.0702096697813396e-5,1,3,3,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005881787442429576,0.005,0.0028901244529957576,-2.927696071023578,-0.019003954604458303,0.9960040990692911,weak_xi_mp,NA,0.6443350182629265
pre_covid,7,6,6,z_bruto_purif,juros_selic,78,15.574109340739492,12.041146650864121,0.0082347677281623,0.002373107604390145,0.0014341825989639908,0.0043062022081975715,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.0055594482019913835,0.00472598530328304,0.0027317371379033772,-2.767249720827386,-0.017962482032985602,0.9960040990692911,negative_control,NA,1.3529360291581451
pre_covid,7,6,6,z_jk,yield_3m,78,11.619879984854752,8.976082039908276,1.195727087439358e-4,3.991063714144979e-5,0.005077447911658524,5.404460191443027e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006086821251677334,0.007749681906829845,0.0076518822167723705,-11.800902309159122,0.09079334222214072,0.9960040990692911,ok,NA,1.390882884480853
pre_covid,7,6,6,z_jk,yield_6m,78,13.05392594441231,9.991825244862152,1.4556354094064715e-4,4.6050059611517235e-5,0.0032980624285099715,6.579196629423914e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.006365951607905587,0.006285614362885846,-9.693813750409682,0.07458190282581484,0.9960040990692911,ok,NA,1.384735522130087
pre_covid,7,6,6,z_jk,yield_1y,78,13.964808940081666,10.4342513503539,1.7281538780062938e-4,5.349975129758644e-5,0.0027441011320059917,7.810928544216079e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004211532977276914,0.005362083025688674,0.005294414434347832,-8.165163257086155,0.06282082865179628,0.9960040990692911,ok,NA,1.4683485230463942
pre_covid,7,6,6,z_jk,yield_2y,78,11.37889039016041,6.928176714010262,1.85330091500716e-4,7.041034331430317e-5,0.012667423645891173,8.376569472361637e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003927142639437226,0.005,0.004936900835909612,-7.61379786359935,0.058578754143524245,0.9960040990692911,ok,NA,1.326053810944035
pre_covid,7,6,6,z_jk,juros_selic,78,11.052812747065555,7.348142682524437,0.011537078814792759,0.004256053408219102,0.010446253897583323,0.005214541330965393,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006308509427621966,0.00803193314685152,0.007930571493332279,-12.230703086814183,0.09410012742132765,0.9960040990692911,negative_control,NA,1.6383208453999432
pre_covid,7,6,6,z_jk_purif,yield_3m,78,12.3458447595141,9.979898221458377,1.1678032867018744e-4,3.6966355615354965e-5,0.0033145614713283294,5.4705346708838e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006099247308860334,0.007775009489931331,0.0076930998664440095,-11.713082326764853,0.08878366989543411,0.9960040990692911,ok,NA,1.4078877025939853
pre_covid,7,6,6,z_jk_purif,yield_6m,78,13.88859983256553,11.166555051826977,1.424544210738976e-4,4.2630097549398494e-5,0.00203433785315595,6.673228773883035e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.0063737450673926836,0.006306597746305759,-9.602071971855725,0.0727824806894276,0.9960040990692911,ok,NA,1.4045266391902276
pre_covid,7,6,6,z_jk_purif,yield_1y,78,14.67017487626815,11.541499395883642,1.6896778105126846e-4,4.973622100909695e-5,0.0017494236064271077,7.915238080154499e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0042154314919563216,0.005373617135757678,0.0053170061493756126,-8.095375315638352,0.06136191223218319,0.9960040990692911,ok,NA,1.487957299668509
pre_covid,7,6,6,z_jk_purif,yield_2y,78,11.84915373378795,7.527404566089942,1.8159363272961303e-4,6.618780634956533e-5,0.009629524836188754,8.506691796223983e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003922340748753352,0.005,0.004947325065266226,-7.532519633534431,0.057095537960699154,0.9960040990692911,ok,NA,1.3466528406561245
pre_covid,7,6,6,z_jk_purif,juros_selic,78,11.838897185642018,7.998288992439898,0.011279826028541978,0.003988447276966367,0.007794311767051723,0.005283996035405643,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006314566408801954,0.008049487300164996,0.007964686056529691,-12.12658422567578,0.09191796154214728,0.9960040990692911,negative_control,NA,1.6601423408821714
pre_covid,7,6,6,z_jk_raw_purif,yield_3m,78,10.054745905723902,6.3467599866239794,1.0781986610062384e-4,4.2797928674584346e-5,0.016626264301826198,4.21883018431637e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.00593456696031489,0.007446278553064289,0.007082976371535037,-8.180986397067725,0.10214004333722676,0.9960040990692911,ok,NA,1.0857511181574775
pre_covid,7,6,6,z_jk_raw_purif,yield_6m,78,10.740013692664611,6.544875995523388,1.2797284300525806e-4,5.002269742972158e-5,0.015144458016599235,5.0073860446046214e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.006273649453160091,0.005967559569973419,-6.892656576103103,0.08605517809492133,0.9960040990692911,ok,NA,1.0539136796690687
pre_covid,7,6,6,z_jk_raw_purif,yield_1y,78,11.027811712982448,6.36499819041815,1.5085990904607712e-4,5.979635331058302e-5,0.016483498236900207,5.902922725697069e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0042414463794402,0.005321869551796571,0.005062216786431494,-5.846966655887438,0.07299968471255712,0.9960040990692911,ok,NA,1.109669332764864
pre_covid,7,6,6,z_jk_raw_purif,yield_2y,78,8.199763720591582,4.104547922417154,1.6057135130779937e-4,7.925659255093311e-5,0.05067249552642748,6.28291694409905e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.003984921406057728,0.005,0.004756051174462345,-5.493338946943564,0.0685846242585124,0.9960040990692911,weak_xi_mp,NA,0.9946179023593138
pre_covid,7,6,6,z_jk_raw_purif,juros_selic,78,8.33751469231118,4.786168816684337,0.009573817498185795,0.004376139301207662,0.0356604198020052,0.0037460916713415717,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006683480389591411,0.008385962618273268,0.007976813471927179,-9.213387011714673,0.1150296190440406,0.9960040990692911,negative_control,NA,1.1769587552203336
pre_covid,7,6,6,z_jk_raw,yield_3m,78,9.253242020262505,5.794580140381419,1.071569749857255e-4,4.45153157568305e-5,0.02165219166359602,4.1109161318155376e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005992991327274761,0.007724450279731937,0.007490673496846564,-8.86115951623704,0.11114522180021384,0.9960040990692911,weak_xi_mp,NA,1.0579785371222752
pre_covid,7,6,6,z_jk_raw,yield_6m,78,10.095931454241635,6.122373309625902,1.284381643492789e-4,5.1907986910392896e-5,0.01849680545214786,4.9273369450248844e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.00644456987996722,0.0062495280635195384,-7.3929353742837325,0.09272933642868775,0.9960040990692911,ok,NA,1.0370655995848144
pre_covid,7,6,6,z_jk_raw,yield_1y,78,10.762760818452211,6.179020387591898,1.532676034086444e-4,6.165815887488551e-5,0.018003970518305885,5.879881019610956e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004189997151805381,0.005400545888334678,0.005237100957254932,-6.195275632346017,0.07770713110500092,0.9960040990692911,ok,NA,1.1053378048410722
pre_covid,7,6,6,z_jk_raw,yield_2y,78,8.389442066950675,4.16622810414043,1.6554574508066528e-4,8.11047893621772e-5,0.049060852839236155,6.350913452871413e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0038792348388853475,0.005,0.004848677398119335,-5.7357864931098685,0.07194377449217713,0.9960040990692911,weak_xi_mp,NA,1.005382097640686
pre_covid,7,6,6,z_jk_raw,juros_selic,78,7.5443361881962945,4.348387779449376,0.009483790504016059,0.004547972380829361,0.044622692294885975,0.003638313546915654,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006771457272012726,0.008727825915739642,0.008463682450473398,-10.01218920034274,0.12558254789779044,0.9960040990692911,negative_control,NA,1.143096688220013
pre_covid,7,6,6,z_bs_purif,yield_3m,78,16.156515284810652,11.375675107909982,8.119998989720016e-5,2.4075060391101458e-5,0.0018697884040985134,4.2264911221160695e-5,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005577248087206474,0.004569653741473068,0.002456129582889078,-3.0881231732106844,-0.028596737629357653,0.9960040990692911,ok,NA,1.0877227243655396
pre_covid,7,6,6,z_bs_purif,yield_6m,78,15.945989363500841,10.019789253447533,9.057449766706815e-5,2.861387268958465e-5,0.0032597226354858675,4.7144379052833976e-5,1,3,3,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.005,0.004096692194807773,0.0022019188894637303,-2.7685008134159053,-0.02563696036308218,0.9960040990692911,ok,NA,0.9922563501334515
pre_covid,7,6,6,z_bs_purif,yield_1y,78,12.383377660573949,5.9758175815434775,9.095721490317685e-5,3.720818518614083e-5,0.01984111057026885,4.73435848658845e-5,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.00497896168893686,0.004079454697862913,0.0021926539585572623,-2.7568518971576657,-0.025529088693715802,0.9960040990692911,ok,NA,0.8899951205547737
pre_covid,7,6,6,z_bs_purif,yield_2y,78,4.8627499807330326,1.9397908324891566,7.421116752825197e-5,5.3283385727041546e-5,0.1727325068056636,3.86272019389608e-5,1,3,3,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.006102484348637539,0.005,0.0026874351119843534,-3.3789465766121713,-0.03128982987247,0.9960040990692911,weak_xi_mp,NA,0.6114883724926912
pre_covid,7,6,6,z_bs_purif,juros_selic,78,15.242030891801315,11.732941854202842,0.008326156221131465,0.0024307544861867014,0.0016206713956946318,0.004333796764569523,1,4,4,3,3,apreciacao,fiscal_dominance,TRUE,FALSE,0.0054391543505521115,0.004456508234852315,0.0023953153414379047,-3.0116606487596362,-0.027888676898758097,0.9960040990692911,negative_control,NA,1.3616057728718003
pre_covid,7,6,6,z_jk_bs_purif,yield_3m,78,10.721181219495689,5.975221825167239,1.128005092644148e-4,4.614599811569852e-5,0.01984678708824981,4.152754152472557e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006087691012051183,0.008197844465562869,0.008170552377443246,-8.49847227750824,0.12420608828569614,0.9960040990692911,ok,NA,1.0687459005204811
pre_covid,7,6,6,z_jk_bs_purif,yield_6m,78,11.534896821694216,6.264391345021919,1.3733892928074448e-4,5.487243298821956e-5,0.017287937060631236,5.0561368258530826e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.00673313120634279,0.006710715410217794,-6.980045686192581,0.10201412000035644,0.9960040990692911,ok,NA,1.0641743455723232
pre_covid,7,6,6,z_jk_bs_purif,yield_1y,78,11.664214571301441,6.249604938355213,1.6585300784827236e-4,6.634329994790005e-5,0.017409711103338065,6.105883488767329e-5,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004140381023609925,0.005575545735243498,0.005556983747862489,-5.780009740608415,0.08447546531794829,0.9960040990692911,ok,NA,1.1478232007721785
pre_covid,7,6,6,z_jk_bs_purif,yield_2y,78,9.159556081944077,4.525500916927101,1.8494420611712595e-4,8.693755093690144e-5,0.04072859928366744,6.808726529138074e-5,1,3,3,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.0037129827466378983,0.005,0.004983354107147147,-5.183357840715468,0.07575533349495432,0.9960040990692911,weak_xi_mp,NA,1.0778562502739908
pre_covid,7,6,6,z_jk_bs_purif,juros_selic,78,9.234087598413245,4.749232073056879,0.009814641639686341,0.0045036304919419245,0.03633445893105455,0.0036132632813461385,1,4,4,3,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.006996634942097819,0.00942185221360544,0.009390485185120822,-9.767366309090828,0.14275111131637075,0.9960040990692911,negative_control,NA,1.1352263177194224
pre_covid,8,8,6,z_bruto,yield_3m,78,10.298001334070454,12.402132935416521,5.631719667391897e-5,1.5991633852594205e-5,0.0014900325152235943,2.4763443015086163e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005908335215644573,0.006076900205517994,0.00403485111816777,-2.2776345543696643,0.013781048518590943,1.0000172161329195,ok,NA,0.6373078500057144
pre_covid,8,8,6,z_bruto,yield_6m,78,13.22098666286777,11.498388073119004,6.654817527106657e-5,1.9625361748695556e-5,0.002090865337145135,2.926214448532824e-5,1,3,3,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.005,0.005142650157549524,0.0034145414663372194,-1.9274757365989978,0.011662378669798858,1.0000172161329195,ok,NA,0.6158856955470728
pre_covid,8,8,6,z_bruto,yield_1y,78,10.087883787931982,4.284369923743485,7.4158113617937e-5,3.582739179623349e-5,0.047802817621433694,3.2608338644971816e-5,1,4,4,2,3,depreciacao,fiscal_dominance,FALSE,FALSE,0.004486911278112669,0.00461492299825937,0.003064148922978367,-1.7296825241669134,0.010465611676628224,1.0000172161329195,ok,NA,0.6129924965681068
