instrument,r,q,sample,cfg,var,esign,f_factor,wald_mp,h0,h6,h12,h24,peak_h,peak_val,sign_h0,sign_ok_h0,share_sign_ok,n_sig90
z_jk_bs_purif,7,6,full,r7q6·full,credito_pessoa_fisica,-1,6.293365042913536,9.669439339232142,-0.04475240441613737,0.022564501405586412,-0.2178769155544158,-0.7688723311483403,31,-0.8575160530776782,-1,TRUE,0.8536585365853658,0
z_jk_bs_purif,7,6,full,r7q6·full,price_ipca,-1,6.293365042913536,9.669439339232142,-0.06451493733316208,0.10069651681303846,-0.04896256434085037,-0.03676884189887129,5,0.1698605279398694,-1,TRUE,0.5365853658536586,0
z_jk_bs_purif,7,6,full,r7q6·full,price_core_ipca_ex0,-1,6.293365042913536,9.669439339232142,0.016206357441695386,0.1042674574256935,0.06171886745783537,0.03270374372336971,5,0.12389761335646077,1,FALSE,0,3
z_jk_bs_purif,7,6,full,r7q6·full,cds_5y,-1,6.293365042913536,9.669439339232142,2952.2261012914446,1498.3225660765277,-68.73244427971491,-1858.1443905808474,1,3177.0334477159777,1,FALSE,0.7073170731707317,5
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,asset_ibov,-1,2.354753022416676,6.895181289133251,-0.0315000318039973,-0.04175958058566771,-0.0022836022835165215,9.040686668962736e-4,2,0.1653012925656084,-1,TRUE,0.5365853658536586,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,cambio_usd,-1,2.354753022416676,6.895181289133251,0.16775290140044746,0.07131261822986089,0.11754033212598916,0.059631859650485196,1,0.21169070537495813,1,FALSE,0.4878048780487805,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,yield_6m,1,2.354753022416676,6.895181289133251,0.005,-0.0016801135137299342,0.004420007993202567,0.0027836981898564615,0,0.005,1,TRUE,0.8780487804878049,1
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,yield_5y,1,2.354753022416676,6.895181289133251,0.008553710450887328,0.002402830284725057,0.00735046282919539,0.0032785122607101244,11,0.009023027627690701,1,TRUE,0.6097560975609756,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,spread_icc_juridica,1,2.354753022416676,6.895181289133251,0.0238336867185628,-0.02819510720631259,-0.09492137975318628,0.005937798046988291,9,-0.11390875723985718,1,TRUE,0.6097560975609756,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,spread_icc_fisica,1,2.354753022416676,6.895181289133251,0.023188778186184363,-0.11168276606563424,-0.25151322473643684,0.033727910180710884,10,-0.33438076364551755,1,TRUE,0.7317073170731707,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,credit_outstanding,-1,2.354753022416676,6.895181289133251,0.058096474628377415,0.2399780786495498,0.8297563467060343,-0.03352101063969215,11,1.0650976467544426,1,FALSE,0.5365853658536586,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,credito_pessoa_fisica,-1,2.354753022416676,6.895181289133251,0.014655103235861056,-0.026317718338586538,0.6730822898927125,0.0889455917844284,11,0.6846356211614335,1,FALSE,0.3170731707317073,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,price_ipca,-1,2.354753022416676,6.895181289133251,-0.1239749077131125,0.03653815403083497,-0.09598280905728573,-0.1026101844708833,3,-0.33603130123913466,-1,TRUE,0.6585365853658537,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,price_core_ipca_ex0,-1,2.354753022416676,6.895181289133251,0.0609470366557331,-0.008887720473317508,-0.033859142457184126,-0.011918330849736017,5,0.15651599502033453,1,FALSE,0.5121951219512195,0
z_jk_bs_purif,7,6,pre_covid,r7q6·pre_covid,cds_5y,-1,2.354753022416676,6.895181289133251,4408.173142326493,803.5851555661136,2611.856520374231,1978.488293307468,0,4408.173142326493,1,FALSE,0.21951219512195122,0
z_jk_bs_purif,8,8,full,r8q8·full,asset_ibov,-1,5.27028232509031,13.12831927597384,-0.01856647792505672,0.013243168796829286,0.018864235038897163,-4.781790311453481e-4,12,0.018864235038897163,-1,TRUE,0.4634146341463415,0
z_jk_bs_purif,8,8,full,r8q8·full,cambio_usd,-1,5.27028232509031,13.12831927597384,0.12004472417067609,0.07492567789291832,-0.01244136634809748,-0.0404029996003913,1,0.16981180776517252,1,FALSE,0.43902439024390244,5
z_jk_bs_purif,8,8,full,r8q8·full,yield_6m,1,5.27028232509031,13.12831927597384,0.005,0.00445617539525403,7.952998094894995e-4,-0.004544066130617536,3,0.005558834780720188,1,TRUE,0.3170731707317073,6
z_jk_bs_purif,8,8,full,r8q8·full,yield_5y,1,5.27028232509031,13.12831927597384,0.007980534676952762,0.004494068310643413,-8.151333217559871e-4,-0.0034472348490179145,1,0.00894662614231471,1,TRUE,0.2926829268292683,7
z_jk_bs_purif,8,8,full,r8q8·full,spread_icc_juridica,1,5.27028232509031,13.12831927597384,-0.01046731092004197,0.02376398156168876,0.05368693336876265,0.020739717472945833,12,0.05368693336876265,-1,FALSE,0.6829268292682927,0
z_jk_bs_purif,8,8,full,r8q8·full,spread_icc_fisica,1,5.27028232509031,13.12831927597384,-0.004318316474875086,0.06721885431245359,0.12064409786987776,0.018178198334140146,11,0.12163141562661321,-1,FALSE,0.6097560975609756,0
z_jk_bs_purif,8,8,full,r8q8·full,credit_outstanding,-1,5.27028232509031,13.12831927597384,0.12061943219885407,0.30954098530933116,0.06781617807727347,-0.6383087284523636,27,-0.6651454537154655,1,FALSE,0.6829268292682927,0
z_jk_bs_purif,8,8,full,r8q8·full,credito_pessoa_fisica,-1,5.27028232509031,13.12831927597384,0.06143068348238856,0.25829066953309,0.09727062453837032,-0.4596136858086797,29,-0.5099843380512059,1,FALSE,0.6585365853658537,0
z_jk_bs_purif,8,8,full,r8q8·full,price_ipca,-1,5.27028232509031,13.12831927597384,-0.06597012173074433,0.06854353258960864,-0.09997241713752346,-0.04157152562293714,5,0.12116399858498547,-1,TRUE,0.5609756097560976,0
z_jk_bs_purif,8,8,full,r8q8·full,price_core_ipca_ex0,-1,5.27028232509031,13.12831927597384,0.01951257413959246,0.07431264163993272,0.015401570422404696,-0.022502663344159967,5,0.09749589121687541,1,FALSE,0.4146341463414634,1
z_jk_bs_purif,8,8,full,r8q8·full,cds_5y,-1,5.27028232509031,13.12831927597384,2589.893883818414,1589.874914422518,43.06085556251536,-1113.6453945138255,1,3091.888265486319,1,FALSE,0.5853658536585366,5
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,asset_ibov,-1,3.3685053940206773,5.1427257375949935,0.06278714453114968,-0.0017541041829681832,-0.016786412670390157,-0.009960802045099503,2,0.12909195668319945,1,FALSE,0.5853658536585366,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,cambio_usd,-1,3.3685053940206773,5.1427257375949935,0.05599920374946014,-0.08534666736760647,0.16108650975501312,0.23477280145447946,3,-0.29252380517742493,1,FALSE,0.4634146341463415,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,yield_6m,1,3.3685053940206773,5.1427257375949935,0.005,0.0024623395702727557,0.01367507046629254,0.013395814505211325,18,0.016306398790819517,1,TRUE,0.7804878048780488,1
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,yield_5y,1,3.3685053940206773,5.1427257375949935,0.0013306302980548132,-0.0024542715850327103,0.012622256783206847,0.009897881514631725,40,-0.01703876976158462,1,TRUE,0.5121951219512195,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,spread_icc_juridica,1,3.3685053940206773,5.1427257375949935,0.04228146605324527,-0.05551661862636637,-0.06216168438520084,0.17880154022417638,36,0.3151921060597268,1,TRUE,0.7317073170731707,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,spread_icc_fisica,1,3.3685053940206773,5.1427257375949935,0.05267184016216533,-0.04588111305011172,0.029681105211002846,0.7304635807481183,33,0.906915965679227,1,TRUE,0.8536585365853658,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,credit_outstanding,-1,3.3685053940206773,5.1427257375949935,-0.21341555856201344,0.23396111187288238,0.4402426665510051,-1.5614149959919943,35,-2.8917688414476617,-1,TRUE,0.7317073170731707,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,credito_pessoa_fisica,-1,3.3685053940206773,5.1427257375949935,0.11251258140800857,0.39317851678468685,0.8813002886942867,-0.430949255353108,40,-2.220677602013732,1,FALSE,0.4634146341463415,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,price_ipca,-1,3.3685053940206773,5.1427257375949935,-0.35628808195819067,-0.08498934746903493,-0.2508124226948999,-0.3813068555292452,33,-0.4521499274700293,-1,TRUE,0.8292682926829268,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,price_core_ipca_ex0,-1,3.3685053940206773,5.1427257375949935,-0.08618480517757898,-0.1556863338063411,-0.09882873298055056,-0.07408965805759363,1,-0.2261280550039828,-1,TRUE,0.7804878048780488,0
z_jk_bs_purif,8,8,pre_covid,r8q8·pre_covid,cds_5y,-1,3.3685053940206773,5.1427257375949935,1462.9853734417095,-1671.754223405184,6535.423713374787,8980.067270982603,23,9029.094318794772,1,FALSE,0.36585365853658536,0
z_jk_purif,6,5,full,r6q5·full,asset_ibov,-1,10.075110564105502,5.195034520878186,-0.08928834982431337,-0.0019214045523839407,0.009695196333391916,0.007555682976813863,0,-0.08928834982431337,-1,TRUE,0.07317073170731707,1
z_jk_purif,6,5,full,r6q5·full,cambio_usd,-1,10.075110564105502,5.195034520878186,0.24542395087241223,0.23408859256611,0.07924181350673817,-0.06860301513894,1,0.3420580976210616,1,FALSE,0.5853658536585366,9
z_jk_purif,6,5,full,r6q5·full,yield_6m,1,10.075110564105502,5.195034520878186,0.005,0.003912786101772437,7.100049606256837e-4,-0.0015093844125140135,40,-0.006908194402693815,1,TRUE,0.3902439024390244,3
z_jk_purif,6,5,full,r6q5·full,yield_5y,1,10.075110564105502,5.195034520878186,0.01218911755829162,0.008845346421782911,0.002540839794358687,-0.0021769667570651187,1,0.013759020255962222,1,TRUE,0.43902439024390244,8
z_jk_purif,6,5,full,r6q5·full,spread_icc_juridica,1,10.075110564105502,5.195034520878186,-0.03212085410825231,-0.0748932637556151,-0.004756137470469366,0.0821859746635376,25,0.08295959604873979,-1,FALSE,0.6829268292682927,5
