sample,r,q,p,instrument,mp_var,response_var,theory_sign,tier,score_h,h0,h6,h12,h24,peak_h,peak_val,sign_at_score_h,consistent,mechanical
full,5,4,6,z_bruto,yield_2y,price_ipca,-1,ext,24,-0.08239739086720643,0.12102156064621934,0.10772656707404839,0.01145527831786697,5,0.13796693954232167,1,FALSE,FALSE
full,5,4,6,z_bruto,yield_2y,pib,-1,ext,24,-0.0732388009390017,0.031278923855837526,0.13207289450380966,0.23855976175088944,21,0.255634452668585,1,FALSE,FALSE
full,5,4,6,z_bruto,yield_2y,vendas_varejo,-1,ext,24,-1.1004954446959845,0.001064282224269278,-0.09542056711908481,-0.31387664802308585,0,-1.1004954446959845,-1,TRUE,FALSE
full,5,4,6,z_bruto,yield_2y,cambio_usd,-1,soft,0,0.15395139465880056,0.11589993802897286,0.05631440205082168,-0.02652788035961069,1,0.18228336962235378,1,FALSE,FALSE
full,5,4,6,z_bruto,yield_2y,cds_5y,-1,soft,0,2745.2353403738757,2020.787484179467,1369.028320393286,209.81827630833632,1,2938.550223603337,1,FALSE,FALSE
full,5,4,6,z_bruto,yield_2y,embi_perc,-1,soft,0,0.22290983917543625,0.16226358014296216,0.10787801198334095,0.008710168119758686,1,0.2375579624883844,1,FALSE,FALSE
full,5,4,6,z_bruto,juros_selic,yield_6m,1,hard,0,0.021969725820955455,0.03107954662915278,0.03274719870794037,0.025795550593896953,16,0.034023904005845026,1,TRUE,FALSE
full,5,4,6,z_bruto,juros_selic,yield_2y,1,hard,0,0.03854092418997086,0.04467893025918632,0.03870893276508753,0.02044349936776467,6,0.04467893025918632,1,TRUE,FALSE
full,5,4,6,z_bruto,juros_selic,yield_5y,1,hard,0,0.043517339205841,0.042083629326228826,0.03338005828975231,0.013480141852310093,1,0.04715128277710144,1,TRUE,FALSE
full,5,4,6,z_bruto,juros_selic,asset_ibov,-1,hard,0,-0.04508586333118211,0.05452324813941376,0.05835996632503641,0.06392504050692704,2,0.2188536836150182,-1,TRUE,FALSE
full,5,4,6,z_bruto,juros_selic,price_ipca,-1,ext,24,-0.6351343189728801,0.93285655884358,0.8303762909693418,0.08829940264478557,5,1.0634746715245824,1,FALSE,FALSE
full,5,4,6,z_bruto,juros_selic,pib,-1,ext,24,-0.5631533593509097,0.2413568249217679,1.0225634050563315,1.8536434014708725,21,1.987455339371258,1,FALSE,FALSE
full,5,4,6,z_bruto,juros_selic,vendas_varejo,-1,ext,24,-8.482822301087241,0.008203684104459161,-0.7355193687001348,-2.4194192192919837,0,-8.482822301087241,-1,TRUE,FALSE
full,5,4,6,z_bruto,juros_selic,cambio_usd,-1,soft,0,1.1866858060970236,0.8933781450393927,0.43408182004885154,-0.20448180517207448,1,1.405073905941515,1,FALSE,FALSE
full,5,4,6,z_bruto,juros_selic,cds_5y,-1,soft,0,21160.78142739568,15576.603446360554,10552.723342040155,1617.3180561739896,1,22650.888279263625,1,FALSE,FALSE
full,5,4,6,z_bruto,juros_selic,embi_perc,-1,soft,0,1.7182302425718168,1.2507576682166333,0.8315436563229422,0.06713958583710411,1,1.831140684597753,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,yield_6m,1,hard,0,0.007719097833949163,0.010088869688394016,0.011052481567906667,0.009499632484325012,17,0.012066590914567079,1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,yield_2y,1,hard,0,0.014224343797771424,0.015814081020994842,0.01377960257329066,0.007529173855083248,1,0.015888231644659155,1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,yield_5y,1,hard,0,0.016519273949709458,0.015446840323364667,0.012250176341460944,0.005011809731309918,1,0.01807494507266326,1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,asset_ibov,-1,hard,0,-0.03293605304264878,0.01750262663498236,0.01615873366025071,0.020689597678940682,2,0.08106320352872017,-1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,price_ipca,-1,ext,24,-0.21308103105751078,0.3589110918461146,0.29691266468193916,0.012901443511804564,5,0.4050605470474637,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,pib,-1,ext,24,-0.2945927510599189,-0.10580610990459371,0.2767882813229594,0.6971176393763434,21,0.7314295747328892,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,vendas_varejo,-1,ext,24,-3.437373899491768,-0.05371706849939052,-0.24296108629100796,-0.9488479456204055,1,-3.492863484826204,-1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,cambio_usd,-1,soft,0,0.4460571803599626,0.36710098105304334,0.18660805922606558,-0.07546923564631175,1,0.5483383702935236,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,cds_5y,-1,soft,0,8300.91370924588,6087.400792138978,4114.978966472501,637.3357099586933,1,8985.530123774673,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_3m,embi_perc,-1,soft,0,0.6866361206947162,0.4971016320851745,0.3286558670342514,0.02769503256165853,1,0.7358051096769933,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,yield_6m,1,hard,0,0.005,0.006535005712728774,0.007159179612478183,0.006153330796343146,17,0.007816062948118964,1,TRUE,TRUE
full,5,4,6,z_bruto_purif,yield_6m,yield_2y,1,hard,0,0.00921373462531574,0.010243477515884917,0.008925656125698362,0.004876977865191309,1,0.010291508144113384,1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,yield_5y,1,hard,0,0.010700262067580275,0.010005599524486089,0.007934979323350305,0.003246370132314951,1,0.011707938843039608,1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,asset_ibov,-1,hard,0,-0.021334133697459817,0.011337222957587424,0.010466724225973277,0.013401564615456942,2,0.05250821098043233,-1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,price_ipca,-1,ext,24,-0.1380219785014025,0.23248253848240988,0.19232342371416472,0.00835683378377656,5,0.26237557533341366,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,pib,-1,ext,24,-0.19091985434901426,-0.06854806027660754,0.17920067904031445,0.45100113941072273,21,0.4731708407888169,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,vendas_varejo,-1,ext,24,-2.226538627593204,-0.03479491363818379,-0.15737660767975187,-0.6146106488295188,1,-2.262481678535238,-1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,cambio_usd,-1,soft,0,0.28893090226047546,0.23778749081175402,0.12087426745995469,-0.0488847513464543,1,0.35518293853064736,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,cds_5y,-1,soft,0,5376.867794535423,3943.0778849350377,2665.4533049021093,412.83043930059023,1,5820.324030779639,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_6m,embi_perc,-1,soft,0,0.44476448897618576,0.3219946441790677,0.21288489542702693,0.017939293656736497,1,0.4766134109875303,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_1y,yield_6m,1,hard,0,0.0035054472645870477,0.004581623579949163,0.005019225317849802,0.004314035321628064,17,0.00547975929626476,1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_1y,yield_2y,1,hard,0,0.006459652167788805,0.0071815940475835425,0.006257683370094791,0.003419197743397291,1,0.007215267814451518,1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_1y,yield_5y,1,hard,0,0.007501840879032765,0.007014820296732644,0.005563130312718621,0.0022759958600321074,1,0.008208312438257127,1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_1y,asset_ibov,-1,hard,0,-0.014957136122418977,0.007948407440937662,0.007338109961425003,0.009395695604488023,2,0.03681295290994323,-1,TRUE,FALSE
full,5,4,6,z_bruto_purif,yield_1y,price_ipca,-1,ext,24,-0.09676575339812674,0.16299105571748337,0.1348359239149669,0.005858888025589634,5,0.18394874856939356,1,FALSE,FALSE
full,5,4,6,z_bruto_purif,yield_1y,pib,-1,ext,24,-0.13389012111489906,-0.04806324705189935,0.1256020837452132,0.31597942946548496,21,0.3315009692048676,1,FALSE,FALSE
