sample,rung,instrument,degrau,var,h,point
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,35,-0.005342081446165019
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,36,-0.0010501219308947064
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,37,0.003187062131314329
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,38,0.007319975791894183
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,39,0.011327453795246877
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,40,0.015155765026400472
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,41,0.01876966191290159
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,42,0.022148091144551168
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,43,0.025249039879104946
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,44,0.028045826085457994
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,45,0.030522141265932532
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,46,0.032650969244201515
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,47,0.034415747009567184
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex0,48,0.03580854885004586
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,0,-0.05225314022275685
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,1,0.01542719375154373
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,2,-0.015981092094338727
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,3,-0.05772731704071056
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,4,-0.05452807067489356
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,5,-0.06218241291170862
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,6,-0.08094946341225581
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,7,-0.08772273726649943
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,8,-0.09883205567527466
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,9,-0.10940470178711093
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,10,-0.1099127330363524
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,11,-0.10810768653372044
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,12,-0.1039971046689245
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,13,-0.09446952903535802
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,14,-0.08643812622879066
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,15,-0.07835167555598466
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,16,-0.06884646793772507
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,17,-0.0613026707109926
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,18,-0.05393795545013066
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,19,-0.04566508786501334
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,20,-0.03824453929092224
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,21,-0.03063381953062617
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,22,-0.022403097801942086
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,23,-0.014561860726461144
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,24,-0.006778134017834444
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,25,0.0011102090362273725
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,26,0.008612480915495265
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,27,0.015825110173893518
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,28,0.022826536118828566
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,29,0.029429696973622223
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,30,0.03562629733877395
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,31,0.041415600934739935
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,32,0.04671545389318075
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,33,0.05147551090346227
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,34,0.05565353424068415
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,35,0.0592172746700092
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,36,0.06213219958570689
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,37,0.0643649825711908
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,38,0.06591660422309314
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,39,0.06678313644210915
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,40,0.06695345919039125
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,41,0.06644653013473342
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,42,0.06528162773297506
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,43,0.06347008278370984
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,44,0.0610439380345732
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,45,0.058040781533179556
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,46,0.05449343125721894
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,47,0.05044686150444593
pre_covid,residual,z_bs_purif,2,price_core_ipca_ex1,48,0.04595274633844649
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,0,-0.057840242329893536
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,1,-0.03214249379782094
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,2,-0.012432595010172591
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,3,-0.05763376922514099
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,4,-0.05529912481636503
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,5,-0.04727748577092382
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,6,-0.0738486595818062
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,7,-0.07703597797331722
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,8,-0.08178998209148665
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,9,-0.09690080184870795
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,10,-0.0965878515710433
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,11,-0.09598276682249872
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,12,-0.09690342237269645
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,13,-0.08962894776151377
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,14,-0.08408394376290203
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,15,-0.07934266890196347
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,16,-0.07143732486304588
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,17,-0.06540086429393373
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,18,-0.0597002356611628
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,19,-0.05237189690455791
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,20,-0.04591124378432025
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,21,-0.03929845606811913
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,22,-0.03175041557047048
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,23,-0.024580252342296403
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,24,-0.017354789768984993
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,25,-0.009811505022330651
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,26,-0.002585500529715117
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,27,0.004500092432261439
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,28,0.011524377741259478
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,29,0.01821761182433802
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,30,0.024630391486451048
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,31,0.03074713520833043
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,32,0.03644306295738493
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,33,0.041706188348593395
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,34,0.04648254538748118
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,35,0.050712803093645
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,36,0.05437829243186875
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,37,0.05743382564203811
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,38,0.0598591649085157
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,39,0.06165095331790669
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,40,0.06278699030380953
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,41,0.06326995079105228
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,42,0.06311283469564657
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,43,0.06231698314426397
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,44,0.060901856681960055
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,45,0.05889614134842959
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,46,0.056323251188215934
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,47,0.05321802707268643
pre_covid,residual,z_bs_purif,2,price_core_ipca_dw,48,0.04962312888772372
pre_covid,residual,z_bs_purif,2,price_inpc,0,-0.08613067109046334
pre_covid,residual,z_bs_purif,2,price_inpc,1,0.01949685742590487
pre_covid,residual,z_bs_purif,2,price_inpc,2,-0.09236200991518541
pre_covid,residual,z_bs_purif,2,price_inpc,3,-0.1740595783844216
pre_covid,residual,z_bs_purif,2,price_inpc,4,-0.1394139384120511
pre_covid,residual,z_bs_purif,2,price_inpc,5,-0.12425889881543531
pre_covid,residual,z_bs_purif,2,price_inpc,6,-0.155539023270862
pre_covid,residual,z_bs_purif,2,price_inpc,7,-0.153483625796599
pre_covid,residual,z_bs_purif,2,price_inpc,8,-0.16029224986534796
pre_covid,residual,z_bs_purif,2,price_inpc,9,-0.18084818484692441
pre_covid,residual,z_bs_purif,2,price_inpc,10,-0.17208237223984887
pre_covid,residual,z_bs_purif,2,price_inpc,11,-0.15913669665097002
pre_covid,residual,z_bs_purif,2,price_inpc,12,-0.14956916799109052
pre_covid,residual,z_bs_purif,2,price_inpc,13,-0.12397542240331294
pre_covid,residual,z_bs_purif,2,price_inpc,14,-0.10339205666427129
pre_covid,residual,z_bs_purif,2,price_inpc,15,-0.08641241589824347
pre_covid,residual,z_bs_purif,2,price_inpc,16,-0.06430139204859463
pre_covid,residual,z_bs_purif,2,price_inpc,17,-0.047707348248164215
pre_covid,residual,z_bs_purif,2,price_inpc,18,-0.03310621361644943
pre_covid,residual,z_bs_purif,2,price_inpc,19,-0.015659793404404494
pre_covid,residual,z_bs_purif,2,price_inpc,20,-9.155584627312969e-4
pre_covid,residual,z_bs_purif,2,price_inpc,21,0.013440067629190254
pre_covid,residual,z_bs_purif,2,price_inpc,22,0.029240651005549605
pre_covid,residual,z_bs_purif,2,price_inpc,23,0.04343886889583473
pre_covid,residual,z_bs_purif,2,price_inpc,24,0.05686401808555761
pre_covid,residual,z_bs_purif,2,price_inpc,25,0.07018711571927075
pre_covid,residual,z_bs_purif,2,price_inpc,26,0.0819773084256872
pre_covid,residual,z_bs_purif,2,price_inpc,27,0.09259877308632815
pre_covid,residual,z_bs_purif,2,price_inpc,28,0.10235792558995697
pre_covid,residual,z_bs_purif,2,price_inpc,29,0.11073656065785896
pre_covid,residual,z_bs_purif,2,price_inpc,30,0.11787050024422836
pre_covid,residual,z_bs_purif,2,price_inpc,31,0.1238379118889542
pre_covid,residual,z_bs_purif,2,price_inpc,32,0.1284549146107043
pre_covid,residual,z_bs_purif,2,price_inpc,33,0.13174395928157429
pre_covid,residual,z_bs_purif,2,price_inpc,34,0.1336788391504561
pre_covid,residual,z_bs_purif,2,price_inpc,35,0.1342285100154161
pre_covid,residual,z_bs_purif,2,price_inpc,36,0.13342714573272607
pre_covid,residual,z_bs_purif,2,price_inpc,37,0.13126646925176474
pre_covid,residual,z_bs_purif,2,price_inpc,38,0.12780239527585582
pre_covid,residual,z_bs_purif,2,price_inpc,39,0.12311314773226911
pre_covid,residual,z_bs_purif,2,price_inpc,40,0.11723302486661016
pre_covid,residual,z_bs_purif,2,price_inpc,41,0.11025427105594549
pre_covid,residual,z_bs_purif,2,price_inpc,42,0.10228231678488899
pre_covid,residual,z_bs_purif,2,price_inpc,43,0.09338804200617724
pre_covid,residual,z_bs_purif,2,price_inpc,44,0.08368025329288331
pre_covid,residual,z_bs_purif,2,price_inpc,45,0.07328161875277728
pre_covid,residual,z_bs_purif,2,price_inpc,46,0.06229320535399597
pre_covid,residual,z_bs_purif,2,price_inpc,47,0.05083545986669631
pre_covid,residual,z_bs_purif,2,price_inpc,48,0.03903981732304075
pre_covid,residual,z_bs_purif,2,price_igp_m,0,-0.31835373713735565
pre_covid,residual,z_bs_purif,2,price_igp_m,1,-0.21385094391276163
pre_covid,residual,z_bs_purif,2,price_igp_m,2,-0.1363465588261866
pre_covid,residual,z_bs_purif,2,price_igp_m,3,-0.31937678396392405
pre_covid,residual,z_bs_purif,2,price_igp_m,4,-0.28294145611336124
pre_covid,residual,z_bs_purif,2,price_igp_m,5,-0.24168122177664095
pre_covid,residual,z_bs_purif,2,price_igp_m,6,-0.3279796253339026
pre_covid,residual,z_bs_purif,2,price_igp_m,7,-0.30939799091453
pre_covid,residual,z_bs_purif,2,price_igp_m,8,-0.30892697653794116
pre_covid,residual,z_bs_purif,2,price_igp_m,9,-0.3485817275903789
pre_covid,residual,z_bs_purif,2,price_igp_m,10,-0.32652641581372005
pre_covid,residual,z_bs_purif,2,price_igp_m,11,-0.31176980084735834
pre_covid,residual,z_bs_purif,2,price_igp_m,12,-0.3041467776366973
pre_covid,residual,z_bs_purif,2,price_igp_m,13,-0.26510822157615116
pre_covid,residual,z_bs_purif,2,price_igp_m,14,-0.2361903017761276
pre_covid,residual,z_bs_purif,2,price_igp_m,15,-0.2107288277107148
pre_covid,residual,z_bs_purif,2,price_igp_m,16,-0.1735407897488275
pre_covid,residual,z_bs_purif,2,price_igp_m,17,-0.14512781561177623
pre_covid,residual,z_bs_purif,2,price_igp_m,18,-0.11848214374990676
pre_covid,residual,z_bs_purif,2,price_igp_m,19,-0.08665886592267227
pre_covid,residual,z_bs_purif,2,price_igp_m,20,-0.05948022896513419
pre_covid,residual,z_bs_purif,2,price_igp_m,21,-0.032540132411272855
pre_covid,residual,z_bs_purif,2,price_igp_m,22,-0.0033103341358034196
pre_covid,residual,z_bs_purif,2,price_igp_m,23,0.023272617623574045
pre_covid,residual,z_bs_purif,2,price_igp_m,24,0.04918321286470629
pre_covid,residual,z_bs_purif,2,price_igp_m,25,0.07511473055389398
pre_covid,residual,z_bs_purif,2,price_igp_m,26,0.09876422836151601
pre_covid,residual,z_bs_purif,2,price_igp_m,27,0.12101778709556653
pre_covid,residual,z_bs_purif,2,price_igp_m,28,0.14201204666484507
pre_covid,residual,z_bs_purif,2,price_igp_m,29,0.16082268310908365
pre_covid,residual,z_bs_purif,2,price_igp_m,30,0.1778167955984729
pre_covid,residual,z_bs_purif,2,price_igp_m,31,0.1929040896409622
pre_covid,residual,z_bs_purif,2,price_igp_m,32,0.2057161562999575
pre_covid,residual,z_bs_purif,2,price_igp_m,33,0.2163667551977818
pre_covid,residual,z_bs_purif,2,price_igp_m,34,0.22470528801549283
pre_covid,residual,z_bs_purif,2,price_igp_m,35,0.2306131845742303
pre_covid,residual,z_bs_purif,2,price_igp_m,36,0.2341583195837592
pre_covid,residual,z_bs_purif,2,price_igp_m,37,0.2352603959736376
pre_covid,residual,z_bs_purif,2,price_igp_m,38,0.23394582345427625
pre_covid,residual,z_bs_purif,2,price_igp_m,39,0.2303200741053461
pre_covid,residual,z_bs_purif,2,price_igp_m,40,0.22439928882445975
pre_covid,residual,z_bs_purif,2,price_igp_m,41,0.21629040609816322
pre_covid,residual,z_bs_purif,2,price_igp_m,42,0.2061417086176316
pre_covid,residual,z_bs_purif,2,price_igp_m,43,0.19405037175873532
pre_covid,residual,z_bs_purif,2,price_igp_m,44,0.18017344794334708
pre_covid,residual,z_bs_purif,2,price_igp_m,45,0.16469667262308105
pre_covid,residual,z_bs_purif,2,price_igp_m,46,0.14778058360890506
pre_covid,residual,z_bs_purif,2,price_igp_m,47,0.1296190566872593
pre_covid,residual,z_bs_purif,2,price_igp_m,48,0.11042520008250822
pre_covid,residual,z_bs_purif,2,price_ipp,0,0.03874844928819883
pre_covid,residual,z_bs_purif,2,price_ipp,1,0.33782554840172296
pre_covid,residual,z_bs_purif,2,price_ipp,2,0.2882250201556546
pre_covid,residual,z_bs_purif,2,price_ipp,3,0.257940501637773
pre_covid,residual,z_bs_purif,2,price_ipp,4,0.1893945783603207
pre_covid,residual,z_bs_purif,2,price_ipp,5,0.08575089982389568
pre_covid,residual,z_bs_purif,2,price_ipp,6,0.07783974736977708
pre_covid,residual,z_bs_purif,2,price_ipp,7,0.011347265040410984
pre_covid,residual,z_bs_purif,2,price_ipp,8,-0.06132794667883351
pre_covid,residual,z_bs_purif,2,price_ipp,9,-0.06687097948141422
pre_covid,residual,z_bs_purif,2,price_ipp,10,-0.1035538025563076
pre_covid,residual,z_bs_purif,2,price_ipp,11,-0.12591662694540168
pre_covid,residual,z_bs_purif,2,price_ipp,12,-0.11495725639378168
pre_covid,residual,z_bs_purif,2,price_ipp,13,-0.12215230856412337
pre_covid,residual,z_bs_purif,2,price_ipp,14,-0.1273181627743024
pre_covid,residual,z_bs_purif,2,price_ipp,15,-0.12299328880102828
pre_covid,residual,z_bs_purif,2,price_ipp,16,-0.13081205087311673
pre_covid,residual,z_bs_purif,2,price_ipp,17,-0.1396604965618495
pre_covid,residual,z_bs_purif,2,price_ipp,18,-0.1458842781066702
pre_covid,residual,z_bs_purif,2,price_ipp,19,-0.1565511468692163
pre_covid,residual,z_bs_purif,2,price_ipp,20,-0.16669394767994564
pre_covid,residual,z_bs_purif,2,price_ipp,21,-0.17507809176636227
pre_covid,residual,z_bs_purif,2,price_ipp,22,-0.18380758861505903
pre_covid,residual,z_bs_purif,2,price_ipp,23,-0.1909284940579263
pre_covid,residual,z_bs_purif,2,price_ipp,24,-0.19660948765129477
pre_covid,residual,z_bs_purif,2,price_ipp,25,-0.2010882826499786
pre_covid,residual,z_bs_purif,2,price_ipp,26,-0.20349855723367782
pre_covid,residual,z_bs_purif,2,price_ipp,27,-0.2043147522016745
pre_covid,residual,z_bs_purif,2,price_ipp,28,-0.20327428603489245
pre_covid,residual,z_bs_purif,2,price_ipp,29,-0.19992872559458869
pre_covid,residual,z_bs_purif,2,price_ipp,30,-0.19482378169716388
pre_covid,residual,z_bs_purif,2,price_ipp,31,-0.18780675596087634
pre_covid,residual,z_bs_purif,2,price_ipp,32,-0.17871393636552388
pre_covid,residual,z_bs_purif,2,price_ipp,33,-0.16804796648895004
pre_covid,residual,z_bs_purif,2,price_ipp,34,-0.1558443047779076
pre_covid,residual,z_bs_purif,2,price_ipp,35,-0.1420879470514351
pre_covid,residual,z_bs_purif,2,price_ipp,36,-0.12716339980403243
pre_covid,residual,z_bs_purif,2,price_ipp,37,-0.11120888177255216
pre_covid,residual,z_bs_purif,2,price_ipp,38,-0.09429279877200006
pre_covid,residual,z_bs_purif,2,price_ipp,39,-0.07670056725897303
pre_covid,residual,z_bs_purif,2,price_ipp,40,-0.058621809378908644
pre_covid,residual,z_bs_purif,2,price_ipp,41,-0.04018626001237349
pre_covid,residual,z_bs_purif,2,price_ipp,42,-0.021622558124613334
pre_covid,residual,z_bs_purif,2,price_ipp,43,-0.0031338836868180747
pre_covid,residual,z_bs_purif,2,price_ipp,44,0.015119635818719933
pre_covid,residual,z_bs_purif,2,price_ipp,45,0.03294925718854719
pre_covid,residual,z_bs_purif,2,price_ipp,46,0.05017015072670696
pre_covid,residual,z_bs_purif,2,price_ipp,47,0.06662529364472834
pre_covid,residual,z_bs_purif,2,price_ipp,48,0.08216318594662544
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,0,-0.14908117472221497
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,1,-0.028944994305823327
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,2,-0.0461326512661748
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,3,-0.14317299801738775
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,4,-0.047282445212192735
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,5,-0.028637476776446118
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,6,-0.10401216500021906
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,7,-0.09440201203521709
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,8,-0.10653175160390019
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,9,-0.15782130812785408
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,10,-0.14457668382583788
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,11,-0.1282011403374887
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,12,-0.1298150590051775
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,13,-0.10522466882145287
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,14,-0.08234868134953476
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,15,-0.07287113558493202
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,16,-0.057159802182642085
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,17,-0.04297281412396077
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,18,-0.03366735783446044
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,19,-0.02252950961457854
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,20,-0.010719959249495049
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,21,8.851709579097971e-4
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,22,0.012541265033907432
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,23,0.024028046958393858
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,24,0.03567105204193058
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,25,0.04615002722245741
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,26,0.05548571152507591
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,27,0.06470878913818442
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,28,0.0727761120632225
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,29,0.07957714806497015
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,30,0.08604813456896912
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,31,0.09154278953541578
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,32,0.09575370830429249
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,33,0.09925748804865821
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,34,0.1017607622281818
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,35,0.1029782547677805
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,36,0.10323856088038662
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,37,0.10250773988585625
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,38,0.10062901209659708
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,39,0.09778048036986688
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,40,0.09404318843031806
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,41,0.08936988547155313
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,42,0.08385573086201531
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,43,0.07761168893820827
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,44,0.07066902506492434
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,45,0.06309909191514493
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,46,0.05501681162867849
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,47,0.04650326102691591
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca,48,0.03763450194730846
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,0,1.1376817626054645
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,1,1.513184063822287
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,2,1.0179695531686517
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,3,0.8702960667266862
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,4,0.9580948524596049
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,5,0.682414227391814
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,6,0.1214020465382326
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,7,-0.24239125255499575
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,8,-0.5772799857326265
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,9,-1.054656974889031
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,10,-1.2249717488018201
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,11,-1.2588892200170712
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,12,-1.403097414323448
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,13,-1.4168378294622401
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,14,-1.3675929368819062
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,15,-1.419642053537027
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,16,-1.4397520877762653
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,17,-1.416664427884233
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,18,-1.432201408833094
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,19,-1.43271895862879
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,20,-1.3918901769544716
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,21,-1.3508008351768535
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,22,-1.302557567865644
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,23,-1.2297341973797828
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,24,-1.1479202666401813
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,25,-1.0643457136905152
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,26,-0.9692598840514309
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,27,-0.8638071956407786
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,28,-0.7556791176764783
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,29,-0.6419337372975443
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,30,-0.5198171552968125
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,31,-0.39519430780780135
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,32,-0.26965874449075905
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,33,-0.14100472780864245
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,34,-0.012720893237673342
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,35,0.11228611944542768
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,36,0.23509616171230135
pre_covid,residual+jk,z_jk_bs_purif,3,price_ipca_difusao,37,0.3541427244397145
