var,h,point,lo68,hi68,lo90,hi90,sign,sig68,sig90
price_ipca_difusao,15,-1.419642053537027,-2.379177445919796,-0.3314559287820179,-3.4621766488631334,0.22176245641203896,-1,TRUE,FALSE
price_ipca_difusao,16,-1.4397520877762653,-2.4630086216149145,-0.3781335893616893,-3.5431425793189315,0.14826563242563331,-1,TRUE,FALSE
price_ipca_difusao,17,-1.416664427884233,-2.477379042616656,-0.3992394687333467,-3.558033245669348,0.06536700043220624,-1,TRUE,FALSE
price_ipca_difusao,18,-1.432201408833094,-2.4875234527975367,-0.44571789683720586,-3.5601177047657036,0.04922074739860052,-1,TRUE,FALSE
price_ipca_difusao,19,-1.43271895862879,-2.532154240981348,-0.4985504451687037,-3.6521448732201547,0.07112837003172698,-1,TRUE,FALSE
price_ipca_difusao,20,-1.3918901769544716,-2.558098556652781,-0.5136130210058965,-3.668527948142445,0.001349073565973028,-1,TRUE,FALSE
price_ipca_difusao,21,-1.3508008351768535,-2.5787097118855504,-0.5046490855474289,-3.7636779113933643,0.0770915918167471,-1,TRUE,FALSE
price_ipca_difusao,22,-1.302557567865644,-2.5218129722806766,-0.4736489801658103,-3.7178835411098587,0.1026435950448681,-1,TRUE,FALSE
price_ipca_difusao,23,-1.2297341973797828,-2.4750768855988805,-0.4233344685377493,-3.726063117214536,0.14610564648090577,-1,TRUE,FALSE
price_ipca_difusao,24,-1.1479202666401813,-2.393250367954288,-0.35005551703096527,-3.6522444579196023,0.2251219249405678,-1,TRUE,FALSE
price_ipca_difusao,25,-1.0643457136905152,-2.291561832831534,-0.2726953503203405,-3.5055047743166807,0.3030080767605179,-1,TRUE,FALSE
price_ipca_difusao,26,-0.9692598840514309,-2.181606357262227,-0.21127510656920762,-3.438043594757454,0.3767704750609089,-1,TRUE,FALSE
price_ipca_difusao,27,-0.8638071956407786,-2.1202466364918653,-0.11155234361663453,-3.346277572784492,0.43337073214234284,-1,TRUE,FALSE
price_ipca_difusao,28,-0.7556791176764783,-2.0221916662983834,0.01190008305826798,-3.208298308836962,0.5304187938441272,-1,FALSE,FALSE
price_ipca_difusao,29,-0.6419337372975443,-1.9018758396640618,0.10414348037523159,-3.1091413650047115,0.636182952572914,-1,FALSE,FALSE
price_ipca_difusao,30,-0.5198171552968125,-1.794878699452752,0.2684529672392128,-3.0361217898670985,0.7979418519372528,-1,FALSE,FALSE
price_ipca_difusao,31,-0.39519430780780135,-1.674704866936123,0.38252850351077494,-2.8527636848221345,1.113961881548454,-1,FALSE,FALSE
price_ipca_difusao,32,-0.26965874449075905,-1.548837080216943,0.49845463993187444,-2.665437575416397,1.2249433334006532,-1,FALSE,FALSE
price_ipca_difusao,33,-0.14100472780864245,-1.4167173053065185,0.6210096848853992,-2.3964963735479605,1.3995277288168277,-1,FALSE,FALSE
price_ipca_difusao,34,-0.012720893237673342,-1.2636810940275387,0.7658201125506943,-2.207881241471235,1.603974829490086,-1,FALSE,FALSE
