tag,r,q,sample,mp_var,var,h,point,lo68,hi68,lo90,hi90,sign,sig68,sig90
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,21,-0.0029753928380406663,-0.007713055957980686,0.00356464056760015,-0.013664615029295227,0.007637472633153455,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,22,-0.003220972282489603,-0.008311453905546818,0.003479878690525193,-0.014347055174632353,0.0077546147934300725,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,23,-0.0034772844119414503,-0.008838766029659988,0.0032526860583293902,-0.015191432537923138,0.007443818226533489,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,24,-0.0037312054279742845,-0.009240599278025162,0.0030058169314515137,-0.01555650814262522,0.007231148234080494,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,25,-0.00397789206687331,-0.009610140125692428,0.003043692217845735,-0.01582081703927093,0.007100279024288363,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,26,-0.004231888679886339,-0.009961953743219308,0.0027344627947230365,-0.016599999103897634,0.006782582033234045,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,27,-0.004488914510520896,-0.010325648684581286,0.002464971447013755,-0.01752424526503048,0.006520264150926889,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,28,-0.004746710315527057,-0.010707426892405796,0.0020718499850166695,-0.017995332277647318,0.0065930403919582815,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,29,-0.005006232027997898,-0.011144309086765544,0.0016107966518838358,-0.018484132121075445,0.006162617133757218,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,30,-0.005265283473314761,-0.011504097425062785,0.0013752135389019653,-0.01913318092598967,0.005754292122834676,-1,FALSE,FALSE
r6q5_full_yield_6m,6,5,full,yield_6m,yield_3m,31,-0.005518962870506892,-0.01206251867108881,0.0010644220086794246,-0.01953073955899661,0.005162023847506001,-1,FALSE,FALSE
