var,h,point,lo68,hi68,lo90,hi90,set_type68,set_type90,sign,sig68,sig90
yield_3m,29,-0.006075051774087633,-0.011426452444998467,-0.0017300379165185425,-0.018183115442841995,0.0018695591985925706,interval,interval,-1,TRUE,FALSE
yield_3m,30,-0.006405267240705519,-0.011872446198696021,-0.0020042450380679407,-0.01882852624075403,0.0016072690047668496,interval,interval,-1,TRUE,FALSE
yield_3m,31,-0.006695707772676382,-0.012275888961159786,-0.0022425534996251247,-0.019430709217711402,0.0013767492238447505,interval,interval,-1,TRUE,FALSE
yield_3m,32,-0.006946648153128996,-0.012635151102487741,-0.002446255176919635,-0.019984911984202696,0.0011763687715232298,interval,interval,-1,TRUE,FALSE
yield_3m,33,-0.0071586087182218625,-0.012949118889409824,-0.0026166682812093917,-0.020487213773110684,0.0010046255696075344,interval,interval,-1,TRUE,FALSE
yield_3m,34,-0.007332315048587028,-0.013217171517431832,-0.002755088543500632,-0.020934534124288806,8.60199303342154e-4,interval,interval,-1,TRUE,FALSE
yield_3m,35,-0.007468705718099709,-0.013439179372353387,-0.0028627924250617855,-0.021324603004653414,7.419640679119774e-4,interval,interval,-1,TRUE,FALSE
yield_3m,36,-0.007568904831133712,-0.013615486687827858,-0.0029410119987199126,-0.021655972955343508,6.490038757168747e-4,interval,interval,-1,TRUE,FALSE
yield_3m,37,-0.007634190813585779,-0.013746865217902108,-0.0029909262780931185,-0.02192797071019071,5.805959971723594e-4,interval,interval,-1,TRUE,FALSE
yield_3m,38,-0.007665986254917739,-0.013834470292862224,-0.0030136793828557853,-0.022140614215692953,5.361708970849586e-4,interval,interval,-1,TRUE,FALSE
yield_3m,39,-0.00766584029093706,-0.013879799246512961,-0.0030103891214089814,-0.02229455349160439,5.152790445770224e-4,interval,interval,-1,TRUE,FALSE
yield_3m,40,-0.00763540585233373,-0.013884640209245075,-0.0029821559050104834,-0.022390999569843136,5.175520745420813e-4,interval,interval,-1,TRUE,FALSE
yield_3m,41,-0.007576424490896309,-0.01385102008773164,-0.002930081855078716,-0.02243163628605938,5.426555400501971e-4,interval,interval,-1,TRUE,FALSE
yield_3m,42,-0.007490711133204891,-0.013781157255560077,-0.0028552865136039197,-0.022418544104171184,5.902478064709613e-4,interval,interval,-1,TRUE,FALSE
yield_3m,43,-0.00738013643513999,-0.013677414102230119,-0.0027589190924216453,-0.022354128226559498,6.599430834057713e-4,interval,interval,-1,TRUE,FALSE
yield_3m,44,-0.007246611712528152,-0.013542250599982422,-0.0026421726098349446,-0.022241042986945996,7.512748833253804e-4,interval,interval,-1,TRUE,FALSE
yield_3m,45,-0.007092075113501316,-0.013378182527590675,-0.00250629568431463,-0.022082123939116183,8.636653933802136e-4,interval,interval,-1,TRUE,FALSE
yield_3m,46,-0.006918477328108409,-0.013187743324536495,-0.002352600341532029,-0.021880328185848265,9.964016580694675e-4,interval,interval,-1,TRUE,FALSE
yield_3m,47,-0.006727768431007958,-0.012973449240282368,-0.0021824679878011785,-0.021638678356365182,0.0011486164731516724,interval,interval,-1,TRUE,FALSE
yield_3m,48,-0.006521885945049935,-0.012737769373315928,-0.0019973525520825797,-0.02136021368040073,0.001319275520716634,interval,interval,-1,TRUE,FALSE
yield_6m,0,0.005,0.005,0.005,0.005,0.005,singleton,singleton,1,TRUE,TRUE
yield_6m,1,0.006082398244895232,0.005342786553807519,0.006633174275463841,0.004336119991822526,0.007047457656981149,interval,interval,1,TRUE,TRUE
yield_6m,2,0.007019529200289408,0.005734930858386929,0.007899040048804994,0.0038629322995512127,0.00850026688454274,interval,interval,1,TRUE,TRUE
yield_6m,3,0.007903490553692268,0.005876435352415681,0.009212076613026594,0.002786558825218136,0.010048093703920418,interval,interval,1,TRUE,TRUE
yield_6m,4,0.007971160928280943,0.005187268840194125,0.009786184566079666,9.750279081216574e-4,0.01095905585547605,interval,interval,1,TRUE,TRUE
yield_6m,5,0.007849939847472866,0.004565920141193304,0.010015351696834532,-3.608160479375401e-4,0.011432981194170225,interval,interval,1,TRUE,FALSE
yield_6m,6,0.007680009001908051,0.003976824502826603,0.010127180110561304,-0.0015694758834955708,0.011733328489119243,interval,interval,1,TRUE,FALSE
yield_6m,7,0.00726131235088463,0.003267301475474729,0.009949267791819755,-0.002631432480702697,0.011750866333984753,interval,interval,1,TRUE,FALSE
