r,q,var,h,point,lo68,hi68,lo90,hi90,sign,sig68,sig90
8,4,embi_perc,34,-0.07881558865413801,-0.20706183936176362,0.016842037059004264,-0.3439328318534354,0.0756785814603993,-1,FALSE,FALSE
8,4,embi_perc,35,-0.07414107072006304,-0.19625628733733486,0.01956823329817381,-0.3322945967058504,0.07519259702292617,-1,FALSE,FALSE
8,4,embi_perc,36,-0.06957327375005938,-0.1878047344530301,0.021639042542591122,-0.3210146868254928,0.0821229353219476,-1,FALSE,FALSE
8,4,embi_perc,37,-0.0651131418586622,-0.18291505146948753,0.02654892693588512,-0.3180069245041787,0.08396393073601055,-1,FALSE,FALSE
8,4,embi_perc,38,-0.06157089394441394,-0.17712412328631721,0.028968497486046095,-0.31234344937262704,0.09035609856017765,-1,FALSE,FALSE
8,4,embi_perc,39,-0.05815839910582096,-0.16585131114777368,0.034306937177816604,-0.3088790591104793,0.09664932849099954,-1,FALSE,FALSE
8,4,embi_perc,40,-0.05505714401283703,-0.15614308058873674,0.038405262409467775,-0.29917398068352624,0.09937393429353263,-1,FALSE,FALSE
8,4,credit_outstanding,0,0.07034485544534785,-0.04103641289125104,0.3609122895551674,-0.17077493907525332,0.5464649130134214,1,FALSE,FALSE
8,4,credit_outstanding,1,0.08974947253432841,-0.011600996682284353,0.3978172518922653,-0.1466558705901766,0.6035436440010034,1,FALSE,FALSE
8,4,credit_outstanding,2,0.047355649135116806,-0.10479231021918264,0.3737398863345912,-0.2783949187108238,0.5532331619516938,1,FALSE,FALSE
8,4,credit_outstanding,3,0.047572400056372643,-0.12872962780145655,0.3631696090103188,-0.33444844208582414,0.5776583771912056,1,FALSE,FALSE
8,4,credit_outstanding,4,0.14919647902100763,-0.07625227150323034,0.4722632039042145,-0.3040855619935135,0.6827531689861608,1,FALSE,FALSE
8,4,credit_outstanding,5,0.06962657728013522,-0.18828810126847254,0.3983748543611434,-0.4534577255082923,0.6663783911917153,1,FALSE,FALSE
8,4,credit_outstanding,6,0.026986794407046766,-0.2448896229007068,0.41495580668351073,-0.5384770360211323,0.7097403575561566,1,FALSE,FALSE
8,4,credit_outstanding,7,0.015176257559335049,-0.2823728808892289,0.44626030059211097,-0.6205552622231594,0.7387844143867828,1,FALSE,FALSE
8,4,credit_outstanding,8,-0.09263744854144385,-0.41733331906752946,0.3745104049917379,-0.7982847777482516,0.6633963797849594,-1,FALSE,FALSE
8,4,credit_outstanding,9,-0.16984013650576113,-0.511565060755293,0.3320526504505613,-0.931752272539121,0.643405724424267,-1,FALSE,FALSE
8,4,credit_outstanding,10,-0.220548455944225,-0.570184789245003,0.318673239074025,-1.0260903812390165,0.6572237424884431,-1,FALSE,FALSE
8,4,credit_outstanding,11,-0.31843206290902426,-0.6917961839910697,0.27282672890163634,-1.1905979515845573,0.6107345361697295,-1,FALSE,FALSE
