instrument,r,q,sample,cfg,var,h,point,lo68,hi68,lo90,hi90,sig90
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,0,0.18516757891865593,0.14781529790738557,0.2997372852776446,0.11310239790735382,0.3965715105464243,TRUE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,1,0.21976416233476567,0.1717763291167808,0.3733242510772172,0.12038885537267512,0.46989898552957704,TRUE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,2,0.1662819322719399,0.11616093471426847,0.31658050891217904,0.06717895840592578,0.4167121850544106,TRUE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,3,0.16107225384827628,0.10801803785721963,0.3023429629565656,0.05685497198155261,0.4138071728426132,TRUE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,4,0.15656252389654554,0.08860330928136342,0.2837361056774119,0.03517247833110254,0.4074679503987927,TRUE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,5,0.1461034300809856,0.06824210937262014,0.26211910953238376,0.023789189651130038,0.38674652755708383,TRUE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,6,0.1339692540041655,0.05146756222913299,0.24797084110221773,0.008966576224603222,0.3667157120983886,TRUE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,7,0.11600701820004079,0.02785068243096208,0.228444715957232,-0.016125980853521894,0.34269430644831267,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,8,0.0918232690551991,0.0010477860968348281,0.19110549305679847,-0.05177219779671474,0.30920775738086764,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,9,0.06572936158333521,-0.025442391930031345,0.1632359340120818,-0.07692969607885217,0.27043216481005933,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,10,0.050048805515867406,-0.0445438159743661,0.13784222317737022,-0.09349272636196994,0.2542720494135152,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,11,0.03407350210115895,-0.059183675095261436,0.124759370512165,-0.11495796164800906,0.21665686429639558,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,12,0.020822725753171203,-0.07114211823411609,0.11069493989029082,-0.1301727914121479,0.20014564065069249,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,13,0.006528830853832336,-0.0839476567649008,0.09366658946109171,-0.14738351991440204,0.186960367319896,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,14,-0.009941171448570199,-0.09752449475650218,0.07392447484387495,-0.1726261362406966,0.1650797129169847,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,15,-0.018170065053181136,-0.1066408309468771,0.06515941109251679,-0.185138884425337,0.1514633970122302,FALSE
z_jk_bs_purif,6,5,full,r6q5·full,cambio_usd,16,-0.024815234065254,-0.11157057575587574,0.061451693169206144,-0.19854578619639354,0.14182562944035684,FALSE
