design,sample,n,frac_prop_05,prop_med,rank1_med,gap_med
calendario,full,28,0,0.563872255489022,0.31367375595659663,0.11093681839171256
calendario,pre_covid,28,0,0.45109780439121755,0.284042224407434,0.12913550462000983
episodio_s2,full,28,0.25,0.0658682634730539,0.34835430579413906,0.1615623919473247
intensidade_z,full,28,0.8928571428571429,0.03692614770459082,0.3019905413208581,0.146852004030103
intensidade_z,pre_covid,28,0,0.3882235528942116,0.3817311310470961,0.19241048270084016
quebra_livre,full,28,0.42857142857142855,0.06487025948103792,0.36772918360753437,0.15551972998670444
quebra_livre,pre_covid,28,0.14285714285714285,0.217564870259481,0.3906287171098464,0.16230828008415268
volatilidade_juros,full,28,0,0.20159680638722555,0.40502708495827955,0.1567603208797148
volatilidade_juros,pre_covid,28,0,0.4930139720558882,0.3135330639098377,0.18389691914991396
