config,linkage,threshold,principal,series,block,group,group_size,kept,reason,kept_dentro_do_bloco
completa_0.85,complete,0.85,FALSE,credito_transporte,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,credito_pessoa_fisica,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,spread_credito_pj_total,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,spread_credito_pf_total,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,credit_outstanding,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,fin_inst_reserve_req,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,consumo_gasolina,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,consumo_glp,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,consumo_oleo_combustivel,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,consumo_oleo_diesel,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,consumo_demais_derivados,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,consumo_alcool,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,capacidade_instalada_industria,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,vendas_varejo,vendas,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,vendas_servicos,vendas,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ind_automoveis,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ind_leves,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ind_caminhoes,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ind_onibus,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ind_bens_consumo,industria,6,2,TRUE,medoide,TRUE
completa_0.85,complete,0.85,FALSE,ind_bens_duraveis,industria,7,2,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,ind_bens_nao_duraveis,industria,6,2,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,ind_bens_capital,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ind_transformacao,industria,7,2,TRUE,medoide,TRUE
completa_0.85,complete,0.85,FALSE,ind_min_extr,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ind_uti_cap_instalada,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,energia_comercial,energia,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,energia_residencial,energia,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,energia_industrial,energia,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,energia_outros,energia,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,pib,atividade_agregada,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ibc_br,atividade_agregada,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,icc,confianca,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,ics,confianca,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_employment_southest,trabalho,8,2,TRUE,medoide,TRUE
completa_0.85,complete,0.85,FALSE,trab_employment_south,trabalho,8,2,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,trab_employment_northeast,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_employment_north,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_employment_central_west,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_min_wage,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_pop_forca_trab,trabalho,9,2,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,trab_pop_ocupada,trabalho,9,2,TRUE,medoide,TRUE
completa_0.85,complete,0.85,FALSE,trab_tx_desemprego,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_hrs_trabalhadas_industria,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_menos_de_1_mes,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_de_1_mes_a_menos_de_1_ano,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_de_1_ano_a_menos_de_2_anos,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,trab_x2_anos_ou_mais,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,commodity_agro,commodities,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,commodity_metal,commodities,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,commodity_energia,commodities,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,asset_ibov,acoes,10,3,TRUE,prioridade,TRUE
completa_0.85,complete,0.85,FALSE,asset_idiv,acoes,10,3,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,asset_ifix,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,asset_ifnc,acoes,10,3,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,asset_imat,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,asset_imob,acoes,11,2,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,asset_smll,acoes,11,2,TRUE,medoide,TRUE
completa_0.85,complete,0.85,FALSE,embi_perc,risco_externo,12,2,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,cds_5y,risco_externo,12,2,TRUE,medoide,TRUE
completa_0.85,complete,0.85,FALSE,msci,risco_externo,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,sp500_vix,risco_externo,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,fiscal_dbgg,fiscal,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,fiscal_dlsp,fiscal,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,fiscal_primary_balance,fiscal,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,expect_focus_ipca12m,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,expect_focus_selic_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,expect_focus_pib_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,expect_focus_cambio_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,epu_brazil,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,epu_canada,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,epu_chile,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,epu_china,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,epu_germany,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,epu_india,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,epu_russia,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,epu_us,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_ipp,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_ipca,precos,13,2,TRUE,prioridade,TRUE
completa_0.85,complete,0.85,FALSE,price_ipca_difusao,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_core_ipca_dw,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_igp_m,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_ipc,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_core_ipc,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_incc,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_inpc,precos,13,2,FALSE,descartada,FALSE
completa_0.85,complete,0.85,FALSE,price_core_ipca_ex0,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,price_core_ipca_ex1,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,dlsp_exchange_adjustment,fiscal,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,expect_focus_fiscal_dlsp_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,expect_focus_fiscal_primary_balance_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.85,complete,0.85,FALSE,expect_focus_fiscal_nominal_balance_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,cambio_eur,cambio,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,cambio_cny,cambio,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,cambio_ars,cambio,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,cambio_inr,cambio,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,cambio_usd,cambio,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,juros_selic,politica,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,yield_3m,curva,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,yield_6m,curva,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,yield_1y,curva,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,yield_2y,curva,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,yield_5y,curva,1,2,TRUE,prioridade,TRUE
completa_0.95,complete,0.95,FALSE,yield_10y,curva,1,2,FALSE,descartada,FALSE
completa_0.95,complete,0.95,FALSE,base_monetary_base,monetario,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,base_money_supply,monetario,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,base_demand_deposit,monetario,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,base_savings_deposit,monetario,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,base_m1,monetario,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,base_m2,monetario,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,base_m3,monetario,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,credito_agro,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,credito_industria_total,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,credito_construcao,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,credito_comercio,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,credito_transporte,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,credito_pessoa_fisica,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,spread_credito_pj_total,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,spread_credito_pf_total,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,credit_outstanding,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,fin_inst_reserve_req,credito_existente,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,consumo_gasolina,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,consumo_glp,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,consumo_oleo_combustivel,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,consumo_oleo_diesel,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,consumo_demais_derivados,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,consumo_alcool,combustiveis,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,capacidade_instalada_industria,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,vendas_varejo,vendas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,vendas_servicos,vendas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_automoveis,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_leves,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_caminhoes,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_onibus,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_bens_consumo,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_bens_duraveis,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_bens_nao_duraveis,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_bens_capital,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_transformacao,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_min_extr,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ind_uti_cap_instalada,industria,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,energia_comercial,energia,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,energia_residencial,energia,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,energia_industrial,energia,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,energia_outros,energia,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,pib,atividade_agregada,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ibc_br,atividade_agregada,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,icc,confianca,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,ics,confianca,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_employment_southest,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_employment_south,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_employment_northeast,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_employment_north,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_employment_central_west,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_min_wage,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_pop_forca_trab,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_pop_ocupada,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_tx_desemprego,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_hrs_trabalhadas_industria,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_menos_de_1_mes,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_de_1_mes_a_menos_de_1_ano,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_de_1_ano_a_menos_de_2_anos,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,trab_x2_anos_ou_mais,trabalho,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,commodity_agro,commodities,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,commodity_metal,commodities,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,commodity_energia,commodities,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,asset_ibov,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,asset_idiv,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,asset_ifix,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,asset_ifnc,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,asset_imat,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,asset_imob,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,asset_smll,acoes,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,embi_perc,risco_externo,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,cds_5y,risco_externo,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,msci,risco_externo,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,sp500_vix,risco_externo,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,fiscal_dbgg,fiscal,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,fiscal_dlsp,fiscal,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,fiscal_primary_balance,fiscal,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,expect_focus_ipca12m,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,expect_focus_selic_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,expect_focus_pib_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,expect_focus_cambio_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,epu_brazil,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,epu_canada,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,epu_chile,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,epu_china,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,epu_germany,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,epu_india,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,epu_russia,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,epu_us,epu,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_ipp,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_ipca,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_ipca_difusao,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_core_ipca_dw,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_igp_m,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_ipc,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_core_ipc,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_incc,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_inpc,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_core_ipca_ex0,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,price_core_ipca_ex1,precos,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,dlsp_exchange_adjustment,fiscal,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,expect_focus_fiscal_dlsp_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,expect_focus_fiscal_primary_balance_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
completa_0.95,complete,0.95,FALSE,expect_focus_fiscal_nominal_balance_ny,expectativas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,cambio_eur,cambio,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,cambio_cny,cambio,1,3,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,cambio_ars,cambio,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,cambio_inr,cambio,1,3,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,cambio_usd,cambio,1,3,TRUE,prioridade,TRUE
simples_0.90,single,0.9,FALSE,juros_selic,politica,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,yield_3m,curva,2,4,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,yield_6m,curva,2,4,TRUE,prioridade,TRUE
simples_0.90,single,0.9,FALSE,yield_1y,curva,2,4,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,yield_2y,curva,2,4,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,yield_5y,curva,3,2,TRUE,prioridade,TRUE
simples_0.90,single,0.9,FALSE,yield_10y,curva,3,2,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,base_monetary_base,monetario,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,base_money_supply,monetario,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,base_demand_deposit,monetario,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,base_savings_deposit,monetario,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,base_m1,monetario,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,base_m2,monetario,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,base_m3,monetario,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,credito_agro,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,credito_industria_total,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,credito_construcao,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,credito_comercio,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,credito_transporte,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,credito_pessoa_fisica,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,spread_credito_pj_total,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,spread_credito_pf_total,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,credit_outstanding,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,fin_inst_reserve_req,credito_existente,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,consumo_gasolina,combustiveis,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,consumo_glp,combustiveis,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,consumo_oleo_combustivel,combustiveis,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,consumo_oleo_diesel,combustiveis,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,consumo_demais_derivados,combustiveis,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,consumo_alcool,combustiveis,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,capacidade_instalada_industria,industria,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,vendas_varejo,vendas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,vendas_servicos,vendas,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,ind_automoveis,industria,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,ind_leves,industria,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,ind_caminhoes,industria,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,ind_onibus,industria,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,ind_bens_consumo,industria,4,4,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,ind_bens_duraveis,industria,4,4,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,ind_bens_nao_duraveis,industria,4,4,FALSE,descartada,FALSE
simples_0.90,single,0.9,FALSE,ind_bens_capital,industria,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,ind_transformacao,industria,4,4,TRUE,medoide,TRUE
simples_0.90,single,0.9,FALSE,ind_min_extr,industria,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,ind_uti_cap_instalada,industria,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,energia_comercial,energia,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,energia_residencial,energia,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,energia_industrial,energia,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,energia_outros,energia,NA,1,TRUE,sem_grupo,TRUE
simples_0.90,single,0.9,FALSE,pib,atividade_agregada,NA,1,TRUE,sem_grupo,TRUE
