tcode,n,razao_mediana,razao_min,razao_max
1,87,1.168494706350885,0.6800677150582874,17.374877057202823
2,7,27.799261019114745,26.599798846553732,28.174281782054006
4,16,2.6614868629180144,0.8734835385194041,4.931217838208559
