var,h,point,lo68,hi68,lo90,hi90,sig68,sig90
asset_imat,11,13.349769927850321,-1.2125657943807007,30.370463497335372,-9.884527073843163,43.82213783802845,FALSE,FALSE
asset_imat,12,14.396145254273957,-1.5327057886494506,32.29601137952314,-10.60855986582147,48.23306442984388,FALSE,FALSE
asset_imob,0,-2.5572778537928356,-6.406769268372763,-1.1216228349340702,-8.580329186355776,0.5676979670908308,TRUE,FALSE
asset_imob,1,-4.889275754483979,-10.208354423881424,-1.4303711966758548,-13.699702801686303,1.0776006721539362,TRUE,FALSE
asset_imob,2,-4.514321920975468,-11.595176404255207,0.48215195671191835,-16.297192368079916,4.659128959701538,FALSE,FALSE
asset_imob,3,-6.201257348290609,-14.460122839613838,1.6732304617174176,-20.12368947848354,6.015330538096888,FALSE,FALSE
asset_imob,4,-6.993237227548474,-16.476693929393047,2.739998525205721,-22.913453844585447,8.702399082823279,FALSE,FALSE
asset_imob,5,-6.149439708745809,-16.84895928614009,5.500088481913552,-25.416369946468343,12.992227864566981,FALSE,FALSE
asset_imob,6,-5.310072089303589,-17.544327156401238,8.153879430145633,-27.681583962135768,17.149675985112175,FALSE,FALSE
asset_imob,7,-3.712995807220407,-17.77730125583124,11.757222442494562,-30.433874514774494,22.123428678896257,FALSE,FALSE
asset_imob,8,-1.7958238223742984,-17.241296995778118,15.972869317388545,-30.981897323096202,28.179014233623715,FALSE,FALSE
asset_imob,9,-0.20017169299378804,-16.850926306835937,19.12260973083359,-32.9568193525616,32.627599200860644,FALSE,FALSE
asset_imob,10,1.6671520809866918,-16.445334485249173,22.615272351669784,-33.318301607167065,37.85984281114706,FALSE,FALSE
asset_imob,11,3.345605430513763,-17.10728517330434,25.282420335397752,-34.6057576858831,43.0219655969659,FALSE,FALSE
asset_imob,12,5.137702396639774,-17.165543319116946,28.823513137563772,-36.63776247930376,47.95831481960589,FALSE,FALSE
asset_smll,0,-2.6109508059906634,-6.078906448187861,-1.3831609541848113,-7.976400819056675,0.13280697174269437,TRUE,FALSE
asset_smll,1,-5.0795371220256404,-9.792991186753271,-2.3045322027749364,-12.99119117168523,0.11941854327855955,TRUE,FALSE
asset_smll,2,-5.037075061403768,-10.99121754768226,-0.8915802401643278,-15.479639994473331,2.686112607960663,TRUE,FALSE
asset_smll,3,-6.884044210047298,-13.860889046350815,-0.3386996837662635,-19.072228025388284,3.5401248477765077,TRUE,FALSE
asset_smll,4,-7.900514013581347,-16.18949829877519,0.3171510982265095,-21.728490056771903,5.17775637008983,FALSE,FALSE
asset_smll,5,-7.380426520797428,-16.271753767606913,2.1899679064024307,-23.540307638928176,8.447141103661819,FALSE,FALSE
asset_smll,6,-6.840655517461636,-17.20087799184476,3.9725017148664135,-25.75601158527491,11.668991917504808,FALSE,FALSE
asset_smll,7,-5.571989850507131,-17.352745830938762,7.064331316016716,-26.918698407922573,16.014541058766845,FALSE,FALSE
asset_smll,8,-3.949569187207363,-17.485234667697515,10.222042844344655,-27.521411880566255,20.902998215536364,FALSE,FALSE
asset_smll,9,-2.5613260546368988,-17.36034359357527,12.638005522661892,-28.783520722796826,24.719976424921775,FALSE,FALSE
asset_smll,10,-0.8747007902723347,-17.51546411975132,15.655456621340093,-30.380897907220444,28.679657684747546,FALSE,FALSE
asset_smll,11,0.6960763469031908,-17.330373733618575,19.05630173978187,-30.988431413664937,32.56561382647541,FALSE,FALSE
asset_smll,12,2.429210927024509,-17.490681367467097,22.16102001396275,-31.81781879497599,37.63870225227322,FALSE,FALSE
