regime,n,sd,ar1_ols,se_ar1,acf1,acf2,acf3,soma_abs_acf1a8
alto,70,0.03582781096631968,0.3183089266237774,0.11540039257991057,0.31523991256607,-0.02762301702754334,-0.19372860593249652,0.8560611845141364
baixo,71,0.03293441709551709,0.2702501241008063,0.11749047227095585,0.26712332038515546,-0.018807121119037633,0.017635822047333046,0.4751249996991467
