var,indicador,L,h,n,n_alto,n_baixo,b_alto,se_alto,b_baixo,se_baixo,dif,se_dif,t_dif,F_alto,F_baixo,flag_alto,flag_baixo,rf_alto,rf_se_alto,rf_baixo,rf_se_baixo
price_core_ipca_ex0,cds_ma12,2,0,141,70,71,0.05561331707699537,0.06345314245003389,0.0354119293124883,0.03514125719587456,0.02020138776450707,0.07214904775889772,0.2799952098053263,11.916443762352829,22.82536215797062,ok,ok,0.0016971861618066547,0.002122952493745474,0.0025282268211961594,0.002839927604887494
price_core_ipca_ex0,cds_ma12,2,1,140,70,70,-0.004440099149072126,0.05680934082429262,-0.007090977080555945,0.042510602609502256,0.002650877931483819,0.0705498623493398,0.03757453017211487,12.085383895300467,23.117614986402444,ok,ok,-1.3550126535280538e-4,0.0017362098688039193,-5.064003368560888e-4,0.0030503653734315957
price_core_ipca_ex0,cds_ma12,2,2,139,70,69,0.0033548221734434947,0.09835331857406901,0.06079329541416627,0.055939564944115505,-0.05743847324072277,0.11314099568912514,-0.507671625928988,12.031940540914425,23.577852590832364,ok,ok,1.0238119332126039e-4,0.003019070598508526,0.00433304897022993,0.0038787668170169524
price_core_ipca_ex0,cds_ma12,2,3,138,70,68,-0.006442397241099229,0.0719161199724409,-0.003962762203489661,0.026638763491462766,-0.0024796350376095682,0.07755945184575501,-0.03197076537545544,12.005175686900895,24.519509200853054,ok,ok,-1.9660664068087141e-4,0.0021559023403780234,-2.823570473267645e-4,0.0018708652956131743
price_core_ipca_ex0,cds_ma12,2,4,137,70,67,0.046848590884424654,0.05088461845494495,0.06065295499202776,0.020757159975918784,-0.013804364107603107,0.05363621346281697,-0.25737022090817263,12.364183327990432,25.1896635865283,ok,ok,0.0014297075651844432,0.0016650992995298033,0.004321705490966547,0.0014521466142458012
price_core_ipca_ex0,cds_ma12,2,5,136,70,66,0.05796849354206643,0.05117958555261994,0.01947516265703342,0.04183967752039534,0.03849333088503301,0.0657354020960428,0.5855799106361634,12.141166963025437,26.60893354666684,ok,ok,0.0017690605457856834,0.00186544064626455,0.001388823315738365,0.0031081878638551954
price_core_ipca_ex0,cds_ma12,2,6,135,70,65,0.07863910972006352,0.04777745751719646,0.0011832021176421393,0.038775258197343794,0.07745590760242138,0.060141323573347956,1.2878982869067834,12.172627917379918,26.7044960159822,ok,ok,0.002399878586816201,0.0017032924680570629,8.418499411018063e-5,0.0027631861151948753
price_core_ipca_ex0,cds_ma12,2,7,134,70,64,0.027314653525602355,0.10784137536084863,0.027665404876862566,0.03459725331954387,-3.5075135126021173e-4,0.11108782138261557,-0.003157423981267327,12.051539523595354,31.286076344335406,ok,ok,8.335782581274445e-4,0.0033734956173938047,0.0020360303064303163,0.002874858003846382
price_core_ipca_ex0,cds_ma12,2,8,133,70,63,0.0415365367680505,0.0682254296772698,0.06118686181913845,0.026957092713744354,-0.01965032505108795,0.07195804276103154,-0.27308031593279336,11.919352001837103,32.722011578374286,ok,ok,0.0012675963081775418,0.0022051847829056355,0.004502670095928649,0.00157838860686742
price_core_ipca_ex0,cds_ma12,2,9,132,70,62,0.09845635570341557,0.05920667910831069,-0.11219610103448019,0.05482750728341916,0.21065245673789576,0.06956999828407795,3.0279209707283616,11.90296050349492,27.199580153399896,ok,ok,0.003004653799233946,0.0015889118353478318,-0.008264930618077634,0.0026957810395197416
