var,grupo,tcode,h,point,lo68,hi68,lo90,hi90,sign,sig68,sig90
cambio_eur,cambio,1,17,-0.11562100698481337,-0.17258481335903886,-0.017605881212264942,-0.23286630462363508,0.029977437199736175,-1,TRUE,FALSE
cambio_eur,cambio,1,18,-0.11622725099625207,-0.17418366865033133,-0.02591786825645462,-0.23704987876863168,0.024755623240325236,-1,TRUE,FALSE
cambio_eur,cambio,1,19,-0.11534587573716414,-0.17767193299678907,-0.029275194198000863,-0.23549576081715698,0.019807436655946406,-1,TRUE,FALSE
cambio_eur,cambio,1,20,-0.11326682711309272,-0.1773346503020465,-0.028432185996673836,-0.24118849992100136,0.0183062483855885,-1,TRUE,FALSE
cambio_eur,cambio,1,21,-0.11015176305890335,-0.17369933249052283,-0.027766649060297136,-0.23762007093434842,0.017459880692432747,-1,TRUE,FALSE
cambio_eur,cambio,1,22,-0.10611679121389771,-0.1726652435439155,-0.026743233401913286,-0.2403946441310618,0.012655506243226654,-1,TRUE,FALSE
cambio_eur,cambio,1,23,-0.10130811159353506,-0.16968050267876383,-0.024871383995240588,-0.2404704069863617,0.014600909245041939,-1,TRUE,FALSE
cambio_eur,cambio,1,24,-0.09586486537590433,-0.16556834878269436,-0.02461717903835061,-0.232931445379242,0.01564023531820802,-1,TRUE,FALSE
cambio_eur,cambio,1,25,-0.08988819644330238,-0.16031980731523998,-0.022637017134009025,-0.22667338954618707,0.017264978040869603,-1,TRUE,FALSE
cambio_eur,cambio,1,26,-0.08347395957077666,-0.1540047736714793,-0.020751225833314627,-0.2229192268400138,0.01853333799650383,-1,TRUE,FALSE
cambio_eur,cambio,1,27,-0.07672577369773677,-0.14869805369458364,-0.02021967015915162,-0.21594854643209782,0.01973136632743346,-1,TRUE,FALSE
cambio_eur,cambio,1,28,-0.06973011332650067,-0.14182424288487996,-0.012156517974119048,-0.21272887757524356,0.01963533693288907,-1,TRUE,FALSE
cambio_eur,cambio,1,29,-0.06256378758362868,-0.13666305908585233,-0.00960714918517136,-0.2023039371348512,0.023758950232625087,-1,TRUE,FALSE
cambio_eur,cambio,1,30,-0.05530600278006386,-0.13213025557891697,-0.00611093411568604,-0.19499166543494392,0.029157319193463992,-1,TRUE,FALSE
cambio_eur,cambio,1,31,-0.04802826960894443,-0.1240203420986218,-0.0014337106831374936,-0.18368735720580043,0.03488962790723775,-1,TRUE,FALSE
cambio_eur,cambio,1,32,-0.04079416843224253,-0.11744740182748743,0.0034092305012049995,-0.17473581138717467,0.04121100953601617,-1,FALSE,FALSE
cambio_eur,cambio,1,33,-0.033664850965383956,-0.11133284110547814,0.010513702476191275,-0.162732932556305,0.04851977830735204,-1,FALSE,FALSE
