var,tcode,larg_h0,larg_h12,larg_h24,larg_h36,razao_h12_h0,razao_h24_h0,razao_h36_h0
asset_idiv,2,7.700872762928017,68.76929849327904,146.5862060584955,216.96655919047873,8.930065540666284,19.035012078651803,28.174281782054006
asset_ifnc,2,9.547856423346884,86.61186348991583,184.49854625697242,268.6299257889119,9.071341215199705,19.323556835838836,28.13510319782825
asset_imob,2,9.148027153446607,84.59607729890965,178.34955935946124,255.23580732362177,9.247466790371,19.49595867697729,27.90063945398973
asset_ibov,2,7.684255819119705,65.95551426286951,141.2659090315255,213.61663325336005,8.583201264429698,18.383811309357043,27.799261019114745
asset_imat,2,6.135644419700522,58.84162429566535,115.71442656511995,168.55995124598266,9.59012945840453,18.85937623659878,27.472248995519525
asset_smll,2,8.109207790799369,69.45652104724921,147.80148701364035,218.3747971309299,8.565142593343573,18.226378066342626,26.929239299885236
asset_ifix,2,3.0967870854211395,27.28075059872142,56.09473606650859,82.37391354280771,8.809372374081521,18.113849780176324,26.599798846553732
