var,indicador,L,h,n,n_alto,n_baixo,b_alto,se_alto,b_baixo,se_baixo,dif,se_dif,t_dif,F_alto,F_baixo,flag_alto,flag_baixo,rf_alto,rf_se_alto,rf_baixo,rf_se_baixo
cambio_usd,embi_ma1,2,4,147,75,72,0.00464412813609556,0.036497954929726587,0.014842760327592259,0.1383165724759667,-0.0101986321914967,0.14874474249357914,-0.06856465660920381,13.730267605947054,3.610808134907666,ok,NAO_IDENTIFICADO,2.6670455704919105e-4,0.0020998810681135192,4.1733937070187466e-4,0.00387903260673159
cambio_usd,embi_ma1,2,8,143,75,68,0.050746747713890275,0.06405906881208737,-0.06195008399998187,0.1738352402337416,0.11269683171387215,0.1894075117594025,0.5949966327472104,15.557407996675641,4.452309980643533,ok,FRACO,0.002914301344415726,0.003308386198476625,-0.0019134918924290645,0.006022104264523982
embi_perc,embi_ma1,2,0,151,75,76,0.0815183078561131,0.03929767943663013,0.43382351061911323,0.26912430296508283,-0.35230520276300015,0.27306001984210765,-1.2902115914541963,11.872797458321262,2.164086993309286,ok,NAO_IDENTIFICADO,0.004845466245585683,0.0024386950980234616,0.010935775887944699,0.0026479724053006613
embi_perc,embi_ma1,2,4,147,75,72,0.03832044111782125,0.06367870744616178,-0.15604591755371075,0.1833841906193147,0.194366358671532,0.19055195833950764,1.0200176391009754,13.208284266590283,2.596365703114585,ok,NAO_IDENTIFICADO,0.002277775494087919,0.003994587677324387,-0.004000018248310866,0.003731206499246775
embi_perc,embi_ma1,2,8,143,75,68,0.2190170476223102,0.06160802436052179,-0.06700143874870264,0.21310377962551294,0.28601848637101285,0.2279850052950944,1.2545495525058865,14.989741174244243,2.967002650220567,ok,NAO_IDENTIFICADO,0.013018421743140829,0.0037080801936931907,-0.0017996325463320861,0.00631902203902413
asset_ifnc,embi_ma1,2,0,151,75,76,-0.7429384050584303,1.2868462785349544,-7.595822894401785,4.16689802245616,6.852884489343355,4.3676457851651165,1.5690110476951795,10.675571310159281,2.3169099291743325,ok,NAO_IDENTIFICADO,-0.04240294230563535,0.07715163135652069,-0.19693033648433408,0.11812697719555218
asset_ifnc,embi_ma1,2,4,147,75,72,-0.7479807572455502,2.0566753417303314,-2.7147698028161815,5.09970027659141,1.9667890455706312,5.200237860680824,0.37821136229971136,11.888890681270931,2.7745876378227203,ok,NAO_IDENTIFICADO,-0.04269073274351687,0.12554048765346237,-0.07168258206737432,0.13738742081623473
asset_ifnc,embi_ma1,2,8,143,75,68,-7.525205037355882,2.3170990634817907,8.590606839481643,5.485038046030435,-16.115811876837526,6.011101714798042,-2.681008015080473,13.506360970262376,3.0703558589630684,ok,NAO_IDENTIFICADO,-0.4294983714185232,0.14986922153680166,0.23363629130067887,0.1735885518036509
cambio_usd,cds_ma12,2,0,141,70,71,0.12540786826059047,0.07133678841508352,0.05907182854523398,0.027713479211715467,0.06633603971535648,0.07653646584428991,0.866724625753092,13.00028579089231,17.971579544188657,ok,ok,0.004155916764858603,0.001929575956328271,0.0043103056136663265,0.0017879372214349386
cambio_usd,cds_ma12,2,4,137,70,67,-0.0915869243072666,0.06540973861656435,-0.016776069513730365,0.04704904885736925,-0.07481085479353623,0.08393931198681971,-0.8912493207626381,14.479089865418109,18.125592513343815,ok,ok,-0.0030351176486868026,0.002146016874353022,-0.0012118765965059286,0.0034775161045396776
