var,cds_b_alto,cds_b_baixo,cds_t_dif,cds_p_boot,cds_F_alto,cds_F_baixo,embi_b_alto,embi_b_baixo,embi_t_dif,embi_p_boot
cambio_usd,0.14601979731940445,0.05772926971134894,0.992383937898349,0.0775812892184826,10.916747669454267,19.820740378837634,0.08507202846312112,0.09159138144883855,-0.1262284372180692,0.7165
embi_perc,0.10372449418449833,0.14018226534519498,-0.3207075510340877,0.708631115997801,12.026391617276143,19.972945651848846,0.0654521401556849,0.25493750599271153,-2.623821252552683,0.099
cds_5y,12.159394123675302,16.812699644160457,-0.39005319303504443,0.581081081081081,11.514735464308368,19.203526219215853,5.991957730434369,30.3924563703881,-2.9697144947618943,0.3319954128440367
price_ipp,0.4075603316261595,0.3110014593117404,0.16748027599394932,0.20844612885760694,12.783120592471425,18.258908037946085,0.3244689952602283,0.4677563051782329,-0.3965097766118083,0.633
price_core_ipca_ex0,0.05561331707699537,0.0354119293124883,0.2799952098053263,0.9298153034300791,11.916443762352829,22.82536215797062,0.0809510201640117,-0.0256245199277123,2.4419968692726903,0.0745
asset_ifnc,0.04759929268018823,-3.2146344347477567,1.1750240109326495,0.19738339021615472,11.346071683508528,18.54925939556768,0.25060304641429865,-6.499063093215418,2.3161826567911565,0.1565
rel_ifnc_ibov,-0.46678243654000884,-0.8412089536504683,0.35439843756398043,0.2795138888888889,12.147996865431649,17.830015461157583,0.02330469773623321,-1.7724104198861579,1.6163282373120407,0.6315
