ordem,modulo_OLS,modulo_Kilian,meia_vida_meses_OLS
1,0.9681262003935757,0.9997865088136235,21.39816822377992
2,0.9606323078124392,0.9651586516010311,17.25811222941354
3,0.9606323078124392,0.9651586516010311,17.25811222941354
4,0.8463422036478216,0.8463293554782715,4.154773884234659
5,0.7853016104701935,0.8024850684365453,2.867948968032693
