variant,sample,r,q,p,n_series,n_months,n_obs_align,xi_mp,mosw_class
drop_fiscal__expectativas,full,8,8,6,116,153,147,8.230490998245923,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,5,3,6,116,84,78,6.88314537200294,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,5,4,6,116,84,78,6.766078589053255,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,5,5,6,116,84,78,6.05908269213445,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,6,3,6,116,84,78,5.554658457013007,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,6,4,6,116,84,78,8.239271464862261,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,6,5,6,116,84,78,8.327377230444576,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,6,6,6,116,84,78,6.817269935395128,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,7,3,6,116,84,78,1.7849208536820296,xi_mp_le_3.84
drop_fiscal__expectativas,pre_covid,7,4,6,116,84,78,1.8825195566493789,xi_mp_le_3.84
drop_fiscal__expectativas,pre_covid,7,5,6,116,84,78,9.038831269683145,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,7,6,6,116,84,78,9.896166161907832,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,7,7,6,116,84,78,8.758618953532562,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,8,3,6,116,84,78,1.0225104628142825,xi_mp_le_3.84
drop_fiscal__expectativas,pre_covid,8,4,6,116,84,78,0.9105907570556112,xi_mp_le_3.84
drop_fiscal__expectativas,pre_covid,8,5,6,116,84,78,0.9392193548514146,xi_mp_le_3.84
drop_fiscal__expectativas,pre_covid,8,6,6,116,84,78,4.461341331447281,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,8,7,6,116,84,78,5.335089370681627,xi_mp_3.84_10
drop_fiscal__expectativas,pre_covid,8,8,6,116,84,78,5.5576943431744485,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,5,3,6,114,153,147,2.6530831548623204,xi_mp_le_3.84
drop_fiscal__expectativas__credito,full,5,4,6,114,153,147,4.3016797067418295,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,5,5,6,114,153,147,5.639175417997716,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,6,3,6,114,153,147,2.1778230931815257,xi_mp_le_3.84
drop_fiscal__expectativas__credito,full,6,4,6,114,153,147,4.31124029874134,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,6,5,6,114,153,147,4.661123000876764,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,6,6,6,114,153,147,6.802391513531407,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,7,3,6,114,153,147,1.5754089361778914,xi_mp_le_3.84
drop_fiscal__expectativas__credito,full,7,4,6,114,153,147,4.782600896902702,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,7,5,6,114,153,147,4.885422053716116,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,7,6,6,114,153,147,5.027514426731759,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,7,7,6,114,153,147,8.148037552178401,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,8,3,6,114,153,147,5.749652952362176,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,8,4,6,114,153,147,6.038639837948621,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,8,5,6,114,153,147,6.233997493970605,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,8,6,6,114,153,147,6.107919223967451,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,8,7,6,114,153,147,6.002532855399391,xi_mp_3.84_10
drop_fiscal__expectativas__credito,full,8,8,6,114,153,147,8.730645612102311,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,5,3,6,114,84,78,7.794142900642924,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,5,4,6,114,84,78,7.792142122002361,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,5,5,6,114,84,78,7.345290763972045,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,6,3,6,114,84,78,5.4155514491829475,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,6,4,6,114,84,78,10.638245014819056,xi_mp_ge_10
drop_fiscal__expectativas__credito,pre_covid,6,5,6,114,84,78,10.628005267072858,xi_mp_ge_10
drop_fiscal__expectativas__credito,pre_covid,6,6,6,114,84,78,8.598378966985354,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,7,3,6,114,84,78,3.1180962156004233,xi_mp_le_3.84
drop_fiscal__expectativas__credito,pre_covid,7,4,6,114,84,78,11.462508986871292,xi_mp_ge_10
drop_fiscal__expectativas__credito,pre_covid,7,5,6,114,84,78,16.27883876411845,xi_mp_ge_10
drop_fiscal__expectativas__credito,pre_covid,7,6,6,114,84,78,16.16848699892793,xi_mp_ge_10
drop_fiscal__expectativas__credito,pre_covid,7,7,6,114,84,78,13.103300697353552,xi_mp_ge_10
drop_fiscal__expectativas__credito,pre_covid,8,3,6,114,84,78,3.3533521307894834,xi_mp_le_3.84
drop_fiscal__expectativas__credito,pre_covid,8,4,6,114,84,78,5.596642283950112,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,8,5,6,114,84,78,4.695029209033667,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,8,6,6,114,84,78,8.15595906243384,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,8,7,6,114,84,78,9.172111414142778,xi_mp_3.84_10
drop_fiscal__expectativas__credito,pre_covid,8,8,6,114,84,78,9.55875269317284,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,5,3,6,113,153,147,2.8309042131825444,xi_mp_le_3.84
drop_fiscal__expectativas__credito__imoveis,full,5,4,6,113,153,147,4.722583457012557,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,5,5,6,113,153,147,5.636347002124581,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,6,3,6,113,153,147,2.354518940070649,xi_mp_le_3.84
drop_fiscal__expectativas__credito__imoveis,full,6,4,6,113,153,147,4.364194879431965,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,6,5,6,113,153,147,4.8052710986903335,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,6,6,6,113,153,147,6.907872008059891,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,7,3,6,113,153,147,2.450583002921068,xi_mp_le_3.84
drop_fiscal__expectativas__credito__imoveis,full,7,4,6,113,153,147,4.700160083414362,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,7,5,6,113,153,147,4.9296494887421956,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,7,6,6,113,153,147,5.290419187502154,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,7,7,6,113,153,147,8.83840261243732,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,8,3,6,113,153,147,5.871970863875202,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,8,4,6,113,153,147,5.937006174980544,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,8,5,6,113,153,147,6.354316824586942,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,8,6,6,113,153,147,6.314791835110658,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,8,7,6,113,153,147,6.185058612214241,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,full,8,8,6,113,153,147,9.355656701861012,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,5,3,6,113,84,78,6.1398352374866265,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,5,4,6,113,84,78,5.976281865662015,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,5,5,6,113,84,78,4.884851225693345,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,6,3,6,113,84,78,4.747241256219277,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,6,4,6,113,84,78,10.918198913498658,xi_mp_ge_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,6,5,6,113,84,78,11.563473467265007,xi_mp_ge_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,6,6,6,113,84,78,9.60058842422708,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,7,3,6,113,84,78,4.174274141078811,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,7,4,6,113,84,78,16.409339595834794,xi_mp_ge_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,7,5,6,113,84,78,16.07279930323865,xi_mp_ge_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,7,6,6,113,84,78,16.00918375007576,xi_mp_ge_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,7,7,6,113,84,78,13.652459975648094,xi_mp_ge_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,8,3,6,113,84,78,2.1020206304687927,xi_mp_le_3.84
drop_fiscal__expectativas__credito__imoveis,pre_covid,8,4,6,113,84,78,3.474029878510831,xi_mp_le_3.84
drop_fiscal__expectativas__credito__imoveis,pre_covid,8,5,6,113,84,78,9.429472106369614,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,8,6,6,113,84,78,9.187636894069318,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,8,7,6,113,84,78,9.742252591841039,xi_mp_3.84_10
drop_fiscal__expectativas__credito__imoveis,pre_covid,8,8,6,113,84,78,8.016150599387595,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,5,3,6,111,153,147,3.108662701652351,xi_mp_le_3.84
drop_fiscal__expectativas__eua,full,5,4,6,111,153,147,4.460223249033281,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,5,5,6,111,153,147,5.93315668038275,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,6,3,6,111,153,147,2.742122231539737,xi_mp_le_3.84
drop_fiscal__expectativas__eua,full,6,4,6,111,153,147,4.67521466871665,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,6,5,6,111,153,147,4.982244222781646,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,6,6,6,111,153,147,6.9115973465834255,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,7,3,6,111,153,147,7.866738665364839,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,7,4,6,111,153,147,6.745421793314363,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,7,5,6,111,153,147,7.21305041745568,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,7,6,6,111,153,147,7.349644827270422,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,7,7,6,111,153,147,10.180478092533553,xi_mp_ge_10
drop_fiscal__expectativas__eua,full,8,3,6,111,153,147,7.971781562390753,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,8,4,6,111,153,147,7.675891756398207,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,8,5,6,111,153,147,8.437872848649377,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,8,6,6,111,153,147,8.441032278890763,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,8,7,6,111,153,147,8.407822704037793,xi_mp_3.84_10
drop_fiscal__expectativas__eua,full,8,8,6,111,153,147,10.697348981831972,xi_mp_ge_10
drop_fiscal__expectativas__eua,pre_covid,5,3,6,111,84,78,5.485573997059563,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,5,4,6,111,84,78,6.198641135816439,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,5,5,6,111,84,78,6.5585847811983555,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,6,3,6,111,84,78,5.562640380947046,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,6,4,6,111,84,78,7.181384722353223,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,6,5,6,111,84,78,7.198693914804781,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,6,6,6,111,84,78,6.924577387598309,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,7,3,6,111,84,78,8.603241711096288,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,7,4,6,111,84,78,12.116944432865193,xi_mp_ge_10
drop_fiscal__expectativas__eua,pre_covid,7,5,6,111,84,78,8.709164036061326,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,7,6,6,111,84,78,8.278512026494898,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,7,7,6,111,84,78,8.760262672725565,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,8,3,6,111,84,78,3.3516456632836062,xi_mp_le_3.84
drop_fiscal__expectativas__eua,pre_covid,8,4,6,111,84,78,5.843995477515218,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,8,5,6,111,84,78,6.547509211793559,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,8,6,6,111,84,78,5.759327273234613,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,8,7,6,111,84,78,5.3358836283060205,xi_mp_3.84_10
drop_fiscal__expectativas__eua,pre_covid,8,8,6,111,84,78,5.760615087464672,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,5,3,6,109,153,147,2.9056899845005857,xi_mp_le_3.84
drop_fiscal__expectativas__eua__credito,full,5,4,6,109,153,147,4.205097713017685,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,5,5,6,109,153,147,6.399754458059968,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,6,3,6,109,153,147,2.065651998250387,xi_mp_le_3.84
drop_fiscal__expectativas__eua__credito,full,6,4,6,109,153,147,4.338409474253326,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,6,5,6,109,153,147,4.915570902425429,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,6,6,6,109,153,147,7.693334701958455,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,7,3,6,109,153,147,6.972090004782597,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,7,4,6,109,153,147,6.687827223123002,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,7,5,6,109,153,147,7.240396437210473,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,7,6,6,109,153,147,7.413954556954624,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,7,7,6,109,153,147,10.755555860555804,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito,full,8,3,6,109,153,147,8.112343730690213,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,8,4,6,109,153,147,7.72565146411377,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,8,5,6,109,153,147,8.58618983162746,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,8,6,6,109,153,147,8.59498941260537,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,8,7,6,109,153,147,8.34241988380009,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,full,8,8,6,109,153,147,11.196636389112422,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito,pre_covid,5,3,6,109,84,78,7.7873746743347905,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,5,4,6,109,84,78,7.6942983174471244,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,5,5,6,109,84,78,7.6680216445458305,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,6,3,6,109,84,78,6.248179785022729,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,6,4,6,109,84,78,9.610297670120724,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,6,5,6,109,84,78,9.427723138576455,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,6,6,6,109,84,78,8.889200189650204,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,7,3,6,109,84,78,13.938304783123169,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito,pre_covid,7,4,6,109,84,78,13.910602237102255,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito,pre_covid,7,5,6,109,84,78,11.734904609611094,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito,pre_covid,7,6,6,109,84,78,10.35967624998379,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito,pre_covid,7,7,6,109,84,78,10.034163221718144,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito,pre_covid,8,3,6,109,84,78,6.003135251097936,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,8,4,6,109,84,78,7.652282900609637,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,8,5,6,109,84,78,7.489411587512795,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,8,6,6,109,84,78,7.4054381546935195,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,8,7,6,109,84,78,5.755060806856118,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito,pre_covid,8,8,6,109,84,78,5.8522806440092054,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,5,3,6,108,153,147,3.1277973710604003,xi_mp_le_3.84
drop_fiscal__expectativas__eua__credito__imoveis,full,5,4,6,108,153,147,4.677662351763517,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,5,5,6,108,153,147,6.353319472499573,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,6,3,6,108,153,147,2.186122804852127,xi_mp_le_3.84
drop_fiscal__expectativas__eua__credito__imoveis,full,6,4,6,108,153,147,4.292616511139613,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,6,5,6,108,153,147,5.227093356576954,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,6,6,6,108,153,147,8.122793187073365,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,7,3,6,108,153,147,7.872830319309718,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,7,4,6,108,153,147,6.772000387147256,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,7,5,6,108,153,147,7.346942141750955,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,7,6,6,108,153,147,7.70384335828325,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,7,7,6,108,153,147,11.312474992215627,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito__imoveis,full,8,3,6,108,153,147,8.383084678857156,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,8,4,6,108,153,147,7.785686668934168,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,8,5,6,108,153,147,8.811084029846176,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,8,6,6,108,153,147,8.817608504395462,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,8,7,6,108,153,147,8.55741849027375,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,full,8,8,6,108,153,147,11.713551106353968,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,5,3,6,108,84,78,6.405672776016483,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,5,4,6,108,84,78,6.214526076136948,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,5,5,6,108,84,78,4.987844225768611,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,6,3,6,108,84,78,6.775534294399533,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,6,4,6,108,84,78,9.40359926627759,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,6,5,6,108,84,78,9.389920462568353,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,6,6,6,108,84,78,9.306638417879448,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,7,3,6,108,84,78,12.376213320445347,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,7,4,6,108,84,78,10.709994644140316,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,7,5,6,108,84,78,10.103147447648757,xi_mp_ge_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,7,6,6,108,84,78,9.584015889927302,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,7,7,6,108,84,78,9.446795989755277,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,8,3,6,108,84,78,6.441471809648849,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,8,4,6,108,84,78,5.391601184197293,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,8,5,6,108,84,78,5.365600017350727,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,8,6,6,108,84,78,5.112232776267164,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,8,7,6,108,84,78,4.671772824905353,xi_mp_3.84_10
drop_fiscal__expectativas__eua__credito__imoveis,pre_covid,8,8,6,108,84,78,4.570210510760131,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,5,3,6,110,153,147,3.4061781169322063,xi_mp_le_3.84
drop_fiscal__expectativas__eua__imoveis,full,5,4,6,110,153,147,4.910748837445063,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,5,5,6,110,153,147,5.970049395689097,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,6,3,6,110,153,147,2.8521346286331593,xi_mp_le_3.84
drop_fiscal__expectativas__eua__imoveis,full,6,4,6,110,153,147,4.580398289655989,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,6,5,6,110,153,147,5.088993849844011,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,6,6,6,110,153,147,7.242568148240327,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,7,3,6,110,153,147,7.823864708744341,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,7,4,6,110,153,147,6.8053077168002165,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,7,5,6,110,153,147,7.232151132580686,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,7,6,6,110,153,147,7.516102537338725,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,7,7,6,110,153,147,10.680301591339035,xi_mp_ge_10
drop_fiscal__expectativas__eua__imoveis,full,8,3,6,110,153,147,8.074061517172503,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,8,4,6,110,153,147,7.748656432679471,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,8,5,6,110,153,147,8.580848153834127,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,8,6,6,110,153,147,8.591195895360725,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,8,7,6,110,153,147,8.5078612249888,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,full,8,8,6,110,153,147,11.094244696975572,xi_mp_ge_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,5,3,6,110,84,78,4.712546037597989,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,5,4,6,110,84,78,5.3469932645040545,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,5,5,6,110,84,78,5.795050369882424,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,6,3,6,110,84,78,5.714001288705027,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,6,4,6,110,84,78,6.752864793137532,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,6,5,6,110,84,78,6.778457752315694,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,6,6,6,110,84,78,7.222816864223339,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,7,3,6,110,84,78,5.688701280228957,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,7,4,6,110,84,78,8.180406706058065,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,7,5,6,110,84,78,7.383871890578413,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,7,6,6,110,84,78,7.781782138240436,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,7,7,6,110,84,78,8.429052554128377,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,8,3,6,110,84,78,3.216597728330196,xi_mp_le_3.84
drop_fiscal__expectativas__eua__imoveis,pre_covid,8,4,6,110,84,78,5.857732465244584,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,8,5,6,110,84,78,6.706730077088483,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,8,6,6,110,84,78,5.440495383270025,xi_mp_3.84_10
drop_fiscal__expectativas__eua__imoveis,pre_covid,8,7,6,110,84,78,5.305466312168813,xi_mp_3.84_10
