variante,var,bloco,h,point,lo68,hi68,lo90,hi90,sig68,sig90
prod,asset_ibov,acoes,21,0.06888603024773442,-1.1340785905431905,3.0783077283539604,-2.4062443868861427,4.838433561461742,FALSE,FALSE
prod,asset_ibov,acoes,22,-0.12248979565492857,-1.1810935435410739,2.9647026992637646,-2.520474871993005,4.749853586044259,FALSE,FALSE
prod,asset_ibov,acoes,23,-0.28474198890793284,-1.2714879279339637,2.8516875152219168,-2.6187731476222234,4.666780753223155,FALSE,FALSE
prod,asset_ibov,acoes,24,-0.468857162752199,-1.4011930450015018,2.7287531935296547,-2.6696886139035585,4.58402316683755,FALSE,FALSE
prod,asset_ibov,acoes,25,-0.6465204115991824,-1.574704925462705,2.6500502525643794,-2.782834883356573,4.546610639005898,FALSE,FALSE
prod,asset_ibov,acoes,26,-0.8190856195003737,-1.71614375117053,2.5051515607301926,-2.881085612409981,4.540241677725742,FALSE,FALSE
prod,asset_ibov,acoes,27,-0.9861772991085868,-1.8643885945568863,2.387625268602252,-3.0510350281380845,4.562997273749501,FALSE,FALSE
prod,asset_ibov,acoes,28,-1.14364499433145,-1.9104882335870776,2.2477091194807315,-3.310866229239848,4.464373112427963,FALSE,FALSE
prod,asset_ibov,acoes,29,-1.3017380972025547,-2.040419260254864,2.1191601922749506,-3.411590522172103,4.294091711322786,FALSE,FALSE
prod,asset_ibov,acoes,30,-1.4504090700293704,-2.1245255778312226,2.0183570822255583,-3.587846961613774,4.112452643342351,FALSE,FALSE
prod,asset_ibov,acoes,31,-1.5929269361811345,-2.166271567837468,1.8794333582277565,-3.683700986351362,3.919337846919059,FALSE,FALSE
prod,asset_ibov,acoes,32,-1.7272264093507212,-2.3510515036296447,1.754928092187414,-3.8588818641852987,3.766828314738393,FALSE,FALSE
prod,asset_ibov,acoes,33,-1.8479297533921968,-2.4185022098615168,1.606388578938391,-3.98911648785458,3.579521900840528,FALSE,FALSE
prod,asset_ibov,acoes,34,-1.9603345337779126,-2.4914782550753944,1.531114699055578,-3.9601509353780155,3.4651810424129432,FALSE,FALSE
prod,asset_ibov,acoes,35,-2.0614023248321107,-2.5891445131710844,1.4238621740125625,-4.024979857987068,3.2916380629982043,FALSE,FALSE
prod,asset_ibov,acoes,36,-2.1498469461989,-2.643152325384625,1.2669055335262307,-4.145054750071281,3.071529814657339,FALSE,FALSE
prod,asset_ibov,acoes,37,-2.2267549695088023,-2.7214495867993063,1.1230931906451203,-4.2885946297512705,2.906259255451966,FALSE,FALSE
prod,asset_ibov,acoes,38,-2.2898021171045677,-2.7510327910565935,0.9729496282171209,-4.32144021728421,2.6905370055902247,FALSE,FALSE
prod,asset_ibov,acoes,39,-2.3397518844939302,-2.713402038366521,0.8741893434232219,-4.371117598457957,2.577419036302161,FALSE,FALSE
prod,asset_ibov,acoes,40,-2.376790034374769,-2.7614608547424475,0.7885526572847029,-4.39931708937973,2.58325192749105,FALSE,FALSE
prod,asset_ibov,acoes,41,-2.4004637964928155,-2.7596436428994235,0.7135873219481118,-4.454855366776316,2.5018276695906807,FALSE,FALSE
