variante,var,bloco,h,point,lo68,hi68,lo90,hi90,sig68,sig90
prod,cambio_usd,guarda,43,-0.01136980686438807,-0.06991075653797393,0.051680220065923224,-0.12292493697164997,0.10460637654805237,FALSE,FALSE
prod,cambio_usd,guarda,44,-0.005721965558380857,-0.06510974358028994,0.05534349763654519,-0.11805674138120499,0.11477418517249244,FALSE,FALSE
prod,cambio_usd,guarda,45,-3.8656293440569487e-4,-0.063097206165059,0.05975567630381903,-0.11490629128949863,0.1215685563375417,FALSE,FALSE
prod,cambio_usd,guarda,46,0.004606713716007653,-0.05968469664086667,0.06261881423666842,-0.10687132372056277,0.12966290744826087,FALSE,FALSE
prod,cambio_usd,guarda,47,0.00923441186777661,-0.0570234165575548,0.06782411588701744,-0.09964037041228921,0.130132852430114,FALSE,FALSE
prod,cambio_usd,guarda,48,0.01347668797492672,-0.05289308237921802,0.07486754471291575,-0.09461029452833762,0.13286451364742136,FALSE,FALSE
prod,embi_perc,guarda,0,0.2619516304949796,0.20738258390905595,0.3791278607255302,0.171888205245944,0.47303812715657373,TRUE,TRUE
prod,embi_perc,guarda,1,0.26772274513643296,0.19751731795003605,0.392732045565816,0.14613751632627434,0.4822657513274756,TRUE,TRUE
prod,embi_perc,guarda,2,0.20188871144576653,0.12624369737925192,0.32639430661388547,0.07314919194718157,0.42257108627746376,TRUE,TRUE
prod,embi_perc,guarda,3,0.2810401095784389,0.18004716885712554,0.3942072183231767,0.11829336699889335,0.4891018415541801,TRUE,TRUE
prod,embi_perc,guarda,4,0.26826703094941456,0.14722501890174,0.3621006478136415,0.09231118691678858,0.4636152593201195,TRUE,TRUE
prod,embi_perc,guarda,5,0.2414295935640888,0.12065059220706058,0.3263885413541215,0.05900376530370316,0.4129975816150959,TRUE,TRUE
prod,embi_perc,guarda,6,0.23227674974326332,0.11144156627023552,0.334376849565684,0.054245021302004495,0.41489635799377506,TRUE,TRUE
prod,embi_perc,guarda,7,0.19306723987672622,0.07980358015293593,0.2970239555770707,0.012785551802445347,0.37889834074735235,TRUE,TRUE
prod,embi_perc,guarda,8,0.1614243477287958,0.052600248117700636,0.268083224170681,-0.020841708681726065,0.34739739293579214,TRUE,FALSE
prod,embi_perc,guarda,9,0.13100098387856712,0.028341642654120362,0.24187230433187787,-0.052282698900397946,0.3157101871538539,TRUE,FALSE
prod,embi_perc,guarda,10,0.09982638856789672,0.005609535720894144,0.21517127801165897,-0.0729324730613237,0.2954419795473724,TRUE,FALSE
prod,embi_perc,guarda,11,0.077622595063768507,-0.0072432023140230894,0.20016621116238414,-0.08144617876969674,0.2833976112992641,FALSE,FALSE
prod,embi_perc,guarda,12,0.04411855081358069,-0.0320034211178891,0.1719667041134343,-0.10690003659376697,0.2700584996160458,FALSE,FALSE
prod,embi_perc,guarda,13,0.019375709502546874,-0.04540275539472971,0.15639374805163264,-0.11656342096265075,0.2473380714144281,FALSE,FALSE
prod,embi_perc,guarda,14,5.71468538365793e-4,-0.056612868632910464,0.14458993079604568,-0.12878339129011843,0.23088299070199614,FALSE,FALSE
prod,embi_perc,guarda,15,-0.01809061849833817,-0.07073422106722374,0.13062915084520313,-0.1443192713969018,0.2098371859929883,FALSE,FALSE
prod,embi_perc,guarda,16,-0.031377579754627336,-0.07860868145575041,0.12612408624711047,-0.15623919119106439,0.19898228282327182,FALSE,FALSE
prod,embi_perc,guarda,17,-0.046378787407575395,-0.0917808396414436,0.11135826425716198,-0.1668190726475736,0.18167305672981063,FALSE,FALSE
prod,embi_perc,guarda,18,-0.058898573358142574,-0.1005621919236562,0.09856233246105044,-0.18406702494997723,0.17221391318258678,FALSE,FALSE
prod,embi_perc,guarda,19,-0.06867067900035025,-0.11157527461583927,0.08819064870050342,-0.1946755330835004,0.15907052819804152,FALSE,FALSE
prod,embi_perc,guarda,20,-0.0784891870605714,-0.12169518675404913,0.0760286540490521,-0.2082060623781728,0.14877903393411512,FALSE,FALSE
prod,embi_perc,guarda,21,-0.08573718533001219,-0.1312199808084113,0.0649440226564596,-0.211249416626745,0.13991371414570164,FALSE,FALSE
prod,embi_perc,guarda,22,-0.09241716144337625,-0.13565564778127756,0.05613935812821372,-0.21440950077298065,0.1320689819269358,FALSE,FALSE
prod,embi_perc,guarda,23,-0.09884039187697813,-0.14193342279034687,0.047460876395648555,-0.2244900982963115,0.12552271874800816,FALSE,FALSE
prod,embi_perc,guarda,24,-0.10394178803484037,-0.1486499094419612,0.04060044669911323,-0.22977799583228953,0.11921515799028268,FALSE,FALSE
prod,embi_perc,guarda,25,-0.10814926553459314,-0.15073750053248952,0.03369786293942099,-0.23965220015029737,0.11137744771017505,FALSE,FALSE
prod,embi_perc,guarda,26,-0.11126151665220835,-0.15378684576605745,0.02736662754708947,-0.24887924948992218,0.10587830597622842,FALSE,FALSE
prod,embi_perc,guarda,27,-0.1136298471260427,-0.16016843983547946,0.021386196791330518,-0.2505456922214041,0.09633195871302633,FALSE,FALSE
prod,embi_perc,guarda,28,-0.11525120992037781,-0.16408093805477042,0.016427415463320702,-0.25092600753382155,0.09325579834392964,FALSE,FALSE
prod,embi_perc,guarda,29,-0.11589188368233513,-0.16745392402835918,0.01279998327259404,-0.25288305759058494,0.0858262685403244,FALSE,FALSE
prod,embi_perc,guarda,30,-0.11579817249679769,-0.16971746771807794,0.010059687867199815,-0.250587153555168,0.08225941600418422,FALSE,FALSE
prod,embi_perc,guarda,31,-0.11482563811559841,-0.17470038024778967,0.0077491631469686255,-0.24677002971232628,0.07547139727273365,FALSE,FALSE
prod,embi_perc,guarda,32,-0.11304332745514874,-0.176768514490129,0.00619581010645619,-0.2477879404224886,0.06818097170993992,FALSE,FALSE
prod,embi_perc,guarda,33,-0.11061237808602291,-0.17142993372261392,0.005883721345060823,-0.24367430216990607,0.0640551060612235,FALSE,FALSE
prod,embi_perc,guarda,34,-0.10749579132415175,-0.16752273520858593,0.004748203841213855,-0.24782880224732848,0.06090520748716021,FALSE,FALSE
prod,embi_perc,guarda,35,-0.10378457243478396,-0.16737722838027191,0.0023229564727384787,-0.25327399170190557,0.05677880227903049,FALSE,FALSE
prod,embi_perc,guarda,36,-0.09950908814887592,-0.1653555372441017,0.0022384675312995075,-0.2518522624251843,0.055765390992604025,FALSE,FALSE
prod,embi_perc,guarda,37,-0.09472893467169939,-0.15995135663274174,0.004537176656836791,-0.24075761910183283,0.05199281916546938,FALSE,FALSE
prod,embi_perc,guarda,38,-0.08955740147287151,-0.15900086900881796,0.008797526462207106,-0.24024918249715774,0.052660328051417724,FALSE,FALSE
prod,embi_perc,guarda,39,-0.08403508157124807,-0.1568501357063859,0.010074179602592237,-0.24172613622051123,0.054683428843758604,FALSE,FALSE
prod,embi_perc,guarda,40,-0.07823262018370535,-0.14907694946712338,0.012577111625604213,-0.23470158967375204,0.05751358743569533,FALSE,FALSE
prod,embi_perc,guarda,41,-0.0722192127744298,-0.14324234483589693,0.01414593430019092,-0.22956518755484326,0.05732411645145073,FALSE,FALSE
prod,embi_perc,guarda,42,-0.0660505366034439,-0.13526261712876506,0.017712559819584982,-0.22710061005629203,0.06372793110581217,FALSE,FALSE
prod,embi_perc,guarda,43,-0.05979696737305765,-0.1323597514291437,0.021359416096742034,-0.22363798407005242,0.07445135029310615,FALSE,FALSE
prod,embi_perc,guarda,44,-0.053515971035472766,-0.12781664902091208,0.02643623389742741,-0.21689024414063718,0.0817232849893072,FALSE,FALSE
prod,embi_perc,guarda,45,-0.047264609612314504,-0.1267048129979171,0.029201119096854106,-0.2103148641683029,0.08807858545419509,FALSE,FALSE
prod,embi_perc,guarda,46,-0.04109311463865502,-0.12044871540864518,0.03247739618893379,-0.20572916948400014,0.0926245538184547,FALSE,FALSE
prod,embi_perc,guarda,47,-0.03504473901856036,-0.11722263080229388,0.03619892955540434,-0.2007366656997098,0.0973423678557703,FALSE,FALSE
prod,embi_perc,guarda,48,-0.02916638838480456,-0.11163860239110393,0.04256547116231996,-0.19662119928731753,0.10464853932787858,FALSE,FALSE
prod,cds_5y,guarda,0,32.54172927117079,26.317466095250268,44.35311451754026,22.153108988689983,53.84105637785394,TRUE,TRUE
prod,cds_5y,guarda,1,34.3547241084339,25.497151873503892,48.22685182822582,20.307568002816765,57.72360419200568,TRUE,TRUE
prod,cds_5y,guarda,2,28.393580508378534,18.76631353548453,41.66220498817093,12.703975070746553,52.260818329634205,TRUE,TRUE
prod,cds_5y,guarda,3,36.79555882248746,24.240838344885585,48.95634911610561,17.258796079625732,59.49394219905537,TRUE,TRUE
prod,cds_5y,guarda,4,34.643073223218536,20.44722874520724,44.451602906412035,13.811622325486734,55.067422502507306,TRUE,TRUE
prod,cds_5y,guarda,5,30.813699897992475,16.648356039108517,40.1683667134574,8.239375058353321,49.52741287304384,TRUE,TRUE
prod,cds_5y,guarda,6,29.828585482433695,16.0579948139913,40.60972281831072,8.043209631832458,50.83459306138589,TRUE,TRUE
prod,cds_5y,guarda,7,25.013963118952113,11.962628398091587,36.829206886126805,3.7483609526379205,45.81569652008315,TRUE,TRUE
prod,cds_5y,guarda,8,21.040591627906693,8.35880724950462,33.68276701402318,-1.1684205213535725,42.73532047750035,TRUE,FALSE
prod,cds_5y,guarda,9,17.53737317954683,5.886478126728277,30.68830475611448,-3.724898125560755,40.27543790937686,TRUE,FALSE
prod,cds_5y,guarda,10,13.633033356868363,3.010433307362913,27.784966324672013,-5.162060792887558,38.00993325949091,TRUE,FALSE
prod,cds_5y,guarda,11,10.76035724837783,1.0718781368096195,25.58472782507776,-7.013327833651427,36.21842376679762,TRUE,FALSE
prod,cds_5y,guarda,12,6.796056868487718,-1.6892898137114933,23.02772185187435,-9.991616222088695,33.82839789544449,FALSE,FALSE
prod,cds_5y,guarda,13,3.6038222752157334,-3.9325356020730977,20.836874004084333,-11.835968503779487,31.622746823889848,FALSE,FALSE
prod,cds_5y,guarda,14,1.1988178554738331,-5.496453340142189,19.351735065823714,-13.299728404445704,28.94092104956636,FALSE,FALSE
prod,cds_5y,guarda,15,-1.1243255711680402,-6.896615050137556,17.991404818501355,-15.234119897626691,26.829318580383077,FALSE,FALSE
prod,cds_5y,guarda,16,-2.9104264508141635,-8.208230043390511,17.016185907073698,-17.32206357593369,25.63691083258395,FALSE,FALSE
prod,cds_5y,guarda,17,-4.838301883861227,-9.560337884891679,15.408450034363572,-19.062273838351803,23.879841005910258,FALSE,FALSE
prod,cds_5y,guarda,18,-6.483930353784658,-10.979713809849892,13.59504798120758,-20.27696777970624,22.620754884905296,FALSE,FALSE
prod,cds_5y,guarda,19,-7.843254086771083,-12.376083042043028,12.495507034569641,-22.35320491278311,20.902957468289895,FALSE,FALSE
prod,cds_5y,guarda,20,-9.182144721970369,-13.764538867617546,11.038144567269233,-23.80806880960862,19.216680698202914,FALSE,FALSE
prod,cds_5y,guarda,21,-10.221852709556307,-14.587985501748253,9.475219605927057,-24.632136261308872,18.56021510523531,FALSE,FALSE
prod,cds_5y,guarda,22,-11.195233270646447,-15.556446997305144,8.825298933061706,-26.144619949237523,17.69639369898138,FALSE,FALSE
prod,cds_5y,guarda,23,-12.141449993452396,-16.199132278644495,7.608989729716298,-27.199975603562507,16.591285874474792,FALSE,FALSE
prod,cds_5y,guarda,24,-12.92804322059159,-17.20594947729505,6.30902554751725,-28.128468696641217,16.014477637554872,FALSE,FALSE
prod,cds_5y,guarda,25,-13.60757080490322,-18.165307628189556,5.499960975762023,-28.92768298078154,15.238199897506227,FALSE,FALSE
prod,cds_5y,guarda,26,-14.157293832526717,-18.425707576100265,4.431368521360057,-29.810842146307284,13.841126582546845,FALSE,FALSE
prod,cds_5y,guarda,27,-14.606786555791164,-19.08708903895296,3.852258153489194,-30.956561852399098,13.619946402932893,FALSE,FALSE
prod,cds_5y,guarda,28,-14.962557072424838,-19.770396932151147,3.000881822000543,-30.91957647486234,12.382909535453187,FALSE,FALSE
prod,cds_5y,guarda,29,-15.196803557036981,-20.407750460337343,2.258806536530379,-30.733008503066166,11.414040523729367,FALSE,FALSE
prod,cds_5y,guarda,30,-15.331360327376533,-20.991583935045888,1.8210919984577087,-30.45746513893725,10.851506393458298,FALSE,FALSE
prod,cds_5y,guarda,31,-15.352505125098348,-21.073287471920718,1.3932047574229816,-30.597342826455762,9.854720448785006,FALSE,FALSE
prod,cds_5y,guarda,32,-15.265239556261104,-21.18793060040187,0.9722374714589108,-31.02182443788585,8.815368159407857,FALSE,FALSE
prod,cds_5y,guarda,33,-15.086780240300143,-20.55018837453786,0.738356832998289,-31.732255490616197,8.390002564314733,FALSE,FALSE
prod,cds_5y,guarda,34,-14.814210083670014,-20.589012797604976,0.7455083806081166,-32.29220983104617,7.906303612478774,FALSE,FALSE
prod,cds_5y,guarda,35,-14.456527073808163,-20.362496748721863,0.513701024478919,-31.569445725872683,8.041668549379258,FALSE,FALSE
prod,cds_5y,guarda,36,-14.017131326220303,-20.010088148811167,0.4659543066911368,-31.343090500673213,7.2991512856618606,FALSE,FALSE
prod,cds_5y,guarda,37,-13.503134748703559,-19.794211778555752,0.4715594729606625,-31.58851643076321,6.783942536128233,FALSE,FALSE
prod,cds_5y,guarda,38,-12.92753815954789,-19.53143911642917,0.6150669073530894,-30.640225732673958,6.770174749230128,FALSE,FALSE
prod,cds_5y,guarda,39,-12.295593629277176,-19.130452005946644,0.8842511897223136,-30.4044329839179,6.714726526901704,FALSE,FALSE
prod,cds_5y,guarda,40,-11.615925288638614,-18.45875735817016,1.120138793887375,-30.30839692844701,6.919977728640724,FALSE,FALSE
prod,cds_5y,guarda,41,-10.897212032656284,-17.784003034151148,1.4898535853736548,-30.168087224867577,7.115354521265378,FALSE,FALSE
prod,cds_5y,guarda,42,-10.146485279511053,-17.474764398772326,1.9412165555602245,-29.515089205055492,7.559289528130825,FALSE,FALSE
prod,cds_5y,guarda,43,-9.372675677970962,-17.13515845479969,2.2228379907814646,-29.045977293521936,8.795499667801966,FALSE,FALSE
prod,cds_5y,guarda,44,-8.583467527309235,-16.747511913778947,2.5990694013841664,-28.297097924877328,9.281507981024587,FALSE,FALSE
prod,cds_5y,guarda,45,-7.786336886778733,-16.246946653127036,2.999837601904506,-27.91300619164613,9.92076168338787,FALSE,FALSE
prod,cds_5y,guarda,46,-6.9881447124478155,-15.353265940811006,3.7920971408684987,-27.035222275096032,10.674402809398325,FALSE,FALSE
prod,cds_5y,guarda,47,-6.194986875504628,-14.85510436636775,4.18896110274307,-26.549972831961853,11.060410383400423,FALSE,FALSE
prod,cds_5y,guarda,48,-5.413315597964881,-14.294182619286547,4.702029427182004,-25.894128716876136,11.60786250037815,FALSE,FALSE
prod,price_ipca,guarda,0,-0.06179038088150227,-0.18310810313175213,0.04684225096364757,-0.27581056063088066,0.11697805309334365,FALSE,FALSE
prod,price_ipca,guarda,1,-0.014931564576085327,-0.1573301186079737,0.059355138728210605,-0.23166049868011535,0.1268089193249672,FALSE,FALSE
prod,price_ipca,guarda,2,-0.024188880149557744,-0.1636978713693425,0.05993779859214403,-0.24585143560174352,0.14366131600384444,FALSE,FALSE
prod,price_ipca,guarda,3,0.009289454938586673,-0.1336958153683841,0.12078218721097449,-0.22489822337318516,0.20357166843139943,FALSE,FALSE
prod,price_ipca,guarda,4,0.04962978355549748,-0.0766474912614446,0.18113017116113134,-0.14585441164460913,0.2671863309269609,FALSE,FALSE
prod,price_ipca,guarda,5,0.1092362474950771,-0.023157292256636413,0.22741930647264186,-0.11160596273018153,0.31983824111356773,FALSE,FALSE
prod,price_ipca,guarda,6,0.08857198391334935,-0.04580216001458213,0.21768089415241332,-0.1256815351929615,0.3066531802762069,FALSE,FALSE
prod,price_ipca,guarda,7,0.11440717308668533,-0.019268044749698496,0.2471869498618356,-0.08735755855357544,0.36209658868218664,FALSE,FALSE
prod,price_ipca,guarda,8,0.11453067993087405,-0.0181758430985663,0.2533729679615548,-0.11000411381496492,0.3762998189797683,FALSE,FALSE
prod,price_ipca,guarda,9,0.07475128870725074,-0.04012628777255141,0.2283409169510029,-0.12618649861517867,0.34543984914110865,FALSE,FALSE
prod,price_ipca,guarda,10,0.07771412205290462,-0.03936325877787414,0.24042379331920358,-0.12449883633712151,0.35720880081191164,FALSE,FALSE
prod,price_ipca,guarda,11,0.057860608460179395,-0.0522184712620475,0.22015345584308568,-0.1437083961934837,0.34181307807706407,FALSE,FALSE
prod,price_ipca,guarda,12,0.03091073030108685,-0.07356425062694989,0.20003982470994658,-0.15854196646738825,0.34362251780079145,FALSE,FALSE
prod,price_ipca,guarda,13,0.02590662218680704,-0.07753444908195324,0.2072954183912052,-0.1580698095820981,0.33635098620652265,FALSE,FALSE
prod,price_ipca,guarda,14,-0.0016820737420464916,-0.09431563726593617,0.1900843710892821,-0.180281844717422,0.3247933088279768,FALSE,FALSE
prod,price_ipca,guarda,15,-0.02582768664704753,-0.10591108816475182,0.1700980714415769,-0.20493928430389385,0.3185020098337048,FALSE,FALSE
prod,price_ipca,guarda,16,-0.04467746040770043,-0.11897162279588938,0.15952909067056273,-0.21699974072298137,0.30776445717080014,FALSE,FALSE
prod,price_ipca,guarda,17,-0.0681463817702735,-0.13432156506128848,0.147715789633034,-0.235393749808057,0.29232310315107213,FALSE,FALSE
prod,price_ipca,guarda,18,-0.08706079543564768,-0.15050428700121615,0.13395035301899755,-0.25170729959471444,0.27454205998493564,FALSE,FALSE
prod,price_ipca,guarda,19,-0.10425000179596815,-0.16080661651522812,0.12124006088233798,-0.2655525167046239,0.26114114267092725,FALSE,FALSE
prod,price_ipca,guarda,20,-0.120594367040152,-0.1710513535894153,0.10959229464125522,-0.28316577168287344,0.25745561787782567,FALSE,FALSE
prod,price_ipca,guarda,21,-0.13520142993109974,-0.1842617813275078,0.09547315082578417,-0.2925842780369007,0.24290802527527425,FALSE,FALSE
prod,price_ipca,guarda,22,-0.14836410394061947,-0.19634856652036223,0.08679764072850457,-0.30418337829635683,0.23061704924034335,FALSE,FALSE
prod,price_ipca,guarda,23,-0.1590822254076416,-0.20356839927264606,0.07442305354680961,-0.31531835663280045,0.221589135541671,FALSE,FALSE
prod,price_ipca,guarda,24,-0.16917543951757927,-0.20973481369415672,0.06473385240836893,-0.3240218961063069,0.20970317674402994,FALSE,FALSE
prod,price_ipca,guarda,25,-0.17758115594448456,-0.21323851962187712,0.057986252124646226,-0.3325443369338165,0.19407172399802258,FALSE,FALSE
prod,price_ipca,guarda,26,-0.1844075675301506,-0.2187494570646698,0.051249761387902305,-0.3401387184493029,0.1801742037516373,FALSE,FALSE
prod,price_ipca,guarda,27,-0.1904418968081674,-0.2212474668043709,0.04366688316511973,-0.34324597766750065,0.17238292471435557,FALSE,FALSE
prod,price_ipca,guarda,28,-0.19468895942019349,-0.22755853104867252,0.03415322238293453,-0.351566925866483,0.1624252279152542,FALSE,FALSE
prod,price_ipca,guarda,29,-0.19772729601438296,-0.22655877512595127,0.028276280259830464,-0.35092635622506363,0.15185376881645765,FALSE,FALSE
prod,price_ipca,guarda,30,-0.1997591321246318,-0.22958169697697456,0.02499781423904058,-0.35356649037582183,0.14449954269751364,FALSE,FALSE
prod,price_ipca,guarda,31,-0.20041485382530866,-0.22726101544207672,0.02235615736894543,-0.35942207420632605,0.14050040224061563,FALSE,FALSE
prod,price_ipca,guarda,32,-0.20010226364332678,-0.22543567551335136,0.016958412723602826,-0.3587579768028221,0.13137703313679608,FALSE,FALSE
prod,price_ipca,guarda,33,-0.19872732439574964,-0.22417666080237517,0.01307707969445334,-0.36663084130773094,0.13414070625274493,FALSE,FALSE
prod,price_ipca,guarda,34,-0.19627371274025435,-0.21883030807070888,0.01421014959639281,-0.3625632388368709,0.12481650938534201,FALSE,FALSE
prod,price_ipca,guarda,35,-0.19291884454738806,-0.21906392362411703,0.014667328170354392,-0.35930491273001053,0.11547375288048974,FALSE,FALSE
prod,price_ipca,guarda,36,-0.18866094956089766,-0.21312423880985162,0.012182612567687845,-0.35777123572860636,0.10960047929672634,FALSE,FALSE
prod,price_ipca,guarda,37,-0.18358379148359244,-0.210400873690827,0.014396840090867401,-0.34686755571460737,0.09917461297374432,FALSE,FALSE
prod,price_ipca,guarda,38,-0.1777429287471612,-0.21136700173782208,0.017389131630981873,-0.34783327409332676,0.10422779552628876,FALSE,FALSE
prod,price_ipca,guarda,39,-0.17120702740139923,-0.21217303715706948,0.02036057104900955,-0.34718783107675505,0.10333382832219618,FALSE,FALSE
prod,price_ipca,guarda,40,-0.1640657548895216,-0.20760478814238797,0.020406760654370727,-0.3431878518346266,0.10509711272191706,FALSE,FALSE
prod,price_ipca,guarda,41,-0.15637600594550308,-0.20110143917681902,0.02283004879279882,-0.34307118481887894,0.10998386286673516,FALSE,FALSE
prod,price_ipca,guarda,42,-0.14823558360719147,-0.1933582912490039,0.026535579266256545,-0.3393465328354022,0.11796026159110247,FALSE,FALSE
prod,price_ipca,guarda,43,-0.1397144602360205,-0.18754255766267566,0.028075520131836843,-0.3312958530817024,0.11786426261958267,FALSE,FALSE
prod,price_ipca,guarda,44,-0.1308804547874145,-0.18310710630086288,0.0301584423022554,-0.3215283242994411,0.12346213586852482,FALSE,FALSE
prod,price_ipca,guarda,45,-0.12182172387925695,-0.17671062910039415,0.03419399880886367,-0.3238694612605321,0.12450335902011993,FALSE,FALSE
prod,price_ipca,guarda,46,-0.1126047408441162,-0.17372937713940392,0.039951658738006504,-0.3136744240174487,0.12565806750261668,FALSE,FALSE
prod,price_ipca,guarda,47,-0.10330345344996365,-0.16627210637589285,0.043445295949925467,-0.3108775300576795,0.13315433383611838,FALSE,FALSE
prod,price_ipca,guarda,48,-0.0939896166896442,-0.1601114084895947,0.04851168668861113,-0.3026434709681406,0.13834326469150848,FALSE,FALSE
prod,ibc_br,guarda,0,-0.46051125274736565,-0.9272418074836316,-0.2064640924366709,-1.2514491180037752,-0.019419152051555096,TRUE,TRUE
prod,ibc_br,guarda,1,-0.09499776953275837,-0.7872279340782221,0.09499111967942617,-1.223120948406734,0.35838077365418913,FALSE,FALSE
prod,ibc_br,guarda,2,0.24224482864673205,-0.4617374816185522,0.41538739343953524,-0.9443603711987913,0.6979217844888101,FALSE,FALSE
prod,ibc_br,guarda,3,0.014517557722484207,-0.6515143971460056,0.28790355455690636,-1.2299108962478886,0.5929362137167173,FALSE,FALSE
prod,ibc_br,guarda,4,-0.11432883993971381,-0.6451781326223395,0.2363274116655657,-1.120383561476694,0.5139974717238147,FALSE,FALSE
prod,ibc_br,guarda,5,-0.2505100769628323,-0.7257761235783234,0.18266700111590228,-1.1005347350155334,0.49282070888461593,FALSE,FALSE
prod,ibc_br,guarda,6,-0.2467635315880329,-0.7091454947710204,0.21738208306428383,-1.0615413853343216,0.5523331897246477,FALSE,FALSE
prod,ibc_br,guarda,7,-0.17196178623447061,-0.5645649081814053,0.35509635936891254,-0.9344382916578815,0.6705918229389743,FALSE,FALSE
prod,ibc_br,guarda,8,-0.15961776193938665,-0.5110355843403578,0.39091594832762167,-0.8787669370150759,0.7185861094862692,FALSE,FALSE
prod,ibc_br,guarda,9,-0.0826397116954831,-0.4257211566628355,0.48290231851626214,-0.7744723088094452,0.7971732242528632,FALSE,FALSE
prod,ibc_br,guarda,10,-0.050283928723455606,-0.3544713192494076,0.5052291275559008,-0.6894020752483675,0.8340713668308122,FALSE,FALSE
prod,ibc_br,guarda,11,-0.061835266778056966,-0.3599801901433859,0.49741212442605,-0.7096357434745402,0.8026782890838124,FALSE,FALSE
prod,ibc_br,guarda,12,-0.021616330529504374,-0.3336950287866106,0.5126927328091049,-0.6670596354693197,0.8310394513210007,FALSE,FALSE
prod,ibc_br,guarda,13,0.020839485593388597,-0.2726790350283937,0.5355034605173539,-0.5683118687182346,0.8435236792213048,FALSE,FALSE
prod,ibc_br,guarda,14,0.01962202971288044,-0.2811251854928325,0.5149653334855745,-0.5623891691459013,0.8227221244741671,FALSE,FALSE
prod,ibc_br,guarda,15,0.011886411272040178,-0.2765352205589865,0.49821073320193204,-0.568773635663645,0.8106429452594506,FALSE,FALSE
prod,ibc_br,guarda,16,-1.0819323713281471e-4,-0.3044579851635795,0.4694879475594629,-0.5819125222503991,0.77842921165078,FALSE,FALSE
prod,ibc_br,guarda,17,-0.02130941221718022,-0.31859048002194496,0.45121535350650976,-0.5805733894060572,0.7527294231483601,FALSE,FALSE
prod,ibc_br,guarda,18,-0.04367393064033629,-0.3492863068903085,0.42360607444654985,-0.583024481617024,0.7438030463348223,FALSE,FALSE
prod,ibc_br,guarda,19,-0.06233786167207825,-0.35502383436670737,0.4004158741809379,-0.5819183216504995,0.703224844121041,FALSE,FALSE
prod,ibc_br,guarda,20,-0.08411290070179221,-0.3742434834422283,0.3725097438841866,-0.6402164143625335,0.6739072591579207,FALSE,FALSE
prod,ibc_br,guarda,21,-0.10833636346552111,-0.37935311488117657,0.3392340606696038,-0.6910299660050486,0.6361148564915511,FALSE,FALSE
prod,ibc_br,guarda,22,-0.13058547579288937,-0.40530008400513445,0.3108661526892856,-0.729182430208548,0.6103512341815956,FALSE,FALSE
prod,ibc_br,guarda,23,-0.15254810015091738,-0.415554926682423,0.2910194202446502,-0.7513144919423766,0.5600029311694555,FALSE,FALSE
prod,ibc_br,guarda,24,-0.17320680602708197,-0.4259408081584564,0.2692166462838896,-0.7642903476373293,0.5313661905201031,FALSE,FALSE
prod,ibc_br,guarda,25,-0.19323949739631335,-0.4357348913053157,0.24974568387596574,-0.7761218015304294,0.5045615736756817,FALSE,FALSE
prod,ibc_br,guarda,26,-0.2139409509193527,-0.45464736102958614,0.22379869881196757,-0.7822205056483061,0.46734588285664136,FALSE,FALSE
prod,ibc_br,guarda,27,-0.23277511030141654,-0.47899543319270876,0.20352464076942794,-0.7653542162206644,0.43280730109934706,FALSE,FALSE
prod,ibc_br,guarda,28,-0.2499226185845501,-0.4937914506799402,0.17689889422447685,-0.7804125397421986,0.39844500024908464,FALSE,FALSE
prod,ibc_br,guarda,29,-0.26618816876585344,-0.5028733121162297,0.14977247073524752,-0.7834361609202548,0.38064548216726507,FALSE,FALSE
prod,ibc_br,guarda,30,-0.2807459275357566,-0.5101845127851141,0.14262413967245618,-0.7755040291774304,0.3475591129429346,FALSE,FALSE
prod,ibc_br,guarda,31,-0.2937331528058477,-0.5080899070582425,0.12474035650506446,-0.7783383273224944,0.33768540425093746,FALSE,FALSE
prod,ibc_br,guarda,32,-0.30540938597896355,-0.5018921162946125,0.10155687992682627,-0.7814217384222965,0.31671670756415865,FALSE,FALSE
prod,ibc_br,guarda,33,-0.3153180645233257,-0.500293723389429,0.09762343482098598,-0.7853099112728124,0.295624752188471,FALSE,FALSE
prod,ibc_br,guarda,34,-0.3232131173108525,-0.49437030310199953,0.09267048225691109,-0.777701765019525,0.2959802006956133,FALSE,FALSE
prod,ibc_br,guarda,35,-0.3292162403293253,-0.4881036846899428,0.08414319163530042,-0.7758614934556477,0.26639445405493256,FALSE,FALSE
prod,ibc_br,guarda,36,-0.3333974743790869,-0.49547914461290415,0.07516748524187562,-0.7488489642425032,0.25576601027263984,FALSE,FALSE
prod,ibc_br,guarda,37,-0.3356283355962369,-0.49302310356518214,0.06912012681621675,-0.7443866623099491,0.2501159082600236,FALSE,FALSE
prod,ibc_br,guarda,38,-0.33589760018586207,-0.4893810941804733,0.06125112656444204,-0.7607864817324798,0.23740224480344463,FALSE,FALSE
prod,ibc_br,guarda,39,-0.3342550807482985,-0.48947278855333964,0.05495530443638538,-0.783160699442243,0.2383471822663451,FALSE,FALSE
prod,ibc_br,guarda,40,-0.33071836059803494,-0.4849437383668054,0.05536233727579992,-0.7748548036012578,0.22976891093075774,FALSE,FALSE
prod,ibc_br,guarda,41,-0.32538502199149044,-0.47533674121235603,0.05171119294695995,-0.7648664938290286,0.23287104578342868,FALSE,FALSE
