ref.date,workbook_primary,sgs_4649,difference
2021-08-01,-16728.596730970003,-16728.6,0.003269029995863093
2021-09-01,-12933.468056090049,-12933.47,0.0019439099505689228
2021-10-01,-35399.35725821004,-35399.36,0.0027417899618740194
2021-11-01,-15034.077799060027,-15034.08,0.002200939972681226
2021-12-01,-123.1864958600174,-123.19,0.0035041399825956887
2022-01-01,-101833.1169244,-101833.12,0.0030755999905522913
2022-02-01,-3470.8959434100175,-3470.9,0.004056589982610603
2022-03-01,-4312.249349129968,-4312.25,6.508700316771865e-4
2022-04-01,-38876.44957619999,-38876.45,4.2380000377306715e-4
2022-05-01,32992.58385239,32992.58,0.0038523900002473965
2022-06-01,-14394.622091439987,-14394.62,-0.0020914399865432642
2022-07-01,-20440.475316029962,-20440.48,0.004683970037149265
2022-08-01,30279.166947980004,30279.17,-0.0030520199943566695
2022-09-01,-10745.798937399994,-10745.8,0.0010626000057527563
2022-10-01,-27094.618724960008,-27094.62,0.001275039991014637
2022-11-01,20089.18844996999,20089.19,-0.0015500300069106743
2022-12-01,11813.385988669997,11813.39,-0.004011330001958413
2023-01-01,-99012.69732306998,-99012.7,0.0026769300166051835
2023-02-01,26453.03153557999,26453.03,0.001535579991468694
2023-03-01,14182.482536989988,14182.48,0.002536989988584537
2023-04-01,-20324.490198200005,-20324.49,-1.982000030693598e-4
2023-05-01,50172.271320249994,50172.27,0.001320249997661449
2023-06-01,48898.59447885001,48898.59,0.004478850016312208
2023-07-01,35809.35643112003,35809.36,-0.0035688799689523876
2023-08-01,22830.08256484999,22830.08,0.0025648499868111685
2023-09-01,18071.047437280118,18071.05,-0.002562719881098019
2023-10-01,-14798.482795850003,-14798.47,-0.012795850003385567
2023-11-01,37269.73982315003,37269.73,0.009823150023294147
2023-12-01,129572.79360563999,129572.8,-0.006394360010745004
2024-01-01,-102146.34826007002,-102146.35,0.0017399299831595272
2024-02-01,48691.768569129985,48691.77,-0.0014308700119727291
2024-03-01,-1177.0015852500073,-1177,-0.0015852500073378906
2024-04-01,-6688.169854049999,-6688.17,1.459500008422765e-4
2024-05-01,63894.97526011,63894.98,-0.0047398900060215965
2024-06-01,40873.26213329001,40873.26,0.0021332900068955496
2024-07-01,21348.320522429993,21348.32,5.22429992997786e-4
2024-08-01,21425.036893339995,21425.04,-0.003106660005869344
2024-09-01,7339.5282172700145,7339.53,-0.0017827299852797296
2024-10-01,-36882.94341256999,-36882.94,-0.003412569989450276
2024-11-01,6619.600091539999,6619.6,9.153999872069107e-5
2024-12-01,-15745.164734209977,-15745.16,-0.0047342099769593915
2025-01-01,-104095.54676836001,-104095.55,0.003231639988371171
2025-02-01,18973.29487963997,18973.29,0.004879639967839466
2025-03-01,-3588.20453507,-3588.2,-0.004535070000201813
2025-04-01,-14149.737021039984,-14149.74,0.0029789600157528184
2025-05-01,33739.55842040001,33739.56,-0.0015795999861438759
2025-06-01,47091.18464230001,47091.18,0.00464230000943644
2025-07-01,66566.27892633998,66566.28,-0.0010736600233940408
2025-08-01,17254.833952420002,17254.83,0.003952420000132406
2025-09-01,17452.31290783999,17452.31,0.002907839989347849
