sample,r,q,p,variable,h,point,lo68,hi68,lo90,hi90,sig68,sig90
pre_covid,7,7,6,yield_6m,0,0.005,0.005,0.005,0.005,0.005,TRUE,TRUE
pre_covid,7,7,6,yield_6m,1,0.0041866609902471005,0.0013084142541548627,0.006100473860651035,-0.0029061405758419086,0.00880415310290605,TRUE,FALSE
pre_covid,7,7,6,yield_6m,2,0.005220402847480839,0.0019559517776991295,0.00729462760532062,-0.002208083517068954,0.010406517505230061,TRUE,FALSE
pre_covid,7,7,6,yield_6m,3,0.006861084020002457,0.002054625881522309,0.00906585780644226,-0.0030497434105106447,0.013469011241231071,TRUE,FALSE
pre_covid,7,7,6,yield_6m,4,0.00581088023650042,4.157035040764746e-4,0.0086044466970258,-0.005619684419027136,0.01387825676342316,TRUE,FALSE
pre_covid,7,7,6,yield_6m,5,0.005535223716539196,-4.4799303523942514e-5,0.009248773146046878,-0.006928398717463469,0.01500929784864842,FALSE,FALSE
pre_covid,7,7,6,yield_6m,6,0.005751086175296267,-8.058154336087459e-4,0.009603680613287669,-0.007798032177512439,0.016694715916522402,FALSE,FALSE
pre_covid,7,7,6,yield_6m,7,0.005440083233604537,-0.0015418873689368902,0.010185583061767207,-0.0092680179677029,0.017910998822880882,FALSE,FALSE
pre_covid,7,7,6,yield_6m,8,0.005285417774059477,-0.0025850341019419193,0.010415345548244569,-0.009899652493697605,0.01851435547205381,FALSE,FALSE
pre_covid,7,7,6,yield_6m,9,0.005180578453701076,-0.003369774310804256,0.010873027436034252,-0.010866719796692091,0.019745582886074992,FALSE,FALSE
pre_covid,7,7,6,yield_6m,10,0.005240082250921167,-0.00376397861930781,0.011385633426096926,-0.012580394252542444,0.02218133436407885,FALSE,FALSE
pre_covid,7,7,6,yield_6m,11,0.004934795221767655,-0.004675465773878905,0.011413615353589587,-0.013195321777062482,0.023779037709919477,FALSE,FALSE
pre_covid,7,7,6,yield_6m,12,0.00456135692812419,-0.005263168087331843,0.011818025491537015,-0.012923414653002802,0.026633628979092095,FALSE,FALSE
pre_covid,7,7,6,yield_6m,13,0.004080851131910458,-0.005964854414311357,0.012362304422578744,-0.014915345004563457,0.027834024519285447,FALSE,FALSE
pre_covid,7,7,6,yield_6m,14,0.0032507263638433355,-0.006306173981641858,0.012241873284788386,-0.017183869264806535,0.02709592167402143,FALSE,FALSE
pre_covid,7,7,6,yield_6m,15,0.0027836755604785414,-0.007319239152564219,0.012395137200461157,-0.01838566601838793,0.027513122830616972,FALSE,FALSE
pre_covid,7,7,6,yield_6m,16,0.0021461905382317596,-0.00835393625608158,0.01224193647962964,-0.018958832150017545,0.028386727105171032,FALSE,FALSE
pre_covid,7,7,6,yield_6m,17,0.0014172242870308092,-0.00878648257677619,0.012193994922569883,-0.019429589337725667,0.0293844178295286,FALSE,FALSE
pre_covid,7,7,6,yield_6m,18,9.750204376760763e-4,-0.009156951097111595,0.012021913082916781,-0.0216553242970055,0.02961865031326016,FALSE,FALSE
pre_covid,7,7,6,yield_6m,19,3.210292032467954e-4,-0.009903650903957242,0.011621266524957239,-0.023221672037218376,0.030947695573449053,FALSE,FALSE
pre_covid,7,7,6,yield_6m,20,-1.4244759538022518e-4,-0.010562687353456633,0.011714250898792265,-0.0240290726733869,0.032392864652368215,FALSE,FALSE
pre_covid,7,7,6,yield_6m,21,-5.270348255531069e-4,-0.011082290137188578,0.011573525991107243,-0.026643472584325402,0.03301060543068004,FALSE,FALSE
pre_covid,7,7,6,yield_6m,22,-0.0010199218532391436,-0.01134721644428754,0.011905652859803217,-0.02627660846035161,0.032555336588865724,FALSE,FALSE
pre_covid,7,7,6,yield_6m,23,-0.0014524287060832888,-0.012523184596781763,0.011573776252696785,-0.028624478346939247,0.03330660442242244,FALSE,FALSE
pre_covid,7,7,6,yield_6m,24,-0.002044806834691244,-0.013335611948764824,0.010755512343574341,-0.02990941314830488,0.033749269684255304,FALSE,FALSE
pre_covid,7,7,6,yield_6m,25,-0.0026788111043003784,-0.014054481314696018,0.01049589095352087,-0.02959542544615456,0.03409210706015752,FALSE,FALSE
pre_covid,7,7,6,yield_6m,26,-0.003315234212498175,-0.014357698876780753,0.01067570153200914,-0.029897139080615576,0.035752530362144166,FALSE,FALSE
pre_covid,7,7,6,yield_6m,27,-0.00405975475269552,-0.01572278312714903,0.010326819343733525,-0.030845031834409342,0.03432101490090409,FALSE,FALSE
pre_covid,7,7,6,yield_6m,28,-0.004761951014611567,-0.016553467150951177,0.009726100042088803,-0.034521242714555346,0.03457384741567979,FALSE,FALSE
pre_covid,7,7,6,yield_6m,29,-0.005444797398248581,-0.016584230096597014,0.009162134143813333,-0.03619896569871968,0.03395657591460888,FALSE,FALSE
pre_covid,7,7,6,yield_6m,30,-0.006110965899811645,-0.017373004381556388,0.008707182300871176,-0.038601004847064205,0.0358982141842852,FALSE,FALSE
pre_covid,7,7,6,yield_6m,31,-0.006663948090456649,-0.018347088745326496,0.00842142327275404,-0.03835232696915704,0.034250343978354275,FALSE,FALSE
pre_covid,7,7,6,yield_6m,32,-0.007150543518987576,-0.018955248763004796,0.007700204477836686,-0.03861969097064,0.034505808217108025,FALSE,FALSE
pre_covid,7,7,6,yield_6m,33,-0.007544792387230233,-0.019960573474473865,0.00800877041605533,-0.03898184292256499,0.03253645891817167,FALSE,FALSE
pre_covid,7,7,6,yield_6m,34,-0.007868106370464967,-0.020296844985287055,0.00708348953443964,-0.03936371449784614,0.033609613496257684,FALSE,FALSE
pre_covid,7,7,6,yield_6m,35,-0.008157251794774943,-0.02061796552766689,0.006749963561070923,-0.0388887909177609,0.033902914037452624,FALSE,FALSE
pre_covid,7,7,6,yield_6m,36,-0.00839062220613175,-0.02130087072516759,0.007091180603937474,-0.04126566743516013,0.03610759020774883,FALSE,FALSE
pre_covid,7,7,6,yield_6m,37,-0.008607144025557942,-0.021862868531761774,0.007013052090586521,-0.042466289630752184,0.0357311996695341,FALSE,FALSE
pre_covid,7,7,6,yield_6m,38,-0.008784651303980885,-0.02237107217918752,0.007182625190439231,-0.04414101173473674,0.04064955230149997,FALSE,FALSE
pre_covid,7,7,6,yield_6m,39,-0.0089110098916889,-0.02205335933651422,0.007195056606442986,-0.04520216161881702,0.04040379749596564,FALSE,FALSE
pre_covid,7,7,6,yield_6m,40,-0.008999024785028157,-0.022370288752207545,0.007329965715645837,-0.04663695771475335,0.04087371887896705,FALSE,FALSE
pre_covid,7,7,6,yield_6m,41,-0.009007689497823561,-0.022072747052421453,0.008110137799709375,-0.048375895819125714,0.04108715453349956,FALSE,FALSE
pre_covid,7,7,6,yield_6m,42,-0.008941301738974814,-0.022348239549739947,0.00871552263065617,-0.051739418719537245,0.04320414431655261,FALSE,FALSE
pre_covid,7,7,6,yield_6m,43,-0.008796005703487734,-0.02251938662396963,0.009300758065556202,-0.053372733532201996,0.04682160449444998,FALSE,FALSE
pre_covid,7,7,6,yield_6m,44,-0.008558187511211452,-0.022925694471565415,0.010144948002170131,-0.05282780578443865,0.047623369885923646,FALSE,FALSE
pre_covid,7,7,6,yield_6m,45,-0.008249584043372275,-0.021662984424676877,0.010474379245239772,-0.05453384441792607,0.05301862655121283,FALSE,FALSE
pre_covid,7,7,6,yield_6m,46,-0.00787584554881087,-0.021868047174368337,0.011070712691557016,-0.055747326299283854,0.05348492399762108,FALSE,FALSE
pre_covid,7,7,6,yield_6m,47,-0.007453190676674135,-0.021359663394296367,0.01224105445769005,-0.059115953911726284,0.053699791904055195,FALSE,FALSE
pre_covid,7,7,6,yield_6m,48,-0.006994801718800767,-0.021869555120072447,0.012504339504331528,-0.06362444441059986,0.054041167855221124,FALSE,FALSE
pre_covid,7,7,6,yield_2y,0,0.006733402896929604,0.0026516809822636723,0.010175697125969389,-0.0025021263111953307,0.015063363405293547,TRUE,FALSE
pre_covid,7,7,6,yield_2y,1,0.005667707990396239,-8.347361141112592e-4,0.010852336870820812,-0.007989554922463846,0.0160243162104737,FALSE,FALSE
pre_covid,7,7,6,yield_2y,2,0.004304506563290321,-0.0014844731632122014,0.009353404064743187,-0.00920281144156553,0.015419532689168663,FALSE,FALSE
pre_covid,7,7,6,yield_2y,3,0.00530424413007752,-0.0015540044514924232,0.01029900041280603,-0.009553481051048847,0.01634667380744288,FALSE,FALSE
pre_covid,7,7,6,yield_2y,4,0.004211390308600448,-0.0025299296931454132,0.009627978444475492,-0.01035961257057009,0.01631452224219287,FALSE,FALSE
pre_covid,7,7,6,yield_2y,5,0.0023393576344286947,-0.00507426102770624,0.009100615850009538,-0.015973799397465887,0.015845748787540956,FALSE,FALSE
pre_covid,7,7,6,yield_2y,6,0.0027202891216693177,-0.005226439972892066,0.00924801351676739,-0.015353569768894605,0.0165800946037127,FALSE,FALSE
pre_covid,7,7,6,yield_2y,7,0.0027493101615065447,-0.0053714815780346575,0.009656937577452462,-0.015397647728408107,0.018882617766579457,FALSE,FALSE
pre_covid,7,7,6,yield_2y,8,0.0021527284484945427,-0.0065138027392077245,0.010166070585784646,-0.017179982467102527,0.02023731415925715,FALSE,FALSE
pre_covid,7,7,6,yield_2y,9,0.001768739164880331,-0.007996880181356192,0.010040580190133996,-0.016736640691547046,0.020989714593849858,FALSE,FALSE
pre_covid,7,7,6,yield_2y,10,0.0027441026821845415,-0.007335721540592994,0.011594408086619075,-0.01738621138881228,0.02389180634737685,FALSE,FALSE
pre_covid,7,7,6,yield_2y,11,0.0030770394412892054,-0.006867397522598521,0.012315183135768189,-0.017914506303886888,0.024672206692992745,FALSE,FALSE
pre_covid,7,7,6,yield_2y,12,0.0024673366357563873,-0.008031813955368712,0.012528866469661688,-0.020575440516197408,0.026098289848492343,FALSE,FALSE
pre_covid,7,7,6,yield_2y,13,0.0019405117957753163,-0.008711770679623984,0.012523084536716312,-0.021482834417146643,0.028848507931653958,FALSE,FALSE
pre_covid,7,7,6,yield_2y,14,0.0012839721355945685,-0.009056240295851772,0.012732166350980364,-0.022691910132198713,0.031221731817347345,FALSE,FALSE
pre_covid,7,7,6,yield_2y,15,7.233766684978175e-4,-0.008762563102889823,0.012598380508619484,-0.023341348057661353,0.032891924586916144,FALSE,FALSE
pre_covid,7,7,6,yield_2y,16,-1.2754076759620626e-4,-0.009763750926828841,0.0123616559485907,-0.023488761818335736,0.03415748973254928,FALSE,FALSE
pre_covid,7,7,6,yield_2y,17,-6.258333754257942e-4,-0.010099689925148687,0.01182479714560279,-0.02479398074058996,0.034859214306107486,FALSE,FALSE
pre_covid,7,7,6,yield_2y,18,-0.0010771916752571977,-0.010503667317337095,0.011805595079629163,-0.027143392124490504,0.033892114197325185,FALSE,FALSE
pre_covid,7,7,6,yield_2y,19,-0.0018235021286146678,-0.011465383297597439,0.011375990780885241,-0.02781874864579766,0.033564098370876504,FALSE,FALSE
pre_covid,7,7,6,yield_2y,20,-0.001946068182103976,-0.012105484822712159,0.011336824349274383,-0.027374735634205814,0.035446260393845026,FALSE,FALSE
pre_covid,7,7,6,yield_2y,21,-0.002148908605043422,-0.012472175042155658,0.0108211654333428,-0.029028439653652125,0.03468190381296745,FALSE,FALSE
pre_covid,7,7,6,yield_2y,22,-0.002634935807645889,-0.012900052870511882,0.010762886411593243,-0.030522233956941317,0.03458602049490375,FALSE,FALSE
pre_covid,7,7,6,yield_2y,23,-0.0029603912007299905,-0.013522455516653976,0.010433433744170691,-0.031246637277185258,0.035301107627258944,FALSE,FALSE
