sample,r,q,p,n_series,n_months,max_companion_root,stable,nboot,bootstrap_seed,bootstrap_failures,elapsed_minutes
pre_covid,5,3,6,106,84,0.9978851969506575,TRUE,800,123,0,0.30003830989201863
