sample,r,q,p,variable,h,point,lo68,hi68,lo90,hi90,sig68,sig90
full,5,3,6,yield_6m,0,0.005,0.005,0.005,0.005,0.005,TRUE,TRUE
full,5,3,6,yield_6m,1,0.007123957355176286,0.004715672476013582,0.009857902899029512,0.0029930055989694816,0.013526157841208301,TRUE,TRUE
full,5,3,6,yield_6m,2,0.005269095221171278,0.001165992715409347,0.008326379888685183,-0.0022327878029434257,0.01192056663888001,TRUE,FALSE
full,5,3,6,yield_6m,3,0.0033869682761891104,-0.001517685258786305,0.007217692912458298,-0.008310778740525201,0.010756848556080594,FALSE,FALSE
full,5,3,6,yield_6m,4,0.0011860093998092792,-0.004741010944203619,0.005726045484957166,-0.013727867817200763,0.009279776868483976,FALSE,FALSE
full,5,3,6,yield_6m,5,-5.213215712122196e-5,-0.0061631572364115195,0.0053968371945863885,-0.01710898374178178,0.009206092329805982,FALSE,FALSE
full,5,3,6,yield_6m,6,0.0011124076486439068,-0.004931478425155058,0.007506768513753271,-0.016204527671588993,0.012777352563317244,FALSE,FALSE
full,5,3,6,yield_6m,7,0.0013067721602967439,-0.004556667688321611,0.008913155876567954,-0.014473001626409424,0.01578493184294135,FALSE,FALSE
full,5,3,6,yield_6m,8,6.992093122948113e-4,-0.005110863807530734,0.009159445408055822,-0.015321625314399248,0.01705461646227006,FALSE,FALSE
full,5,3,6,yield_6m,9,8.552158224910467e-4,-0.004789235181417527,0.010654212198960622,-0.014239483359835301,0.022062026297086576,FALSE,FALSE
full,5,3,6,yield_6m,10,0.001191868156307956,-0.004357436507098809,0.012081724060464507,-0.0138693564234992,0.025680014553369716,FALSE,FALSE
full,5,3,6,yield_6m,11,0.002003839515143085,-0.003963698082231103,0.013645132561800659,-0.012696472254287224,0.029397455973568742,FALSE,FALSE
full,5,3,6,yield_6m,12,0.0030131671256980962,-0.0032554578578722813,0.015856465303708985,-0.011613338650226866,0.03556709501169392,FALSE,FALSE
full,5,3,6,yield_6m,13,0.003748525326533604,-0.0027914790963075443,0.01811249907740339,-0.01198076664923321,0.03927860205055292,FALSE,FALSE
full,5,3,6,yield_6m,14,0.00421511700088543,-0.0025262484029539415,0.019542661273993078,-0.011548204057675097,0.041076274731455975,FALSE,FALSE
full,5,3,6,yield_6m,15,0.0047012467065581185,-0.0022255387110740677,0.020863041884482146,-0.012557487341683025,0.04470411047311155,FALSE,FALSE
full,5,3,6,yield_6m,16,0.005104781875261011,-0.0023021807908140497,0.02270220800740303,-0.013003057420094125,0.04657329161495917,FALSE,FALSE
full,5,3,6,yield_6m,17,0.005399484020845984,-0.0022041186771745193,0.023215771641912873,-0.013502538910160912,0.04825026314521208,FALSE,FALSE
full,5,3,6,yield_6m,18,0.00560083737314893,-0.002451981223258958,0.02377338140972916,-0.015097663423876875,0.05018714446044576,FALSE,FALSE
full,5,3,6,yield_6m,19,0.005560136861965881,-0.0029124592759164876,0.023891562012930734,-0.015657745791930574,0.05079559111479138,FALSE,FALSE
full,5,3,6,yield_6m,20,0.0053328925948281,-0.0032806287939144995,0.0239522711714833,-0.016688619204177493,0.050857490424071804,FALSE,FALSE
full,5,3,6,yield_6m,21,0.005057196968123492,-0.0036267216553665747,0.023248915725716496,-0.017063665420006476,0.05077673141920203,FALSE,FALSE
full,5,3,6,yield_6m,22,0.004668088909736336,-0.004186795882283104,0.023226593589392195,-0.01728232259758531,0.04887350362557707,FALSE,FALSE
full,5,3,6,yield_6m,23,0.004151702691954541,-0.0046854539964688606,0.022404388545344045,-0.01946225693818873,0.047713066759724976,FALSE,FALSE
full,5,3,6,yield_6m,24,0.003548569963401397,-0.005292239891488788,0.021874277425771037,-0.02117658366442451,0.045266717947422874,FALSE,FALSE
full,5,3,6,yield_6m,25,0.002835409233987633,-0.005699346076139742,0.02099439919827348,-0.02285822301609177,0.04309275461712256,FALSE,FALSE
full,5,3,6,yield_6m,26,0.0020324553666049706,-0.006790890145055735,0.01925685819213395,-0.023465666237730574,0.04055032995174432,FALSE,FALSE
full,5,3,6,yield_6m,27,0.00118207402338043,-0.007534270482235226,0.018032695574389287,-0.02511492333059547,0.03805862011499777,FALSE,FALSE
full,5,3,6,yield_6m,28,2.770861353224134e-4,-0.008585592130698368,0.016292994115252986,-0.026818704776295416,0.036921367712160036,FALSE,FALSE
full,5,3,6,yield_6m,29,-6.789818783318611e-4,-0.010379226948278962,0.01495054026216698,-0.028767109539571723,0.0351728039405504,FALSE,FALSE
full,5,3,6,yield_6m,30,-0.001670209457127354,-0.012372129667884143,0.013787862732358235,-0.031127496831056565,0.033035888828251814,FALSE,FALSE
full,5,3,6,yield_6m,31,-0.0026890710850151394,-0.014165410281929502,0.01270315463738221,-0.03357024509837587,0.03070773658117764,FALSE,FALSE
full,5,3,6,yield_6m,32,-0.0037204166414514235,-0.014618483694130413,0.011303361489102456,-0.034041496491446055,0.02802979757430438,FALSE,FALSE
full,5,3,6,yield_6m,33,-0.004748324435783758,-0.01556346634391529,0.01024221566098976,-0.036503882833518395,0.023970896300160284,FALSE,FALSE
full,5,3,6,yield_6m,34,-0.005766868569840888,-0.016844102425602445,0.009032399514644773,-0.039303808399948376,0.022675385530431764,FALSE,FALSE
full,5,3,6,yield_6m,35,-0.006767005889164624,-0.018068065860196283,0.008147517402369691,-0.03925596039015247,0.020164128798345282,FALSE,FALSE
full,5,3,6,yield_6m,36,-0.007736315218545615,-0.01919903693350748,0.007512198644210308,-0.041822336535183254,0.017938554857386737,FALSE,FALSE
full,5,3,6,yield_6m,37,-0.008666227105630064,-0.020565838226477357,0.006527355041289483,-0.043274305327632455,0.016576371060237866,FALSE,FALSE
full,5,3,6,yield_6m,38,-0.009547737904552477,-0.0215418646166873,0.005583439161640084,-0.043668936379491534,0.01447377564761404,FALSE,FALSE
full,5,3,6,yield_6m,39,-0.010371471122185073,-0.022586919977406052,0.0042201483249714785,-0.04702011300782052,0.012564687850040595,FALSE,FALSE
full,5,3,6,yield_6m,40,-0.011131833377997892,-0.02364619196862535,0.0035218126318344307,-0.049277260143146574,0.01104103956792197,FALSE,FALSE
full,5,3,6,yield_6m,41,-0.01182348738715548,-0.023378584687214408,0.002269948073724567,-0.04974788605605731,0.010061262740230658,FALSE,FALSE
full,5,3,6,yield_6m,42,-0.012440351536226458,-0.02412073565405293,0.0016234758767508914,-0.050674653035426856,0.009740567334025806,FALSE,FALSE
full,5,3,6,yield_6m,43,-0.012978310688051891,-0.024265185661159212,0.0013926222819492739,-0.051097627622678075,0.009573617864147363,FALSE,FALSE
full,5,3,6,yield_6m,44,-0.013434330976578849,-0.024732662856323584,9.701051328129103e-4,-0.05295927895883764,0.009054948362746411,FALSE,FALSE
full,5,3,6,yield_6m,45,-0.013805937413586855,-0.024954459640675285,7.583911616049855e-4,-0.05312801168287402,0.008418057279383466,FALSE,FALSE
full,5,3,6,yield_6m,46,-0.014092103040049049,-0.025083754833885155,3.884251735512479e-4,-0.05474117061064039,0.008248171935172131,FALSE,FALSE
full,5,3,6,yield_6m,47,-0.014292523011258038,-0.026055767604962178,1.587834864320843e-4,-0.05393883073426433,0.007293898455706131,FALSE,FALSE
full,5,3,6,yield_6m,48,-0.014407409266311044,-0.0257132600270419,9.188071851951385e-5,-0.055545008710599836,0.006622300345617111,FALSE,FALSE
full,5,3,6,yield_2y,0,0.015756290785924946,0.012242800405915364,0.022684405727131245,0.010826238705449985,0.03716505237083431,TRUE,TRUE
full,5,3,6,yield_2y,1,0.018544806559313287,0.012608075151272836,0.028432437952172346,0.01097578444010189,0.04618809998830452,TRUE,TRUE
full,5,3,6,yield_2y,2,0.015033682389120662,0.008638875137457994,0.022279967172689406,0.006251925678356774,0.03763135298067995,TRUE,TRUE
full,5,3,6,yield_2y,3,0.012904772044282349,0.00647189720738681,0.0199413550757733,0.0029899692000411207,0.03519440664811764,TRUE,TRUE
full,5,3,6,yield_2y,4,0.010184987944406008,0.003900352474852264,0.01616079104933082,-5.787008537568751e-4,0.032157480626559425,TRUE,FALSE
full,5,3,6,yield_2y,5,0.008450813140554393,0.0017828374254217358,0.014561799574447502,-0.00394644874670544,0.028254023310753464,TRUE,FALSE
full,5,3,6,yield_2y,6,0.01025785993137498,0.003111000176240318,0.01783881437338405,-0.0018067580432305425,0.03295377619486205,TRUE,FALSE
full,5,3,6,yield_2y,7,0.009972331686226016,0.0027100470396367203,0.01882368881052446,-0.0027219246039812406,0.03582643525074895,TRUE,FALSE
full,5,3,6,yield_2y,8,0.007316527928925033,3.117262221160606e-4,0.016784644529701877,-0.006750322875586555,0.035934765756301335,TRUE,FALSE
full,5,3,6,yield_2y,9,0.006402003193530901,-3.356566011637497e-4,0.016939046472912125,-0.008149474358458253,0.03774842797489407,FALSE,FALSE
full,5,3,6,yield_2y,10,0.006056422621611094,-9.505381170587905e-4,0.01791447180617304,-0.009702403261160931,0.040496539307541,FALSE,FALSE
full,5,3,6,yield_2y,11,0.006140943466811449,-5.933327157286283e-4,0.018608670257659513,-0.010568821392235748,0.043932230032152714,FALSE,FALSE
full,5,3,6,yield_2y,12,0.006628166705767469,-3.4066180478774683e-4,0.020979790231464703,-0.010325592345305662,0.04672095703828146,FALSE,FALSE
full,5,3,6,yield_2y,13,0.00657437535653364,-7.697424144973528e-4,0.02169322249683809,-0.010261171051790611,0.05040934588368716,FALSE,FALSE
full,5,3,6,yield_2y,14,0.006157396363388547,-0.0015222651783377995,0.02279020117913795,-0.011501321119785794,0.052885091423585245,FALSE,FALSE
full,5,3,6,yield_2y,15,0.006023682461307701,-0.002117114835230929,0.023225340920218395,-0.012397434514191428,0.0530190780951713,FALSE,FALSE
full,5,3,6,yield_2y,16,0.00592765065271002,-0.002451340494642843,0.02353632235429452,-0.014085429999097324,0.053701750717500094,FALSE,FALSE
full,5,3,6,yield_2y,17,0.005700855396941794,-0.0025348060581029267,0.023880997248023516,-0.01570481627639044,0.054383678417237215,FALSE,FALSE
full,5,3,6,yield_2y,18,0.00544399681789236,-0.003204486405120509,0.023624142424005394,-0.017014192851394744,0.05495295038374722,FALSE,FALSE
full,5,3,6,yield_2y,19,0.004904009119881717,-0.0035628745441970257,0.023880325175489506,-0.017913851523263497,0.05478899971187626,FALSE,FALSE
full,5,3,6,yield_2y,20,0.004160943892574522,-0.004357948254955975,0.02239628195156122,-0.019186409062977253,0.05133408254262909,FALSE,FALSE
full,5,3,6,yield_2y,21,0.0034831474644676404,-0.005174744849127313,0.02149352850624862,-0.019936821149043896,0.04813667609052057,FALSE,FALSE
full,5,3,6,yield_2y,22,0.0027443100360888878,-0.005934415259662232,0.02039870865765866,-0.021521166544549792,0.04440864205499602,FALSE,FALSE
full,5,3,6,yield_2y,23,0.0018705309790827968,-0.007097361064846227,0.01919490943997852,-0.02243726989146392,0.042383094603451285,FALSE,FALSE
full,5,3,6,yield_2y,24,9.49132618820463e-4,-0.007992458982119938,0.01804154879718215,-0.025781926890142068,0.039368718610150906,FALSE,FALSE
full,5,3,6,yield_2y,25,-4.50508673254898e-5,-0.009260155598266373,0.01658586803638327,-0.027436027398474536,0.03959573973869022,FALSE,FALSE
full,5,3,6,yield_2y,26,-0.0010965685327435947,-0.00997968728036191,0.015609941564109147,-0.03108300232380056,0.03693591268877808,FALSE,FALSE
