sample,r,q,p,n_series,n_months,max_companion_root,stable,nboot,bootstrap_seed,bootstrap_failures,elapsed_minutes
pre_covid,2,2,6,106,84,0.977321842298481,TRUE,800,123,0,0.29591665665308636
