sample,r,q,p,variable,h,point,lo68,hi68,lo90,hi90,sig68,sig90
pre_covid,2,2,6,yield_6m,0,0.005,0.005,0.005,0.005,0.005,TRUE,TRUE
pre_covid,2,2,6,yield_6m,1,0.005383632356439358,0.004511028866409622,0.006590790086201466,0.0038023983034495192,0.007760746868075657,TRUE,TRUE
pre_covid,2,2,6,yield_6m,2,0.004684331174537812,0.0033136771370566994,0.005952104947248296,0.0025948060800366963,0.007061262726972787,TRUE,TRUE
pre_covid,2,2,6,yield_6m,3,0.006754013929563433,0.005133630156965836,0.00837641877088446,0.00422419483630253,0.009936711362340315,TRUE,TRUE
pre_covid,2,2,6,yield_6m,4,0.006901696993439973,0.00483591065173777,0.008525295084513768,0.0037043324410244898,0.010475849414504534,TRUE,TRUE
pre_covid,2,2,6,yield_6m,5,0.00589198294104503,0.003433822734995013,0.007750508574625639,0.002026150410231891,0.009827037285934358,TRUE,TRUE
pre_covid,2,2,6,yield_6m,6,0.006257508408681424,0.003639745086401432,0.008568037927873763,0.002168137982154915,0.010435864663180618,TRUE,TRUE
pre_covid,2,2,6,yield_6m,7,0.00594633007395406,0.003005868841335655,0.00836329942615967,0.0010848850023374348,0.010166523428152613,TRUE,TRUE
pre_covid,2,2,6,yield_6m,8,0.0051780837014701545,0.0017713964250868405,0.007447549246865,-3.794921596081895e-4,0.009682563584060456,TRUE,FALSE
pre_covid,2,2,6,yield_6m,9,0.005052821843700327,0.0016082667435855617,0.00746213811244746,-9.119253429126974e-4,0.009618457151079323,TRUE,FALSE
pre_covid,2,2,6,yield_6m,10,0.004663472299597923,8.989025477056553e-4,0.007022535230171715,-0.0017725559438213814,0.009208850268660036,TRUE,FALSE
pre_covid,2,2,6,yield_6m,11,0.003989692731859883,-8.05193798768843e-5,0.00617981287769473,-0.0029275971988810476,0.008526606943768587,FALSE,FALSE
pre_covid,2,2,6,yield_6m,12,0.0035917136289578297,-8.075037703455627e-4,0.005700165009912933,-0.003661387424253669,0.008065632931126342,FALSE,FALSE
pre_covid,2,2,6,yield_6m,13,0.003083587803734359,-0.0013266131504282388,0.0049708387428276084,-0.004286783181675011,0.007341933427086871,FALSE,FALSE
pre_covid,2,2,6,yield_6m,14,0.0024517715478209806,-0.00216426275490418,0.004200542343040271,-0.005115018964025864,0.0066540603488982565,FALSE,FALSE
pre_covid,2,2,6,yield_6m,15,0.001957488759992622,-0.0025619638287579898,0.0035154183582547143,-0.0059365001361251675,0.0060485621741069055,FALSE,FALSE
pre_covid,2,2,6,yield_6m,16,0.0014427991525540831,-0.003015201139921261,0.0028790695152645235,-0.006555155296319048,0.0051921050415919085,FALSE,FALSE
pre_covid,2,2,6,yield_6m,17,8.816393095006213e-4,-0.0035439370472557744,0.0020254525856483823,-0.0072522372911661016,0.004491627122135921,FALSE,FALSE
pre_covid,2,2,6,yield_6m,18,3.9437515303751997e-4,-0.003998634038576569,0.0012539051442087593,-0.007623374386100841,0.0037921082377821696,FALSE,FALSE
pre_covid,2,2,6,yield_6m,19,-8.487973223669086e-5,-0.004420851094092602,6.094512551736887e-4,-0.008121453889491174,0.0030119736752464384,FALSE,FALSE
pre_covid,2,2,6,yield_6m,20,-5.701439734130674e-4,-0.00452090943917387,8.011121449981413e-5,-0.008598947076094016,0.002191558355690802,FALSE,FALSE
pre_covid,2,2,6,yield_6m,21,-0.0010056372307432656,-0.004850840572400725,-4.622920154389508e-4,-0.008841587304252264,0.001458908339051406,TRUE,FALSE
pre_covid,2,2,6,yield_6m,22,-0.0014151000720168444,-0.005249150459405345,-8.531197030990036e-4,-0.009018413043760536,8.995187605026027e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,23,-0.001806806544093503,-0.005596301271288561,-0.001213915703952254,-0.00941774971831383,3.224248271688756e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,24,-0.002155418378972624,-0.005968187341868975,-0.001453282624077472,-0.009822960374083988,1.422507362499296e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,25,-0.002470072895508883,-0.006398160232060414,-0.0017885542092932196,-0.0100850701065643,-8.60460581688745e-5,TRUE,TRUE
pre_covid,2,2,6,yield_6m,26,-0.0027554932981621472,-0.006614170222068741,-0.001943542151993553,-0.01043268755214542,1.9092977650057365e-5,TRUE,FALSE
pre_covid,2,2,6,yield_6m,27,-0.0030007540548036295,-0.007054130144184769,-0.0019247812269803013,-0.010837152580061443,-4.065894664486478e-5,TRUE,TRUE
pre_covid,2,2,6,yield_6m,28,-0.003209163526296888,-0.007373218316227961,-0.0018266591777281987,-0.011254547024655526,1.5881660579762622e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,29,-0.003383652896928185,-0.007619544395822748,-0.0017702899460622765,-0.011768394134070805,2.36314004351685e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,30,-0.003519944780020936,-0.007908277492261046,-0.0015169013248487776,-0.011905561564861349,3.42145132976041e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,31,-0.0036198247790528403,-0.008217492927043242,-0.0012183176505685517,-0.011880120258556524,6.093265539378126e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,32,-0.0036856405577984745,-0.008219995016357293,-9.101322873876357e-4,-0.012173222620551183,8.480501301771805e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,33,-0.0037165567056183352,-0.008414918488337239,-6.81535558012379e-4,-0.012475953090361298,9.128724848883105e-4,TRUE,FALSE
pre_covid,2,2,6,yield_6m,34,-0.0037142482886858776,-0.008498095590265467,-4.904733072792291e-4,-0.012333749135553618,0.0011577760405149294,TRUE,FALSE
pre_covid,2,2,6,yield_6m,35,-0.003681013403116102,-0.008429548147598992,-2.984903266678241e-4,-0.012237160956907757,0.0012910077524200072,TRUE,FALSE
pre_covid,2,2,6,yield_6m,36,-0.00361775278570507,-0.008291451530314072,-1.6663005977056542e-4,-0.012043497205686874,0.0014040162851244112,TRUE,FALSE
