sample,r,q,p,variable,h,point,lo68,hi68,lo90,hi90,sig68,sig90
pre_covid,5,4,6,yield_2y,47,0.0014345797336526962,-0.004839229643444828,0.0058313229601733635,-0.014027135226644203,0.014451058068760857,FALSE,FALSE
pre_covid,5,4,6,yield_2y,48,0.00183662645230931,-0.004418654210336487,0.0062556516822459725,-0.013590080510788607,0.014930971456476093,FALSE,FALSE
pre_covid,5,4,6,yield_5y,0,0.01028174930114475,0.006298702220060157,0.014394557640606343,0.0034923527273535947,0.019519297715084535,TRUE,TRUE
pre_covid,5,4,6,yield_5y,1,0.010061513853623246,0.005111442789589878,0.014173264740972155,0.0019411874420203386,0.019846002193361145,TRUE,TRUE
pre_covid,5,4,6,yield_5y,2,0.005965670470992711,0.001961242553071117,0.009118329844368878,-0.0011542027541063214,0.012634999300593048,TRUE,FALSE
pre_covid,5,4,6,yield_5y,3,0.0064604048362331455,0.0024252173004547114,0.010930221361629073,-0.0010944326224110418,0.015052709032448399,TRUE,FALSE
pre_covid,5,4,6,yield_5y,4,0.0028884303705869804,-6.545841747323488e-4,0.0087544606473017,-0.00428752599685484,0.013454777690312985,FALSE,FALSE
pre_covid,5,4,6,yield_5y,5,-0.0023219649459175467,-0.004414700854334011,0.004789188679910083,-0.009036508363725118,0.008881665130528302,FALSE,FALSE
pre_covid,5,4,6,yield_5y,6,-0.0022887277572823388,-0.004368443360680708,0.005201403253966684,-0.008623506811576651,0.009275493432625929,FALSE,FALSE
pre_covid,5,4,6,yield_5y,7,-0.0024594099109291963,-0.004560101166722345,0.004846610246543814,-0.009264441208909556,0.008370455340370807,FALSE,FALSE
pre_covid,5,4,6,yield_5y,8,-0.0034002840194660867,-0.0059364223569281374,0.003774075887152885,-0.01020326684080932,0.006947067796270134,FALSE,FALSE
pre_covid,5,4,6,yield_5y,9,-0.0040750016047727605,-0.006736040321239923,0.0029664527484374154,-0.012162708240124588,0.00624634221219091,FALSE,FALSE
pre_covid,5,4,6,yield_5y,10,-0.0037377499065623767,-0.006791854057217148,0.0029518413851656153,-0.01222429661992477,0.006545390194874293,FALSE,FALSE
pre_covid,5,4,6,yield_5y,11,-0.003028230540896023,-0.006238262415115062,0.003641030044298935,-0.011502010284649073,0.00768181303234081,FALSE,FALSE
pre_covid,5,4,6,yield_5y,12,-0.0029514431432564187,-0.006433990310546607,0.0035173127929570037,-0.012239083706685893,0.007532519838901895,FALSE,FALSE
pre_covid,5,4,6,yield_5y,13,-0.0027518462467106004,-0.006206136054550496,0.00372118805037755,-0.013629031488739377,0.007672395863733111,FALSE,FALSE
pre_covid,5,4,6,yield_5y,14,-0.0024999886302013,-0.0056531855483938605,0.0038773419008619014,-0.011921258112600863,0.008169042848724597,FALSE,FALSE
pre_covid,5,4,6,yield_5y,15,-0.002935885706210707,-0.006201119933212578,0.0033171523436000645,-0.012083034528656472,0.008183336687095564,FALSE,FALSE
pre_covid,5,4,6,yield_5y,16,-0.0033793240751017494,-0.006198361896062038,0.0035016488800227383,-0.01217993223549907,0.008279336788356715,FALSE,FALSE
pre_covid,5,4,6,yield_5y,17,-0.0037139228978909063,-0.006171925286621591,0.003337281491273345,-0.012638929205914237,0.007993271012761663,FALSE,FALSE
pre_covid,5,4,6,yield_5y,18,-0.004105283888509744,-0.006209641487111809,0.0029543305180660673,-0.011480507408059042,0.007565056730509567,FALSE,FALSE
pre_covid,5,4,6,yield_5y,19,-0.004406169049305909,-0.00619408031539749,0.002556287010716699,-0.011882691705290688,0.0072652401514589834,FALSE,FALSE
pre_covid,5,4,6,yield_5y,20,-0.00458264867374716,-0.006434430121770212,0.0023177634996450723,-0.011074577283358915,0.007142921625540478,FALSE,FALSE
