ident,var,h,point,lo68,hi68,lo90,hi90
GMR nao-gaussiano,yield_5y,45,3.2761236698947e-4,-0.009223589706547325,0.006564367381881415,-0.03016369438230936,0.02768150457298531
GMR nao-gaussiano,yield_5y,46,3.0610492061102293e-4,-0.00920658725777584,0.006359614003667894,-0.02994499960432917,0.02721878509893736
GMR nao-gaussiano,yield_5y,47,2.9037065972768223e-4,-0.009136355082007695,0.0060470706508664466,-0.027592963127646194,0.026305882896121985
GMR nao-gaussiano,yield_5y,48,2.793694638335886e-4,-0.008959467013515427,0.006092217253573695,-0.026951410138376958,0.025959797693229644
GMR nao-gaussiano,asset_ibov,0,1.1825327478675545,-14.236164540227248,9.863167680530921,-46.63097351835644,41.50274136466936
GMR nao-gaussiano,asset_ibov,1,1.1099040717465367,-5.385474727071219,6.362934957394529,-17.379776819552024,18.893477355728034
GMR nao-gaussiano,asset_ibov,2,2.4124399441864943,-3.9964889662418535,6.599799038733259,-17.140029421533995,15.480837582461643
GMR nao-gaussiano,asset_ibov,3,-0.628695269334553,-6.751536588082168,2.311599522471639,-19.822956712353474,9.767162482861929
GMR nao-gaussiano,asset_ibov,4,0.26916295657602846,-4.618911690145072,3.7907865361119013,-15.052397537581333,11.174707773840268
GMR nao-gaussiano,asset_ibov,5,1.7582562475667054,-2.3245620325741982,7.253603714162394,-9.463521445646327,14.935221752416831
GMR nao-gaussiano,asset_ibov,6,2.4925001493265686,-3.0124217394890653,5.957971296003831,-13.848111575732279,13.505834226553603
GMR nao-gaussiano,asset_ibov,7,3.421237200442596,-1.7681897529915043,7.484113211757641,-12.205326708767027,15.411568684512353
GMR nao-gaussiano,asset_ibov,8,3.588716518537681,-2.1330439901962555,7.0104198212603235,-11.195099537718278,14.439216328452565
GMR nao-gaussiano,asset_ibov,9,3.1982952496582437,-2.8571450178026265,6.461045598151398,-13.816489935562904,13.787700397907114
GMR nao-gaussiano,asset_ibov,10,3.637959325392198,-1.5280549998172932,7.365527462664926,-10.67185704835036,15.25205145040388
GMR nao-gaussiano,asset_ibov,11,3.9041280771774654,-1.1720794742615646,8.01370890025384,-9.872255211169648,15.274167917162643
GMR nao-gaussiano,asset_ibov,12,4.117067697845752,-1.007066841252691,8.494193214376361,-11.24960688334413,15.992653314703277
GMR nao-gaussiano,asset_ibov,13,4.150048133125215,-1.1161709531229902,9.185883741126798,-12.564659391863392,17.556111149666954
GMR nao-gaussiano,asset_ibov,14,3.9925032281197996,-1.556081339990486,8.707448933343684,-12.546392528373444,18.223392379991793
GMR nao-gaussiano,asset_ibov,15,3.9840556154402074,-1.2476779954558872,9.118390470924107,-13.334720157158939,17.56659038856561
GMR nao-gaussiano,asset_ibov,16,3.917932680423599,-1.4901365969931222,9.09455920481656,-12.22643631318479,18.414382400874523
GMR nao-gaussiano,asset_ibov,17,3.9155444607161645,-1.1167782189879432,9.187514951113453,-12.22900317350694,19.320765984220653
GMR nao-gaussiano,asset_ibov,18,3.838343730896703,-1.366389197185697,9.352531079204956,-13.617829850241886,19.16708447068703
GMR nao-gaussiano,asset_ibov,19,3.6394502004121017,-1.6753479183830184,9.149889013822996,-14.33116081607796,20.127968200050375
GMR nao-gaussiano,asset_ibov,20,3.5144537217407805,-1.5387769206584838,9.451956681433662,-14.315289748971574,20.532896179027933
GMR nao-gaussiano,asset_ibov,21,3.3599463229917923,-1.6164229340641234,9.26365688045592,-14.058245148440049,20.862304792709836
GMR nao-gaussiano,asset_ibov,22,3.2173514454166456,-1.7203055750018788,8.939618600578179,-13.775136726086757,21.345020542875208
GMR nao-gaussiano,asset_ibov,23,3.089777063262074,-1.9030830100716267,9.01306649533041,-14.143651692822335,21.171613099139115
