cell_id,cell,reference_cell,comparison,var,h,point,reference_point,difference_vs_reference
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,yield_6m,24,0.002555959213712004,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cambio_usd,24,-0.04021346319032196,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cds_5y,24,2.1555725208112513,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,ibc_br,25,-0.016025673259699384,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,price_ipca,25,-0.02289898323137933,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,yield_6m,25,0.0021945478339842964,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cambio_usd,25,-0.04028863569422375,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cds_5y,25,1.656170699177001,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,ibc_br,26,-0.01660161809594543,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,price_ipca,26,-0.02324273504093957,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,yield_6m,26,0.0018418692861717708,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cambio_usd,26,-0.04004458934818535,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cds_5y,26,1.1842314376138243,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,ibc_br,27,-0.017374344894059007,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,price_ipca,27,-0.023391306460470867,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,yield_6m,27,0.0014997744733156752,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cambio_usd,27,-0.039507949042825743,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cds_5y,27,0.7406544853183332,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,ibc_br,28,-0.01830074194116874,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,price_ipca,28,-0.023358128515078538,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,yield_6m,28,0.0011699129849595184,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cambio_usd,28,-0.03870518503777278,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cds_5y,28,0.32613905027498763,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,ibc_br,29,-0.019341452739591147,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,price_ipca,29,-0.023156833567662467,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,yield_6m,29,8.537358287224201e-4,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cambio_usd,29,-0.0376624899783817,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cds_5y,29,-0.058816854385076445,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,ibc_br,30,-0.020460712511523052,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,price_ipca,30,-0.02280116495440648,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,yield_6m,30,5.524993383877561e-4,NA,NA
p2_canonical,"VAR(2) canônico, 151 resíduos",NA,referência canônica,cambio_usd,30,-0.036405657093610974,NA,NA
